adref,salary_min,redirect_url,description,latitude,title,salary_is_predicted,id,created,__CLASS__,salary_max,longitude,category.label,category.__CLASS__,category.tag,location.display_name,location.__CLASS__,location.area,company.display_name,company.__CLASS__,contract_time,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyMTI1OSIsInMiOiI3RnBvbENwMjhSR0tjLWlhZnNGV1lRIn0.wpRc3JS2CiHfoFr-XiQD57sA6bkPFJA4djTYI9PNNzA,64479.98,https://www.adzuna.com/details/5785621259?utm_medium=api&utm_source=abfa41a4,"Overview Join our team as a night shift, full-time, Emergency Room (ER) Registered Nurse (RN) in Jacksonville, TX. Why Join Us? Thrive in a People-First Environment and Make Healthcare Better Thrive: We empower our team with career growth opportunities, tuitionassistance, and resources that support your wellness, education, and financial well-being. People-First: We prioritize your well-being with paid time off, comprehensive health benefits, and a supportive, inclusive culture where you are va…",31.95006,Registered Nurse / RN ER,1,5785621259,2026-07-02T11:09:53Z,Adzuna::API::Response::Job,64479.98,-95.2575,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Jacksonville, Cherokee County",Adzuna::API::Response::Location,"['US', 'Texas', 'Cherokee County', 'Jacksonville']",UT Health Jacksonville Hospital,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyMTIxMiIsInMiOiI3RnBvbENwMjhSR0tjLWlhZnNGV1lRIn0.2HpTGIIspBg4e5M-pBlBEDY1HhZXHMlsun8umaMwLeA,83226.33,https://www.adzuna.com/details/5785621212?utm_medium=api&utm_source=abfa41a4,"Confident Staff Solutions Confident Staff Solutions is a leading staffing agency in the healthcare industry, specializing in providing top talent to healthcare organizations across the country. Our team is dedicated to helping healthcare facilities improve patient outcomes and achieve their goals by connecting them with highly skilled and qualified professionals. HEDIS Course We are offering a HEDIS course to individuals looking to start working as a HEDIS Abstractor. Once the course is complet…",33.49521,Remote Data Entry,1,5785621212,2026-07-02T11:09:53Z,Adzuna::API::Response::Job,83226.33,-111.92175,HR & Recruitment Jobs,Adzuna::API::Response::Category,hr-jobs,"Scottsdale, Maricopa County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Scottsdale']",Confident Staff Solutions,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyMTI3NCIsInMiOiI3RnBvbENwMjhSR0tjLWlhZnNGV1lRIn0.7nMrkK7h7aNICyIPVK8vz07v5ko4oc-efNFzFvrYleo,74305.23,https://www.adzuna.com/details/5785621274?utm_medium=api&utm_source=abfa41a4,Details Client Name HCA Florida Fort Walton-Destin Hospital Job Type Permanent Offering Allied Profession Social Services Specialty Licensed Clinical Social Worker (LCSW) Job ID 17021195 Job Title Social Services - Licensed Clinical Social Worker (LCSW) Shift Details Shift 8hr Days Scheduled Hours 40 Job Order Details Start Date 06/28/2026 Duration 0 Job Description Requirements Master's degree in Social Work (MSW) Active Florida LCSW license (required) Minimum 1 year of recent acute care hospi…,30.4125,Social Services - Licensed Clinical Social Worker (LCSW),1,5785621274,2026-07-02T11:09:53Z,Adzuna::API::Response::Job,74305.23,-86.615,Social work Jobs,Adzuna::API::Response::Category,social-work-jobs,"West Destin, Okaloosa County",Adzuna::API::Response::Location,"['US', 'Florida', 'Okaloosa County', 'West Destin']",TLC NURSING SERVICES,Adzuna::API::Response::Company,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyMTI5MyIsInMiOiI3RnBvbENwMjhSR0tjLWlhZnNGV1lRIn0.KYp7jyEDp7wFtm-VfNTpSMfY4T8u3XxUy0ujg-J0mgk,235169.1,https://www.adzuna.com/details/5785621293?utm_medium=api&utm_source=abfa41a4,"We are seeking a dedicated Family Medicine or Internal Medicine Physician to join our growing outpatient team in Hamilton, Georgia. This position offers a flexible, patient-focused schedule with extended weekday hours and minimal weekend commitment-without any on-call responsibilities. The ideal candidate is committed to delivering high-quality, comprehensive care and thrives in a collaborative clinical environment. Schedule: 3 weekdays per week (Monday-Friday): 8:00 AM - 8:00 PM 1 weekend ever…",32.742324,Family Medicine Physician,1,5785621293,2026-07-02T11:09:53Z,Adzuna::API::Response::Job,235169.1,-84.9119,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Hamilton, Harris County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Harris County', 'Hamilton']",Northeast Healthcare Recruitment,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyMTI2MiIsInMiOiI3RnBvbENwMjhSR0tjLWlhZnNGV1lRIn0.k47advry1EhnQdlWXMXYbYTWl_vPXfRDUK0QHk5aSpY,70116.35,https://www.adzuna.com/details/5785621262?utm_medium=api&utm_source=abfa41a4,"Dental Assistant Now is the time to join PDS Health. You will have opportunities to learn new skills from our team of experienced professionals. If you're ready to take your career to the next level and gain valuable experience, apply today! Overview The primary role of the dental assistant is to support the success of the clinicians through effective delivery of the perfect patient experience (PPE), thus creating a patient for life (PFL). Dental assistants perform a variety of patient care, of…",34.0414,Traveling Dental Assistant Endodontics,1,5785621262,2026-07-02T11:09:53Z,Adzuna::API::Response::Job,70116.35,-118.2538,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Textile Finance, Los Angeles County",Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Textile Finance']",Arlington Modern Dentistry,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyMTIzMSIsInMiOiI3RnBvbENwMjhSR0tjLWlhZnNGV1lRIn0.ZMnTH5W0y_0C6910ieR_Av37Q5v2K68pQ1aREOtNDLc,90181.47,https://www.adzuna.com/details/5785621231?utm_medium=api&utm_source=abfa41a4,"Job Title Site Manager Job Description Field Leadership & Execution Manage all on-site construction activities from mobilization through completion. Coordinate subcontractors, vendors, and daily jobsite operations. Ensure projects are built according to plans, specifications, and company standards. Scheduling & Coordination Develop and maintain project schedules and short-term look-ahead plans. Coordinate subcontractor sequencing to maintain workflow and avoid delays. Work closely with Project …",35.07032,Superintendent - Commercial Construction,1,5785621231,2026-07-02T11:09:53Z,Adzuna::API::Response::Job,90181.47,-89.95656,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,"Cloverdale, Shelby County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Shelby County', 'Cloverdale']",Michael Page,Adzuna::API::Response::Company,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0Zwb2xDcDI4UkdLYy1pYWZzRldZUSIsImkiOiI1Nzg1NjIxMjkxIn0.F5bX5b-gWWYKuuULRnJH-7uyA3Bq6GtyGGgqoZDb5x4,0.0,https://www.adzuna.com/details/5785621291?utm_medium=api&utm_source=abfa41a4,"Lucid Staffing Solutions is seeking a travel nurse RN PCU - Progressive Care Unit Med Surg for a travel nursing job in Omaha, Nebraska. Job Description & Requirements Specialty: PCU - Progressive Care Unit Discipline: RN Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Job Description Position: Travel Registered Nurse (RN) with experience in PCU/IMC/Stepdown Location: Omaha, Nebraska Shift: hr Day Weekly Gross: $2381.68 Lucid Staffing Solutions was created by f…",41.261559,"Travel PCU/Med-Surg Oncology RN - $2,382 per week",0,5785621291,2026-07-02T11:09:53Z,Adzuna::API::Response::Job,123864.0,-95.936348,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Omaha, Douglas County",Adzuna::API::Response::Location,"['US', 'Nebraska', 'Douglas County', 'Omaha']",Lucid Staffing Solutions,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyMTE5MyIsInMiOiI3RnBvbENwMjhSR0tjLWlhZnNGV1lRIn0.SQdOZ0bKEX9RxozJx0K4xtIM8pH0zxlF4Eb7vfwml2w,0.0,https://www.adzuna.com/details/5785621193?utm_medium=api&utm_source=abfa41a4,"Zack Group is seeking a travel nurse RN Case Management for a travel nursing job in Fort Walton Beach, Florida. Job Description & Requirements Specialty: Case Management Discipline: RN Start Date: ASAP Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Zack Group is currently seeking Case Manager RN’s for positions in Fort Walton Beach, Florida. The ideal candidate will possess a current state or equivalent compact license. This is a 5x8 days, 06:00:00-14:00:00, 8…",30.4125,"Travel RN Case Manager - $2,091 per week",0,5785621193,2026-07-02T11:09:53Z,Adzuna::API::Response::Job,108732.0,-86.615,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"West Destin, Okaloosa County",Adzuna::API::Response::Location,"['US', 'Florida', 'Okaloosa County', 'West Destin']",Zack Group LLC,Adzuna::API::Response::Company,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0Zwb2xDcDI4UkdLYy1pYWZzRldZUSIsImkiOiI1Nzg1NjIxMjA1In0.DXUjxuRHvSY2XlKFgLTq1YiN5Qfx8uSyaJ5lRJ46-Tc,0.0,https://www.adzuna.com/details/5785621205?utm_medium=api&utm_source=abfa41a4,"GrapeTree Medical Staffing is seeking a travel nurse RN Rehabilitation for a travel nursing job in Sandwich, Massachusetts. Job Description & Requirements Specialty: Rehabilitation Discipline: RN Start Date: 08/04/2026 Duration: 12 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Looking for a great Travel Rehabilitation Nursing Job in Sandwich, Massachusetts? GrapeTree Medical Staffing posted this Travel Nursing Job that offers 40 hours a week for 12 weeks in Sandwich, Mass…",41.724452,"Travel Rehabilitation RN - $2,652 per week",0,5785621205,2026-07-02T11:09:53Z,Adzuna::API::Response::Job,137904.0,-70.480881,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"East Sandwich, Barnstable County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Barnstable County', 'East Sandwich']",GrapeTree Medical Staffing,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0Zwb2xDcDI4UkdLYy1pYWZzRldZUSIsImkiOiI1Nzg1NjIxMjIzIn0.Oa9jZj15gJG_jmhNv5qj6DzjKtYaqmA5g4QtIPHnYEM,148913.58,https://www.adzuna.com/details/5785621223?utm_medium=api&utm_source=abfa41a4,"Responsibilities Northwest Specialty Hospital, an extension of Northern Nevada Medical Center , brings expanded services to a new building located at 6225 Sharlands Ave. in Northwest Reno. The facility will offer adult behavioral health services. The adult behavioral health services offered is an expansion to our current 50 and older program at NNMC. The new program will offer behavioral health services to all adults 18 years and older. The department is managed through a multidisciplinary team…",39.5387,"REGISTERED NURSE, Behavioral Health, Per Diem Nights",1,5785621223,2026-07-02T11:09:53Z,Adzuna::API::Response::Job,148913.58,-119.8225,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Sierra, Washoe County",Adzuna::API::Response::Location,"['US', 'Nevada', 'Washoe County', 'Sierra']",Universal Health Services,Adzuna::API::Response::Company,part_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0Zwb2xDcDI4UkdLYy1pYWZzRldZUSIsImkiOiI1Nzg1NjIxMjE4In0.7TtDtZw_Bd5Ox5-C7YsQrBq9M_TBuhnzH1LptwZ7V88,53770.32,https://www.adzuna.com/details/5785621218?utm_medium=api&utm_source=abfa41a4,"About Seaton Senior Living Seaton Senior Living, part of the Discovery Senior Living family of companies, is a recognized industry leader in performance, innovation, and lifestyle personalization. As one of the nation’s leading senior living operators, Seaton Senior Living serves nearly 2,000 residents across the Mid Atlantic. Our communities are located throughout the Mid Atlantic—including Pennsylvania, New Jersey, Delaware, Virigina, and Maryland—where we are dedicated to creating exceptiona…",41.489545,3-11 LPN,1,5785621218,2026-07-02T11:09:53Z,Adzuna::API::Response::Job,53770.32,-75.702879,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Scott, Lackawanna County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Lackawanna County', 'Scott']",Clarks Summit Senior Living,Adzuna::API::Response::Company,part_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyMTE5OSIsInMiOiI3RnBvbENwMjhSR0tjLWlhZnNGV1lRIn0.bsHt29wLEw8scKueHS-2GaIUNzGPnxqIrRlHlTXOQCE,17241.15,https://www.adzuna.com/details/5785621199?utm_medium=api&utm_source=abfa41a4,"L&D RN Starkville, MS Mississippi is often overlooked by travelers, but those that come, find that it has lots to offer! Mississippi was the birthplace of country, jazz, blues, gospel, and rock and roll music. Mississippi has beautiful soft white sand beaches along an emerald coast, beautiful antebellum homes covered in Spanish moss, mysterious swamps, and riverboat cruises on her namesake river. Your adventure starts here with PRN Healthcare! Take control of your career with a travel contract …",33.464111,L&D - RN,1,5785621199,2026-07-02T11:09:53Z,Adzuna::API::Response::Job,17241.15,-88.705116,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Hickory Grove, Oktibbeha County",Adzuna::API::Response::Location,"['US', 'Mississippi', 'Oktibbeha County', 'Hickory Grove']",PRN Healthcare Services,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyMTE5MiIsInMiOiI3RnBvbENwMjhSR0tjLWlhZnNGV1lRIn0.GY1lDxB_xubond3hRMLA6ebq3HM9QTayqMwpvczEXw4,0.0,https://www.adzuna.com/details/5785621192?utm_medium=api&utm_source=abfa41a4,"Voca Healthcare is seeking a travel nurse RN MICU - Medical Intensive Care Unit for a travel nursing job in Cleveland, Ohio. Job Description & Requirements Specialty: MICU - Medical Intensive Care Unit Discipline: RN Start Date: 07/17/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Benefits available on 1st of the month after start: Holiday pay Weekly pay Retention bonus 401k retirement plan Medical benefits Dental benefits Vision benefits Referral bonu…",41.49307,"Travel Registered Nurse, MICU - $1,985 per week",0,5785621192,2026-07-02T11:09:53Z,Adzuna::API::Response::Job,103220.0,-81.66832,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Newburgh Heights, Cuyahoga County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Cuyahoga County', 'Newburgh Heights']",Voca Healthcare,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0Zwb2xDcDI4UkdLYy1pYWZzRldZUSIsImkiOiI1Nzg1NjIxMjc3In0.xMGwTA7bLxe8-I3nhMNFy309mjiG5G2jpOdmmbMsFzw,0.0,https://www.adzuna.com/details/5785621277?utm_medium=api&utm_source=abfa41a4,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",42.16062,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,5785621277,2026-07-02T11:09:53Z,Adzuna::API::Response::Job,70000.0,-75.93648,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Choconut, Broome County",Adzuna::API::Response::Location,"['US', 'New York', 'Broome County', 'Choconut']",U.S. Xpress - Dedicated,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0Zwb2xDcDI4UkdLYy1pYWZzRldZUSIsImkiOiI1Nzg1NjIxMjQ0In0.HuBfZSKfibl09CdLdYk-RrQc8S9NlOYhDfGEqnq6P4E,74079.03,https://www.adzuna.com/details/5785621244?utm_medium=api&utm_source=abfa41a4,"Card Operations Administrator- Debit Card Location: Block 23 As a Card Operations Administrator, you will be responsible for executing on all debit card inquiries. You will be processing maintenance requests, questions or guidance that come from all internal and external channels. You may also be asked to handle incoming calls from our front-line servicing teams to support our customers' real time. This is a great role that would allow you to grow and expand your knowledge of all debit card and…",33.449188,Card Operations Administrator- Debit Card,1,5785621244,2026-07-02T11:09:53Z,Adzuna::API::Response::Job,74079.03,-112.0772,Admin Jobs,Adzuna::API::Response::Category,admin-jobs,"Phoenix, Maricopa County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Phoenix']",Western Alliance Bank,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyMTIxNCIsInMiOiI3RnBvbENwMjhSR0tjLWlhZnNGV1lRIn0.HMThOxGnfCovrW2_3T5p24g0NId1CmG8_-smMOGX9K8,0.0,https://www.adzuna.com/details/5785621214?utm_medium=api&utm_source=abfa41a4,"Medworks Staffing is seeking a travel Home Health Physical Therapist for a travel job in Elkton, Maryland. Job Description & Requirements Specialty: Physical Therapist Discipline: Therapy Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Looking for a great Travel Physical Therapist Job in Elkton, Maryland? Medworks Staffing posted this Travel Therapy Job that offers 40 hours a week for 13 weeks in Elkton, Maryland. Vivian Health provides transparent Travel Physi…",39.6063,"Travel Home Health Physical Therapist - $2,700 per week",0,5785621214,2026-07-02T11:09:53Z,Adzuna::API::Response::Job,140400.0,-75.8337,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Elkton, Cecil County",Adzuna::API::Response::Location,"['US', 'Maryland', 'Cecil County', 'Elkton']",Medworks Staffing Inc,Adzuna::API::Response::Company,,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0Zwb2xDcDI4UkdLYy1pYWZzRldZUSIsImkiOiI1Nzg1NjIxMTA4In0.abA8qT2TntY60--9zXZrVE2zoXZEVVrH63q33pkBUWA,0.0,https://www.adzuna.com/details/5785621108?utm_medium=api&utm_source=abfa41a4,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",39.71724,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,5785621108,2026-07-02T11:09:52Z,Adzuna::API::Response::Job,70000.0,-86.40066,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Plainfield, Hendricks County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Hendricks County', 'Plainfield']",U.S. Xpress - Dedicated,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyMTA4OSIsInMiOiI3RnBvbENwMjhSR0tjLWlhZnNGV1lRIn0.Ks_16AaEsMSDFQJg3MbOGElrgGzrGhecMqN0blpuAQQ,0.0,https://www.adzuna.com/details/5785621089?utm_medium=api&utm_source=abfa41a4,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",40.13558,Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,5785621089,2026-07-02T11:09:52Z,Adzuna::API::Response::Job,70000.0,-86.212364,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Sheridan, Hamilton County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Hamilton County', 'Sheridan']",U.S. Xpress - Dedicated,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyMTE0NyIsInMiOiI3RnBvbENwMjhSR0tjLWlhZnNGV1lRIn0.vPwd9gI0Os89MD9vj01e1TLYLLtryJzNz0WVZQPGNb8,0.0,https://www.adzuna.com/details/5785621147?utm_medium=api&utm_source=abfa41a4,"ALOIS Healthcare is seeking a travel nurse RN Med Surg for a travel nursing job in Cedar Rapids, Iowa. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 07/20/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Assessing, planning, implementing, and evaluating patient care plans in consultation with healthcare professionals. Evaluating medical information, as well as providing direct and individualized bedside nursing care to pre…",41.948107,"Travel Nurse RN - Med Surg - $2,173 per week",0,5785621147,2026-07-02T11:09:52Z,Adzuna::API::Response::Job,112996.0,-91.68785,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Cedar Rapids, Linn County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Linn County', 'Cedar Rapids']",ALOIS Healthcare,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0Zwb2xDcDI4UkdLYy1pYWZzRldZUSIsImkiOiI1Nzg1NjIxMTY5In0.y5n8F6OzNWQIKjlYoQboRm5x2j3gsH_o-bsPP-EEhQ8,0.0,https://www.adzuna.com/details/5785621169?utm_medium=api&utm_source=abfa41a4,"TRS Healthcare is seeking a travel nurse RN Labor and Delivery for a travel nursing job in St Croix Falls, Wisconsin. Job Description & Requirements Specialty: Labor and Delivery Discipline: RN Start Date: 06/29/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, rotating Employment Type: Travel Looking for a great Travel Labor and Delivery Nursing Job in St Croix Falls, Wisconsin? TRS Healthcare posted this Travel Nursing Job that offers 36 hours a week for 13 weeks in St Croix Falls, W…",45.410269,"Travel Nurse RN - Labor and Delivery - $2,737 per week",0,5785621169,2026-07-02T11:09:52Z,Adzuna::API::Response::Job,142324.0,-92.634468,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Saint Croix Falls, Polk County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Polk County', 'Saint Croix Falls']",TRS Healthcare,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyMTA4NSIsInMiOiI3RnBvbENwMjhSR0tjLWlhZnNGV1lRIn0.iJ0pX1Ybh5ODPktSRwyg4IsLv68XgWwouAJqTyuxn60,0.0,https://www.adzuna.com/details/5785621085?utm_medium=api&utm_source=abfa41a4,"PRN Healthcare is seeking a travel nurse RN Rehabilitation Med Surg for a travel nursing job in Windsor, Vermont. Job Description & Requirements Specialty: Rehabilitation Discipline: RN Start Date: 08/03/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Looking for a great Travel Rehabilitation Nursing Job in Windsor, Vermont? PRN Healthcare posted this Travel Nursing Job that offers 36 hours a week for 13 weeks in Windsor, Vermont. Vivian Health provides…",43.47632,"Travel Rehabilitation Medical-Surgical Registered Nurse - $2,250 per week",0,5785621085,2026-07-02T11:09:52Z,Adzuna::API::Response::Job,117000.0,-72.411152,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Orchard Lane, Windsor County",Adzuna::API::Response::Location,"['US', 'Vermont', 'Windsor County', 'Orchard Lane']",PRN Healthcare Services,Adzuna::API::Response::Company,,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0Zwb2xDcDI4UkdLYy1pYWZzRldZUSIsImkiOiI1Nzg1NjIxMTI3In0.DeWu13S0T2fmsB5quTaugAXLOfnrFP3iwqwSiFKY33M,0.0,https://www.adzuna.com/details/5785621127?utm_medium=api&utm_source=abfa41a4,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",39.847128,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,5785621127,2026-07-02T11:09:52Z,Adzuna::API::Response::Job,70000.0,-86.386973,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Brownsburg, Hendricks County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Hendricks County', 'Brownsburg']",U.S. Xpress - Dedicated,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0Zwb2xDcDI4UkdLYy1pYWZzRldZUSIsImkiOiI1Nzg1NjIxMTQ4In0.LjGGGeba4p104xzdeqa0hZ2lXRzE3scr5w8cfVkjKSg,105980.82,https://www.adzuna.com/details/5785621148?utm_medium=api&utm_source=abfa41a4,"Graphic Designer Principal Walt Disney Imagineering is the creative force that imagines, designs, and brings to life all Disney theme parks, resorts, attractions, and cruise ships worldwide. Working across a spectrum of disciplines that range from creative and conceptual to scientific and technical, Imagineers blend an innovative mixture of storytelling, art, science, and technology to create immersive experiences, memorable destinations, and innovative entertainment for families around the glo…",34.15998,Graphic Designer Principal,1,5785621148,2026-07-02T11:09:52Z,Adzuna::API::Response::Job,105980.82,-118.26348,Creative & Design Jobs,Adzuna::API::Response::Category,creative-design-jobs,"Glendale, Los Angeles County",Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Glendale']",Disney,Adzuna::API::Response::Company,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyMTE3MiIsInMiOiI3RnBvbENwMjhSR0tjLWlhZnNGV1lRIn0.EesxvBoG8SppJjthbfpTDRkpjdNDN7xxzHU0v-TOXXM,0.0,https://www.adzuna.com/details/5785621172?utm_medium=api&utm_source=abfa41a4,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",42.15636,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,5785621172,2026-07-02T11:09:52Z,Adzuna::API::Response::Job,70000.0,-72.77874,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Westfield, Hampden County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Hampden County', 'Westfield']",U.S. Xpress - Dedicated,Adzuna::API::Response::Company,full_time,
