adref,created,salary_max,longitude,salary_min,id,description,latitude,redirect_url,title,salary_is_predicted,contract_time,__CLASS__,location.display_name,location.__CLASS__,location.area,company.__CLASS__,company.display_name,category.tag,category.__CLASS__,category.label,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWtkM1FISlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDA0MjkzIn0.6d7kS64yYP3nen30Vor86gIuOyIBNb9YgaTu-jHTg2Q,2026-05-15T09:19:27Z,91000.0,-80.752574,85800.0,5730404293,"Hiring CDL-A Drivers - Earn $85,000-$95,000/year!. CDL-A Truck Drivers – Home Weekly – Earn $85,000-$95,000 Annually! Pay & Benefits: Average Weekly Pay of $1,650-$1,750 Top Drivers earning $95,000 Annually! $0.78-$0.80 CPM, Starting Pay based on Experience* Mileage Pay increase every 6 months* Minimum Weekly Pay Guarantee* Rider & Pet Policies* Driver Referral Program = Unlimited Earning Potential! Vacation and Holiday Pay Medical, Dental, Vision, Life Insurance, 401(k) Late-Model Trucks Paid …",34.95966,https://www.adzuna.com/land/ad/5730404293?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=36862EE49DD4F8AEA0BFC967C1497264A48996B3,Regional Truck Driver Company - 6mo EXP Required - Dry Van - $1.65k - $1.75k per week - Hogan Transports,0,full_time,Adzuna::API::Response::Job,"Waxhaw, Union County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Union County', 'Waxhaw']",Adzuna::API::Response::Company,Hogan Transports,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwNDMxMCIsInMiOiIta2QzUUhKUThSRzZucGdGZHphTGh3In0.2GdR58pwWPSZ371tyh0ckIh_1AwbT2k66DSWZyQWvSc,2026-05-15T09:19:27Z,91000.0,-79.6182,85800.0,5730404310,"Hiring CDL-A Drivers - Earn $85,000-$95,000/year!. CDL-A Truck Drivers – Home Weekly – Earn $85,000-$95,000 Annually! Pay & Benefits: Average Weekly Pay of $1,650-$1,750 Top Drivers earning $95,000 Annually! $0.78-$0.80 CPM, Starting Pay based on Experience* Mileage Pay increase every 6 months* Minimum Weekly Pay Guarantee* Rider & Pet Policies* Driver Referral Program = Unlimited Earning Potential! Vacation and Holiday Pay Medical, Dental, Vision, Life Insurance, 401(k) Late-Model Trucks Paid …",36.3528,https://www.adzuna.com/land/ad/5730404310?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=94B38960B51EB5BDB34AD2EC57A2A3199E545FBC,CDL-A Company Driver - 6mo EXP Required - Regional - Dry Van - $1.65k - $1.75k per week - Hogan Transports,0,full_time,Adzuna::API::Response::Job,"Reidsville, Rockingham County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Rockingham County', 'Reidsville']",Adzuna::API::Response::Company,Hogan Transports,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwNDMwOCIsInMiOiIta2QzUUhKUThSRzZucGdGZHphTGh3In0.-T7rTxw3dSiKsGy10GXkYS_PDSGUxyuk7DngFQDqKqQ,2026-05-15T09:19:27Z,91000.0,-80.350007,85800.0,5730404308,"Hiring CDL-A Drivers - Earn $85,000-$95,000/year!. CDL-A Truck Drivers – Home Weekly – Earn $85,000-$95,000 Annually! Pay & Benefits: Average Weekly Pay of $1,650-$1,750 Top Drivers earning $95,000 Annually! $0.78-$0.80 CPM, Starting Pay based on Experience* Mileage Pay increase every 6 months* Minimum Weekly Pay Guarantee* Rider & Pet Policies* Driver Referral Program = Unlimited Earning Potential! Vacation and Holiday Pay Medical, Dental, Vision, Life Insurance, 401(k) Late-Model Trucks Paid …",36.298038,https://www.adzuna.com/land/ad/5730404308?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=6E91184E35103987B39B9A215D1FD5C07D83B262,CDL-A Company Driver - 6mo EXP Required - Regional - Dry Van - $1.65k - $1.75k per week - Hogan Transports,0,full_time,Adzuna::API::Response::Job,"King, Stokes County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Stokes County', 'King']",Adzuna::API::Response::Company,Hogan Transports,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWtkM1FISlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDA0MjQ5In0.i2DrO5uDFUGBXxWrRTo4tmWDLiR6av3yQyfRtKX8wmE,2026-05-15T09:19:26Z,85201.36,-122.680488,85201.36,5730404249,"Hiring Local CDL-A Drivers in Gresham, OR. ﻿About MedTrans: MedTrans is Medline's private fleet of professional drivers that delivers our lifesaving medical products directly to both commercial and residential customers. Our fleet consists of 1,500 trucks that feature newer equipment. We manage a network of over 50 distribution centers nationally and provide 1-day shipping to 95% of the United States. JOB SUMMARY: The Driver is responsible for operating a Class A vehicle to transport life-savin…",45.529774,https://www.adzuna.com/land/ad/5730404249?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=B0BD17D6BD9923914845D0892F910144A3320746,"Truck Driver Company - 2yrs EXP Required - Local - Dry Van - Medline Industries, LP",1,full_time,Adzuna::API::Response::Job,"Portland, Multnomah County",Adzuna::API::Response::Location,"['US', 'Oregon', 'Multnomah County', 'Portland']",Adzuna::API::Response::Company,"Medline Industries, LP",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWtkM1FISlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDA0MjM1In0.-iOwAD33z16ZrI9twbtuT8LRlRsAg5ya60senYahxgY,2026-05-15T09:19:26Z,99840.0,-87.6254,84760.0,5730404235,"CDL A Regional Reefer Truck Driver. CDL A Regional Reefer Truck Driver Dedicated Route, CDL A - Refrigerated Regional - up to $1,920 avg weekly gross 12 months of valid CDL-A experience required $1,630-$1,920 weekly average gross (that's $80k-$100k per year!) 3 Runs a week through Minnesota, Ohio & Kentucky Canada Runs available. 2 Consecutive Days Off! 3-5 shifts/week, PM departures with weekend work Experienced Refrigeration Truck Drivers preferred. Delivering product to retail grocery stores…",41.8782,https://www.adzuna.com/land/ad/5730404235?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=FE17AD4C338B27EAFE933B5EE373C0BF13B77871,Class A CDL Company Driver - 1yr EXP Required - Regional - Reefer - $1.63k - $1.92k per week - Lily Transportation,0,full_time,Adzuna::API::Response::Job,"The Loop, Chicago",Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Chicago', 'The Loop']",Adzuna::API::Response::Company,Lily Transportation,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWtkM1FISlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDA0MjIyIn0.4qVkj-XqnDB-NuBPXy4m6nDgmoUb-Ibjvn6x7HjYpTA,2026-05-15T09:19:26Z,78000.0,-74.321566,0.0,5730404222,"Local CDL Class A Truck Drivers. Local CDL Class A Truck Drivers Lily Transportation LLC. is looking for dedicated drivers to join our team. We've been in business since 1958 and believe our people are our greatest asset. If you're looking for a great opportunity with a great company, join the Lily Team today. Average Weekly Pay: $1,500 Medical, Dental and Vision Quarterly  Annual Safety Bonuses Paid Vacations/Sick pay And more benefits outlined below Schedule: Monday - Friday Weekends OFF Star…",39.984044,https://www.adzuna.com/land/ad/5730404222?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=61924FF69E6BF350ACE52FB95A7AC8712E29AE9D,CDL-A Company Driver - 1yr EXP Required - Local - Dry Van - $1.5k per week - Lily Transportation,0,full_time,Adzuna::API::Response::Job,"Manchester, Ocean County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Ocean County', 'Manchester']",Adzuna::API::Response::Company,Lily Transportation,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwNDIyOSIsInMiOiIta2QzUUhKUThSRzZucGdGZHphTGh3In0.qTLqAxEU_Yjj1mKnw1mw447hSp5jFQwfQGn9QqLkhrk,2026-05-15T09:19:26Z,72800.0,-105.289474,0.0,5730404229,"OTR CDL A Refrigerated Driver – $1,400 Weekly Guarantee. OTR CDL A Refrigerated Driver – $1,400 Weekly Guarantee Run over the road refrigerated freight with a driver first company that delivers consistent pay, premium equipment, and real support. Pay You Can Count On Longevity increases! The longer you work with us, the more you earn! $1400 Weekly Guarantee EASILY OUT EARN YOUR GUARANTEE 62 CPM PRACTICAL MILES STARTING! No HHG or Rand McNally $750 Safety, performance, and inspection bonus PAID …",40.019725,https://www.adzuna.com/land/ad/5730404229?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=CD24A57F3C97A6A995D3E326730BF0872035D9D6,Truck Driver Company - 1yr EXP Required - OTR - Reefer - $1.4k per week - America's Service Line,0,full_time,Adzuna::API::Response::Job,"Boulder, Boulder County",Adzuna::API::Response::Location,"['US', 'Colorado', 'Boulder County', 'Boulder']",Adzuna::API::Response::Company,America's Service Line,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwNDI0NSIsInMiOiIta2QzUUhKUThSRzZucGdGZHphTGh3In0.qcrFMWR1xhZCIX9kusOHq3uMdHGprCcGBDN_yB1Fx6M,2026-05-15T09:19:26Z,91000.0,-78.662695,85800.0,5730404245,"Hiring CDL-A Drivers - Earn $85,000-$95,000/year!. CDL-A Truck Drivers – Home Weekly – Earn $85,000-$95,000 Annually! Pay & Benefits: Average Weekly Pay of $1,650-$1,750 Top Drivers earning $95,000 Annually! $0.78-$0.80 CPM, Starting Pay based on Experience* Mileage Pay increase every 6 months* Minimum Weekly Pay Guarantee* Rider & Pet Policies* Driver Referral Program = Unlimited Earning Potential! Vacation and Holiday Pay Medical, Dental, Vision, Life Insurance, 401(k) Late-Model Trucks Paid …",35.688696,https://www.adzuna.com/land/ad/5730404245?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=B7D4133745D73F0340825BD7E7E49476CC4B9965,CDL-A Company Driver - 6mo EXP Required - Regional - Dry Van - $1.65k - $1.75k per week - Hogan Transports,0,full_time,Adzuna::API::Response::Job,"West Raleigh, Raleigh",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Wake County', 'Raleigh', 'West Raleigh']",Adzuna::API::Response::Company,Hogan Transports,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWtkM1FISlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDA0MTk3In0.hZMlk2Qn4i81LrOpHfhS0SYmGiWyShuJ0lhxQ6Gjtw0,2026-05-15T09:19:26Z,72800.0,-104.995597,0.0,5730404197,"Truck Driver CDL A Local Daily. Position Description Immediately Hiring a Dedicated SOLO Class A CDL Driver in Golden, CO. We want the right Employee to Drive with us at Ryder. See and Hear from a Ryder Employee who Drives for Us Here: https://RyderCareers.Video/RoadmapHome Ryder Employees who Drive on this account earn $1400 on average weekly and it gets better Ryder Drivers are Paid Weekly Hourly Pay: $29.87 per Hour Shift Pay: $4.00 Shift Differential Loyalty Bonus: Pays You $1750 at 6 month…",39.749838,https://www.adzuna.com/land/ad/5730404197?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=F3429490B5125E3F4C9A59E7BC4DF2FF31A003BF,CDL-A Company Driver - 1yr EXP Required - Local - Dry Van - $1.4k per week - Ryder,0,full_time,Adzuna::API::Response::Job,"Federal Heights, Adams County",Adzuna::API::Response::Location,"['US', 'Colorado', 'Adams County', 'Federal Heights']",Adzuna::API::Response::Company,Ryder,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwNDIyNyIsInMiOiIta2QzUUhKUThSRzZucGdGZHphTGh3In0.3j94az0prdwiuC4a-JFRjyH6gw3MCLoJhiD_nrE48n0,2026-05-15T09:19:26Z,143953.55,-121.32827,143953.55,5730404227,"We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same like-minded, awesome candidates to travel with us. Be bold. Enjoy work again. Let us help. THE POSITION: Cath Lab Technicians are vital team members who assist doctors during invasive cardiovascular procedur…",38.628256,https://www.adzuna.com/land/ad/5730404227?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=7D8915995A71A55232304298C9C34F455F711A77,Travel Cath Lab Technician,1,,Adzuna::API::Response::Job,"Carmichael, Sacramento County",Adzuna::API::Response::Location,"['US', 'California', 'Sacramento County', 'Carmichael']",Adzuna::API::Response::Company,OneStaffMedical,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwNDIyOCIsInMiOiIta2QzUUhKUThSRzZucGdGZHphTGh3In0.PaRf_t2-pnQVDZoS5aUZ47OkYgJsQzO4PqeOrTj7dVs,2026-05-15T09:19:26Z,67600.0,-71.0663,0.0,5730404228,"Local Truck Drivers. Class A & B CDL Drivers Lily Transportation LLC. Has been in business since 1958 and believe our people are our greatest asset. If you’re looking for a Great Opportunity with a Great Company, join the Lily Team today. Hiring Class A & B CDL Drivers Job Overview: Local Home Daily – Weekends Off Average Weekly Pay $1300.00 Average Miles Per Week 1500 Full Time Nights (Mon – Fri) 8pm – 5am Box Truck (Thoroughly Maintained 2025 Freightliner) Position Responsibilities: Pallet Ja…",42.361749,https://www.adzuna.com/land/ad/5730404228?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=7EAE80204A682C5390D7A20A0C7ED4D480C5C782,Truck Driver Company - 1yr EXP Required - Local - Dry Van - $1.3k per week - Lily Transportation,0,full_time,Adzuna::API::Response::Job,"Boston, Suffolk County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Suffolk County', 'Boston']",Adzuna::API::Response::Company,Lily Transportation,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWtkM1FISlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDA0MjEwIn0.VtDSUlXr6_srl-EHEXQ1v387G1WKdfHFA-2pUJ47pas,2026-05-15T09:19:26Z,70000.0,-76.5195,0.0,5730404210,"Hiring LOCAL CDL Drivers! . Local CDL A and CDL B Drivers Hiring Local CDL-A/B Truck Drivers, Weekends Off Class A CDL Drivers Earn up to $70k per year Local CDL Driving position Home Daily – Monday - Friday Here's the Job Details for Local Class A/ B Truck Drivers: Local CDL Drivers Home Daily Monday - Friday 2nd Shift Start Time 7 p.m. New automatic Freightliner straight trucks w/liftgate Earn up to $70k/Year Delivery Auto parts to retail stores Must be able to pass DOT pre-employment drug sc…",42.40548,https://www.adzuna.com/land/ad/5730404210?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=FAD8CF72300F4EDCA75409432D8D755CD7A1C601,Class B CDL Company Driver - 1yr EXP Required - Local - Dry Van - $70k per year - Lily Transportation,0,full_time,Adzuna::API::Response::Job,"Ithaca, Tompkins County",Adzuna::API::Response::Location,"['US', 'New York', 'Tompkins County', 'Ithaca']",Adzuna::API::Response::Company,Lily Transportation,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWtkM1FISlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDA0MjU4In0.UjoMITxboJqakI1bNN2CL5mkxwlWhT6JAglGUOgbVuc,2026-05-15T09:19:26Z,91000.0,-82.340884,85800.0,5730404258,"Hiring CDL-A Drivers - Earn $85,000-$95,000/year!. CDL-A Truck Drivers – Home Weekly – Earn $85,000-$95,000 Annually! Pay & Benefits: Average Weekly Pay of $1,650-$1,750 Top Drivers earning $95,000 Annually! $0.78-$0.80 CPM, Starting Pay based on Experience* Mileage Pay increase every 6 months* Minimum Weekly Pay Guarantee* Rider & Pet Policies* Driver Referral Program = Unlimited Earning Potential! Vacation and Holiday Pay Medical, Dental, Vision, Life Insurance, 401(k) Late-Model Trucks Paid …",34.829463,https://www.adzuna.com/land/ad/5730404258?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=4ABAC2A966512AF80C2433867EF4D344BBA9F9B5,CDL-A Company Driver - 6mo EXP Required - Regional - Dry Van - $1.65k - $1.75k per week - Hogan Transports,0,full_time,Adzuna::API::Response::Job,"Batesville, Greenville County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Greenville County', 'Batesville']",Adzuna::API::Response::Company,Hogan Transports,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwNDIyMCIsInMiOiIta2QzUUhKUThSRzZucGdGZHphTGh3In0.x9IgNq0DdkMADR2Xeq4gbHO628DZGfcm468lXv13rzI,2026-05-15T09:19:26Z,78000.0,-75.073407,0.0,5730404220,"Local CDL Class A Truck Drivers. Local CDL Class A Truck Drivers Lily Transportation LLC. is looking for dedicated drivers to join our team. We've been in business since 1958 and believe our people are our greatest asset. If you're looking for a great opportunity with a great company, join the Lily Team today. Average Weekly Pay: $1,500 Medical, Dental and Vision Quarterly  Annual Safety Bonuses Paid Vacations/Sick pay And more benefits outlined below Schedule: Monday - Friday Weekends OFF Star…",39.85026,https://www.adzuna.com/land/ad/5730404220?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=17E1D93075F7C7B4353B3D940F5307B62A92A146,Class A CDL Company Driver - 1yr EXP Required - Local - Dry Van - $1.5k per week - Lily Transportation,0,full_time,Adzuna::API::Response::Job,"Runnemede, Camden County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Camden County', 'Runnemede']",Adzuna::API::Response::Company,Lily Transportation,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWtkM1FISlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDA0MjA0In0.gfpGWR9_Xun0KzBfkPIzL62PbIAWY7uSnoUSsh3swdg,2026-05-15T09:19:26Z,72800.0,-98.339204,0.0,5730404204,"OTR CDL A Refrigerated Driver – $1,400 Weekly Guarantee. OTR CDL A Refrigerated Driver – $1,400 Weekly Guarantee Run over the road refrigerated freight with a driver first company that delivers consistent pay, premium equipment, and real support. Pay You Can Count On Longevity increases! The longer you work with us, the more you earn! $1400 Weekly Guarantee EASILY OUT EARN YOUR GUARANTEE 62 CPM PRACTICAL MILES STARTING! No HHG or Rand McNally $750 Safety, performance, and inspection bonus PAID …",40.920177,https://www.adzuna.com/land/ad/5730404204?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=4FEC91A186E176AF06232FE0AEFFB4E4D17B1D88,Class A CDL Company Driver - 1yr EXP Required - OTR - Reefer - $1.4k per week - America's Service Line,0,full_time,Adzuna::API::Response::Job,"Grand Island, Hall County",Adzuna::API::Response::Location,"['US', 'Nebraska', 'Hall County', 'Grand Island']",Adzuna::API::Response::Company,America's Service Line,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwNDE3NSIsInMiOiIta2QzUUhKUThSRzZucGdGZHphTGh3In0.CgO81uMZwLwhi0xkmbDrgZSAnWUajAnUqfjGsUKp9K4,2026-05-15T09:19:25Z,66377.16,-87.731859,66377.16,5730404175,"OTR CDL-A Refrigerated Driver Private Fleet– Weekly Guarantee. Company Overview Our drivers are elite professionals who take pride in helping put food on the table for millions of Americans every night. We recognize the importance of the products we haul and the role we play in “What’s for dinner?” Guided by our core values of honesty and integrity, we have earned recognition from multiple industry groups for our outstanding service and commitment to safety. PAY AND INCENTIVES: Longevity increa…",43.74055,https://www.adzuna.com/land/ad/5730404175?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=816D4672CB0872766547BA6F33E85E35847ED300,Class A CDL Company Driver - 1yr EXP Required - OTR - America's Service Line,1,full_time,Adzuna::API::Response::Job,"Sheboygan, Sheboygan County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Sheboygan County', 'Sheboygan']",Adzuna::API::Response::Company,America's Service Line,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwNDE1NiIsInMiOiIta2QzUUhKUThSRzZucGdGZHphTGh3In0.IqYF94gMttSSMPEd93wMJrICuh2KwjyY6m6frqabjws,2026-05-15T09:19:25Z,63246.45,-88.05882,63246.45,5730404156,"OTR CDL-A Refrigerated Driver Private Fleet– Weekly Guarantee. Company Overview Our drivers are elite professionals who take pride in helping put food on the table for millions of Americans every night. We recognize the importance of the products we haul and the role we play in “What’s for dinner?” Guided by our core values of honesty and integrity, we have earned recognition from multiple industry groups for our outstanding service and commitment to safety. PAY AND INCENTIVES: Longevity increa…",44.54262,https://www.adzuna.com/land/ad/5730404156?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=45957501F8FCDD797042A93A6BA6E66E2F8A1201,CDL-A Company Driver - 1yr EXP Required - OTR - America's Service Line,1,full_time,Adzuna::API::Response::Job,"Howard, Brown County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Brown County', 'Howard']",Adzuna::API::Response::Company,America's Service Line,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWtkM1FISlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDA0MTg3In0.AFcacZce9X731BHTvCZrue8xbZ-dDalbuuCatKRy9GY,2026-05-15T09:19:25Z,72800.0,-104.995597,0.0,5730404187,"OTR CDL A Refrigerated Driver – $1,400 Weekly Guarantee. OTR CDL A Refrigerated Driver – $1,400 Weekly Guarantee Run over the road refrigerated freight with a driver first company that delivers consistent pay, premium equipment, and real support. Pay You Can Count On Longevity increases! The longer you work with us, the more you earn! $1400 Weekly Guarantee EASILY OUT EARN YOUR GUARANTEE 62 CPM PRACTICAL MILES STARTING! No HHG or Rand McNally $750 Safety, performance, and inspection bonus PAID …",39.749838,https://www.adzuna.com/land/ad/5730404187?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=1100415E49FBC1974BFACBBC8FC37347BC094AC6,Truck Driver Company - 1yr EXP Required - OTR - Reefer - $1.4k per week - America's Service Line,0,full_time,Adzuna::API::Response::Job,"Federal Heights, Adams County",Adzuna::API::Response::Location,"['US', 'Colorado', 'Adams County', 'Federal Heights']",Adzuna::API::Response::Company,America's Service Line,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwNDE3MCIsInMiOiIta2QzUUhKUThSRzZucGdGZHphTGh3In0.YYPeCWuPA_UAy2YCF4urGR6PdbNaMpKjjXhsNJ1AmWA,2026-05-15T09:19:25Z,72800.0,-93.088677,0.0,5730404170,"OTR CDL A Refrigerated Driver – $1,400 Weekly Guarantee. OTR CDL A Refrigerated Driver – $1,400 Weekly Guarantee Run over the road refrigerated freight with a driver first company that delivers consistent pay, premium equipment, and real support. Pay You Can Count On Longevity increases! The longer you work with us, the more you earn! $1400 Weekly Guarantee EASILY OUT EARN YOUR GUARANTEE 62 CPM PRACTICAL MILES STARTING! No HHG or Rand McNally $750 Safety, performance, and inspection bonus PAID …",41.937109,https://www.adzuna.com/land/ad/5730404170?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=0A286092E0FEBDAA256D23BF3B64CF4EE0DB3184,Class A CDL Company Driver - 1yr EXP Required - OTR - Reefer - $1.4k per week - America's Service Line,0,full_time,Adzuna::API::Response::Job,"Melbourne, Marshall County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Marshall County', 'Melbourne']",Adzuna::API::Response::Company,America's Service Line,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWtkM1FISlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDA0MTgyIn0.xl7l0b0ZGosEIKH92D7fHOwCpy5nqtyBbyVu4ojEJy0,2026-05-15T09:19:25Z,72800.0,-93.596979,0.0,5730404182,"OTR CDL A Refrigerated Driver – $1,400 Weekly Guarantee. OTR CDL A Refrigerated Driver – $1,400 Weekly Guarantee Run over the road refrigerated freight with a driver first company that delivers consistent pay, premium equipment, and real support. Pay You Can Count On Longevity increases! The longer you work with us, the more you earn! $1400 Weekly Guarantee EASILY OUT EARN YOUR GUARANTEE 62 CPM PRACTICAL MILES STARTING! No HHG or Rand McNally $750 Safety, performance, and inspection bonus PAID …",41.607602,https://www.adzuna.com/land/ad/5730404182?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=38525C31B99466F8299323E73F715F3118EA89C3,CDL-A Company Driver - 1yr EXP Required - OTR - Reefer - $1.4k per week - America's Service Line,0,full_time,Adzuna::API::Response::Job,"South Des Moines, Polk County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Polk County', 'South Des Moines']",Adzuna::API::Response::Company,America's Service Line,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWtkM1FISlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDA0MTYyIn0.eHrxx3pegPtybXgSx6DzADCEQIGCLT4rKnUti0ze0ac,2026-05-15T09:19:25Z,71185.76,-87.6254,71185.76,5730404162,"OTR CDL-A Refrigerated Driver Private Fleet– Weekly Guarantee. Company Overview Our drivers are elite professionals who take pride in helping put food on the table for millions of Americans every night. We recognize the importance of the products we haul and the role we play in “What’s for dinner?” Guided by our core values of honesty and integrity, we have earned recognition from multiple industry groups for our outstanding service and commitment to safety. PAY AND INCENTIVES: Longevity increa…",41.8782,https://www.adzuna.com/land/ad/5730404162?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=E97340AD80F2B34019D4977BA332D7D0146E378C,Class A CDL Company Driver - 1yr EXP Required - OTR - America's Service Line,1,full_time,Adzuna::API::Response::Job,"The Loop, Chicago",Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Chicago', 'The Loop']",Adzuna::API::Response::Company,America's Service Line,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
