title,contract_time,adref,__CLASS__,id,salary_is_predicted,description,latitude,longitude,redirect_url,salary_min,contract_type,salary_max,created,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,category.label,category.tag,category.__CLASS__
"Local CDL A Drivers: $500 - $2,500 Driver Referral Bonus (Unlimited)",full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM1NTAxNCIsInMiOiJwSkRyTGJCQThSR3RUT29qaWFFTGd3In0.iVFGp_soQQYz_i40KKJCKXIDMyt5mMTflbkjw6ux-Pk,Adzuna::API::Response::Job,5710355014,1,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",41.70322,-71.722855,https://www.adzuna.com/details/5710355014?utm_medium=api&utm_source=abfa41a4,78406.41,,78406.41,2026-04-25T08:51:03Z,Adzuna::API::Response::Location,"['US', 'Rhode Island', 'Providence County', 'Clayville']","Clayville, Providence County",Adzuna::API::Response::Company,Premier Transportation,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
Facilities Director,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEpEckxiQkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzU1MDA5In0.dYn2ZBd9ycceOQe_-92p6TzpFzPEyXJIypeySA6JzO0,Adzuna::API::Response::Job,5710355009,1,"Role Summary The Facilities Director is a critical senior leader responsible for driving the performance, reliability, and safety of all technical and infrastructure assets across the resort. This role sits at the intersection of engineering excellence, operational delivery, and commercial performance—ensuring that every ride, facility, and system operates safely, efficiently, and in a way that enhances the overall guest experience. You will lead a complex, multi-disciplinary technical organiza…",33.156451,-117.331525,https://www.adzuna.com/details/5710355009?utm_medium=api&utm_source=abfa41a4,173831.33,,173831.33,2026-04-25T08:51:02Z,Adzuna::API::Response::Location,"['US', 'California', 'San Diego County', 'Carlsbad']","Carlsbad, San Diego County",Adzuna::API::Response::Company,Merlin Entertainments,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category
Primary Therapist,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM1NTAxMSIsInMiOiJNUHRETDdCQThSR3RUT29qaWFFTGd3In0.9FBeqO_0anQ80vf9N0x7t4j6kkHfb0Q_F3-aD3w5epc,Adzuna::API::Response::Job,5710355011,1,"We save lives while providing the opportunity for people to realize their healthy selves.: Primary Therapist Clementine Fairfax Fairfax Station, VA Clementine Fairfax, located in Fairfax Station, VA is a residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparing each adolescent to navigate the ch…",38.886306,-77.097739,https://www.adzuna.com/details/5710355011?utm_medium=api&utm_source=abfa41a4,123633.12,,123633.12,2026-04-25T08:51:02Z,Adzuna::API::Response::Location,"['US', 'Virginia', 'Arlington County', 'State Farm']","State Farm, Arlington County",Adzuna::API::Response::Company,"Monte Nido & Affiliates, LLC",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Senior Quality Engineer,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTVB0REw3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzU1MDEyIn0.PvZalkS27mAgnXNcKCl6RNjMHFkIn5nqfOtHlKOT9_s,Adzuna::API::Response::Job,5710355012,1,"Job Description: Saab, Inc. in East Syracuse is seeking a Quality Engineer to join a dynamic Quality Assurance team supporting the development of complex marine and ground-based radar systems. The ideal candidate is seeking an opportunity to grow their Quality Engineering expertise and expand their skills in a collaborative and fast paced environment. Saab provides an excellent working environment, offering advancement and professional growth opportunities, a competitive salary, and a comprehen…",42.96683,-75.686271,https://www.adzuna.com/details/5710355012?utm_medium=api&utm_source=abfa41a4,124989.0,,124989.0,2026-04-25T08:51:02Z,Adzuna::API::Response::Location,"['US', 'New York', 'Madison County', 'Peterboro']","Peterboro, Madison County",Adzuna::API::Response::Company,Saab,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category
Lead Supplier Program Manager,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM1NTAxMCIsInMiOiJNUHRETDdCQThSR3RUT29qaWFFTGd3In0.eiSCewPFI5AhKCuiJxoi-Gu0FhXSnPRPmVCfdq2yhvI,Adzuna::API::Response::Job,5710355010,1,"Job Description: Saab, Inc. has a career opportunity for a dynamic, results-oriented Lead Supplier Program Manager (SPM) to join the Supply Chain team. As an SPM, you will manage all aspects of a program’s relationship with its critical suppliers and their material deliveries, which are vital to the success and timely execution of Saab programs. Responsibilities include : Lead the strategic management of various suppliers and their material deliveries. Coordinate and lead weekly teleconferences…",43.04852,-76.177604,https://www.adzuna.com/details/5710355010?utm_medium=api&utm_source=abfa41a4,103445.74,,103445.74,2026-04-25T08:51:02Z,Adzuna::API::Response::Location,"['US', 'New York', 'Onondaga County', 'Carousel']","Carousel, Onondaga County",Adzuna::API::Response::Company,Saab,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category
Lead Supplier Program Manager,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTVB0REw3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzU0OTg2In0.wfNlAfEnUD3mKoDmdRvLa97mxnkImPF1dfXxPN3ySFI,Adzuna::API::Response::Job,5710354986,1,"Job Description: Saab, Inc. has a career opportunity for a dynamic, results-oriented Lead Supplier Program Manager (SPM) to join the Supply Chain team. As an SPM, you will manage all aspects of a program’s relationship with its critical suppliers and their material deliveries, which are vital to the success and timely execution of Saab programs. Responsibilities include : Lead the strategic management of various suppliers and their material deliveries. Coordinate and lead weekly teleconferences…",43.075118,-76.475262,https://www.adzuna.com/details/5710354986?utm_medium=api&utm_source=abfa41a4,109075.16,,109075.16,2026-04-25T08:51:01Z,Adzuna::API::Response::Location,"['US', 'New York', 'Onondaga County', 'Cross Lake']","Cross Lake, Onondaga County",Adzuna::API::Response::Company,Saab,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category
Lead Supplier Program Manager,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTVB0REw3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzU0OTg5In0.MeQyyKSiqkOj8fIGpnovYznkJgOHRyHZpKS7K5U3NH4,Adzuna::API::Response::Job,5710354989,1,"Job Description: Saab, Inc. has a career opportunity for a dynamic, results-oriented Lead Supplier Program Manager (SPM) to join the Supply Chain team. As an SPM, you will manage all aspects of a program’s relationship with its critical suppliers and their material deliveries, which are vital to the success and timely execution of Saab programs. Responsibilities include : Lead the strategic management of various suppliers and their material deliveries. Coordinate and lead weekly teleconferences…",43.225517,-75.489256,https://www.adzuna.com/details/5710354989?utm_medium=api&utm_source=abfa41a4,104542.42,,104542.42,2026-04-25T08:51:01Z,Adzuna::API::Response::Location,"['US', 'New York', 'Oneida County', 'Fort Stanwix National Monume']","Fort Stanwix National Monume, Oneida County",Adzuna::API::Response::Company,Saab,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category
"Production Associate - Move to Warroad, MN",full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM1NDk4NCIsInMiOiJNUHRETDdCQThSR3RUT29qaWFFTGd3In0.Iove0KRMNj4h7WXLd5U_AgFlah78ksmbS6ap8Yh8gnM,Adzuna::API::Response::Job,5710354984,1,"Job Overview: Discover Warroad - a small town in northern Minnesota where community and opportunity come together. Enjoy affordable housing, a new daycare center, year-round outdoor recreation and local events. And at Marvin, you’ll find a career that grows with you. Do you live in the Warroad area? Local candidates should apply through our local Production Associate job posting: https://manufacturing-jobs-marvin.icims.com/jobs/9448/production-associate/job As a Production Associate at Marvin, …",48.584415,-93.39634,https://www.adzuna.com/details/5710354984?utm_medium=api&utm_source=abfa41a4,160463.64,,160463.64,2026-04-25T08:51:01Z,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Koochiching County', 'South International Falls']","South International Falls, Koochiching County",Adzuna::API::Response::Company,Marvin,Manufacturing Jobs,manufacturing-jobs,Adzuna::API::Response::Category
Operations Coordinator,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTVB0REw3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzU0OTgyIn0.E_kw__Z-lhBfwLjfj_fuXV3z4nca6C7nXsAOWQxgB74,Adzuna::API::Response::Job,5710354982,1,"Area Operations Coordinator Salary: $65,000/year Location: St. Louis, MO (In Office) We are looking for outstanding employee who is looking to grow their career with Securitas. As an Area Operations Coordinator , you will perform a high level of administrative duties and implement organizational policies/practices on behalf of the Area. This position requires a high level of P&L understanding for financial reviews, budgeting, trending, data collection, and report analyzation. Looking for an emp…",38.59568,-90.54433,https://www.adzuna.com/details/5710354982?utm_medium=api&utm_source=abfa41a4,32425.69,,32425.69,2026-04-25T08:51:01Z,Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Winchester']","Winchester, Saint Louis County",Adzuna::API::Response::Company,Securitas,Admin Jobs,admin-jobs,Adzuna::API::Response::Category
"Local CDL A Drivers: $500 - $2,500 Driver Referral Bonus (Unlimited)",full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTVB0REw3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzU0OTc2In0.1x1jJ0xtYQAooaSiaGBEIZoAcuXQdec5jSo9ggg-cYs,Adzuna::API::Response::Job,5710354976,1,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",42.98106,-72.66192,https://www.adzuna.com/details/5710354976?utm_medium=api&utm_source=abfa41a4,77164.85,,77164.85,2026-04-25T08:51:00Z,Adzuna::API::Response::Location,"['US', 'Vermont', 'Windham County', 'Newfane']","Newfane, Windham County",Adzuna::API::Response::Company,Premier Transportation,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
"Senior Coordinator – Revenue Operations, Bankruptcy",full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTVB0REw3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzU0OTc1In0.IQaMHMkhm9SsNsoK4NAoEuS8zHI3Ceq8QPX5HbIAfjo,Adzuna::API::Response::Job,5710354975,0,"Latham & Watkins is one of the world’s leading global law firms advising the businesses and institutions that drive the global economy. We are the market leaders in major financial and business centers around the world. Our investment in people, commitment to innovation, and focus on the future empower you to build an incredible career and thrive as an exceptional professional in a supportive culture. If you aspire to be the best, and work with the best, this is where you belong. The Senior Coo…",40.758491,-73.979216,https://www.adzuna.com/details/5710354975?utm_medium=api&utm_source=abfa41a4,120000.0,,140000.0,2026-04-25T08:51:00Z,Adzuna::API::Response::Location,"['US', 'New York', 'New York City', 'Manhattan', 'Grand Central']","Grand Central, Manhattan",Adzuna::API::Response::Company,Latham & Watkins LLP,Accounting & Finance Jobs,accounting-finance-jobs,Adzuna::API::Response::Category
Buyer-Commodity Professional,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM1NDk3OCIsInMiOiJNUHRETDdCQThSR3RUT29qaWFFTGd3In0.dGd7RLLBdV127gR7MyojSgt4DZYxLbxhRM5YTq6ACbA,Adzuna::API::Response::Job,5710354978,1,"Job Description: Saab, Inc. is hiring a Buyer-Commodity Professional to support the expansion and management of internal Supply Chain processes. This role will serve as a key contributor to improving operational efficiencies and supporting the ongoing management of Saab, Inc.’s supplier base. Responsibilities include, but are not limited to: Communicate effectively with internal and external customers. Utilize appropriate tools and computer systems effectively. Apply strong problem-solving skil…",43.306668,-76.064735,https://www.adzuna.com/details/5710354978?utm_medium=api&utm_source=abfa41a4,86974.24,,86974.24,2026-04-25T08:51:00Z,Adzuna::API::Response::Location,"['US', 'New York', 'Oswego County', 'West Monroe']","West Monroe, Oswego County",Adzuna::API::Response::Company,Saab,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category
Mobile Diesel Mechanic,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM1NDk3NyIsInMiOiJNUHRETDdCQThSR3RUT29qaWFFTGd3In0.ws0aViW-y8IzkNCKPaRKYPEXpS8kZ11wpH5rQvhrhZ8,Adzuna::API::Response::Job,5710354977,1,"Clean Harbors Hammond, IN is looking for a Mobile Vehicle Mechanic to join their safety conscious team! This position will be responsible for routine maintenance, inspections, and repairing of all company fleet at branch locations throughout the area. Why work for Clean Harbors? Health and Safety is our 1 priority, and we live it 3-6-5! Competitive wages; $25-$34 an hour based on experience Opportunity for increase after 90 days Comprehensive health benefits coverage after 30 days of full-time …",41.626048,-87.59756,https://www.adzuna.com/details/5710354977?utm_medium=api&utm_source=abfa41a4,55131.4,,55131.4,2026-04-25T08:51:00Z,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Dolton']","Dolton, Cook County",Adzuna::API::Response::Company,Clean Harbors,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
Park Services Attendant,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM1NDk3NCIsInMiOiJNUHRETDdCQThSR3RUT29qaWFFTGd3In0.XFDh1WoMk8-m1iEAf-B7QKePXMgI7Ffpb3a3gd4SfU8,Adzuna::API::Response::Job,5710354974,1,"Pay: ﻿ $17.00 ﻿ At Great Wolf, the Park Services Attendant is critical to ensuring the overall atmosphere of the waterpark meets or exceeds Great Wolf and guest standards. The Attendant is responsible for maintaining cleanliness of pool area by collecting and disposing of garbage, removing dirty towels from the pool area, and stocking the pool area with clean towels. Hiring immediately with full-time, part-time, and flexible scheduling – must be at least sixteen (16) years or older. Join our Pa…",41.47242,-71.95001,https://www.adzuna.com/details/5710354974?utm_medium=api&utm_source=abfa41a4,23895.83,,23895.83,2026-04-25T08:50:59Z,Adzuna::API::Response::Location,"['US', 'Connecticut', 'New London County', 'Mashantucket']","Mashantucket, New London County",Adzuna::API::Response::Company,Great Wolf Lodge,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category
Insurance Coverage Partner,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTVB0REw3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzU0OTcxIn0._Yy3VBK0cQ4EodmHJ3qR_9qFNfn3Z76vvdyme-plRYc,Adzuna::API::Response::Job,5710354971,1,"The Houston, TX office of Lewis Brisbois, a full-service AmLaw 100 firm, is actively seeking an attorney to join its Insurance Coverage Practice. The ideal candidate will have at least eight (8) to fifteen (15) years of experience analyzing insurance coverage and preparing coverage opinions regarding first party property and general liability matters. The candidate will have litigation experience, including taking depositions, attending court hearing, and drafting and arguing motions, Strong re…",29.73294,-95.43414,https://www.adzuna.com/details/5710354971?utm_medium=api&utm_source=abfa41a4,100560.29,,100560.29,2026-04-25T08:50:59Z,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston', 'Greenway Plaza']","Greenway Plaza, Houston",Adzuna::API::Response::Company,Lewis Brisbois,Legal Jobs,legal-jobs,Adzuna::API::Response::Category
Buyer-Commodity Professional,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTVB0REw3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzU0OTcwIn0.xc4BQV2cLaNhzFVYh8_wNnXJs1mrgS4sgQi5TuGpNQw,Adzuna::API::Response::Job,5710354970,1,"Job Description: Saab, Inc. is hiring a Buyer-Commodity Professional to support the expansion and management of internal Supply Chain processes. This role will serve as a key contributor to improving operational efficiencies and supporting the ongoing management of Saab, Inc.’s supplier base. Responsibilities include, but are not limited to: Communicate effectively with internal and external customers. Utilize appropriate tools and computer systems effectively. Apply strong problem-solving skil…",42.91,-75.52,https://www.adzuna.com/details/5710354970?utm_medium=api&utm_source=abfa41a4,88067.89,,88067.89,2026-04-25T08:50:59Z,Adzuna::API::Response::Location,"['US', 'New York', 'Madison County', 'Solsville']","Solsville, Madison County",Adzuna::API::Response::Company,Saab,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category
Local CDL A Drivers – Home Daily,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM1NDk2MSIsInMiOiJNUHRETDdCQThSR3RUT29qaWFFTGd3In0.kwEOUdDXmah8mGCSwQwKlzcs98-eCTDHyYkbj6SDY_I,Adzuna::API::Response::Job,5710354961,1,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",42.67272,-73.64184,https://www.adzuna.com/details/5710354961?utm_medium=api&utm_source=abfa41a4,71796.77,,71796.77,2026-04-25T08:50:58Z,Adzuna::API::Response::Location,"['US', 'New York', 'Rensselaer County', 'Snyders Lake']","Snyders Lake, Rensselaer County",Adzuna::API::Response::Company,Premier Transportation,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
Senior In-Process Quality Inspector,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM1NDk0MCIsInMiOiJNUHRETDdCQThSR3RUT29qaWFFTGd3In0.OfPW9A4xIq6Rfe5gVEjXJb4ALVRgIBzsmFWUfKB0qBA,Adzuna::API::Response::Job,5710354940,1,"Job Description: As Saab, Inc. is growing in East Syracuse, NY, we are seeking a Senior Quality Inspector, In-Process Inspection to: Authorize assembly process completion and support the build team with in-process inspections during the build process. Validate visually and dimensionally that the product meets requirements compared to engineering drawings. Inspect for defects in surfaces, fasteners, sealant, paint, and testing. Compile technical data and reports to provide feedback on final insp…",42.553823,-76.292702,https://www.adzuna.com/details/5710354940?utm_medium=api&utm_source=abfa41a4,72941.88,,72941.88,2026-04-25T08:50:57Z,Adzuna::API::Response::Location,"['US', 'New York', 'Tompkins County', 'Dryden']","Dryden, Tompkins County",Adzuna::API::Response::Company,Saab,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category
Regional Operations Coordinator,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTVB0REw3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzU0OTI3In0.UbT-8qckdBy2tZRazpuhlzReL2F-XgY1DcdnlUedhEo,Adzuna::API::Response::Job,5710354927,1,"Area Operations Coordinator Salary: $65,000/year Location: St. Louis, MO (In Office) We are looking for outstanding employee who is looking to grow their career with Securitas. As an Area Operations Coordinator , you will perform a high level of administrative duties and implement organizational policies/practices on behalf of the Area. This position requires a high level of P&L understanding for financial reviews, budgeting, trending, data collection, and report analyzation. Looking for an emp…",38.85415,-90.8655,https://www.adzuna.com/details/5710354927?utm_medium=api&utm_source=abfa41a4,37790.25,,37790.25,2026-04-25T08:50:56Z,Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Charles County', 'Flinthill']","Flinthill, Saint Charles County",Adzuna::API::Response::Company,Securitas,Admin Jobs,admin-jobs,Adzuna::API::Response::Category
Senior Buyer-Commodity Professional,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM1NDkyOCIsInMiOiJNUHRETDdCQThSR3RUT29qaWFFTGd3In0.pxyCaSu_EVxie7lw6Cy_XQ_kN31tvshIicUaxM1n5yU,Adzuna::API::Response::Job,5710354928,1,"Job Description: Saab, Inc. is hiring a Buyer-Commodity Professional as we expand our team to support multiple business areas across North America. In this role, you will contribute to defense, security, and manufacturing programs by improving operational efficiency and managing the company’s supplier base. Responsibilities include, but are not limited to: Communicate effectively both verbally and in writing with internal and/or external customers. Use appropriate tools and computer skills effe…",43.159117,-75.959221,https://www.adzuna.com/details/5710354928?utm_medium=api&utm_source=abfa41a4,91680.1,,91680.1,2026-04-25T08:50:56Z,Adzuna::API::Response::Location,"['US', 'New York', 'Onondaga County', 'Bridgeport']","Bridgeport, Onondaga County",Adzuna::API::Response::Company,Saab,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category
Contractor Program Security Officer (CPSO),full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM1NDkyOSIsInMiOiJNUHRETDdCQThSR3RUT29qaWFFTGd3In0.hBnxecTGSeJ4eYOfnQ55l75NKuXDlNJQrXyqQZbYuwU,Adzuna::API::Response::Job,5710354929,1,"Job Description: Saab, Inc. is seeking a seasoned Contractor Program Security Officer (CPSO) for a Special Access Program Facility (SAPF). This role manages, directs, and develops security programs and procedures that support contractually imposed Special Access Program (SAP) requirements in accordance with DoDM 5205.07 Vol 1–4 , ICD 705 , and 32 CFR Part 117 (NISPOM Rule) . The CPSO will collaborate closely with government security offices, internal program teams, and partner security officers…",43.12739,-76.13248,https://www.adzuna.com/details/5710354929?utm_medium=api&utm_source=abfa41a4,95711.19,,95711.19,2026-04-25T08:50:56Z,Adzuna::API::Response::Location,"['US', 'New York', 'Onondaga County', 'North Syracuse']","North Syracuse, Onondaga County",Adzuna::API::Response::Company,Saab,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category
"Production Associate - Move to Warroad, MN",full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTVB0REw3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzU0OTMwIn0.HDKUPNtLZm9yMh6zi9nA6BzC-v9-3-iVCwiQd0B54Oo,Adzuna::API::Response::Job,5710354930,1,"Job Overview: Discover Warroad - a small town in northern Minnesota where community and opportunity come together. Enjoy affordable housing, a new daycare center, year-round outdoor recreation and local events. And at Marvin, you’ll find a career that grows with you. Do you live in the Warroad area? Local candidates should apply through our local Production Associate job posting: https://manufacturing-jobs-marvin.icims.com/jobs/9448/production-associate/job As a Production Associate at Marvin, …",43.109383,-88.486462,https://www.adzuna.com/details/5710354930?utm_medium=api&utm_source=abfa41a4,130979.48,,130979.48,2026-04-25T08:50:56Z,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Waukesha County', 'Oconomowoc']","Oconomowoc, Waukesha County",Adzuna::API::Response::Company,Marvin,Manufacturing Jobs,manufacturing-jobs,Adzuna::API::Response::Category
Cook Supervisor - Competitive Benefits,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM1NDg5NSIsInMiOiJNUHRETDdCQThSR3RUT29qaWFFTGd3In0.BeEhO1m2_PFH6Ea-9-_DSBVsdJygHthTA3I5zTw7Cdc,Adzuna::API::Response::Job,5710354895,1,"Cook Job Reference Number: 38604 Employment Type: Part-Time , Onsite Segment: Corrections Brand: Summit Location: Wadena , Minnesota (US-MN) The Role at a glance: We are looking to add an experienced cook to work with a highly motivated and energetic kitchen staff in our correctional facility kitchen location for our Wadena, MN division. As a cook for [Brand], you will have the opportunity to work in a fast-paced, efficient environment and cook delicious meals. If you are driven, passionate abo…",46.257124,-95.051783,https://www.adzuna.com/details/5710354895?utm_medium=api&utm_source=abfa41a4,46791.96,,46791.96,2026-04-25T08:50:54Z,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Todd County', 'Bertha']","Bertha, Todd County",Adzuna::API::Response::Company,Summit,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category
Delivery Driver,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTVB0REw3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzU0ODkzIn0.DSrqQ8y7HLHnMb6sOHcKIno14SfdfH7icI0sXmtsfwU,Adzuna::API::Response::Job,5710354893,1,This role is not open for submissions from outside staffing agencies Company Delivery Driver What Brought You Here Class C (Union) $22.30/hour Quarterly safety BONUS opportunities Wage increases yearly Monday-Friday. NO WEEKENDS 2-3 Overnights a week *Hotel expenses and per diem provided* Must be okay with assisting in unloading truck as needed. Customers are required to help with the boxes that weigh 75 lbs. Normal box weight is around 30 lbs. Approximately 20-30 boxes delivered each day. Bene…,40.712151,-79.749299,https://www.adzuna.com/details/5710354893?utm_medium=api&utm_source=abfa41a4,50530.09,,50530.09,2026-04-25T08:50:53Z,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Butler County', 'Sarver']","Sarver, Butler County",Adzuna::API::Response::Company,Trulite Glass & Aluminum Solutions,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
Dentist,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM1NDg3NSIsInMiOiJNUHRETDdCQThSR3RUT29qaWFFTGd3In0.LFWV6VixS3XkFF8ppIowio0EVErFc2FRAGrsxbDXksI,Adzuna::API::Response::Job,5710354875,1,"Glick and Woods Dentistry in Tullahoma, TN , seeks to expand its exceptional team by adding an experienced full-time general dentist. We offer a great opportunity that includes high earning potential , and we are interested in joining a team of doctors who want to help you achieve your clinical, professional, and financial goals throughout your dental career. Since 1985, we’ve served Tullahoma and the nearby communities of Manchester, Shelbyville, Winchester, and Fayetteville. We are a private …",35.045291,-85.308214,https://www.adzuna.com/details/5710354875?utm_medium=api&utm_source=abfa41a4,243888.08,,243888.08,2026-04-25T08:50:52Z,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Hamilton County', 'Chickamauga']","Chickamauga, Hamilton County",Adzuna::API::Response::Company,Dental Office,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Insurance Coordinator,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTVB0REw3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzU0ODU4In0.4WYX-5YC8rjG2FV1YtohX_bp4GnWnw8CkkqzXaLJh2A,Adzuna::API::Response::Job,5710354858,1,"Our private dental office is seeking an Insurance Coordinator to join our team of dental professionals in Denver, CO. We place great emphasis on teamwork and encourage collaborative efforts. The best candidate for this role has strong attention to detail and a patient-centered mindset. If this sounds like you and you meet our qualifications below, we want to hear from you! Compensation: $20 - $25 per hour, based on experience Schedule Full-time Monday through Friday Benefits Medical, dental, vi…",39.734833,-105.021829,https://www.adzuna.com/details/5710354858?utm_medium=api&utm_source=abfa41a4,56852.39,,56852.39,2026-04-25T08:50:52Z,Adzuna::API::Response::Location,"['US', 'Colorado', 'Jefferson County', 'Edgewater']","Edgewater, Jefferson County",Adzuna::API::Response::Company,Dental Office,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
