description,__CLASS__,latitude,redirect_url,salary_min,created,salary_max,longitude,adref,salary_is_predicted,id,title,category.label,category.tag,category.__CLASS__,location.__CLASS__,location.display_name,location.area,company.__CLASS__,company.display_name,contract_time,contract_type
"Job Description Job Description Benefits/Perks Competitive Hourly Pay Career Growth Opportunities Fun and Energetic Environment Discount on Products and Services Job Summary We are seeking a talented Hair Stylist/Barber to join our team, providing customers with flawless haircuts and hairstyles and helping them to look their best! As a Hair Stylist, you will provide hair cuts using basic and advanced techniques. You’ll discuss the best products and hairstyles for each individual client’s needs …",Adzuna::API::Response::Job,29.580021,https://www.adzuna.com/land/ad/5768208197?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=F0FDFEC06D3B78D5A2DBF5CFC365FE6C737A0719,43373.2,2026-06-18T11:49:54Z,43373.2,-95.278893,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSGlYTXNqUnI4UkdoSTg5OXVlaGNIQSIsImkiOiI1NzY4MjA4MTk3In0.-ZyWK5WDxRH7J-ewtRWxS4okPWYThe_sVzpQViyfT50,1,5768208197,Hair Stylist/Barber,Creative & Design Jobs,creative-design-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Pearland, Brazoria County","['US', 'Texas', 'Brazoria County', 'Pearland']",Adzuna::API::Response::Company,Tune Up The manly salon-Horizon City,,
"Job Description Job Description Dental Hygienist Dental Care of Woodloch is looking for a Dental Hygienist to join our team. Why Heartland Dental? Heartland Dental is the nation's largest dental support organization, providing non-clinical administrative support services to more than 3,000 supported doctors across 39 states and the District of Columbia in 1,900 dental offices. Each Heartland Dental supported office is unique to the community and the patients they serve. Supported doctors are th…",Adzuna::API::Response::Job,30.31203,https://www.adzuna.com/land/ad/5768208199?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=0E42983297DBD936FC6CEE3C5F1F834FA384DF4C,77988.05,2026-06-18T11:49:54Z,77988.05,-95.425376,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSGlYTXNqUnI4UkdoSTg5OXVlaGNIQSIsImkiOiI1NzY4MjA4MTk5In0.zssCaGMkJ8XTX74alHrQc5qRVpmVs0oFMsjR7rIutwc,1,5768208199,Dental Hygienist,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Conroe, Montgomery County","['US', 'Texas', 'Montgomery County', 'Conroe']",Adzuna::API::Response::Company,Dental Care of Woodloch,,
"Job Description Job Description Truck Driver Class A CDL (Las Vegas) compensation: .60 cpm employment type: full-time Looking for a CDL - Class A Truck driver with a minimum of 2 years experience. Local or OTR runs. Job Type: Full-time Pay: From $0.60 per mile, Pay is Bi-weekly. Experience: Commercial Driving: 2 year (Required) License/Certification: CDL Class A (Required) Work Location: Over the road or Local Trucking freight handling: No touch freight",Adzuna::API::Response::Job,35.920884,https://www.adzuna.com/land/ad/5768208196?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=751C62C71A7622A09E09FF05B6374C7A70E33CFB,74846.25,2026-06-18T11:49:54Z,74846.25,-115.165201,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSGlYTXNqUnI4UkdoSTg5OXVlaGNIQSIsImkiOiI1NzY4MjA4MTk2In0.psgxcBPQvliOM0Nc61Hl_vyblJEDSXTJuG-J5jL3LTE,1,5768208196,CDL Driver Class A,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Las Vegas, Clark County","['US', 'Nevada', 'Clark County', 'Las Vegas']",Adzuna::API::Response::Company,Josh Kagley,,
"Job Description Job Description At Great Clips – Jersey City, we want customers to be loyal to Great Clips so they return for their new haircut, and the one after that, and the one after that. This means we need to hire STYLISTS WITH A TEAM-ORIENTED ATTITUDE to create customer loyalty. Every stylist at our salon must focus on three pillars that are important to our customers…Comfort, Freedom and Connection. You can consistently deliver the Great Clips brand promise of ”Great Clips care more abo…",Adzuna::API::Response::Job,40.721832,https://www.adzuna.com/land/ad/5768208190?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=F1BFE8AECB0D81B50B97500FAD4BB81A27928D7A,49938.15,2026-06-18T11:49:53Z,49938.15,-74.0447,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSGlYTXNqUnI4UkdoSTg5OXVlaGNIQSIsImkiOiI1NzY4MjA4MTkwIn0.1h_M18VmDFd43WsJWWvRMfeLtqThNs6xTUxodep0K5E,1,5768208190,Experienced licensed Hair Stylist/Cosmetologists,Creative & Design Jobs,creative-design-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Jersey City, Hudson County","['US', 'New Jersey', 'Hudson County', 'Jersey City']",Adzuna::API::Response::Company,PLAINFIELD CLIPPERS INC,,
Job Description Job Description About NPORT Staffing: NPORT is a Joint Commission-certified healthcare staffing firm with over 30 years of experience in recruiting and placing top-tier talent. We have built a trusted reputation across New York for delivering dependable staffing solutions and exceptional service in healthcare and educational settings. Make a difference in the lives of NYC students while enjoying a flexible and rewarding school-based career! New York City school-based opportuniti…,Adzuna::API::Response::Job,,https://www.adzuna.com/land/ad/5768208184?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=1713E9104F79850C00DA54C9C8A71C4D40D18E3E,140750.75,2026-06-18T11:49:53Z,140750.75,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIwODE4NCIsInMiOiJIaVhNc2pScjhSR2hJODk5dWVoY0hBIn0.03VLb2LQWNfRrIblyp7jC6-Z-MiwgBWGGAcp6P1XMkI,1,5768208184,NYC School PT Opportunities / Summer & Fall School Year 2026-2027,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"New York City, New York","['US', 'New York', 'New York City']",Adzuna::API::Response::Company,Nport Staffing ,,
"Job Description Job Description Occupational Therapist (OT) Hiring a Occupational Therapist (OT) to work in a healthcare setting in Tupelo, Mississippi 38804. Contract: 13 weeks Schedule: Monday – Friday Hours: 40 hours per week Compensation: Local Pay: $50.28 per hour Estimated Travel Weekly Pay: $2,024.80 Travel per diems will follow GSA guidelines to ensure compliance HFNX 39079",Adzuna::API::Response::Job,34.218696,https://www.adzuna.com/land/ad/5768208192?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=2AB7459C25A6A253C9FE69AC8B7816A01C142E3E,120167.27,2026-06-18T11:49:53Z,120167.27,-88.765784,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIwODE5MiIsInMiOiJIaVhNc2pScjhSR2hJODk5dWVoY0hBIn0.0C6Ic3CWEH_xqJnbdVKbrOAch2-o_o3BOqPGHRMumZA,1,5768208192,Occupational Therapist (OT),Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Tupelo, Lee County","['US', 'Mississippi', 'Lee County', 'Tupelo']",Adzuna::API::Response::Company,HiredFirst,,
Job Description Job Description Managing a diverse portfolio of oil and gas assets and allocating capital towards the right acquisitions are key elements of the finance function at Phoenix. The Senior Associate will be working closely with the MD of Capital Markets and CFO with a focus on raising capital via the S-1 and D offerings being marketed by Phoenix. This role will be critical in the growth of the business and will get exposure to every function within the company. The ideal candidate f…,Adzuna::API::Response::Job,26.124272,https://www.adzuna.com/land/ad/5768208179?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=28BB5DAE7714174C2595C8F3756104216E4CFFAE,120170.6,2026-06-18T11:49:53Z,120170.6,-80.128901,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSGlYTXNqUnI4UkdoSTg5OXVlaGNIQSIsImkiOiI1NzY4MjA4MTc5In0.NEtwlfz8c9rD22ka2xXj1kB3HE0sb_WFUaf0ONOmVos,1,5768208179,"Senior Associate, Capital Markets - FL",Sales Jobs,sales-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Fort Lauderdale, Broward County","['US', 'Florida', 'Broward County', 'Fort Lauderdale']",Adzuna::API::Response::Company,"Phoenix Energy One, LLC",,
"Job Description Job Description A&A Concrete Supply is looking to hire FULL TIME Diesel Technicians level 3. As a valued member of our team, the Maintenance Truck Tech III is required to perform all duties of the level 1 and level 2 technician. In addition, should show proficiency one of the two mayor skill level categories and about 60% proficiency in another category. Category 1 includes internal repairs on engines, transmissions, and gear boxes. Category 2 includes electronic control modules…",Adzuna::API::Response::Job,37.675708,https://www.adzuna.com/land/ad/5768208180?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=1BA84BF2809414E83C68FF29912DE6E713C2F6F1,62783.6,2026-06-18T11:49:53Z,62783.6,-121.398946,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSGlYTXNqUnI4UkdoSTg5OXVlaGNIQSIsImkiOiI1NzY4MjA4MTgwIn0.8LFejbqo-8yVwoh0xMAP3Jfy-CRHZCk5FLn-t5RE2c4,1,5768208180,Diesel Technician III,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Tracy, San Joaquin County","['US', 'California', 'San Joaquin County', 'Tracy']",Adzuna::API::Response::Company,A&A Concrete Supply,,
"Job Description Job Description Hiring a Physical Therapist Assistant (PTA) to work in a facility in Oakland, New Jersey PTA - Physical Therapist Assistant Must have at least 1 year experience Active state PTA license Contract: 13 weeks Start: ASAP These contracts extended very often Schedules available: Monday - Friday 8 hours / 40 hours per week Salary $1,377.60 - $1,476.80 weekly package Must have BLS Must have clean background Please apply today! HFNX 37715",Adzuna::API::Response::Job,41.013153,https://www.adzuna.com/land/ad/5768208182?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=128EBEE8D42FB54A26E130A1514A4B4FE465E588,91076.54,2026-06-18T11:49:53Z,91076.54,-74.264314,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSGlYTXNqUnI4UkdoSTg5OXVlaGNIQSIsImkiOiI1NzY4MjA4MTgyIn0.8_0Jn6ETjWQs9WvUy9D-24TDpwgn6DtdG163MQ4G_9o,1,5768208182,Physical Therapist Assistant (PTA),Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Oakland, Bergen County","['US', 'New Jersey', 'Bergen County', 'Oakland']",Adzuna::API::Response::Company,HiredFirst,,
"Job Description Job Description Hiring a Physical Therapist (PT) to work in a rehab in Methuen, MA. PT - Physical Therapist Must have at least 1 year experience Active state PT license/Cert Contract: 13 weeks Start: ASAP Schedules available: Monday-Friday Salary $48.60 per hour Must have BLS Must have clean background Please apply today! HFNS",Adzuna::API::Response::Job,42.726202,https://www.adzuna.com/land/ad/5768208177?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=0E9863714194E94EEDEC082EAAA517AE3D165001,168781.1,2026-06-18T11:49:53Z,168781.1,-71.190892,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSGlYTXNqUnI4UkdoSTg5OXVlaGNIQSIsImkiOiI1NzY4MjA4MTc3In0.W_t69kSyf1KAcSglLVW9C7vzOOTgEC6KMFkuSCR6na4,1,5768208177,Physical Therapist (PT) - Monday-Friday Shift,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Methuen, Essex County","['US', 'Massachusetts', 'Essex County', 'Methuen']",Adzuna::API::Response::Company,HiredFirst,,
"Job Description Job Description Job Summary COTA Certified Occupational Therapy Assistant Talented Medical Solutions Full-time, Contract 13 weeks Day Shift In-Office | Roseville, CA, United States The Opportunity You’re the kind of person who is always looking to learn. You want to grow into something greater and you’re looking for an employer encourages and supports your professional development. Talented Medical Solutions promotes advancement and rewards our employees based on individual perf…",Adzuna::API::Response::Job,38.742432,https://www.adzuna.com/land/ad/5768208186?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=E7E1BA29B7EF8E6BC0194EF86748D8D19FEAB117,89394.21,2026-06-18T11:49:53Z,89394.21,-121.251191,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIwODE4NiIsInMiOiJIaVhNc2pScjhSR2hJODk5dWVoY0hBIn0.RIPdADiii3eLZwtDk3D_cAK4zYLk9P9xl1704AJZDio,1,5768208186,COTA Certified Occupational Therapy Assistant,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Roseville, Placer County","['US', 'California', 'Placer County', 'Roseville']",Adzuna::API::Response::Company,Talented Medical Solutions,,
"Job Description Job Description Infinity Rehab is seeking a Speech-Language Pathologist within our therapy team at Bothell Health Care located in Bothell, WA . Position Highlights: Work-life balance: flexible schedule M-F, Tu-Sa, or Su-Th, 4, 6, or 8 hours/day Technology: Utilization of NetHealth for point of service documentation with laptop or iPad Clinical Expertise: We are leaders in the industry with standardized assessments and evidence-based practice for maximization of patient care and …",Adzuna::API::Response::Job,47.759038,https://www.adzuna.com/land/ad/5768208181?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=3846BEE9DD7C42552A10AF8389542113E3C5624F,79642.8,2026-06-18T11:49:53Z,79642.8,-122.202107,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIwODE4MSIsInMiOiJIaVhNc2pScjhSR2hJODk5dWVoY0hBIn0.h7BamEnHtageEKF4BJB-T321LD7gecpZ0Cc93255PRM,1,5768208181,Speech Language Pathologist,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Bothell, King County","['US', 'Washington', 'King County', 'Bothell']",Adzuna::API::Response::Company,Infinity Rehab,,
"Job Description Job Description We are the leading and fastest growing sales and marketing firm in the area. Enjoy working at a top performing office with proven systems that drive success. We provide campaign development, marketing strategies, and sales support for our clients. We are looking for a friendly, outgoing, and enthusiastic person who enjoys working within a flexible, customer-focused team environment. If you are someone who likes to be rewarded for doing things the right way and ac…",Adzuna::API::Response::Job,41.760632,https://www.adzuna.com/land/ad/5768208178?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=E7C902CA0E83AC3F6551B7BD1FFA2A0CAA7C6F80,83849.33,2026-06-18T11:49:53Z,83849.33,-88.143778,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIwODE3OCIsInMiOiJIaVhNc2pScjhSR2hJODk5dWVoY0hBIn0.Fnp0DyLz4kKdAZajPcoAcENSqftyGsUFejUjCk2hnuU,1,5768208178,Entry Level Sales Representative,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Naperville, DuPage County","['US', 'Illinois', 'DuPage County', 'Naperville']",Adzuna::API::Response::Company,JONATHAN WESLEY INC,,
"Job Description Job Description Pro-Activity is currently expanding our team of work injury prevention and health promotion professionals. Physical Therapists, working direct with employers and thereby minimizing administrative burden (documentation, third party payors), in all 5 boroughs of NYC and Northern NJ. Excellent verbal communication skills required, professional / public speaking experience preferred. This is the front lines of population health change, and we're seeking ""doers"" ready…",Adzuna::API::Response::Job,,https://www.adzuna.com/land/ad/5768208187?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=4281873E50F0CCE0EAAF485C6DF0897D2F32297E,49130.75,2026-06-18T11:49:53Z,49130.75,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIwODE4NyIsInMiOiJIaVhNc2pScjhSR2hJODk5dWVoY0hBIn0.RzaG6GOKWBC4aonRNWdXi8m2BOpxQ8mM-J6n95lxfC4,1,5768208187,Physical Therapist: Prevention & Health Promotion,Admin Jobs,admin-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"New York City, New York","['US', 'New York', 'New York City']",Adzuna::API::Response::Company,Pro-Activity Central Enterprise LLC,,
"Job Description Job Description Looking to level up your career and boost your income? At Voyage Healthcare, we help connect nurses, therapists, and allied health pros with high-paying travel jobs at top-rated facilities across the U.S. With thousands of openings nationwide, you can earn up to $3,500 per week (depending on your specialty, location, housing, and benefits)—all while making a real impact on the communities that need you most. Let your next adventure start with us! Position: Therap…",Adzuna::API::Response::Job,38.52972,https://www.adzuna.com/land/ad/5768208185?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=592201C1F3247579E89124C8B505AF0E8A3F659B,146087.92,2026-06-18T11:49:53Z,146087.92,-122.279498,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIwODE4NSIsInMiOiJIaVhNc2pScjhSR2hJODk5dWVoY0hBIn0.5tXWNsVN6KRFUAt2NmfPorsELeFAmv7MxLsq_dtSA_0,1,5768208185,"Travel Therapist-OT-Occupational Therapist in Napa, California",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Napa, Napa County","['US', 'California', 'Napa County', 'Napa']",Adzuna::API::Response::Company,Voyage Health,,
"Job Description Job Description Certified Occupational Therapy Assistant (COTA) Hiring a Certified Occupational Therapy Assistant (COTA) to work in a healthcare setting in Louisa, Virginia 23093. Contract: 13 weeks Schedule: Monday – Friday Hours: 40 hours per week Compensation: 1450 - 1485 Travel per diems will follow GSA guidelines to ensure compliance. Please apply today! HFNX 39477 Contact: 704 - 305 - 5873 or 321 - 263 - 1985",Adzuna::API::Response::Job,38.025139,https://www.adzuna.com/land/ad/5768208191?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=41D34122FF03FDA6DF2AF9CE4A76B1535120C7EA,47816.11,2026-06-18T11:49:53Z,47816.11,-78.004165,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIwODE5MSIsInMiOiJIaVhNc2pScjhSR2hJODk5dWVoY0hBIn0.1EORLLWQWj5sDbs_hRJcSAr-P_zRyCWE0QxtxadwChQ,1,5768208191,Certified Occupational Therapy Assistant (COTA),Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Louisa, Louisa County","['US', 'Virginia', 'Louisa County', 'Louisa']",Adzuna::API::Response::Company,HiredFirst,,
"Job Description Job Description Responsibilities: • Oversee daily operations of the pizza parlor, ensuring quality and customer satisfaction • Manage hiring, training, and scheduling of staff, including kitchen and front-of-house employees • Develop and implement business strategies to drive growth and profitability • Supervise kitchen operations, ensuring all food is prepared • Conduct interviews and hire employees as needed • Prepare employee work schedules and manage time-off requests • Main…",Adzuna::API::Response::Job,40.169747,https://www.adzuna.com/land/ad/5768208171?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=4886F99B6C013CDFEA0355C3425A132A271CA31A,48079.86,2026-06-18T11:49:52Z,48079.86,-74.821469,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIwODE3MSIsInMiOiJIaVhNc2pScjhSR2hJODk5dWVoY0hBIn0.akk-1Ta8zm_Ez0Im4Xqswtu8csRpaYostWrFG97f1n4,1,5768208171,Kitchen Manager - Pizza Parlor (43 Years in Business),Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Levittown, Bucks County","['US', 'Pennsylvania', 'Bucks County', 'Levittown']",Adzuna::API::Response::Company,Parkway Pizza,,
"Job Description Job Description Job Summary: Position is responsible for performing work and maintenance for cars, trucks, construction equipment, and works under Shop Manager. Supervisory Responsibilities: None Duties/Responsibilities: Collect information on vehicle and equipment history, problem with the vehicle, and/or known maintenance or repairs required. Identifies mechanical problems visually and./or with computer diagnostic equipment. Performs tests on specific parts and systems to dete…",Adzuna::API::Response::Job,41.731788,https://www.adzuna.com/land/ad/5768208169?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=84BF34DE7770A81C26DC9EF423C1B6E87217424A,54521.38,2026-06-18T11:49:52Z,54521.38,-93.600128,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSGlYTXNqUnI4UkdoSTg5OXVlaGNIQSIsImkiOiI1NzY4MjA4MTY5In0.Nw4G60GDHjrpCwVyfJpm3XFhyA2o-6hl9AilvEO1cWI,1,5768208169,Shop Mechanic,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Ankeny, Polk County","['US', 'Iowa', 'Polk County', 'Ankeny']",Adzuna::API::Response::Company,Dean Snyder Construction Co,,
"Job Description Job Description Job Title: Night Crew Pool Technician CPO LICENSE REQUIRED OR WILLING TO GET AFTER HIRED START AT 5PM WORK 10-12 HOUR NIGHT SHIFT Job Overview: The Night Crew Pool Technician is responsible for ensuring the cleanliness, safety, and overall maintenance of swimming pools and related facilities during overnight hours. This role involves conducting regular pool cleaning, water quality testing, and equipment inspections to maintain optimal conditions for pool users. I…",Adzuna::API::Response::Job,28.865264,https://www.adzuna.com/land/ad/5768208174?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=9820B2488991E65B38D365B64C08E10A7863E787,44044.0,2026-06-18T11:49:52Z,44044.0,-82.038974,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSGlYTXNqUnI4UkdoSTg5OXVlaGNIQSIsImkiOiI1NzY4MjA4MTc0In0.HL5dR-tzJjwn8DJPPNqvml2orVo8224WbhfiO7pKCC8,1,5768208174,Night Crew Swimming Pool Technician,Maintenance Jobs,maintenance-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Wildwood, Sumter County","['US', 'Florida', 'Sumter County', 'Wildwood']",Adzuna::API::Response::Company,Pool Control Inc,,
Job Description Job Description This is a Perm placement position. 40 hours M-F No weekend rotation 100 Bed SNF,Adzuna::API::Response::Job,42.450085,https://www.adzuna.com/land/ad/5768208167?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=3C20BF1FB394D3529104DC0DC98B7B60F8D28994,161395.84,2026-06-18T11:49:52Z,161395.84,-73.245382,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSGlYTXNqUnI4UkdoSTg5OXVlaGNIQSIsImkiOiI1NzY4MjA4MTY3In0.eM2Lnt938-C7gy_YzKVb1yeulEryqBjm7fmV-AkwODc,1,5768208167,"Director of Rehabilitation, PT",Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Pittsfield, Berkshire County","['US', 'Massachusetts', 'Berkshire County', 'Pittsfield']",Adzuna::API::Response::Company,Talented Medical Solutions,,
"Job Description Job Description RESPIRATORY THERAPIST SUPERVISOR - Nights Federal Medical Center – Butner, NC UHealthSolutions, Inc. is seeking to hire a Respiratory Therapist Supervisor to work within The Federal Medical Center in Butner, NC. FMC Butner is a United States federal prison in North Carolina for male inmates of all security levels who have special health needs. It is part of the Butner Federal Correctional Complex and is operated by the Federal Bureau of Prisons, a division of the…",Adzuna::API::Response::Job,36.132089,https://www.adzuna.com/land/ad/5768208172?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=4E78B7C79E04B051CBEC50E6D9EEAEDF229AABBA,38743.79,2026-06-18T11:49:52Z,38743.79,-78.756671,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIwODE3MiIsInMiOiJIaVhNc2pScjhSR2hJODk5dWVoY0hBIn0.eQYJKs7Ya1AAxwdruHckl7Y01swuzXU7F_hsuy7zkLU,1,5768208172,Respiratory Therapy Supervisor - Nights,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Butner, Graham County","['US', 'North Carolina', 'Graham County', 'Butner']",Adzuna::API::Response::Company,"UHealthSolutions, Inc.",,
"Job Description Job Description Looking to level up your career and boost your income? At Voyage Healthcare, we help connect nurses, therapists, and allied health pros with high-paying travel jobs at top-rated facilities across the U.S. With thousands of openings nationwide, you can earn up to $3,500 per week (depending on your specialty, location, housing, and benefits)—all while making a real impact on the communities that need you most. Let your next adventure start with us! Position: Therap…",Adzuna::API::Response::Job,34.662837,https://www.adzuna.com/land/ad/5768208175?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=A46F6F9ED0FE54D1E66FE40BDF36FD12736B54F2,102256.16,2026-06-18T11:49:52Z,102256.16,-106.776416,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSGlYTXNqUnI4UkdoSTg5OXVlaGNIQSIsImkiOiI1NzY4MjA4MTc1In0.lxnHpGOCRLGZnigN736uIoHuwv9SR0u2JFPcjSnMIR4,1,5768208175,"Travel Therapist-COTA-Certified Occupational Therapist Assistant in Belen, New Mexico",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Belen, Valencia County","['US', 'New Mexico', 'Valencia County', 'Belen']",Adzuna::API::Response::Company,Voyage Health,,
"Job Description Job Description As a wax specialist at European Wax Center Arroyo Grande, you ensure every moment is an opportunity for confidence! We seek a special person who has a love for the craft, cares for others, is committed to delighting guests, and—of course—has fun while being awesome! We’ll set you up for success far beyond any other waxing brand. You will join a team of expert providers, utilize innovative products and services, and experience state-of-the-art technology and prove…",Adzuna::API::Response::Job,35.118587,https://www.adzuna.com/land/ad/5768208166?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=1D8AAE7F3816ABF051DCFB54DA0A29592E2FCBB5,55214.91,2026-06-18T11:49:52Z,55214.91,-120.590725,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIwODE2NiIsInMiOiJIaVhNc2pScjhSR2hJODk5dWVoY0hBIn0.5dUNKtCPqIOZHjPpJpLTE4bDgWIFvw6Vtj0RBuJrnZ0,1,5768208166,Esthetician/Cosmetologist,Retail Jobs,retail-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Arroyo Grande, San Luis Obispo County","['US', 'California', 'San Luis Obispo County', 'Arroyo Grande']",Adzuna::API::Response::Company,European Wax Center Arroyo Grande,,
"Job Description Job Description Benefits/Perks Competitive Compensation Great Work Environment Job Summary We are seeking an Ophthalmic Technician to join our team! As an Ophthalmic Technician, you will be responsible for conducting the initial assessment of a patient, including listening to their complaints or concerns, obtaining a relevant medical history, visual acuities, and more. You will also assist as needed with procedures done by the doctor in-office, help educate patients on eye healt…",Adzuna::API::Response::Job,40.684308,https://www.adzuna.com/land/ad/5768208168?se=HiXMsjRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=EC372EAA86EA828839B255A29FD3933230884D66,32971.74,2026-06-18T11:49:52Z,32971.74,-74.253147,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSGlYTXNqUnI4UkdoSTg5OXVlaGNIQSIsImkiOiI1NzY4MjA4MTY4In0.9cUIQUZcwtg3GjKcxvoINIOIeV49s_JNG6J5nwx9guk,1,5768208168,Ophthalmic Technician,Customer Services Jobs,customer-services-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Union, Union County","['US', 'New Jersey', 'Union County', 'Union']",Adzuna::API::Response::Company,THE EYE CLINIC NJ PA,,
