title,salary_max,id,salary_is_predicted,adref,created,latitude,description,longitude,__CLASS__,salary_min,redirect_url,contract_time,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.label,category.tag,company.__CLASS__,company.display_name,contract_type
Class A CDL Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,81668.2,5718607908,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGlJSmFjeEg4UkdsZExaaFlaaXo2USIsImkiOiI1NzE4NjA3OTA4In0.ebUvlTYZjZVERUfOdAlESQ-2vtzViGjjlN-GNd-JlPo,2026-05-04T09:31:12Z,26.618441,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-81.872949,Adzuna::API::Response::Job,81668.2,https://www.adzuna.com/land/ad/5718607908?se=liIJacxH8RGldLZhYZiz6Q&utm_medium=api&utm_source=abfa41a4&v=579F7AD60A825E95FFF9897A432172D3C95333E8,full_time,"['US', 'Florida', 'Lee County', 'Fort Myers']",Adzuna::API::Response::Location,"Fort Myers, Lee County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
CDL-A Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,86534.76,5718607980,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYwNzk4MCIsInMiOiJsaUlKYWN4SDhSR2xkTFpoWVppejZRIn0.fHTYU2nJtxhoe-qb6Zcpi7_xI2OrWPOdcKpfLcRBDp0,2026-05-04T09:31:12Z,34.2099,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-79.73412,Adzuna::API::Response::Job,86534.76,https://www.adzuna.com/land/ad/5718607980?se=liIJacxH8RGldLZhYZiz6Q&utm_medium=api&utm_source=abfa41a4&v=44DEB2A03F42153353BC1854766E6204F4460613,full_time,"['US', 'South Carolina', 'Florence County', 'Quinby']",Adzuna::API::Response::Location,"Quinby, Florence County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
CDL-A Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,115580.94,5718607941,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYwNzk0MSIsInMiOiJsaUlKYWN4SDhSR2xkTFpoWVppejZRIn0.ViVDVTz8JGzSzutYY9Q2uZr4EoHFsnm0bPRMuhpXrWE,2026-05-04T09:31:12Z,33.908741,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-98.49954,Adzuna::API::Response::Job,115580.94,https://www.adzuna.com/land/ad/5718607941?se=liIJacxH8RGldLZhYZiz6Q&utm_medium=api&utm_source=abfa41a4&v=FDBB4D4992BDD715F654C5480943FC40D0E73B55,full_time,"['US', 'Texas', 'Wichita County', 'Wichita Falls']",Adzuna::API::Response::Location,"Wichita Falls, Wichita County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
CDL-A Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,66211.52,5718607961,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGlJSmFjeEg4UkdsZExaaFlaaXo2USIsImkiOiI1NzE4NjA3OTYxIn0.taIVQDjm8DV9nXkC_0DQmeApxlMaYzTVvMl_rWGQP7Y,2026-05-04T09:31:12Z,38.16592,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-81.19576,Adzuna::API::Response::Job,66211.52,https://www.adzuna.com/land/ad/5718607961?se=liIJacxH8RGldLZhYZiz6Q&utm_medium=api&utm_source=abfa41a4&v=38DF6BC63239950E221B3AA444AF9016AD02F896,full_time,"['US', 'West Virginia', 'Fayette County', 'Gauley Bridge']",Adzuna::API::Response::Location,"Gauley Bridge, Fayette County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
CDL-A Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,83045.8,5718607927,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGlJSmFjeEg4UkdsZExaaFlaaXo2USIsImkiOiI1NzE4NjA3OTI3In0.Ov5x9Xd98_orTcRmMLqO5VprVhkHwI-y8J3LB3yCnaY,2026-05-04T09:31:12Z,44.663685,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-74.96994,Adzuna::API::Response::Job,83045.8,https://www.adzuna.com/land/ad/5718607927?se=liIJacxH8RGldLZhYZiz6Q&utm_medium=api&utm_source=abfa41a4&v=3241DF5B7A7D110B7CC53937CE434A3DC379057F,full_time,"['US', 'New York', 'Saint Lawrence County', 'Potsdam']",Adzuna::API::Response::Location,"Potsdam, Saint Lawrence County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
Truck Driver Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,74062.5,5718607906,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGlJSmFjeEg4UkdsZExaaFlaaXo2USIsImkiOiI1NzE4NjA3OTA2In0.3H4i_exs6TEFrf1j382fP3M5EUlodWKhBX02zU8YGpc,2026-05-04T09:31:12Z,40.07598,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-80.6733,Adzuna::API::Response::Job,74062.5,https://www.adzuna.com/land/ad/5718607906?se=liIJacxH8RGldLZhYZiz6Q&utm_medium=api&utm_source=abfa41a4&v=962D8BC7CFB6B29166676572330675E554F59155,full_time,"['US', 'West Virginia', 'Ohio County', 'Bethlehem']",Adzuna::API::Response::Location,"Bethlehem, Ohio County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
CDL-A Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,53399.83,5718607914,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYwNzkxNCIsInMiOiJHcU54YXN4SDhSR3J6X2dZOEtsZlZ3In0.rg_erwAAH_8LDH1VEbX7Cyrenzwug1jbQJ2Dmys99Zw,2026-05-04T09:31:12Z,39.491129,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-77.992724,Adzuna::API::Response::Job,53399.83,https://www.adzuna.com/land/ad/5718607914?se=GqNxasxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=abfa41a4&v=A9FD17889DAFBA270F6DF3294EAD82329C527D72,full_time,"['US', 'West Virginia', 'Berkeley County', 'Martinsburg']",Adzuna::API::Response::Location,"Martinsburg, Berkeley County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
Truck Driver Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,71230.85,5718607939,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYwNzkzOSIsInMiOiJHcU54YXN4SDhSR3J6X2dZOEtsZlZ3In0.RbfQvlhkTG_MO4BqQ5mPY8noNzRYfT5053cS6CG7al8,2026-05-04T09:31:12Z,44.2668,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-88.40748,Adzuna::API::Response::Job,71230.85,https://www.adzuna.com/land/ad/5718607939?se=GqNxasxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=abfa41a4&v=A8AB3402236F8BE0DB4E235808E9B513FA9A6464,full_time,"['US', 'Wisconsin', 'Outagamie County', 'Appleton']",Adzuna::API::Response::Location,"Appleton, Outagamie County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
Truck Driver Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,88477.95,5718607965,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYwNzk2NSIsInMiOiJHcU54YXN4SDhSR3J6X2dZOEtsZlZ3In0.hH3k9cSo_tOQQarUz9p79BXY1d2y8MyvYt3kgW01K0Q,2026-05-04T09:31:12Z,39.95424,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-81.98496,Adzuna::API::Response::Job,88477.95,https://www.adzuna.com/land/ad/5718607965?se=GqNxasxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=abfa41a4&v=5A5A316EB0855EF369E07298AF658742F443A56D,full_time,"['US', 'Ohio', 'Muskingum County', 'Zanesville']",Adzuna::API::Response::Location,"Zanesville, Muskingum County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
Truck Driver Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,68124.76,5718607989,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR3FOeGFzeEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE4NjA3OTg5In0.dAnPx-gBzACkAnv1-OP6d9UAjxNNOHDB0Br2DGffzyY,2026-05-04T09:31:12Z,43.157366,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-77.605714,Adzuna::API::Response::Job,68124.76,https://www.adzuna.com/land/ad/5718607989?se=GqNxasxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=abfa41a4&v=D153ADD322867394058083FFCD2FA11EC3831CAA,full_time,"['US', 'New York', 'Monroe County', 'Rochester']",Adzuna::API::Response::Location,"Rochester, Monroe County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
CDL-A Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,76484.73,5718607958,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYwNzk1OCIsInMiOiJHcU54YXN4SDhSR3J6X2dZOEtsZlZ3In0.8Z-aiav6HujGcINMYomj1G_d36SRXJAgIZ2MGFH0gn8,2026-05-04T09:31:12Z,44.9346,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-93.1646,Adzuna::API::Response::Job,76484.73,https://www.adzuna.com/land/ad/5718607958?se=GqNxasxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=abfa41a4&v=CB6F0F382A812CBC22E543CDD87627383B9CF003,full_time,"['US', 'Minnesota', 'Dakota County', 'Lilydale']",Adzuna::API::Response::Location,"Lilydale, Dakota County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
Class A CDL Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,68686.58,5718608048,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYwODA0OCIsInMiOiJHcU54YXN4SDhSR3J6X2dZOEtsZlZ3In0.YzUOHsAL7ZERRtjN7IXGr84j5ePW3hvuffb0aJFxElQ,2026-05-04T09:31:12Z,29.225729,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-82.161004,Adzuna::API::Response::Job,68686.58,https://www.adzuna.com/land/ad/5718608048?se=GqNxasxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=abfa41a4&v=D8830913BF62F32BEAFBF1A6A73DD0A4E98E411C,full_time,"['US', 'Florida', 'Marion County', 'Maricamp']",Adzuna::API::Response::Location,"Maricamp, Marion County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
Truck Driver Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,79084.31,5718608031,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYwODAzMSIsInMiOiJHcU54YXN4SDhSR3J6X2dZOEtsZlZ3In0.sEUGtvs9W9wujAXyM34NhKio0gDwcgoJqv17KMqakSk,2026-05-04T09:31:12Z,39.95208,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-75.16548,Adzuna::API::Response::Job,79084.31,https://www.adzuna.com/land/ad/5718608031?se=GqNxasxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=abfa41a4&v=45D59F6E563EC895BB5AA6561733009D3CB5190F,full_time,"['US', 'Pennsylvania', 'Philadelphia County', 'Middle East']",Adzuna::API::Response::Location,"Middle East, Philadelphia County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
Class A CDL Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,121801.02,5718608021,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYwODAyMSIsInMiOiJHcU54YXN4SDhSR3J6X2dZOEtsZlZ3In0.Rhf1BblnCciNmqPVaLSMZdn2UTabEofh3izitNVUf6o,2026-05-04T09:31:12Z,31.470233,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-100.438376,Adzuna::API::Response::Job,121801.02,https://www.adzuna.com/land/ad/5718608021?se=GqNxasxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=abfa41a4&v=5A745E122123569BD3A52A730B7C01C73EFAD17E,full_time,"['US', 'Texas', 'Tom Green County', 'San Angelo']",Adzuna::API::Response::Location,"San Angelo, Tom Green County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
CDL-A Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,121422.24,5718608001,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYwODAwMSIsInMiOiJHcU54YXN4SDhSR3J6X2dZOEtsZlZ3In0.eHxET0gQq6hQv3d5C5atOIdrcVU5BB5Hr27ERkfjw4Q,2026-05-04T09:31:12Z,31.470233,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-100.438376,Adzuna::API::Response::Job,121422.24,https://www.adzuna.com/land/ad/5718608001?se=GqNxasxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=abfa41a4&v=A08D007E85B89AB8763FB6FC9D16761C91E1616F,full_time,"['US', 'Texas', 'Tom Green County', 'San Angelo']",Adzuna::API::Response::Location,"San Angelo, Tom Green County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
Class A CDL Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,106217.49,5718608012,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR3FOeGFzeEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE4NjA4MDEyIn0.XNVM_kNfLte206_mXnx1eblHcaCVjG9kPsRBgol7qJ4,2026-05-04T09:31:12Z,42.361749,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-71.0663,Adzuna::API::Response::Job,106217.49,https://www.adzuna.com/land/ad/5718608012?se=GqNxasxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=abfa41a4&v=3D1B1AF620E15820028A71E5239BB6A80672C3DB,full_time,"['US', 'Massachusetts', 'Suffolk County', 'Boston']",Adzuna::API::Response::Location,"Boston, Suffolk County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
Truck Driver Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,94662.45,5718607935,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYwNzkzNSIsInMiOiJHcU54YXN4SDhSR3J6X2dZOEtsZlZ3In0.97x_Tvb-ZJzGwgWOP2ZxeKhMdpftTK6iWYaXqybg25w,2026-05-04T09:31:12Z,39.103829,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-94.572672,Adzuna::API::Response::Job,94662.45,https://www.adzuna.com/land/ad/5718607935?se=GqNxasxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=abfa41a4&v=AF95BAE50DCC9E444ACA2A37A1BF152501CCB0D0,full_time,"['US', 'Missouri', 'Jackson County', 'Kansas City']",Adzuna::API::Response::Location,"Kansas City, Jackson County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
Truck Driver Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,67346.75,5718607985,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYwNzk4NSIsInMiOiJHcU54YXN4SDhSR3J6X2dZOEtsZlZ3In0.mzSp6-muiyCpl0w4If3a-9RiMBdb-HiQHnSPaWG7b5c,2026-05-04T09:31:12Z,33.701976,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-78.892692,Adzuna::API::Response::Job,67346.75,https://www.adzuna.com/land/ad/5718607985?se=GqNxasxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=abfa41a4&v=B92970A48FFE4A9D456E99F73A807A4BDE2B46D6,full_time,"['US', 'South Carolina', 'Horry County', 'Carolina Forest']",Adzuna::API::Response::Location,"Carolina Forest, Horry County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
CDL-A Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,63018.75,5718607969,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYwNzk2OSIsInMiOiJHcU54YXN4SDhSR3J6X2dZOEtsZlZ3In0.GesZTWSyzgQ60YQdyHXMmtuBOeo8w6j168vI0EKxOxU,2026-05-04T09:31:12Z,40.89732,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-81.43344,Adzuna::API::Response::Job,63018.75,https://www.adzuna.com/land/ad/5718607969?se=GqNxasxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=abfa41a4&v=240F6E7686FBDFA824DD3D4ADA5B5EF83E0AD14E,full_time,"['US', 'Ohio', 'Stark County', 'Lake Slagle']",Adzuna::API::Response::Location,"Lake Slagle, Stark County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
CDL-A Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,79644.93,5718607963,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR3FOeGFzeEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE4NjA3OTYzIn0.6Yp-TO2zxnX4VgcE2oL6CmVu15dZLU6bs7iFPLaYl-g,2026-05-04T09:31:12Z,28.054246,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-82.450249,Adzuna::API::Response::Job,79644.93,https://www.adzuna.com/land/ad/5718607963?se=GqNxasxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=abfa41a4&v=BE1B2DAC70391281BF4C9B292FD77ABC23CB309A,full_time,"['US', 'Florida', 'Hillsborough County', 'Lake Magdalene']",Adzuna::API::Response::Location,"Lake Magdalene, Hillsborough County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
Class A CDL Lease Driver - 2yrs EXP Required - OTR - Reefer - Harpers,71417.63,5718608026,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR3FOeGFzeEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE4NjA4MDI2In0.z_TFd2MO-NxNsXjr5talke1seOqgWtVqlq1nygoAskU,2026-05-04T09:31:12Z,44.2668,OTR Reefer Lease Purchase Drivers: Earn 82% Gross Line Haul & 100% FSC. Join Our Team of Lease Contractors Today HARPERS is always on the hunt for business minded partners to come in and join our lease purchase program. We have teamed up with one of the largest carriers in the country to provide our partner contractors with on of the largest freight networks nationwide. Joining our team will give you all of the mega carrier benefits with that small fleet atmosphere. We take care of it all so yo…,-88.40748,Adzuna::API::Response::Job,71417.63,https://www.adzuna.com/land/ad/5718608026?se=GqNxasxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=abfa41a4&v=BD150C7D6741AD6D121B34ACEBC8BD0789191C1C,full_time,"['US', 'Wisconsin', 'Outagamie County', 'Appleton']",Adzuna::API::Response::Location,"Appleton, Outagamie County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Harpers,
Travel PCU Registered Nurse,140090.55,5718608003,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR3FOeGFzeEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE4NjA4MDAzIn0.C_8283jnrddOxpfvVxoYuTAkjKv2e5m8hnv4HecFH9w,2026-05-04T09:31:12Z,40.103832,"Job Description TravSource is seeking a travel nurse RN PCU - Progressive Care Unit for a travel nursing job in Columbus, Ohio. Job Description & Requirements - Specialty: PCU - Progressive Care Unit - Discipline: RN - Start Date: 06/15/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel TravSource Job ID 18105956. Pay package is based on 12 hour shifts and 36.0 hours per week (subject to confirmation) with tax-free stipend amount to be determined. …",-83.020025,Adzuna::API::Response::Job,140090.55,https://www.adzuna.com/land/ad/5718608003?se=GqNxasxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=abfa41a4&v=18C39E306659994D3D011F8B2EB80FC43035596B,,"['US', 'Ohio', 'Franklin County', 'Columbus']",Adzuna::API::Response::Location,"Columbus, Franklin County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,TravSource,
