title,adref,salary_min,latitude,id,contract_time,description,__CLASS__,redirect_url,longitude,created,salary_is_predicted,salary_max,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area,category.tag,category.label,category.__CLASS__,contract_type
Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.4k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNaNXFFYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzgyNzk4In0.VyoRN7b3Uw4wTMZZoDc6A1WhfqMmqs0eLo56EHPUlks,0.0,37.053035,5890782798,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,400 Available Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match p…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782798?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=FF01055456D22F0BE0FD20D527A5004F74FE94EA,-80.769181,2026-09-19T12:01:18Z,0,72800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Pulaski, Pulaski County","['US', 'Virginia', 'Pulaski County', 'Pulaski']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNaNXFFYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzgyNzk1In0.9X3MZomUmF82FqKeS6Y-rPEzrYB9zXPK0eZTIgsMGEo,0.0,37.053035,5890782795,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782795?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=1ABFF3054DC2BA2F1CEB5517AEF1782CC7E78802,-80.769181,2026-09-19T12:01:18Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Pulaski, Pulaski County","['US', 'Virginia', 'Pulaski County', 'Pulaski']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNaNXFFYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzgyNzgwIn0.t-DhVzS1pNmPNJBKqElGNpxPeJtlIREd_9oROlpq4KA,0.0,40.107096,5890782780,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782780?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=EA1C023F6C6D7A7C7FBE8542B0A034DB9C5DD98F,-88.212558,2026-09-19T12:01:17Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Urbana, Champaign County","['US', 'Illinois', 'Champaign County', 'Urbana']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc4Mjc3OCIsInMiOiJZQ1o1cUVhMDhSR01XX19nbzV6UWpBIn0.J83Yi1LKy6VFkunDVQv06LhFeOEJLQN32IlG3fYiBXQ,0.0,40.107096,5890782778,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782778?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=40AAE872D6197FA2E57BA7F6430B928BB52CDD14,-88.212558,2026-09-19T12:01:17Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Urbana, Champaign County","['US', 'Illinois', 'Champaign County', 'Urbana']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.4k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNaNXFFYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzgyNzkwIn0.Wr9de-luJVsNtzJ1iNipobpKJTXyBeu73sZD_zWBreU,0.0,37.053035,5890782790,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,400 Available Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match p…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782790?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=C36387C0BF0E8D5B39E5E67F9FC32F64E7932695,-80.769181,2026-09-19T12:01:17Z,0,72800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Pulaski, Pulaski County","['US', 'Virginia', 'Pulaski County', 'Pulaski']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc4Mjc4OSIsInMiOiJZQ1o1cUVhMDhSR01XX19nbzV6UWpBIn0.cBB_KmUvLfLjqD_iz2Q3Hjj1EFOgoBNNW-MSsz2pk-I,0.0,37.053035,5890782789,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782789?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=D01ECF75B287AAAD7852F0CA63D4EF256288D2AF,-80.769181,2026-09-19T12:01:17Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Pulaski, Pulaski County","['US', 'Virginia', 'Pulaski County', 'Pulaski']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNaNXFFYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzgyNzkyIn0.nby4TKcIwPJKewbR0VuiApCoKUw3AyVKYEH_0MIO8ks,0.0,37.053035,5890782792,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782792?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=B43E609557F7EC50FE16E1DABCBFFC53A93FAE7A,-80.769181,2026-09-19T12:01:17Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Pulaski, Pulaski County","['US', 'Virginia', 'Pulaski County', 'Pulaski']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNaNXFFYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzgyNzgyIn0.k7eTj38CdoqAm3kPwP6-7lPDayoq6__vMGO_RZK4iy0,0.0,39.76637,5890782782,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782782?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=2C7EA6F7A32B41D89C9854F2C6D23A166F84855A,-94.843862,2026-09-19T12:01:17Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Saint Joseph, Buchanan County","['US', 'Missouri', 'Buchanan County', 'Saint Joseph']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.4k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNaNXFFYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzgyNzg4In0.EFC-DVHQAnuiNzw6eZInf3ZZFhbNIhJ3j3IIOiZdY9A,0.0,37.053035,5890782788,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,400 Available Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match p…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782788?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=56EA1532F5B3507CAEBFCDADC11E201906E9BC17,-80.769181,2026-09-19T12:01:17Z,0,72800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Pulaski, Pulaski County","['US', 'Virginia', 'Pulaski County', 'Pulaski']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.4k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc4Mjc2NiIsInMiOiJZQ1o1cUVhMDhSR01XX19nbzV6UWpBIn0.YXV5qxH8IUXwHSAWnlGoFgq8OfnRS2AOf_O3oD37EkA,0.0,32.33908,5890782766,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,400 Available Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match p…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782766?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=C7436F8C7858AFB2A6F5F7AC67911DA4460A87AC,-90.323554,2026-09-19T12:01:16Z,0,72800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Clinton, Hinds County","['US', 'Mississippi', 'Hinds County', 'Clinton']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc4Mjc2MyIsInMiOiJZQ1o1cUVhMDhSR01XX19nbzV6UWpBIn0.JfWof3XAFRA_toZxD3qUKJ_VlP5DrFyWL3NefNQj-3w,0.0,32.33908,5890782763,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782763?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=1B28574E8661501ACBBA50D6DF647C0C38C7FE87,-90.323554,2026-09-19T12:01:16Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Clinton, Hinds County","['US', 'Mississippi', 'Hinds County', 'Clinton']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNaNXFFYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzgyNzQ3In0.y_XGahth8SbBJbw-8YoGHncbpt3paqpjFFCCS-kwwoE,0.0,36.301261,5890782747,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782747?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=8EA6CFF12964B6F9FFCBFD1EDAAACF46C99053E1,-88.314607,2026-09-19T12:01:16Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Paris, Henry County","['US', 'Tennessee', 'Henry County', 'Paris']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNaNXFFYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzgyNzU1In0.NLlYnBhtbNaUctvglGufPTAyhMHtGxo80WNPbLNhPRg,0.0,36.301261,5890782755,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782755?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=D92508CAC45EEE4C4894C51CB9B21C83DC2DDACF,-88.314607,2026-09-19T12:01:16Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Paris, Henry County","['US', 'Tennessee', 'Henry County', 'Paris']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNaNXFFYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzgyNzQ4In0.ME1AEsG-oyO6lIPfhrK2asJ6dXOxCjw1Xl_kdwlSzNY,0.0,36.301261,5890782748,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782748?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=05355A7064D2D817DCEFEE11E0657BB84FA7F7B1,-88.314607,2026-09-19T12:01:16Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Paris, Henry County","['US', 'Tennessee', 'Henry County', 'Paris']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNaNXFFYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzgyNzQ5In0.7jFE-lRGD53p0u4LcIQq85mb2pg2tpsjLQOmxv766wM,62400.0,36.301261,5890782749,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the r…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782749?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=0C560B41944DD13001ADE4608AFCFF5F7EA7DCB1,-88.314607,2026-09-19T12:01:16Z,0,89960.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Paris, Henry County","['US', 'Tennessee', 'Henry County', 'Paris']",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.4k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNaNXFFYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzgyNzU4In0.5bJ5sRVPtUWilr_mMPiC-T-jCa3Z9dnnMaPBYOnu_wY,0.0,32.33908,5890782758,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,400 Available Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match p…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782758?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=CFFF6FFD33D3953E4A05E3E424B92D13CB61F47D,-90.323554,2026-09-19T12:01:16Z,0,72800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Clinton, Hinds County","['US', 'Mississippi', 'Hinds County', 'Clinton']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc4Mjc1OSIsInMiOiJZQ1o1cUVhMDhSR01XX19nbzV6UWpBIn0.oa02qWIIVm14sGXSIm2ab9vWg_i3nTqgQFGCGTX8w_U,62400.0,32.33908,5890782759,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the r…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782759?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=C36DAFA6AD0FE25814D9ED9923F11241D69CCFA4,-90.323554,2026-09-19T12:01:16Z,0,89960.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Clinton, Hinds County","['US', 'Mississippi', 'Hinds County', 'Clinton']",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNaNXFFYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzgyNzY3In0.7G4q0B5MQvI3hA8gM41ZtE3MOb9-deiHVaxaU__TjE0,0.0,32.33908,5890782767,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782767?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=21AC2A9E8C8EA24C66D177E4D195A13B3D07798B,-90.323554,2026-09-19T12:01:16Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Clinton, Hinds County","['US', 'Mississippi', 'Hinds County', 'Clinton']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc4Mjc2MCIsInMiOiJZQ1o1cUVhMDhSR01XX19nbzV6UWpBIn0.zmWMkOPUw-dnj19oiTbZLh1K5Qh8OWUvrpIHlje8J-8,0.0,32.33908,5890782760,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782760?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=3CB25559DDD3E83AA5D42148AA5A729776914F9F,-90.323554,2026-09-19T12:01:16Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Clinton, Hinds County","['US', 'Mississippi', 'Hinds County', 'Clinton']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc4Mjc2NSIsInMiOiJZQ1o1cUVhMDhSR01XX19nbzV6UWpBIn0.H5to7l4ho1CtOKceQ5G9L1yNUZ7ijmnPWATViHizjfI,62400.0,32.33908,5890782765,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the r…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782765?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=847CFA9C051A0AEE165D267077BE99EA52C285C0,-90.323554,2026-09-19T12:01:16Z,0,89960.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Clinton, Hinds County","['US', 'Mississippi', 'Hinds County', 'Clinton']",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,
