title,description,salary_is_predicted,redirect_url,created,id,longitude,salary_max,latitude,salary_min,adref,__CLASS__,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
Strategic Partner Manager,"RemoFirst is transforming the way businesses hire and manage global teams. Our mission is to enable Freedom of Work by providing an all-in-one global HR platform that simplifies hiring, compliance, payroll, and benefits management. We partner with some of the world’s most innovative companies, including Fortune 500 businesses and leading startups. We are a small but strong team of 200 people (and growing) hyper-focused on delivering a world-class platform and unparalleled service with our indus…",1,https://www.adzuna.com/details/5819829980?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819829980,-98.656775,161595.3,31.709263,161595.3,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgyOTk4MCIsInMiOiJnc3JhLTJLTDhSR1pIX2tpV1N4bDRRIn0.StH5DQz5Kfbj0n6aEo6PCh54_FeMfGleimbAwsmZnZo,Adzuna::API::Response::Job,Remofirst,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas']","Texas, US",Adzuna::API::Response::Category,Sales Jobs,sales-jobs,full_time,
Technical Consultant - Angular,"Responsibilities • Collaborate with UI architect, product owner and scrum master to develop the front end application. • Delivering complete front end application. • Ensuring high performance of the application on desktop. • Writing tested and documented JavaScript, HTML and CSS • Working with the back-end developer in the process of building and integrating RESTful API. • Identify bottlenecks and bugs, and devise solutions to mitigate and address these issues • Communicating with any other ext…",0,https://www.adzuna.com/details/5819829974?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819829974,-84.388372,160000.0,33.755711,140000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgyOTk3NCIsInMiOiJnc3JhLTJLTDhSR1pIX2tpV1N4bDRRIn0.2Kb2NVv1FbDxHCtGXlrLawwhn1RLsdiqVREIbqLO0-I,Adzuna::API::Response::Job,ProArch,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Georgia', 'Fulton County', 'Atlanta']","Atlanta, Fulton County",Adzuna::API::Response::Category,IT Jobs,it-jobs,,contract
Readiness Team Associate (3911),"Navarro Research and Engineering is recruiting a Readiness Team Associate (3911) in Oak Ridge, TN. Navarro Research & Engineering is an award-winning federal contractor dedicated to partnering with clients to advance clean energy and deliver effective solutions for complex challenges in the nuclear and environmental fields. Joining Navarro means being a part of an exceptional team committed to quality and safety while also looking for innovative strategies to create value for the client’s succe…",1,https://www.adzuna.com/details/5819830049?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819830049,-84.280548,66051.08,35.985891,66051.08,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzMDA0OSIsInMiOiJnc3JhLTJLTDhSR1pIX2tpV1N4bDRRIn0.dWqZRvBmJVJ-5xxqZIXxfqRl_Wahxs22tGjar5FUqq4,Adzuna::API::Response::Job,Navarro Inc.,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Anderson County', 'Oak Ridge']","Oak Ridge, Anderson County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,full_time,
Product Manager - Humanoid Platform,"About Flexion: At Flexion, we're building the intelligence layer powering the next generation of humanoid robots. Our mission is to accelerate the transition from fragile prototypes to real-world deployment of humanoids. We are founded by leading scientists in robot reinforcement learning (ex-Nvidia, ex-ETH Zürich) and backed by leading international VC firms. Within a few months, we’ve gone from our first line of code to deploying real humanoid capabilities with our partners. The Role: We are …",1,https://www.adzuna.com/details/5819829978?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819829978,-122.410448,159052.22,37.773969,159052.22,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgyOTk3OCIsInMiOiJnc3JhLTJLTDhSR1pIX2tpV1N4bDRRIn0.zZhwUcPEcuj3OOElboZEbQB2SpJISs-fSEh4WgH03X8,Adzuna::API::Response::Job,Flexion Robotics,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'San Francisco', 'SoMa']","SoMa, San Francisco",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,full_time,
Parts Counterperson,"Martin Automotive Group is looking for a Parts Associate to join our team at our Dayton Chrysler Dodge Jeep Ram dealership. If you are organized, enjoy working with different departments and customers, and are a team player, we want to talk to you! Responsibilities: Assist walk-in customers in selecting required parts, suggest companion requirements, offer specials, and ensure the customer is exposed to the full product line. Pull purchased parts from stock. If part is not in stock, determine a…",1,https://www.adzuna.com/details/5819829971?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819829971,-84.209435,39764.46,39.757443,39764.46,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3NyYS0yS0w4UkdaSF9raVdTeGw0USIsImkiOiI1ODE5ODI5OTcxIn0.lp-2suBkxsuMY3Hagngdmmtuvpgw33T8yQiVXmcsTec,Adzuna::API::Response::Job,Martin Automotive Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Montgomery County', 'Dayton']","Dayton, Montgomery County",Adzuna::API::Response::Category,Sales Jobs,sales-jobs,full_time,
Readiness Team Leader (3909),"Navarro Research and Engineering is recruiting a Readiness Team Leader (3909) in Oak Ridge, TN. Navarro Research & Engineering is an award-winning federal contractor dedicated to partnering with clients to advance clean energy and deliver effective solutions for complex challenges in the nuclear and environmental fields. Joining Navarro means being a part of an exceptional team committed to quality and safety while also looking for innovative strategies to create value for the client’s success.…",1,https://www.adzuna.com/details/5819829998?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819829998,-84.280548,85816.88,35.985891,85816.88,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgyOTk5OCIsInMiOiJnc3JhLTJLTDhSR1pIX2tpV1N4bDRRIn0.1o72TLnkOMT-zBhrWpdX3Os1RfJTM6CT-Cs5x4lhQxk,Adzuna::API::Response::Job,Navarro Inc.,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Anderson County', 'Oak Ridge']","Oak Ridge, Anderson County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,full_time,
Strategic Account Manager (CSL Aerospace),"We are seeking a Strategic Account Manager to develop, manage and grow relationships in the aerospace market and other sectors. This role aligns the company’s software solutions with customer objectives and promotes long-term revenue growth. Key Responsibilities Account Strategy & Development Drive and execute strategic account development plans targeting aerospace technology markets and customers. Expansion of existing customer relationships and development of new relationships. Strategically …",1,https://www.adzuna.com/details/5819830051?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819830051,-83.461032,166664.31,42.462349,166664.31,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzMDA1MSIsInMiOiJnc3JhLTJLTDhSR1pIX2tpV1N4bDRRIn0.yVyH-yKvaYnLm5meKP2R2r-6O0vTNvDmEQOPdaAVucM,Adzuna::API::Response::Job,"Vector North America, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Michigan', 'Wayne County', 'Northville']","Northville, Wayne County",Adzuna::API::Response::Category,Sales Jobs,sales-jobs,full_time,
Registered Nurse - Nursing Home Surveyor/Complaint Investigator,"Registered Nurse - Nursing Home Surveyor/Complaint Investigator - Syracuse, NY (25304) Location: Syracuse, NY Employment Type: Full-time Hourly Rate: $50/hr About Greenlife Healthcare Staffing: Greenlife Healthcare Staffing is a leading nationwide recruitment agency dedicated to connecting healthcare professionals with top-tier opportunities. We partner with hospitals, clinics, nursing homes, multi-specialty groups, and private practices to match talented individuals with roles that align with …",0,https://www.adzuna.com/details/5819829989?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819829989,-76.1509,104000.0,43.0429,100000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgyOTk4OSIsInMiOiJnc3JhLTJLTDhSR1pIX2tpV1N4bDRRIn0.xyo2gbbtS84JMojn3c23m-k2DlTBrTFORxomRLbCoIQ,Adzuna::API::Response::Job,Greenlife Healthcare Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New York', 'Onondaga County', 'Syracuse']","Syracuse, Onondaga County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,permanent
1st and 3rd Shift Licensed Practical Nurse or Registered Nurse,"Nursing as intended! What’s your purpose? Wonder how AdvisaCare fits with your career goals? Apply today and let’s explore how we can support you in achieving your goals! AdvisaCare is seeking Top of Line Licensed Practical Nurses and Registered Nurses in Lansing, MI . If you believe each patient is as unique as the care they need - strive to offer the right care customized to each individual all while honoring his or her preferences, choices, abilities and specific needs - YOU'RE THE ONE we're…",1,https://www.adzuna.com/details/5819830009?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819830009,-84.522934,56618.0,42.704602,56618.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3NyYS0yS0w4UkdaSF9raVdTeGw0USIsImkiOiI1ODE5ODMwMDA5In0.LnyJhMfSP6tg_lzJfplhmvu-R0emn7OQx4Df36OFFqo,Adzuna::API::Response::Job,AdvisaCare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Michigan', 'Ingham County', 'Lansing']","Lansing, Ingham County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
1st and 3rd Shift Licensed Practical Nurse or Registered Nurse-PRN,"With the recent ruling by the Michigan Court of Appeals, the law has affirmed the rights and protections for home-care service providers — giving us enhanced stability and security for clients injured after 2019. Rejoin the Cause and let's help people live with dignity, independence, and purpose — in the comfort of their own homes. What’s your purpose? Wonder how AdvisaCare fits with your career goals? Apply today and let’s explore how we can support you in achieving your goals! Nursing as it w…",1,https://www.adzuna.com/details/5819830016?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819830016,-84.459265,80661.64,42.818085,80661.64,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3NyYS0yS0w4UkdaSF9raVdTeGw0USIsImkiOiI1ODE5ODMwMDE2In0.uYNNVI3I1-8rMyZ0xFuC_EFUh3fHGoo-GYe9CxOglhI,Adzuna::API::Response::Job,AdvisaCare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Michigan', 'Clinton County', 'Bath']","Bath, Clinton County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
Technical Architect - Healthcare Platforms (FHIR | Angular | .NET | SQL Server),"Key Responsibilities Architecture & Solution Design Assess the current application architecture and identify performance, scalability, reliability, and maintainability challenges. Design a target-state architecture that supports growth from 380 users to 580 users and beyond. Define application, data, integration, and security architecture patterns aligned with healthcare best practices. Establish scalability strategies including horizontal scaling, caching, asynchronous processing, and database…",0,https://www.adzuna.com/details/5819829970?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819829970,-84.388372,240000.0,33.755711,220000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3NyYS0yS0w4UkdaSF9raVdTeGw0USIsImkiOiI1ODE5ODI5OTcwIn0.t73hXiQCHhULRYS65do_70rAP5HxyKXRElvLsZIK5jI,Adzuna::API::Response::Job,ProArch,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Georgia', 'Fulton County', 'Atlanta']","Atlanta, Fulton County",Adzuna::API::Response::Category,IT Jobs,it-jobs,,contract
Projects Control I/IT Specialist,"SUMMARY Provide administrative support in a variety of routine processes and office support functions. ESSENTIAL DUTIES & RESPONSIBILITIES · Perform administration and systems management in Cloud environments (i.e., Microsoft Azure, Amazon Web Services, etc.). · Develop, build, configure, customize, and maintain Office 365, Exchange, Skype, and SharePoint solutions to meet quality & performance requirements. · Support delivery, escalate, and resolve user issues including subscription management…",0,https://www.adzuna.com/details/5819830035?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819830035,-119.302544,70000.0,46.249723,65000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3NyYS0yS0w4UkdaSF9raVdTeGw0USIsImkiOiI1ODE5ODMwMDM1In0.rMEhletdFE5_q9ZIUCGsYv9wam8F9JBoAkbgO597SRg,Adzuna::API::Response::Job,Katmai,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Washington', 'Benton County', 'Richland']","Richland, Benton County",Adzuna::API::Response::Category,IT Jobs,it-jobs,full_time,
Youth Sports Coach ($25/hr),"Youth Sports Instructor - Top pay, work in the community, and impact children's lives. Would you like to earn above-average pay while staying active and promoting life skills through coaching sports? We offer training on the job, a flexible schedule, and incentive programs. The Company: Youth Athletes United was created to provide the best programming and service in the market for youth sports, starting with their first sports experience. Our goal is to provide an experience where every child i…",0,https://www.adzuna.com/details/5819830013?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819830013,-96.471931,20000.0,32.748185,5000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3NyYS0yS0w4UkdaSF9raVdTeGw0USIsImkiOiI1ODE5ODMwMDEzIn0.YFutkuk9tuj5tovoLlfVe_lO1tw4cx36AwgENN7DKBQ,Adzuna::API::Response::Job,Super Soccer Stars,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Kaufman County', 'Forney']","Forney, Kaufman County",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,part_time,
1st shift Licensed Practical Nurse or Registered Nurse,"What’s your purpose? Wonder how AdvisaCare fits with your career goals? Apply today and let’s explore how we can support you in achieving your goals! AdvisaCare is seeking Top of Line Licensed Practical Nurses and Registered Nurses in Homer, MI and surrounding areas. If you believe each patient is as unique as the care they need - strive to offer the right care customized to each individual all while honoring his or her preferences, choices, abilities and specific needs - YOU'RE THE ONE we're l…",1,https://www.adzuna.com/details/5819830025?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819830025,-84.80886,38177.44,42.145877,38177.44,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzMDAyNSIsInMiOiJnc3JhLTJLTDhSR1pIX2tpV1N4bDRRIn0.g-YxBVNDHKwVFuzVLJ66A_72-rbzLCZhj4IjfTqv8xg,Adzuna::API::Response::Job,AdvisaCare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Michigan', 'Calhoun County', 'Homer']","Homer, Calhoun County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
Strategic Account Executive,"Infopro Digital Services Limited is seeking a Strategic Account Executive for its Chartis division, which focused on risk technology in the financial services and energy sectors. This position is essential for driving sales success, strategy and revenue initiatives within a dynamic and competitive market. Chartis is a dedicated brand within Infopro Digital that specializes in providing critical research insights, advisory and data solutions to financial services professionals around risk manage…",0,https://www.adzuna.com/details/5819829968?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819829968,,140000.0,,70000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3NyYS0yS0w4UkdaSF9raVdTeGw0USIsImkiOiI1ODE5ODI5OTY4In0.sdWxUOoquYCDv5ntZ89CiwbBJbQeJyXGM7K9_43APTA,Adzuna::API::Response::Job,Infopro Digital Services Limited,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New York', 'New York City']","New York City, New York",Adzuna::API::Response::Category,Sales Jobs,sales-jobs,full_time,
Dispensary Sales Associate,"Are you interested in working for the world's largest cannabis market with a footprint that covers the entire breadth of the state of California? Are you someone who wants to be part of the growth of a fast-growing industry? At STIIIZY, our mission is clear: to provide the ultimate one stop shop cannabis experience by offering exceptional customer service and diversified products. We strive to build long-term customer loyalty. We are building a consumer-centric organization that is focused on s…",1,https://www.adzuna.com/details/5819830041?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819830041,-122.106068,64718.15,37.994181,64718.15,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3NyYS0yS0w4UkdaSF9raVdTeGw0USIsImkiOiI1ODE5ODMwMDQxIn0.T9x6sJQd0G5QKx-_MB-IaaQoaIoGal07J0xGrd9JN8s,Adzuna::API::Response::Job,STIIIZY,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Contra Costa County', 'Briones']","Briones, Contra Costa County",Adzuna::API::Response::Category,Retail Jobs,retail-jobs,part_time,
Director of Origination,"Rockstar is recruiting for a leading clean energy finance company that is revolutionizing tax credit transactions for clean energy projects. Since 2024, they have partnered with major corporations to unlock over $8 billion in clean energy investment, including some of the industry's largest transactions. They are a consistently profitable, mission-driven company with a strong focus on long-term growth and a talented team from top clean energy firms. Their culture values creativity, collaboratio…",1,https://www.adzuna.com/details/5819830012?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819830012,,174158.05,,174158.05,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzMDAxMiIsInMiOiJnc3JhLTJLTDhSR1pIX2tpV1N4bDRRIn0.PWoNPF6BkUx_LZT07RVyvAt0rCgCoJZyjYQQVAiWzGY,Adzuna::API::Response::Job,Rockstar,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Los Angeles']","Los Angeles, Los Angeles County",Adzuna::API::Response::Category,Accounting & Finance Jobs,accounting-finance-jobs,,
Medication Assistant,"The Experience Senior Living Team is comprised of dynamic professionals that are fueled by their passion to empower people as they grow older to live life to the fullest. They are creators, architects, nurses, researchers, programmers, marketers, facilitators, developers, investors, and caregivers, all focused on making a positive impact on the lives of residents, their families and team members. We are looking for a Medication Assistant to join our amazing team! Shift : Full-time, 6a-6p Respon…",1,https://www.adzuna.com/details/5819829969?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819829969,-86.133643,33103.38,39.598333,33103.38,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgyOTk2OSIsInMiOiJnc3JhLTJLTDhSR1pIX2tpV1N4bDRRIn0.3n5z81nSx6UEez0T_vBzBxYOGTM3N1hahhe1YFDsBQU,Adzuna::API::Response::Job,Experience Senior Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Indiana', 'Johnson County', 'Greenwood']","Greenwood, Johnson County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
1st and 3rd shift Licensed Practical Nurse or Registered Nurse,"What’s your purpose? Wonder how AdvisaCare fits with your career goals? Apply today and let’s explore how we can support you in achieving your goals! AdvisaCare is seeking Top of Line Licensed Practical Nurses and Registered Nurses in Wixom, MI and surrounding areas. If you believe each patient is as unique as the care they need - strive to offer the right care customized to each individual all while honoring his or her preferences, choices, abilities and specific needs - YOU'RE THE ONE we're l…",1,https://www.adzuna.com/details/5819830010?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819830010,-83.536327,47150.0,42.524756,47150.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzMDAxMCIsInMiOiJnc3JhLTJLTDhSR1pIX2tpV1N4bDRRIn0.657aXBAm192RYR7ZcpZiy13NJkGbmYWEr02Q0mrZ3Tg,Adzuna::API::Response::Job,AdvisaCare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Michigan', 'Oakland County', 'Wixom']","Wixom, Oakland County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
Neurologist,"Neurologist - Brooklyn, NY (3411) Location: Brooklyn, NY Employment Type: Full-time or Part-time (minimum of 16 hours per week, weekdays) Hourly Rate: $180.00 per hour (open to negotiation depending on experience) About Greenlife Healthcare Staffing: Greenlife Healthcare Staffing is a leading nationwide recruitment agency dedicated to connecting healthcare professionals with top-tier opportunities. We partner with hospitals, clinics, nursing homes, multi-specialty groups, and private practices …",0,https://www.adzuna.com/details/5819830027?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:18Z,5819830027,-73.98978,374000.0,40.69398,170000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3NyYS0yS0w4UkdaSF9raVdTeGw0USIsImkiOiI1ODE5ODMwMDI3In0.TkVrSn7GfvwJxBK_16pE___PVSIELCl6jeju7M5vH-E,Adzuna::API::Response::Job,Greenlife Healthcare Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New York', 'New York City', 'Brooklyn', 'Brooklyn Heights']","Brooklyn Heights, Brooklyn",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
DSPs & Caregivers - Up to $20/hr,"Job Description Job Description Location: Tucson, AZ 85712 Date Posted: 07/03/2026 Category: Behavioral Education: High School Diploma/GED Our clients are seeking Direct Support Professionals and Caregivers to provide support in the TUCSON area. Up to $20/ hour plus a $100 Contract Signing Incentive after the first 100 hours! CLIENT'S SUMMARY OF THIS OPPORTUNITY * Ensure the highest quality of client safety and care * Assist clients in performing daily living activities. * Support the individua…",0,https://www.adzuna.com/land/ad/5819829957?se=gsra-2KL8RGZH_kiWSxl4Q&utm_medium=api&utm_source=abfa41a4&v=26536A246AC7311D667BF98B900933382DC81DCE,2026-07-29T10:12:14Z,5819829957,-110.971527,41600.0,32.214792,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgyOTk1NyIsInMiOiJnc3JhLTJLTDhSR1pIX2tpV1N4bDRRIn0.v1VlM_b2zgZ1QG--XIGzzrQskCg_j_3Kz-ziLASB9kE,Adzuna::API::Response::Job,Delta-T Group Inc.,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Arizona', 'Pima County', 'Tucson']","Tucson, Pima County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
Production Operator - Housekeeping,"US-Ohio-Middlefield To perform activities regarding compounding, weighing, mixing, processing of materials and safe operation of equipment throughout the facility. To ensure the even flow of the properly mixed compound throughout the manufacturing process. Check all raw materials using color perception for contamination, weigh and mix raw materials as specified on the formulations/instructions. Inspect scales for accuracy and operate equipment according to standard procedures. Visually check mi…",1,https://www.adzuna.com/details/5819829940?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:10Z,5819829940,-81.038163,25485.66,41.456652,25485.66,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOEQ0Zl9XS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODI5OTQwIn0._IuHeny_4NHmYVfhE597877UuUEvVkXzLCNY6boklw8,Adzuna::API::Response::Job,HEXPOL,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Geauga County', 'Middlefield']","Middlefield, Geauga County",Adzuna::API::Response::Category,Manufacturing Jobs,manufacturing-jobs,full_time,
Parking Valet Attendant,"Parking Valet Attendant Pay Rate: $20.00 per hour plus cash tip$! Job Type: Full-time & Part-time Location: Burlingame, CA Shift & Schedule: 8am-4:30pm Monday-Friday, Weekends & Holiday Must Have: 2 Years Drivers License Applications will be accepted until job is closed. Application Question(s): Do you have a valid driver's license (at least 2 years)? Can you drive a manual (standard, stick-shift) transmission? Propark Mobility is currently hiring Valet Attendants for full-time and part-time op…",1,https://www.adzuna.com/details/5819829936?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:07Z,5819829936,-122.36568,28493.0,37.56702,28493.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOEQ0Zl9XS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODI5OTM2In0.AiNbw8m4LiCQznISX37sylctFvbzp6xbyAWZOFmBedA,Adzuna::API::Response::Job,Propark Mobility,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'San Mateo County', 'Hillsborough']","Hillsborough, San Mateo County",Adzuna::API::Response::Category,Travel Jobs,travel-jobs,full_time,
Parking Valet Attendant,"Parking Valet Attendant Pay Rate: $19.29 per hour plus cash tip$! Job Type: Full-time & Part-time Opportunities Location: The Slate Hotel, Denver CO Shift & Schedule: Mornings and Evenings, Weekends & Holidays Must Have: 2 Years Drivers License Applications will be accepted until job is closed. Application Question(s): Do you have a valid driver's license (at least 2 years)? Can you drive a manual (standard, stick-shift) transmission? Have you worked for Propark in the past? Propark Mobility is…",1,https://www.adzuna.com/details/5819829922?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:06Z,5819829922,-105.021829,29937.66,39.734833,29937.66,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgyOTkyMiIsInMiOiI4RDRmX1dLTDhSR2NoZDdhSVZ2eURRIn0.8pOMIBOg28rdsPFeXMHxcQYTKiAAT7-aZawuMXMhk7I,Adzuna::API::Response::Job,Propark Mobility,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Colorado', 'Jefferson County', 'Edgewater']","Edgewater, Jefferson County",Adzuna::API::Response::Category,Travel Jobs,travel-jobs,full_time,
Parking Valet Attendant - Overnight,"Valet Attendants - Overnight Pay Rate: $18.00 per hour plus cash tip$! Job Type: Full-time & Part-time Location: Salt Lake City, Utah Shift & Schedule: Overnight (10:00 pm - 6:30 am) Must Have: 2 Years Drivers License Applications will be accepted until job is closed. Application Question(s): Do you have a valid driver's license (at least 2 years)? Can you drive a manual (standard, stick-shift) transmission? Propark Mobility is currently hiring Valet Attendants for full-time and part-time oppor…",1,https://www.adzuna.com/details/5819829921?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:12:06Z,5819829921,-111.898635,28149.45,40.754922,28149.45,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOEQ0Zl9XS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODI5OTIxIn0.N38xrfvAsFiduSmRYXsccLCdypbjghwYFXTt4ShroaA,Adzuna::API::Response::Job,Propark Mobility,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Utah', 'Salt Lake County', 'Salt Lake City']","Salt Lake City, Salt Lake County",Adzuna::API::Response::Category,Travel Jobs,travel-jobs,full_time,
"Occupational Therapist School Setting in Des Plaines, IL",Job Description Job Description Make a meaningful impact in students’ lives as an Occupational Therapist in a dynamic educational environment. This contract position provides the opportunity to empower children and collaborate with dedicated professionals while utilizing your expertise to foster growth and success. Key Qualifications: Current licensure as an Occupational Therapist Previous experience working in a school-based setting strongly preferred Strong understanding of IEP processes and …,1,https://www.adzuna.com/land/ad/5819829919?se=8D4f_WKL8RGchd7aIVvyDQ&utm_medium=api&utm_source=abfa41a4&v=D61D382746E8582BB635A69740241680F22CC595,2026-07-29T10:12:06Z,5819829919,-87.884431,59734.98,42.048855,59734.98,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOEQ0Zl9XS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODI5OTE5In0.eRS1rtnT47B05ojvhQfmfYc8HKlYtr3Nm4Uf4hDyze8,Adzuna::API::Response::Job,Soliant,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Des Plaines']","Des Plaines, Cook County",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,,
