adref,longitude,title,__CLASS__,contract_time,salary_is_predicted,latitude,created,salary_min,description,salary_max,redirect_url,id,company.__CLASS__,company.display_name,location.display_name,location.__CLASS__,location.area,category.__CLASS__,category.tag,category.label,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicENieGhKQ1Y4UkdpWXB1ajBRM3hiUSIsImkiOiI1ODM2NzY1MzE2In0.E6PULEXDMX3qWJ-1E-_CbjZbnRs5aJQF69uzT9obnXg,-90.21882,Senior END Technician,Adzuna::API::Response::Job,,1,39.6288,2026-08-11T09:57:30Z,91305.87,"Min USD $29.44/Hr. Max USD $45.64/Hr. Overview Under general direction of the lab coordinator, independently performs END procedures in the laboratory, at the bedside, in critical care units and in the operating room on all ages of patients served by the department. The Senior Technologist performs complex patient examinations requiring extensive computer interaction and/or computation of recorded data, and provides technical descriptions of data. Assists in training of junior staff members. As…",91305.87,https://www.adzuna.com/land/ad/5836765316?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=664FA2897EF70F853DB2C9F5D5E9DED0D2F64F26,5836765316,Adzuna::API::Response::Company,Memorial Health,"Woodson, Morgan County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Morgan County', 'Woodson']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTM2NyIsInMiOiJwQ2J4aEpDVjhSR2lZcHVqMFEzeGJRIn0.5XgW-1ulq5r1H9LSxSkalR11yGgE9N_45Oa42MLsgOk,-89.807461,Emergency Department Technician,Adzuna::API::Response::Job,,1,39.397964,2026-08-11T09:57:30Z,59086.92,"Min USD $17.60/Hr. Max USD $28.15/Hr. Overview Provide direct patient care under the supervision and guidance of the Registered Nurse to an assigned group of patients. Assist as a team member to provide direct care to all patients in the emergency department including all age groups. Nursing Care is provided in accordance with established standards, policies, procedures, protocols and guidelines. Transports medications as requested from the Pharmacy to the nursing unit. Transports specimens to …",59086.92,https://www.adzuna.com/land/ad/5836765367?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=00BEA11612797949163B09B9506B996CA185907F,5836765367,Adzuna::API::Response::Company,Memorial Health,"Nilwood, Macoupin County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Macoupin County', 'Nilwood']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTMyNiIsInMiOiJwQ2J4aEpDVjhSR2lZcHVqMFEzeGJRIn0.juzjsSGC9LpuCN0M46SD9yqU_38p3jjSFlj0FFkMea4,-89.414522,Senior END Technician,Adzuna::API::Response::Job,,1,39.587101,2026-08-11T09:57:30Z,95584.48,"Min USD $29.44/Hr. Max USD $45.64/Hr. Overview Under general direction of the lab coordinator, independently performs END procedures in the laboratory, at the bedside, in critical care units and in the operating room on all ages of patients served by the department. The Senior Technologist performs complex patient examinations requiring extensive computer interaction and/or computation of recorded data, and provides technical descriptions of data. Assists in training of junior staff members. As…",95584.48,https://www.adzuna.com/land/ad/5836765326?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=D3C1A96CDC3512D9B138825EDDA9789F3358C162,5836765326,Adzuna::API::Response::Company,Memorial Health,"Kincaid, Christian County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Christian County', 'Kincaid']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicENieGhKQ1Y4UkdpWXB1ajBRM3hiUSIsImkiOiI1ODM2NzY1Mjg2In0.bvFopQWPftKHUKKjrp5c3bzjNAMSJHdB1Q9YLSTqAxU,-90.80496,Emergency Department Technician,Adzuna::API::Response::Job,,1,39.60942,2026-08-11T09:57:30Z,47529.91,"Min USD $17.60/Hr. Max USD $28.15/Hr. Overview Provide direct patient care under the supervision and guidance of the Registered Nurse to an assigned group of patients. Assist as a team member to provide direct care to all patients in the emergency department including all age groups. Nursing Care is provided in accordance with established standards, policies, procedures, protocols and guidelines. Transports medications as requested from the Pharmacy to the nursing unit. Transports specimens to …",47529.91,https://www.adzuna.com/land/ad/5836765286?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=2E8B077EE46A0B29ADF1874493DD46E0A359A146,5836765286,Adzuna::API::Response::Company,Memorial Health,"Pittsfield, Pike County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Pike County', 'Pittsfield']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTI5NiIsInMiOiJwQ2J4aEpDVjhSR2lZcHVqMFEzeGJRIn0.22WCVVvCo2tmhqtGFdOLq-B6OYvEqPFD6QSKzu36uC0,-90.55524,Emergency Department Technician,Adzuna::API::Response::Job,,1,39.79734,2026-08-11T09:57:30Z,59993.66,"Min USD $17.60/Hr. Max USD $28.15/Hr. Overview Provide direct patient care under the supervision and guidance of the Registered Nurse to an assigned group of patients. Assist as a team member to provide direct care to all patients in the emergency department including all age groups. Nursing Care is provided in accordance with established standards, policies, procedures, protocols and guidelines. Transports medications as requested from the Pharmacy to the nursing unit. Transports specimens to …",59993.66,https://www.adzuna.com/land/ad/5836765296?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=4AF43C96783199E677EDB223969D068F3EBC739D,5836765296,Adzuna::API::Response::Company,Memorial Health,"Meredosia, Morgan County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Morgan County', 'Meredosia']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTI5NCIsInMiOiJwQ2J4aEpDVjhSR2lZcHVqMFEzeGJRIn0.CD9b1H-TZrOtX41-a4WY8nbFlYxAnoNOTWB3vgMC6Fw,-90.47855,Emergency Department Technician,Adzuna::API::Response::Job,,1,39.47511,2026-08-11T09:57:30Z,59046.25,"Min USD $17.60/Hr. Max USD $28.15/Hr. Overview Provide direct patient care under the supervision and guidance of the Registered Nurse to an assigned group of patients. Assist as a team member to provide direct care to all patients in the emergency department including all age groups. Nursing Care is provided in accordance with established standards, policies, procedures, protocols and guidelines. Transports medications as requested from the Pharmacy to the nursing unit. Transports specimens to …",59046.25,https://www.adzuna.com/land/ad/5836765294?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=4A34088D51E552387F070C92F25A2FAE51E38AE9,5836765294,Adzuna::API::Response::Company,Memorial Health,"Patterson, Greene County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Greene County', 'Patterson']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTI5NSIsInMiOiJwQ2J4aEpDVjhSR2lZcHVqMFEzeGJRIn0.kn5lxQgSn7ciQbUaiyGb4ZiU_gLqHX8BRzrYz2vXLyc,-89.837393,Emergency Department Technician,Adzuna::API::Response::Job,,1,39.997755,2026-08-11T09:57:30Z,57180.38,"Min USD $17.60/Hr. Max USD $28.15/Hr. Overview Provide direct patient care under the supervision and guidance of the Registered Nurse to an assigned group of patients. Assist as a team member to provide direct care to all patients in the emergency department including all age groups. Nursing Care is provided in accordance with established standards, policies, procedures, protocols and guidelines. Transports medications as requested from the Pharmacy to the nursing unit. Transports specimens to …",57180.38,https://www.adzuna.com/land/ad/5836765295?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=8402232A7B5DBCAB8D30631DD67302180344F675,5836765295,Adzuna::API::Response::Company,Memorial Health,"Atterbury, Menard County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Menard County', 'Atterbury']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTI4NSIsInMiOiJwQ2J4aEpDVjhSR2lZcHVqMFEzeGJRIn0.J9-AKe2wgYTnxefzwAkv8I8TSNiVgi4VFYo0hwokZuY,-90.358106,Emergency Department Technician,Adzuna::API::Response::Job,,1,39.484647,2026-08-11T09:57:30Z,56536.15,"Min USD $17.60/Hr. Max USD $28.15/Hr. Overview Provide direct patient care under the supervision and guidance of the Registered Nurse to an assigned group of patients. Assist as a team member to provide direct care to all patients in the emergency department including all age groups. Nursing Care is provided in accordance with established standards, policies, procedures, protocols and guidelines. Transports medications as requested from the Pharmacy to the nursing unit. Transports specimens to …",56536.15,https://www.adzuna.com/land/ad/5836765285?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=45628629C86F0A0566254541B683E5D147211C61,5836765285,Adzuna::API::Response::Company,Memorial Health,"Roodhouse, Greene County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Greene County', 'Roodhouse']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicENieGhKQ1Y4UkdpWXB1ajBRM3hiUSIsImkiOiI1ODM2NzY1MzQ2In0.JKQuh-HtQHm5oBZN8vKrOFHngaVmkmlz6k7zedLNSDc,-89.283968,Senior END Technician,Adzuna::API::Response::Job,,1,40.009726,2026-08-11T09:57:30Z,100954.26,"Min USD $29.44/Hr. Max USD $45.64/Hr. Overview Under general direction of the lab coordinator, independently performs END procedures in the laboratory, at the bedside, in critical care units and in the operating room on all ages of patients served by the department. The Senior Technologist performs complex patient examinations requiring extensive computer interaction and/or computation of recorded data, and provides technical descriptions of data. Assists in training of junior staff members. As…",100954.26,https://www.adzuna.com/land/ad/5836765346?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=94C92D36D5AC434DFA4C684D88ABD4A0CF246890,5836765346,Adzuna::API::Response::Company,Memorial Health,"Mount Pulaski, Logan County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Logan County', 'Mount Pulaski']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTI3NCIsInMiOiJwQ2J4aEpDVjhSR2lZcHVqMFEzeGJRIn0.k3esM4hfI-UWlPWB0j1_lBBpzSx7KlNJIRIkf9c1pyQ,-89.816667,Emergency Department Technician,Adzuna::API::Response::Job,,1,39.983333,2026-08-11T09:57:30Z,58577.64,"Min USD $17.60/Hr. Max USD $28.15/Hr. Overview Provide direct patient care under the supervision and guidance of the Registered Nurse to an assigned group of patients. Assist as a team member to provide direct care to all patients in the emergency department including all age groups. Nursing Care is provided in accordance with established standards, policies, procedures, protocols and guidelines. Transports medications as requested from the Pharmacy to the nursing unit. Transports specimens to …",58577.64,https://www.adzuna.com/land/ad/5836765274?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=0F9D40899A8ACBB8EA3E8E0ACD420E0956124C98,5836765274,Adzuna::API::Response::Company,Memorial Health,"Tice, Menard County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Menard County', 'Tice']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicENieGhKQ1Y4UkdpWXB1ajBRM3hiUSIsImkiOiI1ODM2NzY1MzM5In0.p_v4iXUiynKoGZBcBPn3l1KJmnnmm8zdIrYx5Op2z04,-89.05032,Senior END Technician,Adzuna::API::Response::Job,,1,39.519002,2026-08-11T09:57:30Z,81338.8,"Min USD $29.44/Hr. Max USD $45.64/Hr. Overview Under general direction of the lab coordinator, independently performs END procedures in the laboratory, at the bedside, in critical care units and in the operating room on all ages of patients served by the department. The Senior Technologist performs complex patient examinations requiring extensive computer interaction and/or computation of recorded data, and provides technical descriptions of data. Assists in training of junior staff members. As…",81338.8,https://www.adzuna.com/land/ad/5836765339?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=D4F20DBB914968B46501161B32EE87AA53457B02,5836765339,Adzuna::API::Response::Company,Memorial Health,"Assumption, Christian County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Christian County', 'Assumption']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTM0MyIsInMiOiJwQ2J4aEpDVjhSR2lZcHVqMFEzeGJRIn0.0GpzRSmQ656VTOlArzC2P_65zIBcrg57VHbIWoQHuwg,-89.127292,Senior END Technician,Adzuna::API::Response::Job,,1,39.707956,2026-08-11T09:57:30Z,95101.67,"Min USD $29.44/Hr. Max USD $45.64/Hr. Overview Under general direction of the lab coordinator, independently performs END procedures in the laboratory, at the bedside, in critical care units and in the operating room on all ages of patients served by the department. The Senior Technologist performs complex patient examinations requiring extensive computer interaction and/or computation of recorded data, and provides technical descriptions of data. Assists in training of junior staff members. As…",95101.67,https://www.adzuna.com/land/ad/5836765343?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=A3DF81E31C445D110F96C81972FBEAE0DB03E180,5836765343,Adzuna::API::Response::Company,Memorial Health,"Blue Mound, Macon County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Macon County', 'Blue Mound']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTM2MiIsInMiOiJwQ2J4aEpDVjhSR2lZcHVqMFEzeGJRIn0.GG1erjIxKbY_kAWnkjVcWzz0gYH0yVAn11xxxn_k7Vk,-89.660859,Emergency Department Technician,Adzuna::API::Response::Job,,1,39.633752,2026-08-11T09:57:30Z,55068.14,"Min USD $17.60/Hr. Max USD $28.15/Hr. Overview Provide direct patient care under the supervision and guidance of the Registered Nurse to an assigned group of patients. Assist as a team member to provide direct care to all patients in the emergency department including all age groups. Nursing Care is provided in accordance with established standards, policies, procedures, protocols and guidelines. Transports medications as requested from the Pharmacy to the nursing unit. Transports specimens to …",55068.14,https://www.adzuna.com/land/ad/5836765362?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=0488FAD604E6B6E6B293533C51025C30DCC8895B,5836765362,Adzuna::API::Response::Company,Memorial Health,"Cimic, Sangamon County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Sangamon County', 'Cimic']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTI4MSIsInMiOiJwQ2J4aEpDVjhSR2lZcHVqMFEzeGJRIn0.0Ln7yUoNeY3DoMSlOBaAYvZTJtR1RSPTsjZrmwMCwOM,-90.26466,Emergency Department Technician,Adzuna::API::Response::Job,,1,39.74418,2026-08-11T09:57:30Z,65822.19,"Min USD $17.60/Hr. Max USD $28.15/Hr. Overview Provide direct patient care under the supervision and guidance of the Registered Nurse to an assigned group of patients. Assist as a team member to provide direct care to all patients in the emergency department including all age groups. Nursing Care is provided in accordance with established standards, policies, procedures, protocols and guidelines. Transports medications as requested from the Pharmacy to the nursing unit. Transports specimens to …",65822.19,https://www.adzuna.com/land/ad/5836765281?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=5E60E325C5712033744C7E7088409D5C91A534AA,5836765281,Adzuna::API::Response::Company,Memorial Health,"Jacksonville, Morgan County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Morgan County', 'Jacksonville']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTMwMSIsInMiOiJwQ2J4aEpDVjhSR2lZcHVqMFEzeGJRIn0.QlUD8UenDc6QLFUlCPiBbkdWPX9KNsfUf6sz40T9zDg,-90.873023,Emergency Department Technician,Adzuna::API::Response::Job,,1,40.007946,2026-08-11T09:57:30Z,55838.33,"Min USD $17.60/Hr. Max USD $28.15/Hr. Overview Provide direct patient care under the supervision and guidance of the Registered Nurse to an assigned group of patients. Assist as a team member to provide direct care to all patients in the emergency department including all age groups. Nursing Care is provided in accordance with established standards, policies, procedures, protocols and guidelines. Transports medications as requested from the Pharmacy to the nursing unit. Transports specimens to …",55838.33,https://www.adzuna.com/land/ad/5836765301?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=2D96EC60887F8BCBF5BC2A4272BAE6F322C90283,5836765301,Adzuna::API::Response::Company,Memorial Health,"Mound Station, Brown County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Brown County', 'Mound Station']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicENieGhKQ1Y4UkdpWXB1ajBRM3hiUSIsImkiOiI1ODM2NzY1MzA3In0.HKm4nyDp0j6iFdKDUvnB21wpWKqAdwGB4p5Feaxpr5s,-89.484984,Senior END Technician,Adzuna::API::Response::Job,,1,40.297997,2026-08-11T09:57:30Z,98774.16,"Min USD $29.44/Hr. Max USD $45.64/Hr. Overview Under general direction of the lab coordinator, independently performs END procedures in the laboratory, at the bedside, in critical care units and in the operating room on all ages of patients served by the department. The Senior Technologist performs complex patient examinations requiring extensive computer interaction and/or computation of recorded data, and provides technical descriptions of data. Assists in training of junior staff members. As…",98774.16,https://www.adzuna.com/land/ad/5836765307?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=8639AFD618CA1A02998A0313B307CB9A57BF5AED,5836765307,Adzuna::API::Response::Company,Memorial Health,"Emden, Logan County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Logan County', 'Emden']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicENieGhKQ1Y4UkdpWXB1ajBRM3hiUSIsImkiOiI1ODM2NzY1MzYzIn0.CikYrqGMtyU5YSGYqGo-Dn4UMf3Dg_768gkLN3wRk80,-89.763265,Senior END Technician,Adzuna::API::Response::Job,,1,39.538371,2026-08-11T09:57:30Z,98715.49,"Min USD $29.44/Hr. Max USD $45.64/Hr. Overview Under general direction of the lab coordinator, independently performs END procedures in the laboratory, at the bedside, in critical care units and in the operating room on all ages of patients served by the department. The Senior Technologist performs complex patient examinations requiring extensive computer interaction and/or computation of recorded data, and provides technical descriptions of data. Assists in training of junior staff members. As…",98715.49,https://www.adzuna.com/land/ad/5836765363?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=0A5DDD7BD966D52F8C526924EB63D9D5CA62C56F,5836765363,Adzuna::API::Response::Company,Memorial Health,"Thayer, Sangamon County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Sangamon County', 'Thayer']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicENieGhKQ1Y4UkdpWXB1ajBRM3hiUSIsImkiOiI1ODM2NzY1MzMzIn0.g7SDVLwmmaBQD1yhoavaq-BKv3y3xon-jSR3cmGqcDs,-89.457183,Senior END Technician,Adzuna::API::Response::Job,,1,39.421636,2026-08-11T09:57:30Z,96643.8,"Min USD $29.44/Hr. Max USD $45.64/Hr. Overview Under general direction of the lab coordinator, independently performs END procedures in the laboratory, at the bedside, in critical care units and in the operating room on all ages of patients served by the department. The Senior Technologist performs complex patient examinations requiring extensive computer interaction and/or computation of recorded data, and provides technical descriptions of data. Assists in training of junior staff members. As…",96643.8,https://www.adzuna.com/land/ad/5836765333?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=940F94D79EAEEF0AA07AF045FA3EF37D9B1DF5A7,5836765333,Adzuna::API::Response::Company,Memorial Health,"Morrisonville, Christian County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Christian County', 'Morrisonville']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicENieGhKQ1Y4UkdpWXB1ajBRM3hiUSIsImkiOiI1ODM2NzY1MzY5In0.NevgQo-d6qImfQ4FP5m1520nMlz1LDigHW_oLnLNgU4,-90.23484,Emergency Department Technician,Adzuna::API::Response::Job,,1,39.57966,2026-08-11T09:57:30Z,60949.75,"Min USD $17.60/Hr. Max USD $28.15/Hr. Overview Provide direct patient care under the supervision and guidance of the Registered Nurse to an assigned group of patients. Assist as a team member to provide direct care to all patients in the emergency department including all age groups. Nursing Care is provided in accordance with established standards, policies, procedures, protocols and guidelines. Transports medications as requested from the Pharmacy to the nursing unit. Transports specimens to …",60949.75,https://www.adzuna.com/land/ad/5836765369?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=3B1C36F7FA1FBFDC19B36524B949BD01B7154F03,5836765369,Adzuna::API::Response::Company,Memorial Health,"Murrayville, Morgan County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Morgan County', 'Murrayville']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTI5NyIsInMiOiJwQ2J4aEpDVjhSR2lZcHVqMFEzeGJRIn0.bf6YhyZlo5w_MXO-RSFM6Yw_K-V54edWh22-LZkUPJg,-90.473757,Emergency Department Technician,Adzuna::API::Response::Job,,1,40.060063,2026-08-11T09:57:30Z,60892.88,"Min USD $17.60/Hr. Max USD $28.15/Hr. Overview Provide direct patient care under the supervision and guidance of the Registered Nurse to an assigned group of patients. Assist as a team member to provide direct care to all patients in the emergency department including all age groups. Nursing Care is provided in accordance with established standards, policies, procedures, protocols and guidelines. Transports medications as requested from the Pharmacy to the nursing unit. Transports specimens to …",60892.88,https://www.adzuna.com/land/ad/5836765297?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=AF16C1565A0D8848E52D76C0EF6B84AD3B737791,5836765297,Adzuna::API::Response::Company,Memorial Health,"Pleasant View, Schuyler County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Schuyler County', 'Pleasant View']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTMyMiIsInMiOiJwQ2J4aEpDVjhSR2lZcHVqMFEzeGJRIn0.vQucxQqkDFu9xxK_fi8DtALRk5SKwUW_jrpQCBNeiXc,-89.395183,Senior END Technician,Adzuna::API::Response::Job,,1,39.853332,2026-08-11T09:57:30Z,94427.48,"Min USD $29.44/Hr. Max USD $45.64/Hr. Overview Under general direction of the lab coordinator, independently performs END procedures in the laboratory, at the bedside, in critical care units and in the operating room on all ages of patients served by the department. The Senior Technologist performs complex patient examinations requiring extensive computer interaction and/or computation of recorded data, and provides technical descriptions of data. Assists in training of junior staff members. As…",94427.48,https://www.adzuna.com/land/ad/5836765322?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=F22B3C2CB1FD47ECACF2F906CCFD9A680ED8F537,5836765322,Adzuna::API::Response::Company,Memorial Health,"Buffalo, Sangamon County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Sangamon County', 'Buffalo']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicENieGhKQ1Y4UkdpWXB1ajBRM3hiUSIsImkiOiI1ODM2NzY1MzI5In0.aHEVeN54c-zCegQYMC3gWGj22gzGW8i2fmno7MEgBlQ,-90.19938,Senior END Technician,Adzuna::API::Response::Job,,1,39.8541,2026-08-11T09:57:30Z,92221.42,"Min USD $29.44/Hr. Max USD $45.64/Hr. Overview Under general direction of the lab coordinator, independently performs END procedures in the laboratory, at the bedside, in critical care units and in the operating room on all ages of patients served by the department. The Senior Technologist performs complex patient examinations requiring extensive computer interaction and/or computation of recorded data, and provides technical descriptions of data. Assists in training of junior staff members. As…",92221.42,https://www.adzuna.com/land/ad/5836765329?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=E2DC38384588E49EB22C00CF36BFBBCA31A11059,5836765329,Adzuna::API::Response::Company,Memorial Health,"Literberry, Morgan County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Morgan County', 'Literberry']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicENieGhKQ1Y4UkdpWXB1ajBRM3hiUSIsImkiOiI1ODM2NzY1MzQ0In0.Pixakg2FDMQDTl4l42L1GNvWBOmk3w_vJjO9eBjAutw,-89.543421,Senior END Technician,Adzuna::API::Response::Job,,1,39.952793,2026-08-11T09:57:30Z,92152.41,"Min USD $29.44/Hr. Max USD $45.64/Hr. Overview Under general direction of the lab coordinator, independently performs END procedures in the laboratory, at the bedside, in critical care units and in the operating room on all ages of patients served by the department. The Senior Technologist performs complex patient examinations requiring extensive computer interaction and/or computation of recorded data, and provides technical descriptions of data. Assists in training of junior staff members. As…",92152.41,https://www.adzuna.com/land/ad/5836765344?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=D071E073E91C180D0D2601E28368047D3ABF43B4,5836765344,Adzuna::API::Response::Company,Memorial Health,"Williamsville, Sangamon County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Sangamon County', 'Williamsville']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTMzOCIsInMiOiJwQ2J4aEpDVjhSR2lZcHVqMFEzeGJRIn0.TFicxa_bSSIQDA6Maw2AuVem79yIq4ilC-cVWbVMf94,-89.287953,Senior END Technician,Adzuna::API::Response::Job,,1,40.219963,2026-08-11T09:57:30Z,95511.68,"Min USD $29.44/Hr. Max USD $45.64/Hr. Overview Under general direction of the lab coordinator, independently performs END procedures in the laboratory, at the bedside, in critical care units and in the operating room on all ages of patients served by the department. The Senior Technologist performs complex patient examinations requiring extensive computer interaction and/or computation of recorded data, and provides technical descriptions of data. Assists in training of junior staff members. As…",95511.68,https://www.adzuna.com/land/ad/5836765338?se=pCbxhJCV8RGiYpuj0Q3xbQ&utm_medium=api&utm_source=abfa41a4&v=E50B42E03897D9E8379898B9F6F23ED62D9894B8,5836765338,Adzuna::API::Response::Company,Memorial Health,"Atlanta, Logan County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Logan County', 'Atlanta']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
