description,__CLASS__,created,salary_min,id,redirect_url,salary_is_predicted,longitude,salary_max,latitude,contract_time,adref,title,location.__CLASS__,location.display_name,location.area,category.tag,category.label,category.__CLASS__,company.__CLASS__,company.display_name,contract_type
"Mohawk Valley Health System (MVHS) seeks a compassionate LPN to join our Healthcare & Medical Services team. In this office-based role, you’ll support providers with patient assessments, vital signs, medication administration, care coordination, and patient education. The LPN collaborates closely with physicians, RNs, and support staff to ensure safe, efficient, and high-quality care. MVHS offers a supportive culture focused on teamwork, respect, and employee welfare, with opportunities for pro…",Adzuna::API::Response::Job,2026-08-19T08:09:15Z,34899.51,5848131259,https://www.adzuna.com/land/ad/5848131259?se=TmyIU9Wb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=632E67E6BC9800790E0783AFF8066C252F9125AF,1,-75.147042,34899.51,43.307245,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVG15SVU5V2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMxMjU5In0.0VadoYdZPSfIq3IPapNMBiZYOgC8Be9gvC57-R3Te2Q,LICENSED PRACTICAL NURSE,Adzuna::API::Response::Location,"Prospect, Oneida County","['US', 'New York', 'Oneida County', 'Prospect']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Mohawk Valley Health System,
"Job Description: Salary Range: $73,394.83 - $112,102.00 depending on experience We’re hiring Paramedics that are passionate about delivering compassionate, high-quality service and basic, as well as advanced, patient care to our customers. RESPONSIBILITIES Assess each call situation to determine the best course of action while working with progressive Paramedic protocols. Utilize your Paramedic skills on medical equipment and procedures including defibrillator, EKG monitor, oxygen and suction d…",Adzuna::API::Response::Job,2026-08-19T08:09:15Z,34588.21,5848131255,https://www.adzuna.com/land/ad/5848131255?se=TmyIU9Wb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=983EF8C51FE96D7A3F1020F08DCD7E001B915451,1,-123.216711,34588.21,45.206592,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMTI1NSIsInMiOiJUbXlJVTlXYjhSR19ETU9GUU9HVWFRIn0.nTaw3avkPObFl_WL9ZW8HDAaTHOOyp0-pYWAUeCux4o,Paramedic Basic - Portland,Adzuna::API::Response::Location,"Mcminnville, Yamhill County","['US', 'Oregon', 'Yamhill County', 'Mcminnville']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,AMR,
"Aya Education invites applications for a Travel Speech-Language Pathologist, a dynamic role designed to support diverse student populations across various schools. By incorporating our unique and innovative learning solutions aimed at enhancing educational outcomes, this position will directly contribute to improving students‘ speech and language abilities. The role requires traveling to different educational settings within the region, providing customized and effective speech therapy interven…",Adzuna::API::Response::Job,2026-08-19T08:09:15Z,83456.82,5848131260,https://www.adzuna.com/land/ad/5848131260?se=TmyIU9Wb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=2214ADF6D13902C64AC39A93FE5285D8547477D7,1,-85.145777,83456.82,35.027535,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVG15SVU5V2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMxMjYwIn0.GTXU005bFn4lpFxuRlb6ph-GaShXtBZlO1ihg2A25hA,Travel Speech-Language Pathologist,Adzuna::API::Response::Location,"Harrison, Hamilton County","['US', 'Tennessee', 'Hamilton County', 'Harrison']",teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Aya Education,
"Mohawk Valley Health System (MVHS) seeks a Specialty Registered Nurse to join our Healthcare & Medical Services team. In this dynamic hospital role, you will deliver high-quality, patient-centered care, collaborate with an interdisciplinary team, and support patients and families throughout the care continuum. MVHS offers a supportive culture focused on teamwork, respect, and employee well-being, with robust opportunities for professional growth, specialty training, and career advancement while…",Adzuna::API::Response::Job,2026-08-19T08:09:15Z,44607.91,5848131257,https://www.adzuna.com/land/ad/5848131257?se=TmyIU9Wb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=D68F95EB5899B15CED0D3AB8A5A163C819B27FB6,1,-75.21426,44607.91,43.12746,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMTI1NyIsInMiOiJUbXlJVTlXYjhSR19ETU9GUU9HVWFRIn0.3iHS_AjN0V4XlHJncg4kXoBMmCpayy9WAMvkliEAyEU,Specialty Cook,Adzuna::API::Response::Location,"Deerfield, Oneida County","['US', 'New York', 'Oneida County', 'Deerfield']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Mohawk Valley Health System,
"Description Responsible for working alongside physicians and nurses and facilitating advanced primary and specialty nursing services. Provides patients with support through activities including, but not limited to bathing services, serving meals, transportation, administering medication, and positioning. Ensures patients and families have a positive experience by exhibiting alertness, collaboration, teamwork, and a positive attitude. Principal Accountabilities: 1. Supports nursing personnel in …",Adzuna::API::Response::Job,2026-08-19T08:09:12Z,42875.08,5848131249,https://www.adzuna.com/land/ad/5848131249?se=TmyIU9Wb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=EF7F8038C8BF707C839CD9371DF33F5468CDF9C5,1,-74.752665,42875.08,41.058153,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMTI0OSIsInMiOiJUbXlJVTlXYjhSR19ETU9GUU9HVWFRIn0.CGOEqq6EToxdcGSRLisB7XEHm_Xe7ljsQ_eiUhbDziI,"Nursing Assistant, Per Diem, Variable Shift, Med/Surg, Atlantic Health Newton Medical Center",Adzuna::API::Response::Location,"Newton, Sussex County","['US', 'New Jersey', 'Sussex County', 'Newton']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Atlantic Health System,
"Overview Big O Tires Assistant Store Managers supervise store operations and perform customer service duties in an accurate and timely manner in accordance with all company programs, policies, and procedures, ensuring proper customer education and follow through on customer maintenance and repairs. MFA Petroleum Company is an Equal Opportunity/Drug-Free Employer. Responsibilities Build effective relationships with customers and store staff and motivate employees to deliver positive customer exp…",Adzuna::API::Response::Job,2026-08-19T08:09:12Z,35112.53,5848131248,https://www.adzuna.com/details/5848131248?utm_medium=api&utm_source=abfa41a4,1,-94.239698,35112.53,36.187614,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVG15SVU5V2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMxMjQ4In0.W4xEuxi5bbDppma3e5yxhmovuc0Ow2r0SOX4kdTIk1I,Assistant Store Manager,Adzuna::API::Response::Location,"Springdale, Washington County","['US', 'Arkansas', 'Washington County', 'Springdale']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,MFA Oil,
"Store - HARRISBURG/EAST, PA The Sales Manager leads and champions a high-performing selling culture across the store, driving strong sales results and an engaging customer experience. This role oversees front-end and service operations, ensuring consistent execution of selling behaviors, brand standards, and operational expectations. The Sales Manager supports the achievement of key sales and service KPIs through effective leadership, customer-focused coaching, and efficient day-to-day executio…",Adzuna::API::Response::Job,2026-08-19T08:09:12Z,42065.98,5848131253,https://www.adzuna.com/details/5848131253?utm_medium=api&utm_source=abfa41a4,1,-76.886509,42065.98,40.258452,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMTI1MyIsInMiOiJUbXlJVTlXYjhSR19ETU9GUU9HVWFRIn0.tzTj2ZCxPt1JXj698lx9-MVqxyX5agwHE1VxzgASBIo,Retail Sales Manager,Adzuna::API::Response::Location,"Harrisburg, Dauphin County","['US', 'Pennsylvania', 'Dauphin County', 'Harrisburg']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Michaels,
"Interested? Give Weatherby a call today and speak with one of our specialty-specific consultants for available dates and details. M-F or 4/10 schedule  days off TBD 23 - 25 patients per day All ages seen  family practice setting Chronic care management Telehealth patients and call-in med refills included Simple procedures required  sutures, I&Ds, laceration repairs BLS certification required Health, vision, dental, and 401(k) retirement benefits offered Competitive compensation Paid malpractice…",Adzuna::API::Response::Job,2026-08-19T08:09:12Z,207352.22,5848131250,https://www.adzuna.com/land/ad/5848131250?se=TmyIU9Wb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=E923827E7DD9DB950A75F43D60EFABFA55840690,1,-118.399869,207352.22,33.995436,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMTI1MCIsInMiOiJUbXlJVTlXYjhSR19ETU9GUU9HVWFRIn0.hazZM9XTAhGbsUTT0L4mBgV96sp3w28iUthFe7tvKZE,Locums NP - Family Practice Opportunity in California,Adzuna::API::Response::Location,"Culver City, Los Angeles County","['US', 'California', 'Los Angeles County', 'Culver City']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Weatherby Healthcare,contract
"We've made a lot of progress since opening the doors in 1942, but one thing has never changed - our commitment to serve, heal, lead, educate, and innovate. We believe that every award earned, every record broken and every patient helped is because of the dedicated employees who fill our hallways. At Ochsner, whether you work with patients every day or support those who do, you are making a difference and that matters. Come make a difference at Ochsner Health and discover your future today! This…",Adzuna::API::Response::Job,2026-08-19T08:09:11Z,38601.07,5848131245,https://www.adzuna.com/land/ad/5848131245?se=TmyIU9Wb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=19D3059A50DC3A1E107CBE88363E48CD37DFF195,1,-89.497042,38601.07,30.334086,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVG15SVU5V2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMxMjQ1In0.sAm02kfAYe7vRFukEBwunn6uWUxpbxrdwyH_Wx7-Kwk,Respiratory Therapist - PRN,Adzuna::API::Response::Location,"Bay Saint Louis, Hancock County","['US', 'Mississippi', 'Hancock County', 'Bay Saint Louis']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Ochsner Health System,
"Weatherby can help you build a custom career plan, with multiple positions available for you today. Call us for specific details on your future job today. 4 x 10s per week  inpatient coverage 10 - 20 patients per day depending on consult rotation Inpatient rounding and consults  hematology and medical oncology Signing chemo orders required Hospital privileges required Leave coverage  continuity of care needed Potential to extend at additional worksites within the health system Health, vision, d…",Adzuna::API::Response::Job,2026-08-19T08:09:11Z,131742.03,5848131239,https://www.adzuna.com/land/ad/5848131239?se=TmyIU9Wb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=5E932BD558745D590633AF111258F5E341B5A791,1,-86.780596,131742.03,36.172489,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVG15SVU5V2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMxMjM5In0.lijyJxPxYwfVSxuQA2Aa4c3BEeOjhCBh2nhjrIYiwF8,Locums PA - Medical Oncology Job Opportunity in TN,Adzuna::API::Response::Location,"Nashville, Davidson County","['US', 'Tennessee', 'Davidson County', 'Nashville']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Weatherby Healthcare,contract
"The Staff Pad has partnered with reputed regional health care organization in Wausau, WI and we are seeking experienced Registered Nurses ready to advance their careers in a high-acuity, collaborative environment. This role provides the opportunity to care for complex patients while building towards Charge RN, team lead, and other leadership opportunities. Why This Role Stands Out Clear pathways for leadership and career advancement Experienced, supportive core team Opportunities to develop car…",Adzuna::API::Response::Job,2026-08-19T08:09:11Z,159719.5,5848131241,https://www.adzuna.com/land/ad/5848131241?se=TmyIU9Wb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=6090F06CBE9A6076264FC9942399AFF83245164B,1,-89.73908,159719.5,44.348774,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMTI0MSIsInMiOiJUbXlJVTlXYjhSR19ETU9GUU9HVWFRIn0.bElGjGGx7nuRDCy02JVvwEQkN-_aveUfu2Dra5DbhEc,Registered Nurse (RN) - Senior / Charge Track Available,Adzuna::API::Response::Location,"Wisconsin Rapids, Wood County","['US', 'Wisconsin', 'Wood County', 'Wisconsin Rapids']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,The Staff Pad,
"Veterinary Technician, Emergency & ICU Swing VTS $42 - $46/hr. | CVT/RVT/LVT/VTS $26 - $37/hr. | Non-Credentialed $24 - $35/hr. SIGN ON BONUS |$5hr. overnight & $2.50/hr. weekend differentials | West Caldwell, NJ At Animal Emergency & Referral Associates (AERA) , we are proud to be a leader in emergency and specialty veterinary medicine, providing exceptional care to pets and peace of mind to their families. Our team of highly skilled veterinarians, technicians, and support professionals work c…",Adzuna::API::Response::Job,2026-08-19T08:09:11Z,49920.0,5848131246,https://www.adzuna.com/details/5848131246?utm_medium=api&utm_source=abfa41a4,0,-74.27784,95680.0,40.85502,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMTI0NiIsInMiOiJUbXlJVTlXYjhSR19ETU9GUU9HVWFRIn0.MxDfcjfSzMv9EYGM7vCilj3gZKpANTapQ2wl4jozhgc,"Veterinary Technician, Emergency & ICU Swing",Adzuna::API::Response::Location,"Caldwell, Essex County","['US', 'New Jersey', 'Essex County', 'Caldwell']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Ethos Veterinary Health,contract
"Head of Product Marketing Remote The Company Akuity is a Sunnyvale, CA-based business founded to provide software delivery for enterprises. With generative AI accelerating code creation, the new bottleneck is application delivery. Akuity's customer growth is driven by enterprise companies that need governance and compliance at scale, and by AI-native companies, including AI infrastructure and cloud companies, that rely on scalability, security, and speed to compete in the market. Akuity was fou…",Adzuna::API::Response::Job,2026-08-19T08:09:11Z,135217.27,5848131243,https://www.adzuna.com/details/5848131243?utm_medium=api&utm_source=abfa41a4,1,,135217.27,,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVG15SVU5V2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMxMjQzIn0.vYBuHyekrbntYtXvnt7LGYkmpBbwgVBoTKhbt32G-Ew,Head of Product Marketing,Adzuna::API::Response::Location,US,['US'],pr-advertising-marketing-jobs,"PR, Advertising & Marketing Jobs",Adzuna::API::Response::Category,Adzuna::API::Response::Company,Akuity,
"We've made a lot of progress since opening the doors in 1942, but one thing has never changed - our commitment to serve, heal, lead, educate, and innovate. We believe that every award earned, every record broken and every patient helped is because of the dedicated employees who fill our hallways. At Ochsner, whether you work with patients every day or support those who do, you are making a difference and that matters. Come make a difference at Ochsner Health and discover your future today! This…",Adzuna::API::Response::Job,2026-08-19T08:09:11Z,51796.69,5848131240,https://www.adzuna.com/land/ad/5848131240?se=TmyIU9Wb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=B659A137FE984A354EB09D3B9DF1A9C03F80336C,1,-85.2819,51796.69,34.704802,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVG15SVU5V2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMxMjQwIn0.uGn0DeLPY-SPtHoftpiQycUohO2eA0DSr_j_pBVFkx4,Respiratory Therapist-Registered/ Polysomnography - OUHC Sleep Lab - Full Time,Adzuna::API::Response::Location,"La Fayette, Walker County","['US', 'Georgia', 'Walker County', 'La Fayette']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Ochsner Health System,
"The Staff Pad is proud to partner with a premier regional healthcare organization in Wausau, WI, seeking compassionate and dedicated Registered Nurses (RNs) who are looking for more than just a job - looking for a place to grow and build their career. Whether you’re a New Graduate seeking a supportive, residency-style start or an Experienced RN ready to advance your career or explore a new specialty, there are opportunities across Med-Surg, Telemetry, and other specialized units. Each RN will b…",Adzuna::API::Response::Job,2026-08-19T08:09:11Z,82464.86,5848131242,https://www.adzuna.com/land/ad/5848131242?se=TmyIU9Wb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=6A3212B1F48F64D2EAD4178D37043A58DF45D428,1,,82464.86,,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMTI0MiIsInMiOiJUbXlJVTlXYjhSR19ETU9GUU9HVWFRIn0.mTcS-hmCUFRwdhVNOaIw7ep3wc3l9J-KcT9ar17oJ58,Hospital RN - Night Shift,Adzuna::API::Response::Location,US,['US'],healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,The Staff Pad,
"What’s Your Purpose? What You Will Do As the Community Director, you will manage, market and maintain the apartment community while maximizing employee resources. Your drive, leadership, and managerial skills are essential to forming a successful team and supporting the continued growth of each team member. Engaging, business savvy individuals will excel in this position. The ideal candidate should possess the following: Leadership: You will facilitate a high performing team through frequent co…",Adzuna::API::Response::Job,2026-08-19T08:09:10Z,74767.77,5848131236,https://www.adzuna.com/land/ad/5848131236?se=TmyIU9Wb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=BF49B25C00F896C1C4BDAEDED6ED7B10690271EC,1,,74767.77,,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVG15SVU5V2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMxMjM2In0.L1BRP6ab052Vb3bylFmEBRiB_TyKS2Xd2yOYr3MKgjY,Community Director - Marquis at Westchase,Adzuna::API::Response::Location,US,['US'],accounting-finance-jobs,Accounting & Finance Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,CWS Apartment Homes,
"Job Title: Crew Chief Location: 12212 Ranch Road 620 N&xa;Austin, TX 78750&xa; Compensation: $15.76 - $16.76 Worker Type: Employee Time Type: Full time Job Description: Embark on a rewarding career journey with us today as Crew Chief! FULL-SERVICE REWARDS: 401K plan w/ company match Biweekly Bonus Incentives Career advancement opportunities DailyPay Do not need to pay for tools Employee Discount Employee Referral Bonuses Fleet Referral Bonuses Medical/dental/vision insurance benefits PerkSpot P…",Adzuna::API::Response::Job,2026-08-19T08:09:10Z,32780.0,5848131231,https://www.adzuna.com/details/5848131231?utm_medium=api&utm_source=abfa41a4,0,-97.744386,34860.0,30.272921,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVG15SVU5V2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMxMjMxIn0.z7OzzED29Ao5-qL0o5HCHyTs4GVQt4Id_aYVB1mKDRE,Crew Chief,Adzuna::API::Response::Location,"Austin, Travis County","['US', 'Texas', 'Travis County', 'Austin']",consultancy-jobs,Consultancy Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Team Car Care,
"Student Support Specialist Location: Downtown Chicago Job Type: Full-time Salary: $40,000–$50,000 per year About the Role A growing education organization is seeking a Student Support Specialist to help enroll, support, and retain adult students as they work toward completing their college degrees. This position is ideal for someone who is passionate about student success and enjoys building relationships, solving problems, and helping students overcome barriers that might prevent them from com…",Adzuna::API::Response::Job,2026-08-19T08:09:09Z,40000.0,5848131225,https://www.adzuna.com/details/5848131225?utm_medium=api&utm_source=abfa41a4,0,-87.6279,50000.0,41.8808,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMTIyNSIsInMiOiJUbXlJVTlXYjhSR19ETU9GUU9HVWFRIn0.YW6fRKqYpEiNOJdzElnzBVfHsu0EQ_MV2oeQGMayfps,Student Support Specialist,Adzuna::API::Response::Location,"K-Town, Chicago","['US', 'Illinois', 'Cook County', 'Chicago', 'K-Town']",teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Foremost Consulting,
"Description Position Summary: Create an outstanding customer experience through exceptional service. Establish and maintain a safe and clean environment that encourages our customers to return. Assist the department manager in reaching sales and profit goals established for the department, and monitor all established quality assurance standards. Embrace the Customer 1 st strategy and encourage associates to deliver excellent customer service. Demonstrate the company's core values of respect, ho…",Adzuna::API::Response::Job,2026-08-19T08:09:09Z,48985.06,5848131227,https://www.adzuna.com/details/5848131227?utm_medium=api&utm_source=abfa41a4,1,-120.529622,48985.06,47.003852,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVG15SVU5V2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMxMjI3In0.DhDTblzAVcDD_U5fClnV71EgHTitsm24QNqD2ItY6w0,Drug-Gen Mdse/Clerk,Adzuna::API::Response::Location,"Ellensburg, Kittitas County","['US', 'Washington', 'Kittitas County', 'Ellensburg']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Kroger,
"Great company. Great people. Great opportunities. If you’d like the chance to make your mark with the world’s largest equipment rental provider, come build your future with United Rentals! As a Field Diesel Mechanic (Service Tech IV - Field Service), you’ll use your skills to perform maintenance and repairs of complex equipment with limited or no supervision in a highly skilled, safe, and professional manner. Every day, you can improve and challenge yourself, and if you have the desire and ambi…",Adzuna::API::Response::Job,2026-08-19T08:09:09Z,67912.0,5848131226,https://www.adzuna.com/details/5848131226?utm_medium=api&utm_source=abfa41a4,0,-77.382758,101816.0,38.983721,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVG15SVU5V2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMxMjI2In0.EWTmb6Z-KL3Do9IhCbed-PY1QT9RbNGPKOgusrbjZ-I,Field Diesel Mechanic,Adzuna::API::Response::Location,"Herndon, Fairfax County","['US', 'Virginia', 'Fairfax County', 'Herndon']",engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,United Rentals,
"ABOUT TRIBUTE TECHNOLOGY: At Tribute Technology, we make end-of-life celebrations memorable, meaningful, and effortless through thoughtful and innovative technology solutions. Our mission is to help communities around the world celebrate life and pay tribute to those we love. Our comprehensive platform brings together software and technology to provide a fully integrated experience for all users, whether that is a family, a funeral home, or an online publisher. We are the market leader in the U…",Adzuna::API::Response::Job,2026-08-19T08:09:08Z,110000.0,5848131218,https://www.adzuna.com/details/5848131218?utm_medium=api&utm_source=abfa41a4,0,,130000.0,,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMTIxOCIsInMiOiJUbXlJVTlXYjhSR19ETU9GUU9HVWFRIn0.00jgDMHb6e0H1JHNa4fsv2C6MqicwZPRgae8SQvbpLA,Solution Account Executive,Adzuna::API::Response::Location,US,['US'],sales-jobs,Sales Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Tribute Technology,
"Construction Manager We are Lennar Lennar is one of the nation's leading homebuilders, dedicated to making an impact and creating an extraordinary experience for their Homeowners, Communities, and Associates by building quality homes and providing exceptional customer service, giving back to the communities in which we work and live in, and fostering a culture of opportunity and growth for our Associates throughout their career. Lennar has been recognized as a Fortune 500® company and consisten…",Adzuna::API::Response::Job,2026-08-19T08:09:08Z,69886.84,5848131219,https://www.adzuna.com/details/5848131219?utm_medium=api&utm_source=abfa41a4,1,-81.58706,69886.84,27.907758,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMTIxOSIsInMiOiJUbXlJVTlXYjhSR19ETU9GUU9HVWFRIn0.U8uzO6sjZG6OeZG8b8rEqEZSvZwlb7IIKYDmWPXhhU0,Construction Manager,Adzuna::API::Response::Location,"Lake Wales, Polk County","['US', 'Florida', 'Polk County', 'Lake Wales']",trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Lennar,
"Our Sr. Operations Managers responsible for all budgetary, people development and operations objectives. The Sr. Operations Managers is responsible for all aspects of operation or functions at the site. Additional responsibilities include managing and leading a team of Operations and Area Managers, coaching and mentoring the team to ensure performance objectives are met, building positive employee relations and building leadership bench strength within the Fulfillment Center. Responsibilities: …",Adzuna::API::Response::Job,2026-08-19T08:09:08Z,161002.45,5848131217,https://www.adzuna.com/land/ad/5848131217?se=TmyIU9Wb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=FF686992845398B086192E108797228636C27760,1,-98.522671,161002.45,29.46357,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVG15SVU5V2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMxMjE3In0.mnjSIP3yYhzT1u2Kuuv-u5NKE37qhnsI87JLpbub9B8,Sr. Operations Manager,Adzuna::API::Response::Location,"San Antonio, Bexar County","['US', 'Texas', 'Bexar County', 'San Antonio']",hr-jobs,HR & Recruitment Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Amazon,
"Emergency Room Nurses (RN) are responsible to treat a variety of injuries and illness brought into the Emergency Room. They specialize in rapid assessment and treatment when every second counts, particularly during the initial phase of acute illness. An Emergency Room Nurse must take measures to stabilize a patient’s condition by administering medication, intubation, drawing blood and/or starting IV’s.",Adzuna::API::Response::Job,2026-08-19T08:09:07Z,21437.65,5848131212,https://www.adzuna.com/details/5848131212?utm_medium=api&utm_source=abfa41a4,1,-89.386879,21437.65,30.304813,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMTIxMiIsInMiOiJUbXlJVTlXYjhSR19ETU9GUU9HVWFRIn0.ZiOt4YBQ8SF1Utom6iqfcpdfieFXAzgWENry4VZekSQ,RN - Er,Adzuna::API::Response::Location,"Stennis Space, Hancock County","['US', 'Mississippi', 'Hancock County', 'Stennis Space']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Hancock,
"Are you a high-energy multi-unit leader ready to drive operational excellence across multiple SONIC Drive-In locations? We are seeking an experienced Area Director/District Supervisor to oversee daily operations, build elite management teams, and deliver top-tier profitability and guest satisfaction. As a SONIC Drive-In restaurant Area Director/District Supervisor, you are indeed a general—leading your troops in a never-ending campaign to give America an infinitely more delicious food service e…",Adzuna::API::Response::Job,2026-08-19T08:09:07Z,80000.0,5848131210,https://www.adzuna.com/details/5848131210?utm_medium=api&utm_source=abfa41a4,0,-89.976696,160000.0,32.261707,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVG15SVU5V2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMxMjEwIn0.X8hfXVnMJxU33vz_fwG7HwsxsbMJzNocKLEPFki4F-k,Multi-Unit Area Director/District Supervisor,Adzuna::API::Response::Location,"Brandon, Rankin County","['US', 'Mississippi', 'Rankin County', 'Brandon']",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Sonic Drive-In,
