description,redirect_url,longitude,adref,latitude,salary_min,id,__CLASS__,title,created,salary_is_predicted,salary_max,company.__CLASS__,company.display_name,category.label,category.tag,category.__CLASS__,location.display_name,location.area,location.__CLASS__,contract_time,contract_type
"Job Description C.R. England is Now Hiring Experienced CDL-A Truck Drivers!Home Weekly - Drivers Average $98,000 Annually* Limited Time $2,000 Retention Bonus Offer - Valid CDL-A and 3 months of current experience required - This lane is not suitable for students, recent grads, or trainees This Dedicated Route Offers: - Home weekly for a 34-hour reset - Drivers average $98,000 annually - top 10% earn up to $119,000 per year* - Limited time $2,000 retention bonus offer - act fast & apply now - C…",https://www.adzuna.com/land/ad/5762596238?se=fr-fmDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=9512AA5B57B74F5D8A74ADF5B59ED742BE146936,-97.904047,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZnItZm1EbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNTk2MjM4In0.qA2TCX9FUSoYPDWdwfYqIvZmGFfY7KO4VKwAUgf2icI,37.959306,98000.0,5762596238,Adzuna::API::Response::Job,"Regional CDL-A Truck Driver - Average $98,000/Year",2026-06-13T08:46:45Z,0,98000.0,Adzuna::API::Response::Company,C.R. England,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Hutchinson, Reno County","['US', 'Kansas', 'Reno County', 'Hutchinson']",Adzuna::API::Response::Location,,
"Job Description Skyline Med Staff Home Health is seeking a travel nurse RN Endoscopy for a travel nursing job in York, Maine. Job Description & Requirements - Specialty: Endoscopy - Discipline: RN - Start Date: 06/22/2026 - Duration: 13 weeks - 40 hours per week - Shift: 8 hours, days - Employment Type: Travel Weekly amount stated in the job postings is estimated based on estimated hourly wages and potential stipends available for the location of the assignment. Pay package is calculated on bil…",https://www.adzuna.com/land/ad/5762596176?se=fr-fmDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=7762C05DEFAF399B5494AD2F2AD5CE68993BD078,-68.777814,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjU5NjE3NiIsInMiOiJmci1mbURsbjhSR1BMOW9OTFRuUzlRIn0.rHxYiGCVlGitmvDOf3fdWM8cru1877ZmAKgNSXFjGf4,44.801182,62881.27,5762596176,Adzuna::API::Response::Job,Travel Endoscopy/Special Procedures RN,2026-06-13T08:46:44Z,1,62881.27,Adzuna::API::Response::Company,Skyline Med Staff Home Health,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Bangor, Penobscot County","['US', 'Maine', 'Penobscot County', 'Bangor']",Adzuna::API::Response::Location,,
"Job Description Stability Healthcare is seeking a local contract nurse RN Home Health for a local contract nursing job in Salem, Massachusetts. Job Description & Requirements - Specialty: Home Health - Discipline: RN - Start Date: 07/12/2026 - Duration: 13 weeks - 40 hours per week - Shift: 8 hours, days - Employment Type: Local Contract Stability Healthcare is looking for a Home Health RN RN contract position in Salem, MA. Home Health nurses work with patients of various ages and backgrounds w…",https://www.adzuna.com/land/ad/5762596167?se=fr-fmDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=F58F4257F96BBF29C34130C3E5CCD66C1873E711,-70.895234,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZnItZm1EbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNTk2MTY3In0.-C2h6PZ2iR_NUIHuLz_gwNsiP0eHmbHTVbQuyNuOBXA,42.52351,74386.13,5762596167,Adzuna::API::Response::Job,Local Contract Home Health RN,2026-06-13T08:46:44Z,1,74386.13,Adzuna::API::Response::Company,Stability Healthcare,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Salem, Essex County","['US', 'Massachusetts', 'Essex County', 'Salem']",Adzuna::API::Response::Location,,contract
"Job Description American Traveler is seeking a travel nurse RN OR - Operating Room for a travel nursing job in Springfield, Illinois. Job Description & Requirements - Specialty: OR - Operating Room - Discipline: RN - Start Date: ASAP - Duration: 13 weeks - 40 hours per week - Shift: 10 hours, days - Employment Type: Travel Assignment Overview - Shift: Days, 4x10hrs - Hours: 40 hrs/wk - Start Date: Jun 8, 2026 - Length: 13 weeks - Openings: 1 Description American Traveler is seeking an experienc…",https://www.adzuna.com/land/ad/5762596190?se=fr-fmDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=3215C5D74DEDF103990CD73CBC549ED23F79BB0B,-89.649874,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZnItZm1EbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNTk2MTkwIn0.kSTs9Y1aHUl1rXnxJ1pSkQidcVfrkZcZTa4qzz_VNWw,39.799492,149197.73,5762596190,Adzuna::API::Response::Job,Travel Operating Room Registered Nurse,2026-06-13T08:46:44Z,1,149197.73,Adzuna::API::Response::Company,American Traveler,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Springfield, Sangamon County","['US', 'Illinois', 'Sangamon County', 'Springfield']",Adzuna::API::Response::Location,,permanent
"Job Description Ryder is Now Hiring Local CDL-B Truck Driver in Portland, MEEarn $950 per Week - $1,000 Sign-On Bonus - Home Daily Pay, Home Time & More: - Home daily - Earn $950 per week - Hourly pay: $20.84 - Hours per week: 40 – 45 - Sign-on bonus: $500 paid at 30 days and $500 paid at 90 days - Paid training - Paid weekly Shift & Job Details: - Schedule:5-day work week - off Sunday and 1 day during the week - Start Time: 9:00 PM - Deliver solo to: ME - Tractor type: Box Truck 16' and 26' - …",https://www.adzuna.com/land/ad/5762596202?se=fr-fmDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=2C62401CA8CB7069162265BF039128369177627D,-70.835179,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjU5NjIwMiIsInMiOiJmci1mbURsbjhSR1BMOW9OTFRuUzlRIn0.D9JyuJ5EPbbYNj0E-_cO1nEAbpniAhyDHRuGKK4r4xc,42.973762,63504.65,5762596202,Adzuna::API::Response::Job,CDL-B Truck Driver - Home Daily,2026-06-13T08:46:44Z,1,63504.65,Adzuna::API::Response::Company,Ryder,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"North Hampton, Rockingham County","['US', 'New Hampshire', 'Rockingham County', 'North Hampton']",Adzuna::API::Response::Location,,contract
"Job Description MedPro Healthcare Allied Staffing is seeking a travel Registered Respiratory Therapist for a travel job in Rochester, New York. Job Description & Requirements - Specialty: Registered Respiratory Therapist - Discipline: Allied Health Professional - Start Date: 07/06/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel MedPro Healthcare Staffing, a Joint Commission-certified staffing agency, is seeking a quality Respiratory Therapist fo…",https://www.adzuna.com/land/ad/5762596192?se=fr-fmDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=8D1009F2E62F3F7419AC9B9546147840F823B363,-77.606867,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZnItZm1EbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNTk2MTkyIn0.QNBshHNnzoJbxlc8T9uIHRI4Bs47Y6XhrrzwTx_0Ajc,43.161471,91314.05,5762596192,Adzuna::API::Response::Job,Travel Respiratory Therapist Neuro Diagnostics,2026-06-13T08:46:44Z,1,91314.05,Adzuna::API::Response::Company,MedPro Healthcare Allied Staffing,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Rochester, Monroe County","['US', 'New York', 'Monroe County', 'Rochester']",Adzuna::API::Response::Location,,
"Job Description American Traveler is seeking a travel nurse RN NICU - Neonatal Intensive Care for a travel nursing job in Everett, Washington. Job Description & Requirements - Specialty: NICU - Neonatal Intensive Care - Discipline: RN - Start Date: 06/15/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel Assignment Overview - Shift: Nights, 3x12hrs - Hours: 36 hrs/wk - Start Date: Jun 15, 2026 - Length: 13 weeks - Openings: 1 Description American T…",https://www.adzuna.com/land/ad/5762596203?se=fr-fmDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=E5B5C22FC73DC786F8D6931B4738C7188B8CB25F,-122.191401,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZnItZm1EbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNTk2MjAzIn0.XsU191YZIuswjzClPSFj3TKKwArM4hifPmCAxYdyU3c,47.999027,48941.59,5762596203,Adzuna::API::Response::Job,Travel NICU Registered Nurse,2026-06-13T08:46:44Z,1,48941.59,Adzuna::API::Response::Company,American Traveler,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Everett, Snohomish County","['US', 'Washington', 'Snohomish County', 'Everett']",Adzuna::API::Response::Location,,contract
"Job Description Synergy Medical Staffing is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Waterloo, Iowa. Job Description & Requirements - Specialty: ED - Emergency Department - Discipline: RN - Start Date: 06/29/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel Travel, RN - ER Location: Waterloo, Iowa Shift: 3X12 Nights, 19:00:00-07:00:00, 12.00-3 Duration 13 Weeks When you join Synergy Medical Staffing, you’ll h…",https://www.adzuna.com/land/ad/5762596177?se=fr-fmDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=CF6BCA80C36A8DE47CCA8660EED92F72A5FCD465,-92.313378,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZnItZm1EbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNTk2MTc3In0.mjPzYf4uJkce6d8FEwtCkhQZWiLGbPiqD-oCgggzpZY,42.429256,88174.29,5762596177,Adzuna::API::Response::Job,Travel Emergency Room RN,2026-06-13T08:46:44Z,1,88174.29,Adzuna::API::Response::Company,Synergy Medical Staffing,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Waterloo, Black Hawk County","['US', 'Iowa', 'Black Hawk County', 'Waterloo']",Adzuna::API::Response::Location,,permanent
"Job Description Hogan Transports is Now Hiring Dedicated Regional CDL-A Live Haul Drivers!CDL-A Drivers - Livestock - Earn $90,000 Annually!$15,000 Sign-On Bonus for Experienced Drivers* Why Choose Hogan? - Average weekly pay of $1,635 - $15,000 sign-on bonus for experienced drivers* - Mileage pay increases every 6 months* - Extra bonus opportunities* - Rider policy* - Driver referral program = unlimited earning potential! - Vacation and holiday pay - Medical, Dental, Vision, Life Insurance, 40…",https://www.adzuna.com/land/ad/5762596175?se=fr-fmDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=F5A58D743BAA68C458C3259FF20CE641F77CC50A,-92.832,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjU5NjE3NSIsInMiOiJmci1mbURsbjhSR1BMOW9OTFRuUzlRIn0.eOo0Te7TtVdqJpHe_OHawIuRUGB2qZmpDyEo7eKMO7M,39.226,83310.27,5762596175,Adzuna::API::Response::Job,CDL-A Truck Driver - $15k Sign-On Bonus,2026-06-13T08:46:44Z,1,83310.27,Adzuna::API::Response::Company,Hogan Transports,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Glasgow, Howard County","['US', 'Missouri', 'Howard County', 'Glasgow']",Adzuna::API::Response::Location,,
"Job Description Job Description Clinical Psychologist – Veteran Disability Assessments We are seeking a dedicated Clinical Psychologist to join our team in performing medical assessments for U.S. Veterans as part of the VA's disability benefits process. In performing Disability Assessments, you will review behavioral health records electronically through a secure Web Portal and perform a comprehensive assessment in-person on each Veteran. Key Responsibilities: - Conduct in-person disability ass…",https://www.adzuna.com/land/ad/5762596197?se=fr-fmDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=00FBE90180914BF07DF1E25F2ABCF3B24F868B8B,-122.865385,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZnItZm1EbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNTk2MTk3In0.hr7e_2GnnwSW8v7MJCl1QIXXvkLeAmQ8lDXWqvD7b3w,45.503528,135313.11,5762596197,Adzuna::API::Response::Job,Clinical Psychologist - Hillsboro OR,2026-06-13T08:46:44Z,1,135313.11,Adzuna::API::Response::Company,MRG Exams,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Beaverton, Washington County","['US', 'Oregon', 'Washington County', 'Beaverton']",Adzuna::API::Response::Location,,
"Job Description Trustaff Allied is seeking a travel Registered Respiratory Therapist for a travel job in Bridgeport, West Virginia. Job Description & Requirements - Specialty: Registered Respiratory Therapist - Discipline: Allied Health Professional - Start Date: 07/27/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel As a Respiratory Therapist, you'll assist patients who are having trouble breathing due to conditions like asthma, emphysema, chron…",https://www.adzuna.com/land/ad/5762596188?se=fr-fmDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=81DE4103A57183F861937A632A520B3B9904105F,-80.256198,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjU5NjE4OCIsInMiOiJmci1mbURsbjhSR1BMOW9OTFRuUzlRIn0.eLeT6p0PVjwrulx2GW27J71NehQmqHxSvyW3kN0YFNM,39.286479,128444.76,5762596188,Adzuna::API::Response::Job,Travel Registered Respiratory Therapist,2026-06-13T08:46:44Z,1,128444.76,Adzuna::API::Response::Company,Trustaff Allied,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Bridgeport, Harrison County","['US', 'West Virginia', 'Harrison County', 'Bridgeport']",Adzuna::API::Response::Location,,
"Job Description Trustaff is seeking a travel nurse RN Oncology for a travel nursing job in Billings, Montana. Job Description & Requirements - Specialty: Oncology - Discipline: RN - Start Date: 06/14/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel As an Oncology Nurse, you'll provide and supervise nursing care for cancer patients. Oncology RNs monitor patient condition, administer medications, and you'll educate cancer patients about treatment o…",https://www.adzuna.com/land/ad/5762596174?se=fr-fmDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=81A59E7FBA91ED19AEBD60752A75861877B3B1EB,-93.552141,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZnItZm1EbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNTk2MTc0In0.d_0L5HQ-ycmRwn87z7iHVBiS7F1iL-wctIiQgRX2T54,37.067554,71851.78,5762596174,Adzuna::API::Response::Job,Travel Nurse RN - Oncology,2026-06-13T08:46:44Z,1,71851.78,Adzuna::API::Response::Company,Trustaff,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Billings, Christian County","['US', 'Missouri', 'Christian County', 'Billings']",Adzuna::API::Response::Location,,
"Job Description Prime Staffing is seeking a travel nurse RN Endoscopy for a travel nursing job in Abilene, Texas. Job Description & Requirements - Specialty: Endoscopy - Discipline: RN - Start Date: 07/13/2026 - Duration: 13 weeks - 40 hours per week - Shift: 8 hours - Employment Type: Travel ID: 63534182 Shift: Day 5x8-Hour (07:00 - 15:30) Description: RN GI Travel exp strongly preferred*ACLS, BLS, PALS requiredAdvanced procedure experience requiredMust be able to work 5x8s, plus call.Needs to…",https://www.adzuna.com/land/ad/5762596189?se=fr-fmDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=35C82A207C0CF4DFA3A7E890BF8BD3039BF125F7,-99.693246,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjU5NjE4OSIsInMiOiJmci1mbURsbjhSR1BMOW9OTFRuUzlRIn0.8sMHf71JNLJbm5Tk40WBI26J8iSPZqh_QcasZrlNPT0,32.613348,47141.1,5762596189,Adzuna::API::Response::Job,Travel GI Endoscopy RN,2026-06-13T08:46:44Z,1,47141.1,Adzuna::API::Response::Company,Prime Staffing,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Abilene, Taylor County","['US', 'Texas', 'Taylor County', 'Abilene']",Adzuna::API::Response::Location,,permanent
"Job Description Olaro is seeking a travel Registered Respiratory Therapist for a travel job in Springfield, Massachusetts. Job Description & Requirements - Specialty: Registered Respiratory Therapist - Discipline: Allied Health Professional - Start Date: 06/29/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel PHP Job ID 485971. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be…",https://www.adzuna.com/land/ad/5762596194?se=fr-fmDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=B2D276082CC541144C1FAD8901F73B2E422DC272,-72.59294,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZnItZm1EbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNTk2MTk0In0.ZsuDAWHszpTtrt6ZM0PXTInTYqqvQYiCNiiGI12DRHE,42.105218,417068.47,5762596194,Adzuna::API::Response::Job,Travel Registered Respiratory Therapist (RRT),2026-06-13T08:46:44Z,1,417068.47,Adzuna::API::Response::Company,Olaro,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Springfield, Hampden County","['US', 'Massachusetts', 'Hampden County', 'Springfield']",Adzuna::API::Response::Location,,
"Job Description Arrow Healthcare Staffing is seeking a travel MRI Technologist for a travel job in Canton, Georgia. Job Description & Requirements - Specialty: MRI Technologist - Discipline: Allied Health Professional - Start Date: 06/29/2026 - Duration: 13 weeks - 40 hours per week - Shift: 10 hours, nights - Employment Type: Travel Arrow Healthcare Staffing Job ID 18431410. Pay package is based on 10 hour shifts and 40.0 hours per week (subject to confirmation) with tax-free stipend amount to…",https://www.adzuna.com/land/ad/5762596131?se=fr-fmDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=842BB63BC27E96F668E6F511D57754EF73A0C8BA,-84.509153,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZnItZm1EbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNTk2MTMxIn0.Aa-YlRyAhEviBlFnXCzcLG-vOMtTRUplEuhOjnsaOkM,34.254681,80481.91,5762596131,Adzuna::API::Response::Job,Travel MRI Technologist,2026-06-13T08:46:43Z,1,80481.91,Adzuna::API::Response::Company,Arrow Healthcare Staffing,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Canton, Cherokee County","['US', 'Georgia', 'Cherokee County', 'Canton']",Adzuna::API::Response::Location,,
"Job Description Synergy Medical Staffing is seeking a travel nurse RN Labor and Delivery for a travel nursing job in Wilmington, Delaware. Job Description & Requirements - Specialty: Labor and Delivery - Discipline: RN - Start Date: 07/19/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel Travel, RN - LD Location: Wilmington, Delaware Shift: 3X12 Nights, 19:00:00-07:00:00, 12.00-3 Duration 13 Weeks When you join Synergy Medical Staffing, you’ll hav…",https://www.adzuna.com/land/ad/5762596122?se=fr-fmDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=10F4FB07EE4EEE8815C0EA73C1D85D3F0A0FFA18,-75.545138,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjU5NjEyMiIsInMiOiJmci1mbURsbjhSR1BMOW9OTFRuUzlRIn0.-buuamnG-STzVwSxne8t-4lxnZ9_Qkpbg8tsF54NHLI,39.73126,116974.71,5762596122,Adzuna::API::Response::Job,Travel Labor & Delivery RN,2026-06-13T08:46:43Z,1,116974.71,Adzuna::API::Response::Company,Synergy Medical Staffing,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Wilmington, New Castle County","['US', 'Delaware', 'New Castle County', 'Wilmington']",Adzuna::API::Response::Location,,permanent
"Job Description Job Description Be home weekly as a CDL-A Dedicated Driver for C.R. England, the premier long-haul refrigerated carrier in the country. This dedicated account offers consistent miles, predictable home time and is great for individuals wanting to drive and stay active. - Valid CDL-A plus 3 months of Class A CDL experience required - This lane is not suitable for students, recent graduates, or trainees. Lane Details: - High-paying (hourly plus overtime after 40-hours), home weekly…",https://www.adzuna.com/land/ad/5762596140?se=fr-fmDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=C32644E17AA37FF5E042355E772E1225682EDE68,-122.43398,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZnItZm1EbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNTk2MTQwIn0.OCREwJk9LbUKE1efhq3p639uFj3eW9b3XeMj9ty5PIY,45.538453,59115.27,5762596140,Adzuna::API::Response::Job,CDL-A Regional Truck Driver,2026-06-13T08:46:43Z,1,59115.27,Adzuna::API::Response::Company,C.R. England,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Fairview, Multnomah County","['US', 'Oregon', 'Multnomah County', 'Fairview']",Adzuna::API::Response::Location,,
"Job Description Travel Nurses, Inc. is seeking a travel nurse RN Med Surg / Telemetry for a travel nursing job in Germantown, Tennessee. Job Description & Requirements - Specialty: Med Surg / Telemetry - Discipline: RN - Start Date: 07/13/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours - Employment Type: Travel Travel Nurses, Inc. Job ID 329124. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. P…",https://www.adzuna.com/land/ad/5762596153?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=94A7A0AAD0EC3AFA4ABE87DAA580960721F8B8DC,-89.792009,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjU5NjE1MyIsInMiOiJ0SUxYbVRsbjhSR2ZCNzJ6X0RyWWVRIn0.HRHUD13h5zvr0pTb1SGvieN9Ya3bg8ZJ7oxrbhkbf7k,35.084216,167970.52,5762596153,Adzuna::API::Response::Job,Travel Med Surg/Telemetry RN,2026-06-13T08:46:43Z,1,167970.52,Adzuna::API::Response::Company,"Travel Nurses, Inc.",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Germantown, Shelby County","['US', 'Tennessee', 'Shelby County', 'Germantown']",Adzuna::API::Response::Location,,
"Job Description Aequor Allied is seeking a travel Registered Respiratory Therapist for a travel job in Cambridge, Massachusetts. Job Description & Requirements - Specialty: Registered Respiratory Therapist - Discipline: Allied Health Professional - Start Date: 07/06/2026 - Duration: 13 weeks - 40 hours per week - Shift: 8 hours - Employment Type: Travel Therapy Staff Job ID 1777397. Pay package is based on 8 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amoun…",https://www.adzuna.com/land/ad/5762596142?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=C79077C67CACF26A278C2C4DFE7AE47F0F6F084E,-71.13891,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjU5NjE0MiIsInMiOiJ0SUxYbVRsbjhSR2ZCNzJ6X0RyWWVRIn0.emdFfYQ12oW9Uu07A1sB9MatfeTaG_ZSHEHD9uzM3FY,42.380327,144243.64,5762596142,Adzuna::API::Response::Job,Travel Registered Respiratory Therapist,2026-06-13T08:46:43Z,1,144243.64,Adzuna::API::Response::Company,Aequor Allied,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Cambridge, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Cambridge']",Adzuna::API::Response::Location,,
"Job Description CloudinfraIT Inc is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Newport, Oregon. Job Description & Requirements - Specialty: ED - Emergency Department - Discipline: RN - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, flexible - Employment Type: Travel  ER RN CONTRACT – OREGON COAST    Newport, Oregon  ASAP Start Available ⏳ 13-Week Contract  Emergency Room Registered Nurse  Varied Shifts | Every Other Weekend Ready to bring your eme…",https://www.adzuna.com/land/ad/5762596159?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=A66BA9EA29A6175EC9259ED6AD3A6C6BEFF1BC80,-124.053451,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidElMWG1UbG44UkdmQjcyel9EclllUSIsImkiOiI1NzYyNTk2MTU5In0.0MxjfPj4fy2TFgY6_FACi4HMAucrZPpXHs-h_QoxsoA,44.636784,61312.26,5762596159,Adzuna::API::Response::Job,Travel Nurse RN - ED - Emergency Department,2026-06-13T08:46:43Z,1,61312.26,Adzuna::API::Response::Company,CloudinfraIT Inc,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Newport, Lincoln County","['US', 'Oregon', 'Lincoln County', 'Newport']",Adzuna::API::Response::Location,,contract
"Job Description LanceSoft is seeking a travel nurse RN PCU - Progressive Care Unit for a travel nursing job in Louisville, Kentucky. Job Description & Requirements - Specialty: PCU - Progressive Care Unit - Discipline: RN - Start Date: 07/06/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel Certification Required: ACLS BLS NIH SA About LanceSoft Established in 2000, LanceSoft is a Certified MBE and Woman-Owned organization. Lancesoft Inc. is one o…",https://www.adzuna.com/land/ad/5762596127?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=95CDF216B00CE4386A07A9206D00DBF3BA71C707,-85.751283,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjU5NjEyNyIsInMiOiJ0SUxYbVRsbjhSR2ZCNzJ6X0RyWWVRIn0.Y8ax8aghyZ10HcGV0qX-fTm-0YRrO1oKs_HpsNSkp5M,38.255693,73615.98,5762596127,Adzuna::API::Response::Job,Travel Nurse RN - PCU - Progressive Care Unit,2026-06-13T08:46:43Z,1,73615.98,Adzuna::API::Response::Company,LanceSoft,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Louisville, Jefferson County","['US', 'Kentucky', 'Jefferson County', 'Louisville']",Adzuna::API::Response::Location,,contract
"Job Description Care Career is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in San Antonio, Texas. Job Description & Requirements - Specialty: ED - Emergency Department - Discipline: RN - Start Date: ASAP - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel Emergency Room Nurses (RN) are responsible to treat a variety of injuries and illness brought into the Emergency Room. They specialize in rapid assessment and treatment …",https://www.adzuna.com/land/ad/5762596161?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=3362FB87E21C2C5953888C1187335A95A17CAE0C,-98.522671,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjU5NjE2MSIsInMiOiJ0SUxYbVRsbjhSR2ZCNzJ6X0RyWWVRIn0.MOb43voSBJqW4liGxdvi6YT2A_2l6HK0g37KfQDkS4Y,29.46357,119441.65,5762596161,Adzuna::API::Response::Job,Travel Emergency Department Registered Nurse,2026-06-13T08:46:43Z,1,119441.65,Adzuna::API::Response::Company,Care Career,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"San Antonio, Bexar County","['US', 'Texas', 'Bexar County', 'San Antonio']",Adzuna::API::Response::Location,,
