title,salary_min,id,created,salary_max,longitude,__CLASS__,redirect_url,adref,latitude,description,salary_is_predicted,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.label,category.tag,company.display_name,company.__CLASS__,contract_time,contract_type
Dedicated CDL A Team Truck Driver,127163.77,5687527678,2026-04-02T08:58:41Z,127163.77,-97.126711,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527678?se=aomOIKAu8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=38181A1C2856DCD9F8B0750F14EAC46D22D9F9BE,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYW9tT0lLQXU4UkdhQmFGTEdtVjVRUSIsImkiOiI1Njg3NTI3Njc4In0.gkikLZNaQv4V8-x99cIgSBLTOJgpaF_2yhkp55eOcHs,32.583491,"CRST The Transportation Solution Inc. is one of the nation's largest transportation companies, providing total transportation solutions and comprehensive logistics services to customers all over North America. We are looking for Experienced CDL A Team Truck Drivers to Haul Dedicated freight all over the US. Every mile you drive carries more than freight— it carries hope. Our blood plasma division delivers life-saving materials that hospitals depend on every single day. Drive with purpose. What …",1,"['US', 'Texas', 'Tarrant County', 'Mansfield']",Adzuna::API::Response::Location,"Mansfield, Tarrant County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,CRST,Adzuna::API::Response::Company,,
Speech Language Pathologist (SLP) - *Sign On Bonus Available,191203.7,5687527679,2026-04-02T08:58:41Z,191203.7,-116.2025,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527679?se=aomOIKAu8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=297EF6F32A540A577226F20466474DF6D2AA3F46,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzUyNzY3OSIsInMiOiJhb21PSUtBdThSR2FCYUZMR21WNVFRIn0.ootPbCMMI5VYU_x8KTz9Oh45cCLhEaaCV6PPlPDS_RE,43.613611,"Speech Language Pathologist (SLP) Pediatric Home Health Pay: $100,100-$145,600/ year Sign-On Bonus Opportunity! Eligible candidates may qualify for a * Sign-on bonus* as part of their total compensation package. Bonus eligibility and payout structure will be shared early in the interview process. A Role Designed Around You At Care Options for Kids, we've built a home health SLP role around what our therapists value most: flexibility, manageable caseloads, and real support. This position allows …",1,"['US', 'Idaho', 'Ada County', 'Boise']",Adzuna::API::Response::Location,"Boise, Ada County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Care Options for Kids,Adzuna::API::Response::Company,full_time,
Dedicated CDL A Team Truck Driver,131279.11,5687527674,2026-04-02T08:58:41Z,131279.11,-80.28078,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527674?se=aomOIKAu8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=44FD5400CE369460F44D9E33F8AEE6F707C4583F,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzUyNzY3NCIsInMiOiJhb21PSUtBdThSR2FCYUZMR21WNVFRIn0.pyP1Z0UlZRljhR5biTgNrwS_Vza4I60wUeQbV5YqjcI,40.84428,"CRST The Transportation Solution Inc. is one of the nation's largest transportation companies, providing total transportation solutions and comprehensive logistics services to customers all over North America. We are looking for Experienced CDL A Team Truck Drivers to Haul Dedicated freight all over the US. Every mile you drive carries more than freight— it carries hope. Our blood plasma division delivers life-saving materials that hospitals depend on every single day. Drive with purpose. What …",1,"['US', 'Pennsylvania', 'Lawrence County', 'Ellwood City']",Adzuna::API::Response::Location,"Ellwood City, Lawrence County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,CRST,Adzuna::API::Response::Company,,
"Occupational Therapist (OT) - Up to $10,000 Sign On Bonus",227577.7,5687527635,2026-04-02T08:58:40Z,227577.7,-104.98806,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527635?se=aomOIKAu8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=FB59DC7FDAE24C240D48F09E476FAED682DD1CB7,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYW9tT0lLQXU4UkdhQmFGTEdtVjVRUSIsImkiOiI1Njg3NTI3NjM1In0.NBl6z9I1mVnnBmbOqr4XXib7svKpUzuWNUh9llUZduY,39.74117,"Occupational Therapist (OT) Pediatric Home Health Now Hiring in Colorado Meet Us Virtually! Care Options for Kids is hosting an upcoming virtual hiring event for Therapy professionals in Colorado. Connect 1:1 with our team, learn about caseloads and flexibility, and interview liveright from home. https://app.brazenconnect.com/events/PDebL?utm_medium=SponsoredJobs&utm_source=RadancyPJ Territory: Green Valley Ranch, CO Pay:$114,400 - $169,000/year Sign-On Bonus Opportunity! Eligible candidates ma…",1,"['US', 'Colorado', 'Denver', 'Glendale']",Adzuna::API::Response::Location,"Glendale, Denver",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Care Options for Kids,Adzuna::API::Response::Company,full_time,
Dedicated CDL A Team Truck Driver,136564.27,5687527668,2026-04-02T08:58:40Z,136564.27,-87.822178,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527668?se=aomOIKAu8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=BD423746B9E9E5AC8E7D89E0EC04114AFAE6DD31,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYW9tT0lLQXU4UkdhQmFGTEdtVjVRUSIsImkiOiI1Njg3NTI3NjY4In0.ep-HGNuzKoKj9N-UKdspDqO9DOmF0n7EW-D4dfSwLA8,41.813408,"CRST The Transportation Solution Inc. is one of the nation's largest transportation companies, providing total transportation solutions and comprehensive logistics services to customers all over North America. We are looking for Experienced CDL A Team Truck Drivers to Haul Dedicated freight all over the US. Every mile you drive carries more than freight— it carries hope. Our blood plasma division delivers life-saving materials that hospitals depend on every single day. Drive with purpose. What …",1,"['US', 'Illinois', 'Cook County', 'Lyons']",Adzuna::API::Response::Location,"Lyons, Cook County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,CRST,Adzuna::API::Response::Company,,
Dedicated CDL A Team Truck Driver,135883.27,5687527664,2026-04-02T08:58:40Z,135883.27,-87.73194,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527664?se=aomOIKAu8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=1E939E5F2F7045838F9C8BF0A9CFE5B6ADC36FAE,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzUyNzY2NCIsInMiOiJhb21PSUtBdThSR2FCYUZMR21WNVFRIn0.Uupt_I-pmg45CN_s8-q3TMBTOuwIBuumuyJKZ9u1Kqs,41.63634,"CRST The Transportation Solution Inc. is one of the nation's largest transportation companies, providing total transportation solutions and comprehensive logistics services to customers all over North America. We are looking for Experienced CDL A Team Truck Drivers to Haul Dedicated freight all over the US. Every mile you drive carries more than freight— it carries hope. Our blood plasma division delivers life-saving materials that hospitals depend on every single day. Drive with purpose. What …",1,"['US', 'Illinois', 'Cook County', 'Midlothian']",Adzuna::API::Response::Location,"Midlothian, Cook County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,CRST,Adzuna::API::Response::Company,,
Dedicated CDL A Team Truck Driver,121839.25,5687527670,2026-04-02T08:58:40Z,121839.25,-97.092668,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527670?se=aomOIKAu8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=0AE3115956545B0A366136B5E17C100DA4760C7C,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzUyNzY3MCIsInMiOiJhb21PSUtBdThSR2FCYUZMR21WNVFRIn0.YekQg5_143P1kllap4kUewtppbcd8CIhTdYlHXI8J7k,33.028333,"CRST The Transportation Solution Inc. is one of the nation's largest transportation companies, providing total transportation solutions and comprehensive logistics services to customers all over North America. We are looking for Experienced CDL A Team Truck Drivers to Haul Dedicated freight all over the US. Every mile you drive carries more than freight— it carries hope. Our blood plasma division delivers life-saving materials that hospitals depend on every single day. Drive with purpose. What …",1,"['US', 'Texas', 'Denton County', 'Flower Mound']",Adzuna::API::Response::Location,"Flower Mound, Denton County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,CRST,Adzuna::API::Response::Company,,
Customs and Border Protection Officer,90038.91,5687527609,2026-04-02T08:58:39Z,90038.91,-122.2956,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527609?se=aomOIKAu8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=62EE77AB01DF1133266B0E6187EF73D61A9D7005,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYW9tT0lLQXU4UkdhQmFGTEdtVjVRUSIsImkiOiI1Njg3NTI3NjA5In0.iBpuLlwurczf5IgGlD8s5pF5elFO3IFk31AHFNGJadY,37.97988,"Customs and Border Protection Officer (CBPO) NEW RECRUITMENT INCENTIVES! U.S. Customs and Border Protection (CBP) offers those interested in a career in law enforcement an exceptional opportunity to work with an elite team of highly trained professionals whose camaraderie, pride, and purpose are hallmarks of their daily mission of protecting America. You will be part of the Department of Homeland Security workforce, protecting American interests and securing our nation. If you are looking for a…",1,"['US', 'California', 'Contra Costa County', 'El Sobrante']",Adzuna::API::Response::Location,"El Sobrante, Contra Costa County",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,US Customs and Border Protection,Adzuna::API::Response::Company,full_time,
"Speech Language Pathologist (SLP)- Up to $5,000 Sign On Bonus",186261.83,5687527623,2026-04-02T08:58:39Z,186261.83,-105.0156,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527623?se=aomOIKAu8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=D5DC82EA3A89C29B82C4D68434B56201F7542460,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYW9tT0lLQXU4UkdhQmFGTEdtVjVRUSIsImkiOiI1Njg3NTI3NjIzIn0.3cInlgXUKq5WP9nNJGkcVNJ0Y1L6vsscn3fsMHzl3q4,39.61278,"Speech Language Pathologist (SLP) Pediatric Home Health Now Hiring in Colorado Meet Us Virtually! Care Options for Kids is hosting an upcoming virtual hiring event for Therapy professionals in Colorado. Connect 1:1 with our team, learn about caseloads and flexibility, and interview live right from home. https://app.brazenconnect.com/events/PDebL?utm_medium=SponsoredJobs&utm_source=RadancyPJ Territory: Thornton Pay: $114,400-$169,000/year Sign-On Bonus Opportunity! Eligible candidates may qualif…",1,"['US', 'Colorado', 'Jefferson County', 'Columbine Valley']",Adzuna::API::Response::Location,"Columbine Valley, Jefferson County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Care Options for Kids,Adzuna::API::Response::Company,full_time,
"Speech Language Pathologist - Clinical Fellow (CF) - Up to $6,000 Sign On Bonus",147951.56,5687527622,2026-04-02T08:58:39Z,147951.56,-104.836859,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527622?se=cEa2IaAu8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=C9698F041E7138156A7886A54E14A6FFDF347979,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzUyNzYyMiIsInMiOiJjRWEySWFBdThSR0J1TDlDa0psZjlnIn0.OnVSfdcqobwYEyb9X4q1uIwNqk8XJi7tRv8RL8MwCeQ,39.746461,"Speech Language Pathologist Clinical Fellow (CF-SLP) Pediatric Home Health Now Hiring in Colorado Meet Us Virtually! Care Options for Kids is hosting an upcoming virtual hiring event for Therapy professionals in Colorado. Connect 1:1 with our team, learn about caseloads and flexibility, and interview liveright from home. https://app.brazenconnect.com/events/PDebL?utm_medium=SponsoredJobs&utm_source=RadancyPJ Pay: $75,000-$100,000/year Sign-On Bonus Opportunity! Eligible candidates may qualify f…",1,"['US', 'Colorado', 'Arapahoe County', 'Aurora']",Adzuna::API::Response::Location,"Aurora, Arapahoe County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Care Options for Kids,Adzuna::API::Response::Company,full_time,
"Occupational Therapist (OT) - Up to $5,000 Sign-On Bonus",186338.06,5687527625,2026-04-02T08:58:39Z,186338.06,-95.01438,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527625?se=cEa2IaAu8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=EF26213815ECE02F34EC50C01B63452BF91A3BA4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0VhMklhQXU4UkdCdUw5Q2tKbGY5ZyIsImkiOiI1Njg3NTI3NjI1In0.KuN3XAxzfwXV_nfwq4i-cACCu0oEfe70IsFwjfg_sDQ,29.469,"Occupational Therapist (OT) Pediatric Home Health Territory : Dickinson/Friendswood/Webster, TX Pay:$95,160-$112,320 Availability: Full-Time Part-time Evaluations and Supervision only Sign-On Bonus Opportunity! Eligible candidates may qualify for a $5,000 sign-on bonus* as part of their total compensation package. Bonus eligibility and payout structure will be shared early in the interview process. A Role Designed Around You At Care Options for Kids, we've built a home health OT role around wha…",1,"['US', 'Texas', 'Galveston County', 'Dickinson']",Adzuna::API::Response::Location,"Dickinson, Galveston County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Care Options for Kids,Adzuna::API::Response::Company,part_time,
Customs and Border Protection Officer,97576.12,5687527602,2026-04-02T08:58:39Z,97576.12,-83.487363,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527602?se=cEa2IaAu8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=8EB5105F658BA1B857812456E23FCC0AC5A5CE2F,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzUyNzYwMiIsInMiOiJjRWEySWFBdThSR0J1TDlDa0psZjlnIn0.7cynlG3GBH_rr6_71xihywhA6IDS9LSOkK9nesXyDkI,42.369334,"Customs and Border Protection Officer (CBPO) NEW RECRUITMENT INCENTIVES! U.S. Customs and Border Protection (CBP) offers those interested in a career in law enforcement an exceptional opportunity to work with an elite team of highly trained professionals whose camaraderie, pride, and purpose are hallmarks of their daily mission of protecting America. You will be part of the Department of Homeland Security workforce, protecting American interests and securing our nation. If you are looking for a…",1,"['US', 'Michigan', 'Wayne County', 'Plymouth']",Adzuna::API::Response::Location,"Plymouth, Wayne County",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,US Customs and Border Protection,Adzuna::API::Response::Company,full_time,
"Occupational Therapist (OT)- Up to $3,000 Sign On Bonus",248451.8,5687527620,2026-04-02T08:58:39Z,248451.8,-105.0156,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527620?se=cEa2IaAu8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=F57D66C7BBD7FB04510E3C603DCB730C52D662C6,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0VhMklhQXU4UkdCdUw5Q2tKbGY5ZyIsImkiOiI1Njg3NTI3NjIwIn0.8kSdab5JIWAQvBklvPU1DPKUpQpXNU5aZbvM97GphR4,39.61278,"Occupational Therapist (OT) Pediatric Home Health Now Hiring in Colorado Meet Us Virtually! Care Options for Kids is hosting an upcoming virtual hiring event for Therapy professionals in Colorado. Connect 1:1 with our team, learn about caseloads and flexibility, and interview live right from home. https://app.brazenconnect.com/events/PDebL?utm_medium=SponsoredJobs&utm_source=RadancyPJ Territory: Littleton Pay: $123,500-$169,000/year Sign-On Bonus Opportunity! Eligible candidates may qualify for…",1,"['US', 'Colorado', 'Jefferson County', 'Columbine Valley']",Adzuna::API::Response::Location,"Columbine Valley, Jefferson County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Care Options for Kids,Adzuna::API::Response::Company,full_time,
Maintenance Welder (3rd Shift: 11:00 PM - 7:00 AM),127314.96,5687527621,2026-04-02T08:58:39Z,127314.96,-82.555682,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527621?se=cEa2IaAu8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=8566789878CC69951E6A4B9B44AA4264FA7B4B76,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzUyNzYyMSIsInMiOiJjRWEySWFBdThSR0J1TDlDa0psZjlnIn0.O4M506DOd2v1UHC4fJ8craC2juDCPPkNAwOzxSfLmqc,35.596321,"This is where your work makes a difference. At Baxter, we believe every person—regardless of who they are or where they are from—deserves a chance to live a healthy life. It was our founding belief in 1931 and continues to be our guiding principle. We are redefining healthcare delivery to make a greater impact today, tomorrow, and beyond. Our Baxter colleagues are united by our Mission to Save and Sustain Lives. Together, our community is driven by a culture of courage, trust, and collaboration…",1,"['US', 'North Carolina', 'Buncombe County', 'Asheville']",Adzuna::API::Response::Location,"Asheville, Buncombe County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,BAXTER,Adzuna::API::Response::Company,full_time,
Customs and Border Protection Officer (CBPO) - Experienced,121943.63,5687527610,2026-04-02T08:58:39Z,121943.63,-122.390627,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527610?se=cEa2IaAu8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=67E0443CFDA2B06A6D4F8FC9A708DD28CE98B28C,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzUyNzYxMCIsInMiOiJjRWEySWFBdThSR0J1TDlDa0psZjlnIn0.HqwAYtcxFJFFZ3LtrsYuN6A3iKo6xLfdQfG_iGbfjEI,37.770367,"Customs and Border Protection Officer (CBPO) NEW RECRUITMENT INCENTIVES! U.S. Customs and Border Protection (CBP) offers those interested in a career in law enforcement an exceptional opportunity to work with an elite team of highly trained professionals whose camaraderie, pride, and purpose are hallmarks of their daily mission of protecting America. You will be part of the Department of Homeland Security workforce, protecting American interests and securing our nation. If you are looking for a…",1,"['US', 'California', 'San Francisco', 'Sixth Street']",Adzuna::API::Response::Location,"Sixth Street, San Francisco",Adzuna::API::Response::Category,Legal Jobs,legal-jobs,US Customs and Border Protection,Adzuna::API::Response::Company,full_time,
Adult Respiratory Therapist (CRT or RRT) - Full Time with Sign-On Bonus - Days 7a - 7p or Nights 7p - 7a Jeff Hwy,221185.5,5687527613,2026-04-02T08:58:39Z,221185.5,-90.0751,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527613?se=cEa2IaAu8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=B7D29400249C4521C9C625936A609E4DC3B6E0AE,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0VhMklhQXU4UkdCdUw5Q2tKbGY5ZyIsImkiOiI1Njg3NTI3NjEzIn0.X45hN3vwmZATKKW45-pLjpQZRm444x7Jv034qQ8vtfs,29.9513,"We've made a lot of progress since opening the doors in 1942, but one thing has never changed - our commitment to serve, heal, lead, educate, and innovate. We believe that every award earned, every record broken and every patient helped is because of the dedicated employees who fill our hallways. At Ochsner, whether you work with patients every day or support those who do, you are making a difference and that matters. Come make a difference at Ochsner Health and discover your future today! This…",1,"['US', 'Louisiana', 'Orleans Parish', 'New Orleans']",Adzuna::API::Response::Location,"New Orleans, Orleans Parish",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Ochsner Health System,Adzuna::API::Response::Company,full_time,
Speech Language Pathologist (SLP) *Sign On Bonus Available,167263.33,5687527617,2026-04-02T08:58:39Z,167263.33,-115.224806,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527617?se=cEa2IaAu8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=8F1DDE4FFFDA67FB3BCF1C6B7503387028453574,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzUyNzYxNyIsInMiOiJjRWEySWFBdThSR0J1TDlDa0psZjlnIn0.nfAmlVvweuuaFZXibqBlXbA0SVEWAU_5nCgynffuJuE,36.115724,"Speech Language Pathologist (SLP) Pediatric Home Health Pay: $62,000-$100,000/year Sign-On Bonus Opportunity! Eligible candidates may qualify for asign-on bonus* as part of their total compensation package. Bonus eligibility and payout structure will be shared early in the interview process. A Role Designed Around You At Care Options for Kids, we've built a home health SLP role around what our therapists value most: flexibility, manageable caseloads, and real support. This position allows you t…",1,"['US', 'Nevada', 'Clark County', 'Spring Valley']",Adzuna::API::Response::Location,"Spring Valley, Clark County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Care Options for Kids,Adzuna::API::Response::Company,full_time,
Equipment Maintenance Technician,132735.16,5687527624,2026-04-02T08:58:39Z,132735.16,-88.09248,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527624?se=cEa2IaAu8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=490BFD8DDB022A773331D641045106BA120A6B09,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzUyNzYyNCIsInMiOiJjRWEySWFBdThSR0J1TDlDa0psZjlnIn0.8ic1Y_WbkZHQqF040ckIi24LH26iUJVLyLIs1VoI5oM,42.35178,"This is where your work makes a difference. At Baxter, we believe every person—regardless of who they are or where they are from—deserves a chance to live a healthy life. It was our founding belief in 1931 and continues to be our guiding principle. We are redefining healthcare delivery to make a greater impact today, tomorrow, and beyond. Our Baxter colleagues are united by our Mission to Save and Sustain Lives. Together, our community is driven by a culture of courage, trust, and collaboration…",1,"['US', 'Illinois', 'Lake County', 'Round Lake']",Adzuna::API::Response::Location,"Round Lake, Lake County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,BAXTER,Adzuna::API::Response::Company,full_time,
Customs and Border Protection Officer (CBPO) - Experienced,98777.17,5687527616,2026-04-02T08:58:39Z,98777.17,-82.68515,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527616?se=cEa2IaAu8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=95A5EB13B13BDDFB68AE9CC89BD0DBEDF5859BAC,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzUyNzYxNiIsInMiOiJjRWEySWFBdThSR0J1TDlDa0psZjlnIn0.12jSjdRrHO4S4xsAi26UD_GXE7xp2VzJNxvd8F3Ww3k,42.76653,"Customs and Border Protection Officer (CBPO) NEW RECRUITMENT INCENTIVES! U.S. Customs and Border Protection (CBP) offers those interested in a career in law enforcement an exceptional opportunity to work with an elite team of highly trained professionals whose camaraderie, pride, and purpose are hallmarks of their daily mission of protecting America. You will be part of the Department of Homeland Security workforce, protecting American interests and securing our nation. If you are looking for a…",1,"['US', 'Michigan', 'Saint Clair County', 'Casco']",Adzuna::API::Response::Location,"Casco, Saint Clair County",Adzuna::API::Response::Category,Legal Jobs,legal-jobs,US Customs and Border Protection,Adzuna::API::Response::Company,full_time,
Customs and Border Protection Officer,95759.66,5687527611,2026-04-02T08:58:39Z,95759.66,-82.981741,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527611?se=cEa2IaAu8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=18C1BAD5EE6BC54F47DE5F1AE64A1A573B50A4DB,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0VhMklhQXU4UkdCdUw5Q2tKbGY5ZyIsImkiOiI1Njg3NTI3NjExIn0.PSQrTc4XlxOC2Pd4yU7dmIJZSx2-YaoPo0kJ5Hd-d3w,42.433254,"Customs and Border Protection Officer (CBPO) NEW RECRUITMENT INCENTIVES! U.S. Customs and Border Protection (CBP) offers those interested in a career in law enforcement an exceptional opportunity to work with an elite team of highly trained professionals whose camaraderie, pride, and purpose are hallmarks of their daily mission of protecting America. You will be part of the Department of Homeland Security workforce, protecting American interests and securing our nation. If you are looking for a…",1,"['US', 'Michigan', 'Macomb County', 'East Detroit']",Adzuna::API::Response::Location,"East Detroit, Macomb County",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,US Customs and Border Protection,Adzuna::API::Response::Company,full_time,
Customs and Border Protection Officer,91652.74,5687527606,2026-04-02T08:58:39Z,91652.74,-83.186809,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527606?se=cEa2IaAu8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=2BEFEF6259A5FF77FA5D2D41E6597893B2A56774,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0VhMklhQXU4UkdCdUw5Q2tKbGY5ZyIsImkiOiI1Njg3NTI3NjA2In0.ZGBym3i_9CpL-I9nbvxjpHC20_vaL9hhjPbXdW2ozOc,42.500029,"Customs and Border Protection Officer (CBPO) NEW RECRUITMENT INCENTIVES! U.S. Customs and Border Protection (CBP) offers those interested in a career in law enforcement an exceptional opportunity to work with an elite team of highly trained professionals whose camaraderie, pride, and purpose are hallmarks of their daily mission of protecting America. You will be part of the Department of Homeland Security workforce, protecting American interests and securing our nation. If you are looking for a…",1,"['US', 'Michigan', 'Oakland County', 'Berkley']",Adzuna::API::Response::Location,"Berkley, Oakland County",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,US Customs and Border Protection,Adzuna::API::Response::Company,full_time,
Customs and Border Protection Officer,83581.48,5687527614,2026-04-02T08:58:39Z,83581.48,-83.34708,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527614?se=cEa2IaAu8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=91C6EABB3E1A916BBA9FD294AA45DB61E9EB41AC,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0VhMklhQXU4UkdCdUw5Q2tKbGY5ZyIsImkiOiI1Njg3NTI3NjE0In0.BFCGXXjalDu2MoLmTMmS2G8nxKhgQB3_jEtGdLhnB5Y,42.46308,"Customs and Border Protection Officer (CBPO) NEW RECRUITMENT INCENTIVES! U.S. Customs and Border Protection (CBP) offers those interested in a career in law enforcement an exceptional opportunity to work with an elite team of highly trained professionals whose camaraderie, pride, and purpose are hallmarks of their daily mission of protecting America. You will be part of the Department of Homeland Security workforce, protecting American interests and securing our nation. If you are looking for a…",1,"['US', 'Michigan', 'Oakland County', 'Franklin']",Adzuna::API::Response::Location,"Franklin, Oakland County",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,US Customs and Border Protection,Adzuna::API::Response::Company,full_time,
Engineering Technologist (3rd shift),76902.73,5687527627,2026-04-02T08:58:39Z,76902.73,-81.330833,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687527627?se=cEa2IaAu8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=F03EFEA8A30361783AA1824027140D369BCF810F,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0VhMklhQXU4UkdCdUw5Q2tKbGY5ZyIsImkiOiI1Njg3NTI3NjI3In0.l0WWVXGsPreOPTe51BI0riRui0AwIie-ARu9b4W0I4A,35.757896,"This is where your work makes a difference. At Baxter, we believe every person—regardless of who they are or where they are from—deserves a chance to live a healthy life. It was our founding belief in 1931 and continues to be our guiding principle. We are redefining healthcare delivery to make a greater impact today, tomorrow, and beyond. Our Baxter colleagues are united by our Mission to Save and Sustain Lives. Together, our community is driven by a culture of courage, trust, and collaboration…",1,"['US', 'North Carolina', 'Catawba County', 'Viewmont']",Adzuna::API::Response::Location,"Viewmont, Catawba County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,BAXTER,Adzuna::API::Response::Company,full_time,
