title,__CLASS__,salary_is_predicted,adref,salary_max,latitude,redirect_url,salary_min,id,description,longitude,created,location.area,location.__CLASS__,location.display_name,company.display_name,company.__CLASS__,category.label,category.tag,category.__CLASS__,contract_time,contract_type
"Call Center Supervisor - West Sacramento, CA (Hybrid)",Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkNueHBheTI4UkcxN0k4SGowd1pvdyIsImkiOiI1ODk0MTM0OTE5In0.zU9IU4cLqfbQWmgn0W5pGTkmG8KaA7R42dhahxbMD2g,62282.89,38.597464,https://www.adzuna.com/details/5894134919?utm_medium=api&utm_source=abfa41a4,62282.89,5894134919,"Great companies need great teams to propel their operations. Join the group that solves business challenges and enhances the way we work and grow. Working at Gainwell carries its rewards. You’ll have an incredible opportunity to grow your career in a company that values your contributions and puts a premium on work flexibility, learning, and career development. Summary Gainwell Technologies is seeking an experienced Call Center Supervisor to support California's Medi-Cal program. In this role, …",-121.531291,2026-09-22T12:29:39Z,"['US', 'California', 'Yolo County', 'West Sacramento']",Adzuna::API::Response::Location,"West Sacramento, Yolo County",Gainwell Technologies LLC,Adzuna::API::Response::Company,Customer Services Jobs,customer-services-jobs,Adzuna::API::Response::Category,,
Front Desk Representative,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkNueHBheTI4UkcxN0k4SGowd1pvdyIsImkiOiI1ODk0MTM0OTY5In0.cxm3BsZppTXek3B7p98jrGFb6w8ig8_MSL5CbPpmKUo,45865.35,34.20978,https://www.adzuna.com/details/5894134969?utm_medium=api&utm_source=abfa41a4,45865.35,5894134969,"Job Overview We are looking for a skilled and pleasant Front Desk Representative for our office. As a Front Desk Representative, you will be managing our front office entirely. Your role is to welcome our customers with a friendly gesture, respond to their queries and represent our company. You will be responsible to note down the customer complaints and answering the calls. You will be also undertaking some clerical duties. In addition to this, you will have to schedule meetings with the clien…",-118.20186,2026-09-22T12:29:39Z,"['US', 'California', 'Los Angeles County', 'La Canada']",Adzuna::API::Response::Location,"La Canada, Los Angeles County",Littlefield Physical Therapy Inc.,Adzuna::API::Response::Company,Admin Jobs,admin-jobs,Adzuna::API::Response::Category,,
"Manager, Provider Operations Strategy and Solutions",Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkNueHBheTI4UkcxN0k4SGowd1pvdyIsImkiOiI1ODk0MTM0OTQ0In0.e3_B0a8_tBFsjxsLzU1-8OvV7EfouSDScYKn5IqXayk,96125.48,,https://www.adzuna.com/details/5894134944?utm_medium=api&utm_source=abfa41a4,96125.48,5894134944,"Great companies need great teams to propel their operations. Join the group that solves business challenges and enhances the way we work and grow. Working at Gainwell carries its rewards. You’ll have an incredible opportunity to grow your career in a company that values your contributions and puts a premium on work flexibility, learning, and career development. Summary The Manager, Provider Operations Strategy and Solutions role serves as a key leader responsible for driving standardized, scala…",,2026-09-22T12:29:39Z,['US'],Adzuna::API::Response::Location,US,Gainwell Technologies LLC,Adzuna::API::Response::Company,IT Jobs,it-jobs,Adzuna::API::Response::Category,,
"Call Center Team Lead - West Sacramento, CA (Hybrid)",Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkNueHBheTI4UkcxN0k4SGowd1pvdyIsImkiOiI1ODk0MTM0OTMwIn0.JsShTBsI_M46wg5Ht6MPto_mKoG1hRQEnXoq2Efv1ww,56447.63,38.597464,https://www.adzuna.com/details/5894134930?utm_medium=api&utm_source=abfa41a4,56447.63,5894134930,"Great companies need great teams to propel their operations. Join the group that solves business challenges and enhances the way we work and grow. Working at Gainwell carries its rewards. You’ll have an incredible opportunity to grow your career in a company that values your contributions and puts a premium on work flexibility, learning, and career development. Summary Gainwell Technologies is seeking an experienced Call Center Team Lead to support California's Medi-Cal program. In this role, y…",-121.531291,2026-09-22T12:29:39Z,"['US', 'California', 'Yolo County', 'West Sacramento']",Adzuna::API::Response::Location,"West Sacramento, Yolo County",Gainwell Technologies LLC,Adzuna::API::Response::Company,Customer Services Jobs,customer-services-jobs,Adzuna::API::Response::Category,,
Experienced Project Manager for Customer Experience Operations,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkNueHBheTI4UkcxN0k4SGowd1pvdyIsImkiOiI1ODk0MTM0OTYwIn0.Mga4faYF2xr4tV5m8X9jh_7M-DuPyosLLI7VDptkRy8,142230.84,,https://www.adzuna.com/details/5894134960?utm_medium=api&utm_source=abfa41a4,142230.84,5894134960,"Great companies need great teams to propel their operations. Join the group that solves business challenges and enhances the way we work and grow. Working at Gainwell carries its rewards. You’ll have an incredible opportunity to grow your career in a company that values your contributions and puts a premium on work flexibility, learning, and career development. Summary As a Project Manager specializing in CX contact center, mailroom, data entry, back-office operations, and provider-facing progr…",,2026-09-22T12:29:39Z,['US'],Adzuna::API::Response::Location,US,Gainwell Technologies LLC,Adzuna::API::Response::Company,IT Jobs,it-jobs,Adzuna::API::Response::Category,,
"Call Center Representative - Williston, VT (Hybrid)",Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkNueHBheTI4UkcxN0k4SGowd1pvdyIsImkiOiI1ODk0MTM0OTAyIn0.mp_T6RxXTAWNdeWEL9gYqtb0hPgPTKdKyjJUbm9J4O0,46455.72,44.445278,https://www.adzuna.com/details/5894134902?utm_medium=api&utm_source=abfa41a4,46455.72,5894134902,"Great companies need great teams to propel their operations. Join the group that solves business challenges and enhances the way we work and grow. Working at Gainwell carries its rewards. You’ll have an incredible opportunity to grow your career in a company that values your contributions and puts a premium on work flexibility, learning, and career development. Summary As a Call Center representative at Gainwell, you can contribute your skills as we harness the power of technology to help our c…",-73.099167,2026-09-22T12:29:39Z,"['US', 'Vermont', 'Chittenden County', 'Williston']",Adzuna::API::Response::Location,"Williston, Chittenden County",Gainwell Technologies LLC,Adzuna::API::Response::Company,Customer Services Jobs,customer-services-jobs,Adzuna::API::Response::Category,,
Senior Project Manager for Customer Experience Operations,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkNueHBheTI4UkcxN0k4SGowd1pvdyIsImkiOiI1ODk0MTM0OTU5In0.Yd_tguuG1vk9D5Jm0TzVSaKe21v_xQEuZUwQ_BMcEHY,106527.3,,https://www.adzuna.com/details/5894134959?utm_medium=api&utm_source=abfa41a4,106527.3,5894134959,"Great companies need great teams to propel their operations. Join the group that solves business challenges and enhances the way we work and grow. Working at Gainwell carries its rewards. You’ll have an incredible opportunity to grow your career in a company that values your contributions and puts a premium on work flexibility, learning, and career development. Summary As a Project Manager specializing in CX Contact Center and Back-Office Operational launches, you will drive complex, cross-func…",,2026-09-22T12:29:39Z,['US'],Adzuna::API::Response::Location,US,Gainwell Technologies LLC,Adzuna::API::Response::Company,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,,
Quality Assurance Compliance Analyst - Remote CA,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDEzNDg3NCIsInMiOiI2Q254cGF5MjhSRzE3SThIajB3Wm93In0.rsLc98nkg6OVSWAtRC6y281lnB1LnecWVOhHgWTMbgY,65964.08,38.597464,https://www.adzuna.com/details/5894134874?utm_medium=api&utm_source=abfa41a4,65964.08,5894134874,"Great companies need great teams to propel their operations. Join the group that solves business challenges and enhances the way we work and grow. Working at Gainwell carries its rewards. You’ll have an incredible opportunity to grow your career in a company that values your contributions and puts a premium on work flexibility, learning, and career development. Summary As a Quality Assurance Compliance Analyst at Gainwell, you will support quality and compliance activities across healthcare ope…",-121.531291,2026-09-22T12:29:38Z,"['US', 'California', 'Yolo County', 'West Sacramento']",Adzuna::API::Response::Location,"West Sacramento, Yolo County",Gainwell Technologies LLC,Adzuna::API::Response::Company,Accounting & Finance Jobs,accounting-finance-jobs,Adzuna::API::Response::Category,,
Infrastructure Delivery Leader,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDEzNDg2MiIsInMiOiI2Q254cGF5MjhSRzE3SThIajB3Wm93In0.-S7ncSUMA_T5AYGgs_qHEWfTcLu46YYOdhw-b1vHh6o,123158.65,38.596713,https://www.adzuna.com/details/5894134862?utm_medium=api&utm_source=abfa41a4,123158.65,5894134862,"Be part of a team that unleashes the power of leading-edge technologies to help improve the health and well-being of those most vulnerable in our country and communities. Working at Gainwell carries its rewards. You’ll have an incredible opportunity to grow your career in a company that values work flexibility, learning, and career development. You’ll add to your technical credentials and certifications while enjoying a generous, flexible vacation policy and educational assistance. We also have…",-121.494174,2026-09-22T12:29:38Z,"['US', 'California', 'Sacramento County', 'Sacramento']",Adzuna::API::Response::Location,"Sacramento, Sacramento County",Gainwell Technologies LLC,Adzuna::API::Response::Company,IT Jobs,it-jobs,Adzuna::API::Response::Category,,
"Director, SGS Program Management",Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkNueHBheTI4UkcxN0k4SGowd1pvdyIsImkiOiI1ODk0MTM0ODgwIn0.pjHWIjqr6VKeUCjdz8IxeqfnNxht_Ms-rLejzsH8xcI,115299.21,,https://www.adzuna.com/details/5894134880?utm_medium=api&utm_source=abfa41a4,115299.21,5894134880,"Great companies need great teams to propel their operations. Join the group that solves business challenges and enhances the way we work and grow. Working at Gainwell carries its rewards. You’ll have an incredible opportunity to grow your career in a company that values your contributions and puts a premium on work flexibility, learning, and career development. Summary Working at Gainwell carries its rewards. You’ll have an incredible opportunity to grow your career in a company that values wor…",,2026-09-22T12:29:38Z,['US'],Adzuna::API::Response::Location,US,Gainwell Technologies LLC,Adzuna::API::Response::Company,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,,
Prior Authorization Utilization Review Nurse- Remote,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkNueHBheTI4UkcxN0k4SGowd1pvdyIsImkiOiI1ODk0MTM0ODU0In0.yoZi3Ii05C7MZmRicboSrQqNghKP5pvLWEdHPyfUyng,53765.51,,https://www.adzuna.com/details/5894134854?utm_medium=api&utm_source=abfa41a4,53765.51,5894134854,"It takes great medical minds to create powerful solutions that solve some of healthcare’s most complex challenges. Join us and put your expertise to work in ways you never imagined possible. We know you’ve honed your career in a fast-moving medical environment. While Gainwell operates with a sense of urgency, you’ll have the opportunity to work more flexible hours. And working at Gainwell carries its rewards. You’ll have an incredible opportunity to grow your career in a company that values wor…",,2026-09-22T12:29:37Z,['US'],Adzuna::API::Response::Location,US,Gainwell Technologies LLC,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
Online Training Specialist - Remote,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDEzNDg0MSIsInMiOiI2Q254cGF5MjhSRzE3SThIajB3Wm93In0.GjcRFWtlvK7Lt8h6AcZvqPm4eYXnOqFPYWie3rJT-7A,54292.25,39.75,https://www.adzuna.com/details/5894134841?utm_medium=api&utm_source=abfa41a4,54292.25,5894134841,"Work remotely generating an income online from home or abroad! We are offering a unique opportunity for self-driven individuals to join our team. This provides the chance to work without a boss, with the flexibility to work remotely. If you are looking for a change from your traditional 9-5 job and want more time and financial freedom this could be the opportunity for you. Providing the potential to increase your personal growth and work-life balance with hours that suit you. Working with a glo…",-104.99,2026-09-22T12:29:37Z,"['US', 'Colorado', 'Denver']",Adzuna::API::Response::Location,"Denver, Colorado",Falling Water Dreams,Adzuna::API::Response::Company,Creative & Design Jobs,creative-design-jobs,Adzuna::API::Response::Category,,
Clinical Applications Associate - LIS/Pathology,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDEzNDUyMiIsInMiOiI2Q254cGF5MjhSRzE3SThIajB3Wm93In0.6Gf71-yNo-4IzyROrM-nMrAVb2DCviAJnksphAkR6Yc,93513.39,,https://www.adzuna.com/details/5894134522?utm_medium=api&utm_source=abfa41a4,93513.39,5894134522,"Summary Provides application system design, building, testing and implementation of the Pathology LIS, PACS system and other critical applications. This includes analytical, educational and system support for laboratory modules, upgrades, interfaces, case types and enhancements. This position requires a comprehensive knowledge of the Clinical and Pathologic Laboratories technical operations and their dynamic integration with information technology systems. Work Arrangement: Hybrid (On-site duri…",,2026-09-22T12:29:22Z,"['US', 'Texas', 'Harris County', 'Houston']",Adzuna::API::Response::Location,"Houston, Harris County",Baylor College of Medicine,Adzuna::API::Response::Company,IT Jobs,it-jobs,Adzuna::API::Response::Category,,
Postdoctoral Associate,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkNueHBheTI4UkcxN0k4SGowd1pvdyIsImkiOiI1ODk0MTM0NTIwIn0.8ndFTR_kmLFSBZ9ZVYwSrr6j4s2ynAwsfD0wLgKRgY8,38450.46,,https://www.adzuna.com/details/5894134520?utm_medium=api&utm_source=abfa41a4,38450.46,5894134520,Summary The Kommagani laboratory in the Department of Pathology at Baylor College of Medicine seeking for a Postdoctoral associate position. Postdoctoral Associate will involve a multi-disciplinary research team to focus on gynecological pathology research. The specific goals to utilize mice and clinical samples for advanced methods to understand the cellular and molecular factors that are altered in reproductive diseases. Baylor College of Medicine typically follows similar to the NIH stipulat…,,2026-09-22T12:29:21Z,"['US', 'Texas', 'Harris County', 'Houston']",Adzuna::API::Response::Location,"Houston, Harris County",Baylor College of Medicine,Adzuna::API::Response::Company,Scientific & QA Jobs,scientific-qa-jobs,Adzuna::API::Response::Category,,
Business Operations Associate - Surgery,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDEzNDUxOSIsInMiOiI2Q254cGF5MjhSRzE3SThIajB3Wm93In0.UTNfAu_g8vjYpzZOawTSGqqZnzAluYWhUEGus4aDFds,64880.31,,https://www.adzuna.com/details/5894134519?utm_medium=api&utm_source=abfa41a4,64880.31,5894134519,"Summary The Michael E. DeBakey Department of Surgery is seeking a Business Operations Associate to support the day to day business operations of the Department by performing and implementing financial, accounting, human resources, and division related duties. This position will have the opportunity to engage with division faculty and staff on special projects to further the goals of the Department's clinical mission. This position will be provide the Department with decision support on matters …",,2026-09-22T12:29:21Z,"['US', 'Texas', 'Harris County', 'Houston']",Adzuna::API::Response::Location,"Houston, Harris County",Baylor College of Medicine,Adzuna::API::Response::Company,Accounting & Finance Jobs,accounting-finance-jobs,Adzuna::API::Response::Category,,
Ophthalmology (Assistant Professor),Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkNueHBheTI4UkcxN0k4SGowd1pvdyIsImkiOiI1ODk0MTM0NTE2In0.aDGUCmyJr74DH6e2RtbHWVcrPZ9CtoVxH188lx_rHdQ,76459.64,,https://www.adzuna.com/details/5894134516?utm_medium=api&utm_source=abfa41a4,76459.64,5894134516,"Summary The Department of Ophthalmology at Baylor College of Medicine is seeking a qualified physician to serve our Baylor Medicine and Harris Health System affiliate service line. The successful candidate will be appointed at a faculty level commensurate with experience and achievement. Job Duties Job Responsibilities: Direct patient care at Baylor’s affiliated institutions Participation in Ophthalmology's Education and Research Mission Minimum Qualifications MD, DO, or MD/PhD degree Successfu…",,2026-09-22T12:29:21Z,"['US', 'Texas', 'Harris County', 'Houston']",Adzuna::API::Response::Location,"Houston, Harris County",Baylor College of Medicine,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
"Senior Coordinator, Patient Support Services",Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkNueHBheTI4UkcxN0k4SGowd1pvdyIsImkiOiI1ODk0MTM0NTA3In0.o-Ur2MgwCakeOOw5ggCwpy-zywTmG-YGbKHebI8l1H4,43450.12,,https://www.adzuna.com/details/5894134507?utm_medium=api&utm_source=abfa41a4,43450.12,5894134507,"Summary The Senior Coordinator, Patient Support Services performs advanced Release of Information (ROI) functions and serves as the day-to-day subject matter resource/team lead for the ROI team. The Senior Coordinator processes requests for health information in accordance with HIPAA requirements and company policies and procedures, supports daily workflow coordination, quality monitoring, training, and staff development; and escalates operational, compliance, and service concerns to the ROI Su…",,2026-09-22T12:29:21Z,"['US', 'Texas', 'Harris County', 'Houston']",Adzuna::API::Response::Location,"Houston, Harris County",Baylor College of Medicine,Adzuna::API::Response::Company,Admin Jobs,admin-jobs,Adzuna::API::Response::Category,,
"Chief, CHRISTUS Division of Pediatric Anesthesiology - San Antonio, TX",Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDEzNDQ4NyIsInMiOiI2Q254cGF5MjhSRzE3SThIajB3Wm93In0.4NECCo124awRzCTxXCMZmcvooVtB2oyMzxtfy6Uhf7Q,54595.94,29.46357,https://www.adzuna.com/details/5894134487?utm_medium=api&utm_source=abfa41a4,54595.94,5894134487,"Summary The Division Chief of Pediatric Anesthesiology provides clinical and operational leadership for pediatric anesthesia services at CHRISTUS Children's Hospital. The Division Chief partners with hospital leadership, surgical service line leaders, nursing leadership, and medical staff to ensure the delivery of safe, efficient, family-centered, and evidence-based pediatric perioperative care. Reporting Relationships Reports to: Chair of Anesthesiology, CHRISTUS Children's Hospital Job Duties…",-98.522671,2026-09-22T12:29:20Z,"['US', 'Texas', 'Bexar County', 'San Antonio']",Adzuna::API::Response::Location,"San Antonio, Bexar County",Baylor College of Medicine,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
"Chair, CHRISTUS Department of Anesthesiology, Vice-Chair, BCM - San Antonio, TX",Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkNueHBheTI4UkcxN0k4SGowd1pvdyIsImkiOiI1ODk0MTM0NDg5In0.8THRZjMs-6f54lkbHYmFRCAL2VjWzQy6lZ3m3uX9kaY,94629.14,29.46357,https://www.adzuna.com/details/5894134489?utm_medium=api&utm_source=abfa41a4,94629.14,5894134489,"Summary The Chair of Anesthesiology serves as the senior physician leader for anesthesia services across CHRISTUS Children's Hospital in San Antonio. The Chair is responsible for establishing the strategic vision, clinical excellence standards, operational performance, physician engagement, quality outcomes, education, and growth of the Department of Anesthesiology. This position provides executive leadership for all anesthesia programs, including pediatric anesthesiology, obstetric anesthesiol…",-98.522671,2026-09-22T12:29:20Z,"['US', 'Texas', 'Bexar County', 'San Antonio']",Adzuna::API::Response::Location,"San Antonio, Bexar County",Baylor College of Medicine,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
Research Technician I,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDEzNDQ4MiIsInMiOiJkSmxKcDZ5MjhSRzE3SThIajB3Wm93In0.-XMYFg-glnhJlvdUWc0IQ1DQ0Z-F4Zbb_JBXuUlzs9w,38817.39,,https://www.adzuna.com/details/5894134482?utm_medium=api&utm_source=abfa41a4,38817.39,5894134482,"Summary Our lab studies how genetic changes in the immune system cause primary immunodeficiencies, also known as inborn errors of immunity. Based at Texas Children's Hospital, one of the world’s largest centers caring for these patients, we work to understand how specific mutations lead to disease and how that knowledge can improve diagnosis and treatment. We are a young and growing lab seeking a motivated Research Technician I who seeking to learn patient sample processing, DNA and RNA isolati…",,2026-09-22T12:29:19Z,"['US', 'Texas', 'Harris County', 'Houston']",Adzuna::API::Response::Location,"Houston, Harris County",Baylor College of Medicine,Adzuna::API::Response::Company,Scientific & QA Jobs,scientific-qa-jobs,Adzuna::API::Response::Category,,
Advanced Manufacturing Engineer Co-op,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEpsSnA2eTI4UkcxN0k4SGowd1pvdyIsImkiOiI1ODk0MTM0NDU3In0.7SOIErlYSZiAizNRPBwC5H9AVv4iSFv8U2z-tIEub_U,60535.16,43.161471,https://www.adzuna.com/details/5894134457?utm_medium=api&utm_source=abfa41a4,60535.16,5894134457,"JOB SUMMARY The Advanced Manufacturing Engineering Co-Op provides hands-on experience supporting the design, development, and improvement of manufacturing processes for engineered-to-order industrial equipment. Working closely with experienced engineering and manufacturing professionals, the Co-Op will support initiatives focused on process optimization, tooling and fixture design, equipment layout, material flow, ergonomics, quality, safety, and continuous improvement. The role will also assis…",-77.606867,2026-09-22T12:29:18Z,"['US', 'New York', 'Monroe County', 'Rochester']",Adzuna::API::Response::Location,"Rochester, Monroe County",SPX FLOW,Adzuna::API::Response::Company,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,,
Senior Network Security Engineer,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDEzNDQ2OSIsInMiOiJkSmxKcDZ5MjhSRzE3SThIajB3Wm93In0.nZ7b7Z2g4dctjIC3_Eb9ryaAGe3Xtp6ACCyo6crxPB4,131264.95,,https://www.adzuna.com/details/5894134469?utm_medium=api&utm_source=abfa41a4,131264.95,5894134469,"Summary The Senior Network Security Engineer designs, implements, and supports Baylor College of Medicine’s enterprise security infrastructure and solutions, with a primary focus on network and infrastructure security. This role is responsible for securing and optimizing firewalls, application load balancers, intrusion prevention systems, VPNs, SD-WAN security, and other security technologies that protect the College’s critical systems, data, and communications services. The Senior Security Eng…",,2026-09-22T12:29:18Z,"['US', 'Texas', 'Harris County', 'Houston']",Adzuna::API::Response::Location,"Houston, Harris County",Baylor College of Medicine,Adzuna::API::Response::Company,IT Jobs,it-jobs,Adzuna::API::Response::Category,,
Hospitalist - CHI St. Luke's The Vintage Hospital (Assistant Professor),Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDEzNDQ2MCIsInMiOiJkSmxKcDZ5MjhSRzE3SThIajB3Wm93In0.fePaYcFbgX0XyF8MVl6T5MPXSIXETI3SDbFXmyavCXQ,101817.49,,https://www.adzuna.com/details/5894134460?utm_medium=api&utm_source=abfa41a4,101817.49,5894134460,"Baylor College of Medicine and Department Summary: The Section of General Internal Medicine at Baylor College of Medicine is dedicated to excellence in patient care, education, scholarly activities, and community engagement. As general internists, we apply scientific knowledge, clinical expertise and compassion to prevention, screening, diagnosis, and treatment of adult patients with a broad spectrum of medical conditions. We care for diverse patients in primary care outpatient settings as well…",,2026-09-22T12:29:18Z,"['US', 'Texas', 'Harris County', 'Houston']",Adzuna::API::Response::Location,"Houston, Harris County",Baylor College of Medicine,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
Quality Engineering Co-Op,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEpsSnA2eTI4UkcxN0k4SGowd1pvdyIsImkiOiI1ODk0MTM0Mzk3In0.Pn5LfQU8GvjP9fAPwGG-tzYi4XPhk71HM8rH3KahDyk,55525.56,43.161471,https://www.adzuna.com/details/5894134397?utm_medium=api&utm_source=abfa41a4,55525.56,5894134397,"JOB SUMMARY The Quality Engineering Co-op is responsible for leading technical projects that drive innovation and operational excellence. This role focuses on the development and documentation of standardized processes and tools to address and resolve complex engineering and manufacturing inefficiencies encountered by both internal teams and external customers. Through a commitment to continuous improvement and collaboration, the co-op will contribute to enhanced product quality and optimized m…",-77.606867,2026-09-22T12:29:16Z,"['US', 'New York', 'Monroe County', 'Rochester']",Adzuna::API::Response::Location,"Rochester, Monroe County",SPX FLOW,Adzuna::API::Response::Company,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,,
Product Development Co-op,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDEzNDM2OCIsInMiOiJkSmxKcDZ5MjhSRzE3SThIajB3Wm93In0.SsdmTWTjWUOhrQbECbyNiuoRCMQp61K9JrOz6uJBKB0,53328.94,43.161471,https://www.adzuna.com/details/5894134368?utm_medium=api&utm_source=abfa41a4,53328.94,5894134368,"JOB SUMMARY ITT Flow Technology is looking for a college co-op student to join our Mixing Industry Continuous Improvement Team. The student will be responsible for development of new products, redesigns of existing products and general laboratory testing for proof of concept and evaluation testing as assigned. Includes new product design, rationalization of existing product lines, redesign for cost reductions or product standardization and product line expansions. Operates computer-aided design…",-77.606867,2026-09-22T12:29:16Z,"['US', 'New York', 'Monroe County', 'Rochester']",Adzuna::API::Response::Location,"Rochester, Monroe County",SPX FLOW,Adzuna::API::Response::Company,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,,
Welder - Certified - 1st Shift,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDEzNDM5OCIsInMiOiJkSmxKcDZ5MjhSRzE3SThIajB3Wm93In0.qIiJnKDhrVXD8r50U14VVIJvSwphc7oN0vKGicA22lI,46263.8,42.63307,https://www.adzuna.com/details/5894134398?utm_medium=api&utm_source=abfa41a4,46263.8,5894134398,"Welder-Certified in Delavan, WI starting at $28.00/Hr. dependent on experience $1,500 SIGN ON BONUS OPPORTUNITY AVAILABLE BASED ON SUCCESSFUL COMPLETION OF INTRODUCTORY PERFORMANCE EXPECTATIONS Over three weeks paid time off annually OPPORTUNITY SNAPSHOT Join our team and let’s grow together! SPX Flow in Delavan is actively growing and seeking new team members to contribute to our success. We have a direct hire, full time, permanent opening for an experienced Welder in Delavan at our Hobbs faci…",-88.643714,2026-09-22T12:29:16Z,"['US', 'Wisconsin', 'Walworth County', 'Delavan']",Adzuna::API::Response::Location,"Delavan, Walworth County",SPX FLOW,Adzuna::API::Response::Company,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,,
R&D Co-Op,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDEzNDM3NyIsInMiOiJkSmxKcDZ5MjhSRzE3SThIajB3Wm93In0.bcUkK9stwdHRZGeXzqtN4akXZmb5c2tmvtbQUPAEpUs,43574.94,43.161471,https://www.adzuna.com/details/5894134377?utm_medium=api&utm_source=abfa41a4,43574.94,5894134377,"JOB SUMMARY ITT Flow Technology is looking for an R&D Co-Op to assist Lab Technicians with Lab Set Up, executing, interpretation and Clean Up of Experiments. Assist R&D Engineers with recording test data and data organization / analysis using Microsoft Excel. Depending on workload and Co-op abilities, take on one R&D test directly, which includes assembling the defined set ups, running controlled experiments following established procedures, recording the data, analyzing the data, formulating c…",-77.606867,2026-09-22T12:29:16Z,"['US', 'New York', 'Monroe County', 'Rochester']",Adzuna::API::Response::Location,"Rochester, Monroe County",SPX FLOW,Adzuna::API::Response::Company,Scientific & QA Jobs,scientific-qa-jobs,Adzuna::API::Response::Category,,
Data Analyst Co-op,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDEzNDMyOSIsInMiOiJkSmxKcDZ5MjhSRzE3SThIajB3Wm93In0._-GNfFdB0FLzk4saMKTnf6N3JtDEympADQvWKdD4HXY,37681.49,43.161471,https://www.adzuna.com/details/5894134329?utm_medium=api&utm_source=abfa41a4,37681.49,5894134329,"JOB SUMMARY ITT Flow Technology is looking for a college co-op student to join our Mixing Industry Continuous Improvement Team. The student will be responsible for helping with improvements to the manufacturing processes as they relate to digital processes and tools. Tools that will be used will include SAP, BW4Hana, Power Query, Power Apps, Power BI, and other MS products. The Co-Op can expect to complete 1-2 major Projects and several smaller focus improvements. Pay: $25.00HR Co-op term: Spri…",-77.606867,2026-09-22T12:29:16Z,"['US', 'New York', 'Monroe County', 'Rochester']",Adzuna::API::Response::Location,"Rochester, Monroe County",SPX FLOW,Adzuna::API::Response::Company,IT Jobs,it-jobs,Adzuna::API::Response::Category,,
