adref,description,__CLASS__,id,salary_max,latitude,salary_is_predicted,salary_min,redirect_url,created,longitude,title,category.tag,category.label,category.__CLASS__,location.__CLASS__,location.area,location.display_name,company.display_name,company.__CLASS__,contract_time,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoibHZRa05ZQ084UkdHZ09fbjBybWRpUSIsImkiOiI1ODI1NzM5NDM5In0.jpSAK1QfoYeX_c9k3P42BYRp-VNNxhXpgsgTe10Vl48,"Company Description Uncommon Schools is a nonprofit network of high-performing public charter schools dedicated to providing an exceptional K-12 education in economically disadvantaged communities. Operating in Boston, Camden, New York City, Newark, and Rochester, we are committed to closing the college completion gap and preparing every student for college and beyond. Our students consistently exceed national benchmarks , reflecting our dedication to their success. We invest deeply in our educ…",Adzuna::API::Response::Job,5825739439,53826.4,42.90906,1,53826.4,https://www.adzuna.com/land/ad/5825739439?se=lvQkNYCO8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=6AC64A1DFDDB63ED41590F85023DFA26D3161CB8,2026-08-02T10:29:30Z,-76.78914,Middle School ELA Teacher,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'Seneca County', 'Seneca Falls']","Seneca Falls, Seneca County",Uncommon Schools,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoibHZRa05ZQ084UkdHZ09fbjBybWRpUSIsImkiOiI1ODI1NzM5NDM4In0.h211OWXuThLBWFGmLAEqWVeBD5FlHqAJWQxyOEWsB0U,"Company Description Uncommon Schools is a nonprofit network of high-performing public charter schools dedicated to providing an exceptional K-12 education in economically disadvantaged communities. Operating in Boston, Camden, New York City, Newark, and Rochester, we are committed to closing the college completion gap and preparing every student for college and beyond. Our students consistently exceed national benchmarks , reflecting our dedication to their success. We invest deeply in our educ…",Adzuna::API::Response::Job,5825739438,61452.98,42.976938,1,61452.98,https://www.adzuna.com/land/ad/5825739438?se=lvQkNYCO8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=1559F892EA436F2B0E592C3B86118CB5DC74C9A4,2026-08-02T10:29:30Z,-77.345633,Elementary Teacher,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'Ontario County', 'Farmington']","Farmington, Ontario County",Uncommon Schools,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczOTQzNiIsInMiOiJsdlFrTllDTzhSR0dnT19uMHJtZGlRIn0.fEJKfjEi1RhtA3IxT_vv_cez4GFvo1XYxcnVJqXD4e0,"Company Description Uncommon Schools is a nonprofit network of high-performing public charter schools dedicated to providing an exceptional K-12 education in economically disadvantaged communities. Operating in Boston, Camden, New York City, Newark, and Rochester, we are committed to closing the college completion gap and preparing every student for college and beyond. Our students consistently exceed national benchmarks , reflecting our dedication to their success. We invest deeply in our educ…",Adzuna::API::Response::Job,5825739436,54787.52,42.966308,1,54787.52,https://www.adzuna.com/land/ad/5825739436?se=lvQkNYCO8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=FC8CCAB630AA25BCAC3D8B42901DA02D6D78F944,2026-08-02T10:29:29Z,-77.57422,High School Math Teacher,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'Monroe County', 'Honeoye Falls']","Honeoye Falls, Monroe County",Uncommon Schools,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoibHZRa05ZQ084UkdHZ09fbjBybWRpUSIsImkiOiI1ODI1NzM5NDM1In0.g6v0Xx0A6FUj45uUMsK6vf8xzqwJYSac-P-iLz7zpIY,"Company Description Uncommon Schools is a nonprofit network of high-performing public charter schools dedicated to providing an exceptional K-12 education in economically disadvantaged communities. Operating in Boston, Camden, New York City, Newark, and Rochester, we are committed to closing the college completion gap and preparing every student for college and beyond. Our students consistently exceed national benchmarks, reflecting our dedication to their success. We invest deeply in our educa…",Adzuna::API::Response::Job,5825739435,73646.52,43.050767,1,73646.52,https://www.adzuna.com/land/ad/5825739435?se=lvQkNYCO8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=58247E69B1162B63A25064B9417F1CCD4A9AD129,2026-08-02T10:29:29Z,-77.608067,Middle School Science Teacher,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'Monroe County', 'Henrietta']","Henrietta, Monroe County",Uncommon Schools,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoibHZRa05ZQ084UkdHZ09fbjBybWRpUSIsImkiOiI1ODI1NzM5NDMzIn0.3KMHb628ZlOyi_FOa-9bn9AIXbTDf8U7eoyEn_uaLj0,"Company Description Uncommon Schools is a nonprofit network of high-performing public charter schools dedicated to providing an exceptional K-12 education in economically disadvantaged communities. Operating in Boston, Camden, New York City, Newark, and Rochester, we are committed to closing the college completion gap and preparing every student for college and beyond. Our students consistently exceed national benchmarks , reflecting our dedication to their success. We invest deeply in our educ…",Adzuna::API::Response::Job,5825739433,59591.88,43.253246,1,59591.88,https://www.adzuna.com/land/ad/5825739433?se=lvQkNYCO8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=DC6646117188B5E92A2BA3E4C3F49C3210A8A462,2026-08-02T10:29:27Z,-77.730741,High School Math Teacher,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'Monroe County', 'North Greece']","North Greece, Monroe County",Uncommon Schools,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczOTQzMiIsInMiOiJsdlFrTllDTzhSR0dnT19uMHJtZGlRIn0.KfQoxUdZ_vjt8CX_78i_PyYBlAlPyxey5656SA9SQNc,"Front Desk Coordinator – Be the First Smile Patients See! Location: Grove Dental Associates - Downers Grove, IL Job Type: Full-time Pay: $20.00-$24.00/hour based on experience About Us At our practice, patient care isn’t just what we do—it’s who we are. With empathy as our guiding principle, we’re dedicated to transforming the dental experience for every patient, every visit. Partnering with North American Dental Group, we’re equipped with the tools and support to deliver excellent care. Your W…",Adzuna::API::Response::Job,5825739432,60067.57,41.760634,1,60067.57,https://www.adzuna.com/details/5825739432?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:29:26Z,-88.0145,Front Desk Coordinator,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Illinois', 'DuPage County', 'Woodridge']","Woodridge, DuPage County",North American Dental Group,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczOTQyOCIsInMiOiJsdlFrTllDTzhSR0dnT19uMHJtZGlRIn0.tq7byN_n9-DemzBkRrOP_sG2-sXqHs4QsG2GRXJt2pA,"Company Description Uncommon Schools is a nonprofit network of high-performing public charter schools dedicated to providing an exceptional K-12 education in economically disadvantaged communities. Operating in Boston, Camden, New York City, Newark, and Rochester, we are committed to closing the college completion gap and preparing every student for college and beyond. Our students consistently exceed national benchmarks , reflecting our dedication to their success. We invest deeply in our educ…",Adzuna::API::Response::Job,5825739428,64177.71,42.966308,1,64177.71,https://www.adzuna.com/land/ad/5825739428?se=lvQkNYCO8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=E184B2048EE4D09DB3F985208F67FD5BB4FE18AD,2026-08-02T10:29:23Z,-77.57422,Special Education Teacher,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'Monroe County', 'Honeoye Falls']","Honeoye Falls, Monroe County",Uncommon Schools,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczOTQzMCIsInMiOiJsdlFrTllDTzhSR0dnT19uMHJtZGlRIn0.ifITrdhb_9nfwSvrhgxjo829IxllW89QEacOjC74EOQ,"VytlOne is looking for a compassionate, customer service oriented Pharmacy Clerk to work at our Parish Pharmacy in Lutcher, LA. This opportunity is perfect for someone who enjoys interacting with their patients and who is looking to broaden their pharmacy career. The innovative spirit at VytlOne will transform the way you think about pharmacy & healthcare services. As we pave the way in a relentless commitment to positive health outcomes, it’s never been a better time to be part of the VytlOne …",Adzuna::API::Response::Job,5825739430,40587.08,30.047221,1,40587.08,https://www.adzuna.com/details/5825739430?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:29:23Z,-90.701513,Pharmacy Clerk,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Louisiana', 'Saint James Parish', 'Gramercy']","Gramercy, Saint James Parish","Maxor National Pharmacy Services, LLC",Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczOTQyOSIsInMiOiJsdlFrTllDTzhSR0dnT19uMHJtZGlRIn0.SqNBzlo5uHiQSV4qz9GyscSyUJDGV93L_HN5baE6hSM,VytlOne is currently recruiting for a Pharmacist to provide coverage at The Pharmacy at Thibodaux Regional. This is a unique opportunity to practice both Specialty and Retail pharmacy in a model that integrates the pharmacy into the care transition model. The Pharmacist will provide coverage for our two Pharmacists on a as needed basis. About VytlOne Did you know that patients see their pharmacist an average of 12 times a year? Pharmacy is at the heart of healthcare. Come join VytlOne and make …,Adzuna::API::Response::Job,5825739429,190825.53,29.803386,1,190825.53,https://www.adzuna.com/details/5825739429?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:29:23Z,-90.813147,Pharmacist,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Louisiana', 'Lafourche Parish', 'Thibodaux']","Thibodaux, Lafourche Parish","Maxor National Pharmacy Services, LLC",Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoibHZRa05ZQ084UkdHZ09fbjBybWRpUSIsImkiOiI1ODI1NzM5NDI3In0.dkH4HtYc3Y97xzPP7oxzbyyll3drL0sPvTDia3mFiOE,"Since 1973, East West Bank has served as a pathway to success. With over 110 locations across the U.S. and Asia, we are the premier financial bridge between the East and West. Our teams of experienced, multi-cultural professionals help guide businesses and community members on both sides of the Pacific looking to explore new markets and create new opportunities, and our sustained growth and expertise in industries like real estate, entertainment and media, private equity and venture capital, an…",Adzuna::API::Response::Job,5825739427,136827.47,34.147394,1,136827.47,https://www.adzuna.com/details/5825739427?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:29:22Z,-118.139138,AI Governance,it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Pasadena']","Pasadena, Los Angeles County",East West Bank,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczOTQyNCIsInMiOiJsdlFrTllDTzhSR0dnT19uMHJtZGlRIn0.OCopoMdAV0RZeGC8gk6dAjIyjdqXkanN1SMrDDGJRlM,Is working with an encouraging team important to you? This is your chance to be a part of an outstanding team of healthcare professionals. Christiana Care Health System is seeking a Registered Nurse to work 36 hours per week on the Night Shift at our Christiana Hospital on the 3D Transitional Stepdown Unit. Weekend and Holidays - per the guidelines of the department. The Transitional Medical Unit (TMU)/3D Intermediate Unit team offers an unique opportunity to provide care for acutely ill patien…,Adzuna::API::Response::Job,5825739424,87484.02,39.70748,1,87484.02,https://www.adzuna.com/land/ad/5825739424?se=lvQkNYCO8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=BB4EE2543D8A648EFCCDE6A4C5CF64A72F86C9AE,2026-08-02T10:29:21Z,-75.73433,Registered Nurse (RN) - Full Time - 36 hours per week - Night shift 3D Transitional Medical (Stepdown) Unit,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Delaware', 'New Castle County', 'Newark']","Newark, New Castle County",ChristianaCare,Adzuna::API::Response::Company,part_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczOTQyMyIsInMiOiJsdlFrTllDTzhSR0dnT19uMHJtZGlRIn0.FRjEmmKxgpdnhLb_85cJqNzYSrYVsoU6emtHkeR2MXA,"Company Description Uncommon Schools is a nonprofit network of high-performing public charter schools dedicated to providing an exceptional K-12 education in economically disadvantaged communities. Operating in Boston, Camden, New York City, Newark, and Rochester, we are committed to closing the college completion gap and preparing every student for college and beyond. Our students consistently exceed national benchmarks , reflecting our dedication to their success. We invest deeply in our educ…",Adzuna::API::Response::Job,5825739423,64667.99,43.050767,1,64667.99,https://www.adzuna.com/land/ad/5825739423?se=lvQkNYCO8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=17381FFF322021AAE481238561BDF14CDF064D35,2026-08-02T10:29:21Z,-77.608067,High School Science Teacher,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'Monroe County', 'Henrietta']","Henrietta, Monroe County",Uncommon Schools,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczOTQyMCIsInMiOiJsdlFrTllDTzhSR0dnT19uMHJtZGlRIn0.TfVCmtl-kaInqm8peAY8mBOzCj-kEuHKBycHVJa5nc4,"Company Description Uncommon Schools is a nonprofit network of high-performing public charter schools dedicated to providing an exceptional K-12 education in economically disadvantaged communities. Operating in Boston, Camden, New York City, Newark, and Rochester, we are committed to closing the college completion gap and preparing every student for college and beyond. Our students consistently exceed national benchmarks , reflecting our dedication to their success. We invest deeply in our educ…",Adzuna::API::Response::Job,5825739420,56146.06,42.966308,1,56146.06,https://www.adzuna.com/land/ad/5825739420?se=lvQkNYCO8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=AAA6309E4D7491921BC8B13CF9D614AD1812420D,2026-08-02T10:29:20Z,-77.57422,High School Science Teacher,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'Monroe County', 'Honeoye Falls']","Honeoye Falls, Monroe County",Uncommon Schools,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczOTQyMSIsInMiOiJsdlFrTllDTzhSR0dnT19uMHJtZGlRIn0.1jfIQsjb5YmfV1NqH_Uska8NYm56NlkK73nv9qg5y9k,"Company Description Uncommon Schools is a nonprofit network of high-performing public charter schools dedicated to providing an exceptional K-12 education in economically disadvantaged communities. Operating in Boston, Camden, New York City, Newark, and Rochester, we are committed to closing the college completion gap and preparing every student for college and beyond. Our students consistently exceed national benchmarks, reflecting our dedication to their success. We invest deeply in our educa…",Adzuna::API::Response::Job,5825739421,69548.48,43.253246,1,69548.48,https://www.adzuna.com/land/ad/5825739421?se=lvQkNYCO8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=E8B1B12FC5AD6C2BB157BB7FB33107E3CBE2B07A,2026-08-02T10:29:20Z,-77.730741,Middle School Science Teacher,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'Monroe County', 'North Greece']","North Greece, Monroe County",Uncommon Schools,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoibHZRa05ZQ084UkdHZ09fbjBybWRpUSIsImkiOiI1ODI1NzM5NDE1In0.8dE9JCzsWHJ1mCnsBXLi8FM6PIfRWK7trPAc9WN28q8,"Company Description Uncommon Schools is a nonprofit network of high-performing public charter schools dedicated to providing an exceptional K-12 education in economically disadvantaged communities. Operating in Boston, Camden, New York City, Newark, and Rochester, we are committed to closing the college completion gap and preparing every student for college and beyond. Our students consistently exceed national benchmarks , reflecting our dedication to their success. We invest deeply in our educ…",Adzuna::API::Response::Job,5825739415,56117.64,42.966308,1,56117.64,https://www.adzuna.com/land/ad/5825739415?se=lvQkNYCO8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=124CC04092D9767273D9FBCC7089FAC7046F202B,2026-08-02T10:29:19Z,-77.57422,Elementary Teacher,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'Monroe County', 'Honeoye Falls']","Honeoye Falls, Monroe County",Uncommon Schools,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoibHZRa05ZQ084UkdHZ09fbjBybWRpUSIsImkiOiI1ODI1NzM5NDE0In0.UceDkvfKVOHfm62nn95I-qLcZGJsiDeStMAbFPOpfO8,"Are you interested in working for an organization passionate about love and excellence? ChristianaCare is a nonprofit health system with a mission of service. We believe that the key to providing truly excellent health care is to partner with our patients and their families, building a system of care that is effective, affordable and valuable to everyone who is touched by it. The Christiana Hospital Imaging Department is currently recruiting for a Full - Time Radiology Information Systems Speci…",Adzuna::API::Response::Job,5825739414,146529.69,39.70748,1,146529.69,https://www.adzuna.com/land/ad/5825739414?se=lvQkNYCO8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=393A63B5F9780A56F130E38C5FB319438D46B622,2026-08-02T10:29:19Z,-75.73433,Radiology Information Systems Specialist | Newark Campus,it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Delaware', 'New Castle County', 'Newark']","Newark, New Castle County",ChristianaCare,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoibHZRa05ZQ084UkdHZ09fbjBybWRpUSIsImkiOiI1ODI1NzM5NDE2In0.6OK8zxzGwATXF3RYrl4FFyZm0iTmr6TE2gXvExgw260,"Company Description Uncommon Schools is a nonprofit network of high-performing public charter schools dedicated to providing an exceptional K-12 education in economically disadvantaged communities. Operating in Boston, Camden, New York City, Newark, and Rochester, we are committed to closing the college completion gap and preparing every student for college and beyond. Our students consistently exceed national benchmarks , reflecting our dedication to their success. We invest deeply in our educ…",Adzuna::API::Response::Job,5825739416,65322.54,43.112979,1,65322.54,https://www.adzuna.com/land/ad/5825739416?se=lvQkNYCO8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=2BEE1B8559963DA9318EEFDB822C39529747897A,2026-08-02T10:29:19Z,-77.792391,High School Math Teacher,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'Monroe County', 'North Chili']","North Chili, Monroe County",Uncommon Schools,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoibHZRa05ZQ084UkdHZ09fbjBybWRpUSIsImkiOiI1ODI1NzM5NDA4In0.brq9VLRoWOyw0kgHroqH6VMQXJmAIRTe-DmpzAO5jqw,"Company Description Uncommon Schools is a nonprofit network of high-performing public charter schools dedicated to providing an exceptional K-12 education in economically disadvantaged communities. Operating in Boston, Camden, New York City, Newark, and Rochester, we are committed to closing the college completion gap and preparing every student for college and beyond. Our students consistently exceed national benchmarks , reflecting our dedication to their success. We invest deeply in our educ…",Adzuna::API::Response::Job,5825739408,66504.91,42.637351,1,66504.91,https://www.adzuna.com/land/ad/5825739408?se=lvQkNYCO8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=2E60C0CC79B50F4694D367E1D2E57661FCCCACAE,2026-08-02T10:29:15Z,-77.391874,"K-12 Teacher - Elementary, Middle, High School Teacher",teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'Ontario County', 'Naples']","Naples, Ontario County",Uncommon Schools,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoibHZRa05ZQ084UkdHZ09fbjBybWRpUSIsImkiOiI1ODI1NzM5NDA3In0.lEuKZsSJRswl6tD7_q6Zqn40gB9ofaVo7qZ4GLGkILk,"Company Description Uncommon Schools is a nonprofit network of high-performing public charter schools dedicated to providing an exceptional K-12 education in economically disadvantaged communities. Operating in Boston, Camden, New York City, Newark, and Rochester, we are committed to closing the college completion gap and preparing every student for college and beyond. Our students consistently exceed national benchmarks , reflecting our dedication to their success. We invest deeply in our educ…",Adzuna::API::Response::Job,5825739407,53851.61,43.195829,1,53851.61,https://www.adzuna.com/land/ad/5825739407?se=lvQkNYCO8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=6CB61B20D01557B40CB4BC78ED0258CEDF8F2BED,2026-08-02T10:29:14Z,-76.907231,Middle School ELA Teacher,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'Saint Lawrence County', 'Pierces Corner']","Pierces Corner, Saint Lawrence County",Uncommon Schools,Adzuna::API::Response::Company,full_time,
