description,created,contract_time,redirect_url,title,salary_min,longitude,salary_max,adref,salary_is_predicted,__CLASS__,latitude,id,category.label,category.__CLASS__,category.tag,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,contract_type
"Job Description Job Description Who we are Founded in 1958 as a single pancake house in Ohio, Perkins has grown into a leading family dining restaurant now for friendly service, classic comfort food, and great value. JDK has continued to build on Perkins’ legacy by serving as the largest franchiser of the brand. Our success is driven by people who live out our guiding principles every day: Stay Hungry, Be Humble, and Work Smart . It’s how we collaborate, grow, and support one another – creating…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514866?utm_medium=api&utm_source=abfa41a4,Restaurant Manager | Perkins American Food Co. | Allentown,32941.38,-87.2939,32941.38,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUxNDg2NiIsInMiOiJhRlpJWmpGVjhSR1phdng1cGI5Y1FnIn0.66M9kzL2tEdw5wSvrxG-2GXD5Pb2veJWSGxEjksKzJw,1,Adzuna::API::Response::Job,40.28837,5736514866,Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,JDK Management Company,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Indiana', 'Warren County', 'Williamsport']","Williamsport, Warren County",
"Job Description Job Description Now Hiring: Accounting Assistant Are you detail-oriented, organized, and comfortable working with numbers? We are seeking a dependable Accounting Assistant to support daily accounting, payroll, and administrative operations. This is a great opportunity for someone who enjoys accuracy, organization, and contributing to a team environment. Key Responsibilities: * Maintain daily attendance and absence reports * Verify employee hours for payroll processing * Track ho…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514825?utm_medium=api&utm_source=abfa41a4,Accounting Clerk,47244.3,-81.782078,47244.3,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUZaSVpqRlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTE0ODI1In0.R424C0bu7J_hEOklLrQr3Edbb1qQzq2Ww6DVsiv0_60,1,Adzuna::API::Response::Job,40.97811,5736514825,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,Mancan,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Wayne County', 'Rittman']","Rittman, Wayne County",
"Job Description Job Description Remote Insurance Representative | Flexible Schedule | Commission-Based This position offers flexible work hours and clear paths for advancement into leadership and management. You will work remotely, serving clients by providing guidance and protection solutions for individuals and families. What We Offer Remote, work-from-home career Average first-year earnings of $69K through commissions and bonuses Increased earning potential in later years through performance…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514905?utm_medium=api&utm_source=abfa41a4,Remote Sales Specialist,64130.79,-117.431627,64130.79,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUZaSVpqRlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTE0OTA1In0.0iXgcobSKmF5yYQxKwPO2uGR2QDyu5A1vg-5b5iA4R8,1,Adzuna::API::Response::Job,47.660072,5736514905,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,HMG Careers,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Washington', 'Spokane County', 'Spokane']","Spokane, Spokane County",
"Job Description Job Description Degree in Radiologic Technology, Certification in Radiologic Technology (ARRT Certification), and minimum 1 years Radiology Tech experience required. Applicants who do not meet these qualifications will not be considered. Embark on your next adventure in the charming town of Spring Grove, PA! This dynamic destination is the perfect blend of scenic countryside and welcoming community spirit, making it an ideal setting for a Radiology Tech eager to broaden both the…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514864?utm_medium=api&utm_source=abfa41a4,"Travel Radiological (X-Ray) Technologist - Spring Grove, Pennsylvania",144152.33,-88.236478,144152.33,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUZaSVpqRlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTE0ODY0In0.mY_dEqpyex7oA05bcGw3q8vkONdUSUrUJSWEvy6HiFc,1,Adzuna::API::Response::Job,42.443631,5736514864,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Soliant,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'McHenry County', 'Spring Grove']","Spring Grove, McHenry County",
"Job Description Job Description Vector Marketing, who has been around for over 40 years, is currently interviewing now for part time sales positions. Basic responsibilities include working with customers through appointments, selling our products, setting up appointments, and placing orders. Great starting pay, not based on sales or results. Apply online to check for an opening near you, interview within the week. Position Details: - Paid Weekly – base or commission, whichever is higher for the…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514852?utm_medium=api&utm_source=abfa41a4,Part Time - Flexible Work - Sales Rep,46295.53,-149.439333,46295.53,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUxNDg1MiIsInMiOiJhRlpJWmpGVjhSR1phdng1cGI5Y1FnIn0.xhr44cBBNqGD_Xr5v0cDBgSHIIkjs-JpvT5ewUfuEwg,1,Adzuna::API::Response::Job,61.581631,5736514852,Part time Jobs,Adzuna::API::Response::Category,part-time-jobs,Vector Marketing,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Alaska', 'Matanuska-Susitna', 'Wasilla']","Wasilla, Matanuska-Susitna",
"Job Description Job Description Vector Marketing, who has been around for over 40 years, is currently interviewing now for part time sales positions. Basic responsibilities include working with customers through appointments, selling our products, setting up appointments, and placing orders. Great starting pay, not based on sales or results. Apply online to check for an opening near you, interview within the week. Position Details: - Paid Weekly – base or commission, whichever is higher for the…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514893?utm_medium=api&utm_source=abfa41a4,Part Time - Sales Rep - Entry Level,49327.93,-114.2606,49327.93,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUZaSVpqRlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTE0ODkzIn0.QBt_OVlLR833OgQE9Z0vi8-dts4OQaDGOmftpLYNZS0,1,Adzuna::API::Response::Job,43.463518,5736514893,Part time Jobs,Adzuna::API::Response::Category,part-time-jobs,Vector Marketing,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Idaho', 'Blaine County', 'Bellevue']","Bellevue, Blaine County",
"Job Description Job Description The Litigation Assistant will be carrying out various administrative assignments and will be supporting Attorneys in our litigation department. The ideal candidate will be responsible for: General office and secretarial duties (answering phones, copying, mailing, faxing, emailing, filing, and data entry) Assisting in the litigation dept with discovery Respond to and propound written discovery Obtaining medical charts Calendaring important dates -Coordinate schedu…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514897?utm_medium=api&utm_source=abfa41a4,Litigation Assistant/Paralegal,50000.0,-118.246815,83000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUxNDg5NyIsInMiOiJJQzhnWnpGVjhSR1phdng1cGI5Y1FnIn0.hv1LgFKqJX52BbxUD9E7h3WyfIOGxej1xBJbkqvKUs0,0,Adzuna::API::Response::Job,33.96979,5736514897,HR & Recruitment Jobs,Adzuna::API::Response::Category,hr-jobs,W3Global Inc.,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Los Angeles']","Los Angeles, Los Angeles County",
"Job Description Job Description At New Story Schools, we serve students ages 5–21 with autism and emotional, behavioral, and developmental challenges. Guided by individualized learning, therapeutic integration, and collaboration, we empower students to grow and prepare for meaningful adult lives. Join our team and help students write their new story. As a Special Education Paraprofessional at New Story Schools, you will work alongside teachers to support students’ academic, behavioral, and dail…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514910?utm_medium=api&utm_source=abfa41a4,Special Education Paraprofessional - 2026-2027 School Year,24982.54,-75.990555,24982.54,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUxNDkxMCIsInMiOiJJQzhnWnpGVjhSR1phdng1cGI5Y1FnIn0.tKEzeI-hqnpkbPUvn-gx74IDzoFU_p7tWpJNw-314jQ,1,Adzuna::API::Response::Job,40.324259,5736514910,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs,New Story Schools ,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Berks County', 'West Wyomissing']","West Wyomissing, Berks County",
"Job Description Job Description Minimum 1 years Interventional Radiology (IR) Technologist experience and ARRT certification required. Applicants who do not meet these qualifications will not be considered. Discover the vibrant atmosphere of Opa Locka, FL—a gateway to unique neighborhoods, renowned cuisine, and cultural adventures all within easy reach of world-famous beaches. As a traveling IR Tech in this dynamic city, you’ll embrace professional growth by experiencing a variety of workplace …",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514859?utm_medium=api&utm_source=abfa41a4,"Travel Interventional Radiology Technologist - Opa Locka, FL",57637.92,-80.250327,57637.92,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUM4Z1p6RlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTE0ODU5In0.ddjn7RcPwdpF93v510gx2FxpjjxlDOZ3nk3ml8CK1MI,1,Adzuna::API::Response::Job,25.902317,5736514859,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Sunbelt Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Florida', 'Miami-Dade County', 'Opa Locka']","Opa Locka, Miami-Dade County",
"Job Description Job Description Location: South Chicago Grnd Terminal IL Job Req ID: 16045 Join our amazing team and contribute as a: Maintenance Technician ABOUT THE ROLE The Plant Maintenance Technician is responsible for maintaining plant equipment in a state of readiness. Performs the appropriate plant production equipment inspections and preventative maintenance. Prepares all required daily/weekly department operating reports. This position will be responsible for the diagnosis, repair and…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514822?utm_medium=api&utm_source=abfa41a4,Maintenance Technician,56776.86,-87.862131,56776.86,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUxNDgyMiIsInMiOiJJQzhnWnpGVjhSR1phdng1cGI5Y1FnIn0.N2ikAmNhJQTqHGCgaHYGsh0jjCeTwB3Zu43gu2bAnik,1,Adzuna::API::Response::Job,42.352672,5736514822,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,Amrize,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Lake County', 'Waukegan']","Waukegan, Lake County",
"Job Description Job Description At New Story Schools, we serve students ages 5–21 with autism and emotional, behavioral, and developmental challenges. Guided by individualized learning, therapeutic integration, and collaboration, we empower students to grow and prepare for meaningful adult lives. Join our team and help students write their new story. As a Special Education Paraprofessional at New Story Schools, you will work alongside teachers to support students’ academic, behavioral, and dail…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514819?utm_medium=api&utm_source=abfa41a4,Special Education Paraprofessional - 2026-2027 School Year,29194.19,-77.146093,29194.19,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUxNDgxOSIsInMiOiJJQzhnWnpGVjhSR1phdng1cGI5Y1FnIn0.OGrEQo33yStknqA8_oO2sk-oM47n5z1mefM57LuXA0s,1,Adzuna::API::Response::Job,39.949261,5736514819,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs,New Story Schools ,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Adams County', 'Heidlersburg']","Heidlersburg, Adams County",
"Job Description Job Description This full-time position offers flexible work hours and ample opportunities for advancement into management roles. You will work remotely to serve clients and offer valuable advice and protection to individuals and their families. ﻿ What We Offer: Remote, work from home career. Average first-year earnings of $69K commission  bonuses. Life-long residual income through renewals. Unionized position with stock options. Excellent benefits package - medical, dental, and…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514803?utm_medium=api&utm_source=abfa41a4,Remote Sales Representative,69409.07,-87.627184,69409.07,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUxNDgwMyIsInMiOiJJQzhnWnpGVjhSR1phdng1cGI5Y1FnIn0.kEi2R5kXmHHxj7dz-8FnEBg_HFXZCHRtm6n-xpeKbjc,1,Adzuna::API::Response::Job,41.856545,5736514803,Customer Services Jobs,Adzuna::API::Response::Category,customer-services-jobs,HMG Careers,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Chicago', 'South Loop']","South Loop, Chicago",
"Job Description Job Description Why Wells Fargo: Are you looking for more? Find it here. At Wells Fargo, we're more than a financial services leader - we're a global trailblazer committed to driving innovation, empowering communities, and helping our customers succeed. We believe that a meaningful career is much more than just a job - it's about finding all of the elements to help you thrive, in one place. Living the Well Life means you're supported in life, not just work. It means having robus…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514888?utm_medium=api&utm_source=abfa41a4,Relationship Banker Exeter Commons Reading PA,90050.93,-76.184183,90050.93,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUM4Z1p6RlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTE0ODg4In0.YOsENs_qbW--FTQRyx8mskNDOpIGSA_gjTCUTM43qAQ,1,Adzuna::API::Response::Job,40.491678,5736514888,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,WELLS FARGO BANK,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Berks County', 'Strausstown']","Strausstown, Berks County",
"Job Description Job Description Active Registered Respiratory Tech (RRT) license and 2 years of in-patient hospital Respiratory Therapy experience required. Applicants who do not meet these qualifications will not be considered. Advance your career as a Registered Respiratory Therapist in a dynamic healthcare setting. This opportunity offers the chance to make a tangible impact, delivering essential respiratory care while working alongside an expert team that treats thousands of patients annual…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514818?utm_medium=api&utm_source=abfa41a4,"Travel RRT in Oak Hill, WV",123109.91,-82.573495,123109.91,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUM4Z1p6RlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTE0ODE4In0.DUdV2sInIanmExDmP1PwZgSpkWxqHiicWSMv5OMBtTQ,1,Adzuna::API::Response::Job,38.893965,5736514818,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Sunbelt Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Jackson County', 'Oak Hill']","Oak Hill, Jackson County",
"Job Description Job Description This full-time position offers flexible work hours and ample opportunities for advancement into management roles. You will work remotely to serve clients and offer valuable advice and protection to individuals and their families. ﻿ What We Offer: Remote, work from home career. Average first-year earnings of $69K commission  bonuses. Life-long residual income through renewals. Unionized position with stock options. Excellent benefits package - medical, dental, and…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514812?utm_medium=api&utm_source=abfa41a4,Remote Sales and Service Advisor,71660.85,-80.846261,71660.85,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUxNDgxMiIsInMiOiJJQzhnWnpGVjhSR1phdng1cGI5Y1FnIn0.8kLJCj3t_z2Pu-ZI4YhALSqfm1tlsWeaks80fLQbbgo,1,Adzuna::API::Response::Job,34.8586,5736514812,Customer Services Jobs,Adzuna::API::Response::Category,customer-services-jobs,HMG Careers,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'South Carolina', 'Lancaster County', 'Van Wyck']","Van Wyck, Lancaster County",
"Job Description Job Description Data Engineer Position: Data Engineer must have Azure Data Factory, MS Fabric, DBT and T-SQL to apply Location: Philadelphia, PA area, Hybrid preferred but will consider REMOTE for the right candidate with willingness to travel to the office at times Salary: up to $110,000 depending on experience and skills We are seeking a Data Engineer to support analytics and reporting by building scalable data solutions and delivering reliable insights. This role focuses on A…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514877?utm_medium=api&utm_source=abfa41a4,Data Engineer,89466.88,-75.164753,89466.88,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUxNDg3NyIsInMiOiJJQzhnWnpGVjhSR1phdng1cGI5Y1FnIn0.oHUbxWCE5dEB0n-0NaFB_EDnnQsUWg0FF65Xb69Bvhc,1,Adzuna::API::Response::Job,39.955624,5736514877,IT Jobs,Adzuna::API::Response::Category,it-jobs,CyberCoders,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Philadelphia County', 'Philadelphia']","Philadelphia, Philadelphia County",
"Job Description Job Description Would you love to work for the largest independent dried fruit processor and packer in the United States? ABR’s client is growing and looking for employees to work 1st shift in production. Shift: 7:00 a.m. - 3:30 p.m., Monday - Friday. Wage: $17.00 per hour Summary: Production workers are responsible for performing production area labor jobs and keeping plant areas in a clean and orderly condition as directed. Other tasks may be assigned as needed. Essential Func…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514870?utm_medium=api&utm_source=abfa41a4,Bag Line Support - 1st Shift,32682.13,-89.73908,32682.13,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUxNDg3MCIsInMiOiJJQzhnWnpGVjhSR1phdng1cGI5Y1FnIn0.9HlfZiS9o0r32qaEAB_BjHNN6-3KlagnRz3LK8JG7To,1,Adzuna::API::Response::Job,44.348774,5736514870,Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,ABR Employment Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Wood County', 'Wisconsin Rapids']","Wisconsin Rapids, Wood County",
"Job Description Job Description Job Summary The Assembler/Packaging Operator I is responsible for light assembly, inspection, cleaning, and packaging of medical products in a controlled or designated environment, such as a cleanroom or non-sterile packaging area. This position may include boxing, palletizing, and preparing items for release. The role requires adherence to all relevant policies, safety regulations, and quality procedures. The operator will work collaboratively within a team and …",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514861?utm_medium=api&utm_source=abfa41a4,Assembler/Packaging Operator I,38383.27,-97.5164,38383.27,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUxNDg2MSIsInMiOiJJQzhnWnpGVjhSR1phdng1cGI5Y1FnIn0.1QAfNQmN_S4dHNLwvhu_wFrQNg8P1UXlOA9eYHztKKQ,1,Adzuna::API::Response::Job,35.4678,5736514861,HR & Recruitment Jobs,Adzuna::API::Response::Category,hr-jobs,"Compunnel, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Oklahoma County', 'Oklahoma City']","Oklahoma City, Oklahoma County",
"Job Description Job Description BARBERTON MANCAN TEMPORARY STAFFING EMPLOYMENT AGENCY is assisting a Seville Company looking for a Part time Material Handler. 1st shift PT hours between 7a-3:30p Mon-Fri $18- 21/hr pay based on experience Long term opportunity for the right candidate! Material Handler Job Description Essential Duties & Responsibilities: Verify and maintain records of incoming and outgoing shipments Compare, count, weigh, and measure items to ensure accuracy against bills of ladi…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514838?utm_medium=api&utm_source=abfa41a4,Material Handler,38475.3,-90.346252,38475.3,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUM4Z1p6RlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTE0ODM4In0.DzJnd3192tse0eJFq8cvAmP_yZDRjirLHmRhR0ecRJw,1,Adzuna::API::Response::Job,40.487228,5736514838,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,Mancan,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Fulton County', 'Seville']","Seville, Fulton County",
"Job Description Job Description Description Several Installation & Cable Technicians are needed to support projects in Ames, Des Moines, IA , and surrounding states. Some travel is required , and per diem is provided for travel assignments. Candidates must have at least 6 months of low‑voltage experience ; however, individuals with strong knowledge and hands‑on technical schooling will also be considered. Technicians will be responsible for installing and supporting structured cabling and netwo…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514857?utm_medium=api&utm_source=abfa41a4,Travel Cable Technician,64206.36,-97.441979,64206.36,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUM4Z1p6RlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTE0ODU3In0.vYxTja9ls496wTb7U_-SgZxGFyER5JeYmKPGjvkBm1I,1,Adzuna::API::Response::Job,39.569444,5736514857,IT Jobs,Adzuna::API::Response::Category,it-jobs,TEKsystems,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Kansas', 'Cloud County', 'Ames']","Ames, Cloud County",
"Job Description Job Description We're looking for Autobody Preppers with a minimum of 1 year of professional automotive bodywork experience to join us at Carvana - the fastest-growing used automotive retailer in U.S. history and one of the four fastest companies to make the Fortune 500. As an Auto Body Repair Technician, you'll be expected to perform light bodywork , including: Prepping, sanding, and buffing vehicles Removing and installing bumpers Minor plastic welding Small area bodywork (inc…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514898?utm_medium=api&utm_source=abfa41a4,Auto Body Repair Technician,59342.51,-102.269356,59342.51,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUM4Z1p6RlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTE0ODk4In0.61q96DTYIyk5_5DgTweZEIJ5cYJA5_Ecer-ssyEutSw,1,Adzuna::API::Response::Job,39.306108,5736514898,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,Carvana,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Colorado', 'Kit Carson County', 'Burlington']","Burlington, Kit Carson County",
"Job Description Job Description Top Job Located in Cincinnati, OH Salary: $24 - $26/hr Specialized Recruiting Group is seeking a Manufacturing NDT Technician to fill multiple openings in Cincinnati, OH ! Shift: Days - 7:00 A.M. - 7:00 P.M. Nights - 7:00 P.M. - 7:00 A.M. $2 shift differential for night shift! Responsibilities: Processing aerospace parts, including dipping, cleaning, and surface preparation. Conduct NDT inspections to evaluate part integrity and ensure compliance with specificati…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514911?utm_medium=api&utm_source=abfa41a4,Manufacturing Technician - Weekend Sat-Sun Shift,49920.0,-86.728891,54080.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUxNDkxMSIsInMiOiJJQzhnWnpGVjhSR1phdng1cGI5Y1FnIn0.REeXk4H3McZAJ1owPvqJfjLZi6_sb1WZ3euuobfh-B8,0,Adzuna::API::Response::Job,39.020047,5736514911,Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,Specialized Recruiting Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Indiana', 'Greene County', 'Cincinnati']","Cincinnati, Greene County",
"Job Description Job Description Remote Insurance Representative | Flexible Schedule | Commission-Based This position offers flexible work hours and clear paths for advancement into leadership and management. You will work remotely, serving clients by providing guidance and protection solutions for individuals and families. What We Offer Remote, work-from-home career Average first-year earnings of $69K through commissions and bonuses Increased earning potential in later years through performance…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514846?utm_medium=api&utm_source=abfa41a4,Remote Sales Specialist,68245.77,-96.831398,68245.77,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUM4Z1p6RlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTE0ODQ2In0.QFmyjw9ueZ3ui4tCC0PKyR_mJduDtO2BUwpdeKN2d_k,1,Adzuna::API::Response::Job,39.028609,5736514846,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,HMG Careers,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Kansas', 'Geary County', 'Junction City']","Junction City, Geary County",
"Job Description Job Description Title : Outside Sales Representative (Door-to-Door) Location : Greeley/Evans, CO Duration : 6-month contract-to-hire Schedule : Onsite Tues-Sat, 8 hour days, shifts vary Pay Rate : 25/hr  commissions Required Skills & Experience : Previous Door-to-Door Sales experience Experience in commission based sales role- retail, field, etc. Valid driver's license, car insurance, satisfactory driving record, and the use of a reliable personal vehicle (mileage is expensed) J…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514882?utm_medium=api&utm_source=abfa41a4,Outside Sales Representative,52000.0,-98.53,52000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUM4Z1p6RlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTE0ODgyIn0.oBtrYPiVf8q05MhvvTNy39f7cByM2hHI0u_PPg4nDB4,0,Adzuna::API::Response::Job,41.553,5736514882,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,Insight Global,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Nebraska', 'Greeley County', 'Greeley']","Greeley, Greeley County",
"Job Description Job Description We are looking for an HR Recruiter to support hiring efforts for a short-term contract assignment based onsite in California. This role is ideal for someone who can step in quickly, manage active recruiting needs with minimal ramp-up, and deliver a strong candidate experience from sourcing through offer coordination. The position focuses on full-cycle recruiting and day-to-day talent acquisition support in a fast-paced corporate environment. Responsibilities: • M…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514874?utm_medium=api&utm_source=abfa41a4,HR Recruiter,53352.0,-117.860447,56160.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUM4Z1p6RlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTE0ODc0In0.nYNhmsYGUAEIiJoGcmn3LTfzXPC5k8VykSNeQkaKXTI,0,Adzuna::API::Response::Job,33.746392,5736514874,HR & Recruitment Jobs,Adzuna::API::Response::Category,hr-jobs,Robert Half,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Orange County', 'Santa Ana']","Santa Ana, Orange County",
"Job Description Job Description Master's degree in Speech-Language Pathology, active SLP license and 1 year of Speech-Language Pathology experience required. Applicants who do not meet these qualifications will not be considered. Step into a rewarding contract opportunity making an impact as a Speech-Language Pathologist serving students in the Riverside area! This August, an experienced SLP-CCC substitute is needed to ensure seamless support and continuity in school-based speech and language s…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514909?utm_medium=api&utm_source=abfa41a4,"Speech Language Pathologist (SLP) - Riverside, CA",134500.12,-117.515945,134500.12,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUxNDkwOSIsInMiOiJJQzhnWnpGVjhSR1phdng1cGI5Y1FnIn0.7skpGIUGVWq25BgZDcVh6VbRFXb5-YmtbiluXAG1PC4,1,Adzuna::API::Response::Job,33.984542,5736514909,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs,ProCare Therapy,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Riverside County', 'Mira Loma']","Mira Loma, Riverside County",
"Job Description Job Description $3,900 Sign-on Bonus* Sales Representative Power is where hustle meets purpose. It’s where leadership opportunities, life-enhancing benefits, and award-winning culture come together. Why? Because our people are our most important asset. And there’s no better investment than their happiness and growth. Our diverse, inclusive, and military-friendly culture has been recognized by Fortune Magazine as the 13 Best Company to Work for and 1 Best Workplace in Constructio…",2026-05-21T10:00:43Z,,https://www.adzuna.com/details/5736514795?utm_medium=api&utm_source=abfa41a4,Sales Representative,72000.0,-87.970346,130000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUM4Z1p6RlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTE0Nzk1In0.ErJC0TExWpqsFiijngXGXCR_GAXryWCeF6ZuqrIm9GA,0,Adzuna::API::Response::Job,42.003918,5736514795,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,Power Home Remodeling,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Elk Grove Village']","Elk Grove Village, Cook County",
