adref,title,redirect_url,id,salary_is_predicted,salary_max,salary_min,description,created,__CLASS__,category.tag,category.__CLASS__,category.label,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,latitude,longitude,contract_time,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEwwTWxmV3g4UkdQaFpEeVN2SUxUdyIsImkiOiI1ODg2NTI2ODQ1In0.w_6gmdgPobwQ1OhV96_lheFM7K_gQr5tWkdT80yIUnw,eDiscovery Litigation Technologist (Top Secret Clearance Required),https://www.adzuna.com/land/ad/5886526845?se=dL0MlfWx8RGPhZDySvILTw&utm_medium=api&utm_source=abfa41a4&v=F2685E185EAA11F4E8BA43600D98AFC8CCF54F7D,5886526845,1,144089.38,144089.38,"Job Description Job Description eDiscovery Litigation Technologist Employment Type: Full-Time, Executive-Level Department: Legal CGS is seeking a dedicated eDiscovery Litigation Technologist to join a fast-paced and hard-working team to assist with any legal accounts. As an eDiscovery Litigation Technologist, you will play a key role in supporting various aspects of the company's portfolio. CGS brings motivated, highly skilled, and creative people together to solve the government’s most dynamic…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,it-jobs,Adzuna::API::Response::Category,IT Jobs,"Contact Government Services, LLC",Adzuna::API::Response::Company,"Atlanta, Fulton County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Fulton County', 'Atlanta']",33.755711,-84.388372,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNjg2NiIsInMiOiJkTDBNbGZXeDhSR1BoWkR5U3ZJTFR3In0.bit4x8-utwTAr-zo9dqKuO6JzYJmiAhXl9-yvpX45BQ,Lawn Maintenance Tech,https://www.adzuna.com/land/ad/5886526866?se=dL0MlfWx8RGPhZDySvILTw&utm_medium=api&utm_source=abfa41a4&v=9F4512FF03E81D2DBAE98ECD4691370847C4F55B,5886526866,1,130728.39,130728.39,Job Description Job Description Lawn Maintenance Tech - Full-Time positions available Clean background (No Felonies) Clean Driver History,2026-09-16T13:28:58Z,Adzuna::API::Response::Job,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,"SOUTHERN COMFORT MOWING, INC.",Adzuna::API::Response::Company,"Saint Augustine, St. Johns County",Adzuna::API::Response::Location,"['US', 'Florida', 'St. Johns County', 'Saint Augustine']",29.783594,-81.260042,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNjg1NiIsInMiOiJkTDBNbGZXeDhSR1BoWkR5U3ZJTFR3In0.f1Umd2cAWLe4biarIc8EJVNPLXGuin9XYFfslWHCRYQ,Part Time Dental Assistant,https://www.adzuna.com/land/ad/5886526856?se=dL0MlfWx8RGPhZDySvILTw&utm_medium=api&utm_source=abfa41a4&v=13BE273D94F4E0A6846A3D05F9A3BA55260A2B5F,5886526856,1,37517.84,37517.84,"Job Description Job Description Private Dental Practice in Lakewood is seeking a friendly, professional individual to join our family oriented practice. This is a dental assistant position who can help with front office responsibilities as well. Experience in the dental field is preferred. You are the first person our patients see and communicate with on an everyday basis. We are looking for an individual that meets the quality patient experience our office provides! Greeting patients in person…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,part-time-jobs,Adzuna::API::Response::Category,Part time Jobs,Lakewood Smiles LLC,Adzuna::API::Response::Company,"Lakewood, Cuyahoga County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Cuyahoga County', 'Lakewood']",41.482863,-81.795105,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEwwTWxmV3g4UkdQaFpEeVN2SUxUdyIsImkiOiI1ODg2NTI2ODQ0In0.S20o4utkYxvgXeJBbF1iSM47duSoinVBb2Tasl_hwak,Plumber,https://www.adzuna.com/land/ad/5886526844?se=dL0MlfWx8RGPhZDySvILTw&utm_medium=api&utm_source=abfa41a4&v=99DA5B181766C8CFC70E3A410618FC18156BD949,5886526844,1,57695.67,57695.67,"Job Description Job Description Benefits: Branded Clean Uniforms Advanced Dispatch Technology Robust Training & Development Fully-stocked Service Van ""The Beast"" Top-tier Salary Supportive Work Environment Sick, Vacation and Holidays Health, Dental and Vision Insurance 401(k) matching Bonus based on performance Benefits/Perks Best in the Industry Compensation Package Opportunities for Career Advancement Reliable Income Meaningful and Rewarding Career Job Summary Voted Forbes’ 1 Best Plumbing Co…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,Benjamin Franklin Plumbing,Adzuna::API::Response::Company,"Mission Viejo, Orange County",Adzuna::API::Response::Location,"['US', 'California', 'Orange County', 'Mission Viejo']",33.600023,-117.671995,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNjg1OSIsInMiOiJkTDBNbGZXeDhSR1BoWkR5U3ZJTFR3In0.w0LEkQ0V4zxrNuVkhTQVV1d-Fhoc8B_0B6xc67RoeV4,Form Carpenter,https://www.adzuna.com/land/ad/5886526859?se=dL0MlfWx8RGPhZDySvILTw&utm_medium=api&utm_source=abfa41a4&v=86F7610F26DF7B2B7ACE7AECB7F507FA6A6FD09F,5886526859,1,51868.66,51868.66,"Job Description Job Description Quality Labor Management is a premier staffing company dedicated to connecting skilled tradespeople with top employers. We pride ourselves on our commitment to quality, safety, and career development. Join our team and advance your career with us! Quality Labor Management is seeking experienced Form Carpenters to join our team. As a Form Carpenter, you will be responsible for constructing and assembling formwork for concrete structures in a variety of residential…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,"QLM, Skilled Staffing Solutions",Adzuna::API::Response::Company,"Fort Myers, Lee County",Adzuna::API::Response::Location,"['US', 'Florida', 'Lee County', 'Fort Myers']",26.623549,-81.877067,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNjg0MSIsInMiOiJkTDBNbGZXeDhSR1BoWkR5U3ZJTFR3In0.zDTcecV5XZM3oL2a4NY-omYRQlBkCwFwzhb58UDCFi8,Pool Service Technician Training Available,https://www.adzuna.com/land/ad/5886526841?se=dL0MlfWx8RGPhZDySvILTw&utm_medium=api&utm_source=abfa41a4&v=ADA5D4C7B08B12FCC0B79F1374535BACC9003279,5886526841,1,42446.72,42446.72,"Job Description Job Description Benefits: Bonus based on performance Competitive salary Opportunity for advancement POOL SERVICE TECHNICIAN Austin, TX Earn $120-$175 Per Day | Paid Training Available | Personal Vehicle Required Looking for a career, not just another job? KBM Pools is seeking dependable, motivated individuals to join our growing Austin team as Pool Service Technicians. This position is ideal for someone who enjoys working outdoors, takes pride in quality work, and wants to build…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,KBM Pools,Adzuna::API::Response::Company,"Austin, Travis County",Adzuna::API::Response::Location,"['US', 'Texas', 'Travis County', 'Austin']",30.272921,-97.744386,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNjg1MiIsInMiOiJkTDBNbGZXeDhSR1BoWkR5U3ZJTFR3In0.-uJ5xh2z4FqW4jgo_lEWrXBOHDOAE6lYmVl1H0JzoFY,Patient Access Coordinator 11AM-8PM,https://www.adzuna.com/land/ad/5886526852?se=dL0MlfWx8RGPhZDySvILTw&utm_medium=api&utm_source=abfa41a4&v=D0B1F1D62154E722C39C838469134F33425557D9,5886526852,1,31687.06,31687.06,"Job Description Job Description Description: At Rural Psychiatry Associates, we are committed to bringing quality mental health services to rural and underserved communities across the country. We are looking for a Patient Access Coordinator who is compassionate, organized, and ready to make a meaningful impact every day. This role is ideal for someone who enjoys helping people, thrives in a fast-paced healthcare environment, and values teamwork and purpose-driven work. Position Details Full-Ti…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,admin-jobs,Adzuna::API::Response::Category,Admin Jobs,Peterson Medical Clinics LLC,Adzuna::API::Response::Company,"Grand Forks, Grand Forks County",Adzuna::API::Response::Location,"['US', 'North Dakota', 'Grand Forks County', 'Grand Forks']",47.87222,-97.12256,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEwwTWxmV3g4UkdQaFpEeVN2SUxUdyIsImkiOiI1ODg2NTI2ODQwIn0.uCc6h_26b8bp7Uboydac22pIxMTV-Slg4nR_NROMhEE,School Psychologist,https://www.adzuna.com/land/ad/5886526840?se=dL0MlfWx8RGPhZDySvILTw&utm_medium=api&utm_source=abfa41a4&v=162C6A09714E79A911DE2BA68BADBB94C7C6355A,5886526840,1,65732.23,65732.23,"Job Description Job Description Pediatric Developmental Services (PDS) is looking to hire a School Psychologist . Join our team today and help us continue our mission to positively impact the lives of children and communities across the nation! This position comes with a competitive salary and generous benefits. Our benefits package includes: Health, Dental, & Vision Insurance with company contribution IRA with company matching Unlimited CEUs Materials stipend Licensure reimbursement Duties and…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Pediatric Developmental Services,Adzuna::API::Response::Company,"Salem, Marion County",Adzuna::API::Response::Location,"['US', 'Oregon', 'Marion County', 'Salem']",44.946482,-123.001894,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEwwTWxmV3g4UkdQaFpEeVN2SUxUdyIsImkiOiI1ODg2NTI2ODQ2In0.ODUqyYBUR6wH7WJwYirTwOuXr4DteuJTq-62OF2e0Hg,Pediatric Dental Treatment Coordinator,https://www.adzuna.com/land/ad/5886526846?se=dL0MlfWx8RGPhZDySvILTw&utm_medium=api&utm_source=abfa41a4&v=45CA8D6A1A1225AE6F23A788A07C5F9A31B16250,5886526846,1,42432.68,42432.68,Job Description Job Description About Us: West Valley Pediatric Dentistry & Orthodontics is a leading pediatric orthodontic practice dedicated to providing top-notch orthodontic care to children and adolescents. Our team is committed to creating beautiful smiles and ensuring a positive experience for our young patients and their families. We are looking for a skilled and compassionate Pediatric Orthodontic Assistant to join our growing team.Position Overview:As an Pediatric Treatment Coordinato…,2026-09-16T13:28:58Z,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,WVPD Parternship,Adzuna::API::Response::Company,"Peoria, Maricopa County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Peoria']",33.57047,-112.250324,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNjg2MCIsInMiOiJkTDBNbGZXeDhSR1BoWkR5U3ZJTFR3In0.pAB4hBTbo7s0HdksusFEQkDllQN9sf4Q7xYGnWiv4Qg,Registered Nurse RN,https://www.adzuna.com/land/ad/5886526860?se=dL0MlfWx8RGPhZDySvILTw&utm_medium=api&utm_source=abfa41a4&v=B273F7A1DFD914C1D96C972A63DB087A905C8795,5886526860,1,36067.0,36067.0,"Job Description Job Description We are seeking a Registered Nurse RN to join our team! You will be responsible for the assessment, diagnosis, and treatment of assigned patients. Responsibilities: Provide skilled nursing services in patients’ homes in accordance with physician orders and state regulations Conduct comprehensive assessments and develop individualized care plans Supervise and monitor patient care to ensure safety, quality, and compliance Coordinate care with physicians, caregivers,…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,ELEVATE LIFE CARE LLC,Adzuna::API::Response::Company,"Indianapolis, Marion County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Marion County', 'Indianapolis']",39.77745,-86.109012,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEwwTWxmV3g4UkdQaFpEeVN2SUxUdyIsImkiOiI1ODg2NTI2ODMyIn0.1hIcXO1zve994ZcL8fciWZJzzAf1E7BxQI8J_fL9X7Q,Software Test Engineer,https://www.adzuna.com/land/ad/5886526832?se=dL0MlfWx8RGPhZDySvILTw&utm_medium=api&utm_source=abfa41a4&v=C3AED195C6C4AFB51E30460648D7BAD57D283671,5886526832,1,102189.48,102189.48,"Job Description Job Description Hello: I wanted to see if you could be interested in a contract position located in Eaton, OH? The Sr Software Test Engineer plays a key role in supporting the design, development, validation and launch of new products and product changes. This role works with design engineers and project teams to formally test software components, systems, and various other changes. The role is primarily responsible for developing and executing software test plans to identify so…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,it-jobs,Adzuna::API::Response::Category,IT Jobs,Oxford Global Resources,Adzuna::API::Response::Company,"Eaton, Preble County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Preble County', 'Eaton']",39.743941,-84.63662,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNjg2NCIsInMiOiJkTDBNbGZXeDhSR1BoWkR5U3ZJTFR3In0.DdVyWVk1a7X7QzyNd8RTA-iYqgo6PUSmKL2ftWl1h0E,Compounding Pharmacy Technician,https://www.adzuna.com/land/ad/5886526864?se=dL0MlfWx8RGPhZDySvILTw&utm_medium=api&utm_source=abfa41a4&v=55B5F822A4F094E7B8663F70ADCA374BBDE4F00A,5886526864,1,40734.55,40734.55,"Job Description Job Description Job description An independent pharmacy in Dripping Springs, is looking for a dependable compounding pharmacy technician with a natural ability to deliver exceptional experiences in a retail environment. This person will compete all tasks that pharmacy technicians will do in addition to compounding medications. Weigh ingredients correctly and process them following the provided formula worksheet specifications Ensure correct formula preparation according to the p…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Matrix Pharmacy Group,Adzuna::API::Response::Company,"Dripping Springs, Hays County",Adzuna::API::Response::Location,"['US', 'Texas', 'Hays County', 'Dripping Springs']",30.190207,-98.086678,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNjgzNiIsInMiOiJkTDBNbGZXeDhSR1BoWkR5U3ZJTFR3In0.tHfKPog9axIZ_NA-M6dEPxGm6WmGhQk9cuuW3XKryo8,Journeyman Electrician,https://www.adzuna.com/land/ad/5886526836?se=dL0MlfWx8RGPhZDySvILTw&utm_medium=api&utm_source=abfa41a4&v=61F5839EC7F9B54245C2751FAE3495D3529864DA,5886526836,1,38560.81,38560.81,Job Description Job Description Lane Valente Industries is a Leading International construction and facility maintenance company with offices throughout the U.S. and Canada. We have a strong in-house group of field technicians that services top U.S. corporations and are supported by top notch managers in our offices. We are always looking for talented people driven to be highly productive members of the team with an emphasis on integrity and learning. CURRENT OPPORTUNITY: Journeyman Electrician…,2026-09-16T13:28:58Z,Adzuna::API::Response::Job,energy-oil-gas-jobs,Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",Lane Valente Industries,Adzuna::API::Response::Company,"Danbury, Fairfield County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Fairfield County', 'Danbury']",41.375572,-73.453378,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNjgzNCIsInMiOiJkTDBNbGZXeDhSR1BoWkR5U3ZJTFR3In0.oqOW7GRflLze8zVnRlJouyWvullCp2Z-v-62q7v1u6o,Class A CDL Tow Truck Operator,https://www.adzuna.com/land/ad/5886526834?se=dL0MlfWx8RGPhZDySvILTw&utm_medium=api&utm_source=abfa41a4&v=E3C41B1318E7DE8855ECB3C232D7D0EAEEC07A1E,5886526834,1,51358.04,51358.04,"Job Description Job Description Hiring Class A CDL Tow-Truck operator must be 21 of age, Must Have Clean Driving Record ( 4POINTS OR MORE CANNOT BE HIRED DUE TO INSURANCE REASONS) Must be able to pass A DOT Physical And Background Check  Towing EXPERIENCE is PREFERRED BUT NOT REQUIRED. ( SERIOUS INQUIRIES ONLY) \nCompany Description Laid back work environment Company Description Laid back work environment",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Shelly Smith And Sons,LTD.",Adzuna::API::Response::Company,"Mansfield, Richland County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Richland County', 'Mansfield']",40.758664,-82.510466,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEwwTWxmV3g4UkdQaFpEeVN2SUxUdyIsImkiOiI1ODg2NTI2ODUxIn0.aNKMAi_M-djR2JUblc0JkdUrc29asXsSf5UV9wVyoxs,"Team Lead, Market Operations",https://www.adzuna.com/land/ad/5886526851?se=dL0MlfWx8RGPhZDySvILTw&utm_medium=api&utm_source=abfa41a4&v=75EFAEFE5EE0FEC4C57A53C78203CF40BED2B9CA,5886526851,1,71923.97,71923.97,"Job Description Job Description About Carvana At Carvana, we sell cars, but we are not salespeople. We have made it our mission to create a hassle-free way for people to buy and sell cars. We saw a huge problem with how much of a headache it is to buy a car the traditional way, so we committed ourselves to put customer satisfaction at the core of our business, we have built a no-pressure, no-haggle online car buying experience that saves our customers time and money. Customers can search throug…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Carvana,Adzuna::API::Response::Company,"Bessemer, Jefferson County",Adzuna::API::Response::Location,"['US', 'Alabama', 'Jefferson County', 'Bessemer']",33.389869,-86.952395,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEwwTWxmV3g4UkdQaFpEeVN2SUxUdyIsImkiOiI1ODg2NTI2ODY3In0.bznPWbMibmFzn64AkSBHpBI4jtWPd8xEye0depiMdpM,Expanded Functions Dental Assistant,https://www.adzuna.com/land/ad/5886526867?se=dL0MlfWx8RGPhZDySvILTw&utm_medium=api&utm_source=abfa41a4&v=1FCA00E41330FB888D3EC0FC811A3BE1BF396A56,5886526867,1,90170.8,90170.8,Job Description Job Description Seeking motivated and experienced EFDA to help our very busy dental practice. Practice offers patients full scope dental services and provides the right candidate plenty of room for growth. Practice is up to date with technology and has tenured team.,2026-09-16T13:28:58Z,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Corey D Martinez DDS-Binford LLC,Adzuna::API::Response::Company,"Alexandria, Madison County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Madison County', 'Alexandria']",40.262818,-85.675809,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNjgzOSIsInMiOiJMQzBNbHZXeDhSR0RZWUhBaHlSa2hnIn0.fKAYgYy7SywMBJrTvIPhleQG21YJgG2YlUniKdDrbf4,Software Sales,https://www.adzuna.com/land/ad/5886526839?se=LC0MlvWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=763DE1558D4FDBBD0859DB141AF66643311DB47C,5886526839,1,71840.41,71840.41,"Job Description Job Description Vision Dealer Solutions is looking for an inside software sales rep to join its team, selling software into automotive dealerships. Ideal candidate may have experience in a sales capacity at an auto dealership or selling or demonstrating software sales in a SAAS company. Primary job responsibilities include working leads, building industry relationships, demonstrating the software products and bringing in new business. Candidates should showcase excellent written…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,Vision Dealer Solutions,Adzuna::API::Response::Company,"Fort Wayne, Allen County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Allen County', 'Fort Wayne']",41.064475,-85.173858,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEMwTWx2V3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI2ODM3In0.jzjI9us-MtYyrzERpGgwDyna1mNZMIPFjrztrq3AIX8,Patient Care Coordinator/Office Manager,https://www.adzuna.com/land/ad/5886526837?se=LC0MlvWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=24E319A1485C1E7F5ECE9C7378F0B74C52CA09D9,5886526837,1,30068.99,30068.99,"Job Description Job Description Palmetto Health is a successful and highly regarded concierge medical practice providing comprehensive care focusing primarily on internal medicine, bariatric medicine (weight loss) and anti-aging/regenerative medicine. The practice is seeking a full-time Patient Care Coordinator / Office Manager who is organized, self-motivated, sales oriented and has expertise in customer service. The position requires knowledge and experience in all aspects of medical practice…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,admin-jobs,Adzuna::API::Response::Category,Admin Jobs,Lange Recruiting,Adzuna::API::Response::Company,"Charleston, Charleston County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Charleston County', 'Charleston']",32.930579,-80.003183,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNjg0MyIsInMiOiJMQzBNbHZXeDhSR0RZWUhBaHlSa2hnIn0.QtUXxh_z54x87nq9-LqLfjdyvawYAOm8g9gMoAhOZMk,Design Engineer,https://www.adzuna.com/land/ad/5886526843?se=LC0MlvWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=90809F7A16C95EAA721FDF426353DAD9FE4B2716,5886526843,1,108439.16,108439.16,"Job Description Job Description Description: About Us At Gifthealth, we're revolutionizing the way people experience healthcare by simplifying the process of managing prescriptions and health services. Our mission is to provide a seamless, personalized, and efficient healthcare experience for all our customers. We're a dynamic, innovative, and customer-centric company dedicated to making a positive impact on people's lives. Position Summary Reporting to the Director of Engineering, the Design E…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,it-jobs,Adzuna::API::Response::Category,IT Jobs,giftHEALTH Inc,Adzuna::API::Response::Company,"Columbus, Franklin County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Franklin County', 'Columbus']",40.103832,-83.020025,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNjg0OCIsInMiOiJMQzBNbHZXeDhSR0RZWUhBaHlSa2hnIn0.KXZcy4dl4eTy0J4OadHne442kkcuakggGq6n1bXRF34,Registered Nurse,https://www.adzuna.com/land/ad/5886526848?se=LC0MlvWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=FB19BF22F4CD425D70C9CA835CB66D6406022AA3,5886526848,1,87028.76,87028.76,"Job Description Job Description Job Title: Registered Nurse – Correctional Healthcare Location: Hagerstown, MD Employment Type: Full-Time, Part-Time, PRN Shifts Available: Day, Evening, and Night Join the Talantage Team! Talantage, LLC is seeking compassionate, dedicated, and skilled Registered Nurses (RNs) to provide high-quality patient care within a correctional healthcare setting in Hagerstown, Maryland. This is an excellent opportunity for nurses who thrive in a fast-paced, collaborative e…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Talantage, LLC",Adzuna::API::Response::Company,"Hagerstown, Washington County",Adzuna::API::Response::Location,"['US', 'Maryland', 'Washington County', 'Hagerstown']",39.62895,-77.7155,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNjg1MyIsInMiOiJMQzBNbHZXeDhSR0RZWUhBaHlSa2hnIn0.iOd3NuOrVZHkSrgcFznK4WGMa-ad6Ai0XNH_KprWPmc,Dental Assistant - Full Time,https://www.adzuna.com/land/ad/5886526853?se=LC0MlvWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=C2151DFC1171F79F24656381D9B0B051369BA393,5886526853,1,55936.51,55936.51,"Job Description Job Description Description Become part of a Migrant and Community Health Center, where you will: Have a passionate purpose. Do worthwhile work. Make a difference in people’s lives. InterCare is searching for a full-time Dental Assistant to join our team in Pullman! At InterCare, you’ll find a rewarding and challenging work environment and a competitive compensation starting at $17.50/hour for uncertified moving to $19.00/hour upon certification and benefits package which includ…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,InterCare Community Health Network,Adzuna::API::Response::Company,"Pullman, Allegan County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Allegan County', 'Pullman']",42.483642,-86.091419,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNjg2OCIsInMiOiJMQzBNbHZXeDhSR0RZWUhBaHlSa2hnIn0.6nX1nJ5dHRU5wrDJPO5XUKxqppQ6anqKDXdydc2dWA4,"Assessment Nurse LPN/RN -Flexible Schedule,Great Earning,Non-Bedside!",https://www.adzuna.com/land/ad/5886526868?se=LC0MlvWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=0B58B1EA133896CB322557EA3D04D34907814F93,5886526868,1,57879.79,57879.79,Job Description Job Description We are seeking dedicated Contract Assessment Nurses for an excellent opportunity! Flexible Schedule Available Great Earning Potential Non-Bedside Are you interested in home health services? Do you crave a flexible work schedule? Are you compassionate about serving the communities in Georgia? Do you thrive in a dynamic environment? Are you looking to supplement your income? Felling limited by traditional clinical responsibilities? This could be the perfect opportu…,2026-09-16T13:28:58Z,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Ace Care Management,Adzuna::API::Response::Company,"Fayetteville, Fayette County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Fayette County', 'Fayetteville']",33.480465,-84.480396,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNjg1NCIsInMiOiJMQzBNbHZXeDhSR0RZWUhBaHlSa2hnIn0.Dg555b2VH7LWZDUjn_ZxgYpHAYZyZWZxC_6BUKBj5nk,Veterinary Assistant,https://www.adzuna.com/land/ad/5886526854?se=LC0MlvWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=457ADDD02C26C6CD62C66D1185042581FC3D23EE,5886526854,1,35678.77,35678.77,"Job Description Job Description Benefits/Perks Flexible Scheduling Career Advancement Opportunities Competitive Compensation Fun Working Environment Interact with Pets Job Summary We are seeking a compassionate Veterinarian Technician/Assistant to join the team at our successful clinic. Veterinary Technician responsibilities include assisting the Veterinarian with procedures, coordinating animal care, and educating clients in proper pet health. You will work closely with the entire clinic staff…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Sequoyah Animal Hospital PC,Adzuna::API::Response::Company,"Soddy Daisy, Hamilton County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Hamilton County', 'Soddy Daisy']",35.235903,-85.19079,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEMwTWx2V3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI2ODQ5In0.y9fi6o-DEUoS1fv9eah6gydejgl6DYCtT6Z8uPfzgZs,"Peritoneal Dialysis Technician - Madison, WI 53711",https://www.adzuna.com/land/ad/5886526849?se=LC0MlvWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=F4558139631D276CD7020BCDA25CDDA7BEA547A7,5886526849,1,67132.7,67132.7,"Job Description Job Description Location: Madison, WI 53711 Position: Dialysis Care Partner (Peritoneal Dialysis Support) Start Date: December 30, 2025 Schedule: Listed below (please read thoroughly) Rate: $20.83 per hour The client performs peritoneal dialysis using the Liberty machine , is seeking a dependable care partner to assist with dialysis-related tasks when her primary caregiver (her son) is unavailable . Training at Fresenius is scheduled in two weeks. Care Responsibilities: Unhook t…",2026-09-16T13:28:58Z,Adzuna::API::Response::Job,customer-services-jobs,Adzuna::API::Response::Category,Customer Services Jobs,Herewith Caregivers,Adzuna::API::Response::Company,"Mount Horeb, Dane County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Dane County', 'Mount Horeb']",43.008608,-89.738456,,
