description,created,salary_max,id,longitude,title,redirect_url,adref,salary_min,latitude,salary_is_predicted,__CLASS__,company.__CLASS__,company.display_name,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
Job Title: Server Location: Maplewood at Southport Employment Type: Part Time Salary Range: Competitive Department: Dining Services About Us: Want to know what makes our employees eager about going to work every day? The people we serve. Being a part of Maplewood requires passion and a desire to help others. Each employee has the ability to touch the hearts of all our seniors and be a part of something bigger than themselves. It’s not just a job. It’s an extraordinary life. Maplewood Senior Liv…,2026-08-22T09:06:44Z,29106.67,5852498001,-73.288357,Server - Part Time,https://www.adzuna.com/details/5852498001?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic2dmUEZTLWU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk4MDAxIn0.rgikIXeoHoxnjmbOOtT2JgQTj1iO4MypbcQVq1nR9iw,29106.67,41.142832,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Maplewood Senior Living,"['US', 'Connecticut', 'Fairfield County', 'Southport']",Adzuna::API::Response::Location,"Southport, Fairfield County",Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,part_time,
"We are looking for Shift Leaders to join our Dunkin' team! Shift Leaders are responsible for coaching Crew Members throughout their shift to execute operational Brand standards and deliver a great and friendly guest experience. They set goals, provide job assignments, and motivate others, celebrating successes and providing timely feedback. Responsibilities: Team Environment: Support a respectful team environment Communicate shift priorities, goals and results with team members Support the trai…",2026-08-22T09:06:42Z,30502.78,5852497994,-87.700957,Shift Leader,https://www.adzuna.com/details/5852497994?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5Nzk5NCIsInMiOiJzZ2ZQRlMtZThSR1JzX1dvZm1XVHZnIn0.74qZFmaCW4afyhZqf1Lu2dWJPJ1NXVrhhAfvoAxe0is,30502.78,41.9204,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Dunkin',"['US', 'Illinois', 'Cook County', 'Chicago', 'Palmer Square']",Adzuna::API::Response::Location,"Palmer Square, Chicago",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
Description What is the value of a WM Job? At WM we know that the value of a WM job is more than a paycheck. It's a way to create opportunities for you and your family. This is why we are constantly working to make WM a great place to work and grow a career. We Are Always Working for A Sustainable Tomorrow®: Our mission is to leave the world a better place than we found it by helping its inhabitants find purpose in becoming its caretakers. We Are People First: The members of the WM family are t…,2026-08-22T09:06:42Z,51965.41,5852497993,-81.964391,"CDL Truck Driver Residential ASL-Home Daily, Benefits Effective Day 1, PTO",https://www.adzuna.com/details/5852497993?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU5UU0ZpLWU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk3OTkzIn0.rEdsfU-a4ZgRkVmKM-YBguga4Req8yPUuiqmN-ChvMw,51965.41,33.457703,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,WM,"['US', 'Georgia', 'Richmond County', 'Augusta']",Adzuna::API::Response::Location,"Augusta, Richmond County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"Description General Expectations Regular, reliable, and predictable on-site attendance Comply with all applicable company policies, procedures, and patient protocols. Comply with all current government regulations and professional standards respecting patient care. Develop and maintain technical/working knowledge of current PAP products and services offered by ProTech, and all applicable governmental regulations. Duties and responsibilities Process PAP paperwork daily according to ProTech polic…",2026-08-22T09:06:41Z,41600.0,5852497988,-86.792457,PAP Technician,https://www.adzuna.com/details/5852497988?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5Nzk4OCIsInMiOiJ1TlRTRmktZThSR1JzX1dvZm1XVHZnIn0.hJr3VTie0vcBBqkk3nF7ndXgA2zWDkaOq7D-kbR_j-o,37440.0,36.146286,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Protech Medical,"['US', 'Tennessee', 'Davidson County', 'Nashville']",Adzuna::API::Response::Location,"Nashville, Davidson County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
"MVE Biological Solutions is the leading global manufacturer of vacuum insulated products and cryogenic systems. More than 50 years ago, they set the standard for storage of biological materials at low temperatures. Today, they continue to exceed these standards. Industries from around the world look to MVE for excellence and innovation. Their solutions empower industries to better utilize cryogenic technology. In this manner, MVE continues to make a vital contribution in today’s biomedical life…",2026-08-22T09:06:35Z,87352.71,5852497982,-84.377952,Senior Manufacturing Engineer,https://www.adzuna.com/details/5852497982?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5Nzk4MiIsInMiOiJ1TlRTRmktZThSR1JzX1dvZm1XVHZnIn0.ZbZKYQ4PCmpqEdlw9-OHpYz5r81IzGKIGEWhzM8In8o,87352.71,34.337266,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Cryoport Systems,"['US', 'Georgia', 'Cherokee County', 'Ball Ground']",Adzuna::API::Response::Location,"Ball Ground, Cherokee County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,full_time,
"Position Type: Athletics/Activities/ Athletics - Baseball Coach Date Posted: 8/3/2026 Location: Watertown-Mayer High School Watertown-Mayer is looking for a Head Baseball Coach. Previous coaching experience preferred. Understanding of organizational structure and techniques as they relate to baseball. Ability to motivate student athletes in an education based manner required. Application Deadline: Open until filled Questions: please direct all question to Paul Szymanski, AD, Watertown-Mayer pau…",2026-08-22T09:06:35Z,48389.9,5852497983,-93.847189,Head Baseball Coach,https://www.adzuna.com/details/5852497983?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU5UU0ZpLWU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk3OTgzIn0.OPDGs2knXA74CmDUn-faq7E7WHONx0BDn2W3QkDEoyQ,48389.9,44.963574,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Watertown-Mayer Public Schools,"['US', 'Minnesota', 'Carver County', 'Watertown']",Adzuna::API::Response::Location,"Watertown, Carver County",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,,
"Job Summary We are seeking a dedicated and compassionate Elementary Special Education Teacher to join our team at Mason Central Elementary. Mason Consolidated schools is a small, rural district located near Lake Erie in the southernmost part of Michigan just off I-75. We are known as a welcoming and friendly district, one that is fully committed to student success and consistent growth.",2026-08-22T09:06:35Z,66123.94,5852497984,-83.506001,Elementary Special Education Teacher,https://www.adzuna.com/details/5852497984?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5Nzk4NCIsInMiOiJ1TlRTRmktZThSR1JzX1dvZm1XVHZnIn0.lFNaQkD8GcyOEuKbZNk2kUPEcpA02pz16ZtdDx-z384,66123.94,41.771324,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,MISD,"['US', 'Michigan', 'Monroe County', 'Erie']",Adzuna::API::Response::Location,"Erie, Monroe County",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,full_time,
"Job Title: Cloud Solutions Engineer I FLSA Status: Exempt Job Family: Information Technology Department: Cloud Applications Location: Corporate Office (Fort Wayne, IN) JOB SUMMARY Responsible for the administration, support, adoption, and continuous improvement of the Microsoft 365 ecosystem. Provides technical support, user enablement, and operational stewardship to ensure secure, reliable, and effective cloud-based productivity services that support organizational goals. POSITION ESSENTIAL FU…",2026-08-22T09:06:35Z,51717.22,5852497981,-85.173858,Cloud Solutions Engineer I,https://www.adzuna.com/details/5852497981?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5Nzk4MSIsInMiOiJ1TlRTRmktZThSR1JzX1dvZm1XVHZnIn0.I3XT5EVPozXza4L6GzkRIEFLLsRn3v70ejD-vdo1COE,51717.22,41.064475,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Brotherhood Mutual Careers,"['US', 'Indiana', 'Allen County', 'Fort Wayne']",Adzuna::API::Response::Location,"Fort Wayne, Allen County",Adzuna::API::Response::Category,IT Jobs,it-jobs,full_time,
"Site: Mass General Brigham Incorporated Mass General Brigham relies on a wide range of professionals, including doctors, nurses, business people, tech experts, researchers, and systems analysts to advance our mission. As a not-for-profit, we support patient care, research, teaching, and community service, striving to provide exceptional care. We believe that high-performing teams drive groundbreaking medical discoveries and invite all applicants to join us and experience what it means to be par…",2026-08-22T09:06:34Z,115720.0,5852497978,-71.100288,"Supervisor, Accounts Payable",https://www.adzuna.com/details/5852497978?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU5UU0ZpLWU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk3OTc4In0.08BeD0s-g2V6kKCENO2XozlbY268u7AAhy17leMKX4U,79560.0,42.380876,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Mass General Brigham,"['US', 'Massachusetts', 'Middlesex County', 'Somerville']",Adzuna::API::Response::Location,"Somerville, Middlesex County",Adzuna::API::Response::Category,Accounting & Finance Jobs,accounting-finance-jobs,full_time,
"Full-time, Part-time Description Store Manager is responsible for the day-to-day operation of the store, including customer service, employee supervision, scheduling, inventory, cash handling, cleanliness, and compliance with PMG company standards. Candidate is a dependable, hands-on leader who can motivate a team, maintain high service standards, and keep store running efficiently in a fast-paced environment. Duties and Responsibilities *Includes, but not limited to: Greet customers and provid…",2026-08-22T09:06:34Z,49742.32,5852497979,-79.003881,"2000 Skibo Rd - Fayetteville, NC - Store Manager",https://www.adzuna.com/details/5852497979?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5Nzk3OSIsInMiOiJ1TlRTRmktZThSR1JzX1dvZm1XVHZnIn0.h1tKRs9C6ef3skiv30SwDVRCMRedJ7ojJ_AElSaAIqo,49742.32,35.059298,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Petroleum Marketing Group,"['US', 'North Carolina', 'Cumberland County', 'Lafayette']",Adzuna::API::Response::Location,"Lafayette, Cumberland County",Adzuna::API::Response::Category,Customer Services Jobs,customer-services-jobs,full_time,contract
"About Paragon Behavioral Health Connections Paragon Behavioral Health Connections is a comprehensive behavioral health organization on a mission to positively impact individuals and families through compassionate, and client-centered care . Our mission is to deliver personalized care that uplifts our clients and builds supportive connections in communities. Through community based or in-home services , and digital solutions as needed, we meet clients where they are—both physically and emotional…",2026-08-22T09:06:33Z,85000.0,5852497976,-107.85416,Community Adult Program Clinician,https://www.adzuna.com/details/5852497976?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU5UU0ZpLWU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk3OTc2In0.FHb9Iq9G6rxNkfa9vZJhBoKLctvphtkBerfQ7uMiloo,60000.0,37.311376,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Paragon,"['US', 'Colorado', 'La Plata County', 'College Heights Durango']",Adzuna::API::Response::Location,"College Heights Durango, La Plata County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
"Labcorp is a global leader in laboratory services, providing the insights and answers that help healthcare providers, patients, researchers, pharmaceutical companies and health systems make confident decisions and improve outcomes. Through our unparalleled science, data, technology and laboratory network, we advance diagnostics, accelerate innovation and help address some of the world’s most important health challenges. As we shape the future of healthcare, we are leveraging advanced technologi…",2026-08-22T09:06:32Z,41600.0,5852497973,,Medical Courier,https://www.adzuna.com/details/5852497973?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU5UU0ZpLWU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk3OTczIn0.E5TFeIuhSBtAqq57ajOaadQgFjdyLifTD5VCzYwzLno,36920.0,,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Labcorp,['US'],Adzuna::API::Response::Location,US,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Location : Candidates in the San Diego, California region: hybrid. Hybrid work model: 60% on-site as needed, 40% remote. Candidates outside the San Diego California region: 100% remote. Occasional travel to client sites may be required for site surveys, existing-conditions validation, and design coordination. General Summary: The BIM Manager is an individual contributor responsible for the technical integrity of the security designs produced by 4Liberty's Automated Security Design Services (ADS…",2026-08-22T09:06:30Z,120000.0,5852497966,-120.943179,"BIM Manager, Automated Security Design Services",https://www.adzuna.com/details/5852497966?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU5UU0ZpLWU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk3OTY2In0.h09ZhvoAZIr13cIxM3BKpkAsU_SbH-4v0RBq4xf5MaA,85000.0,37.928543,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,4Liberty,"['US', 'California']",Adzuna::API::Response::Location,"California, US",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,full_time,
"Full-time Description JOB TITLE: Alcohol and Drug Counselor I LOCATION: Pendleton, OR - SUD Office FLSA: 1.0 FTE (Expectation to work 40 hours a week) SUPERVISOR: Addictions Clinical Supervisor, Clinical Manager PAY GRADE: Non-Exempt B08 ($25.19 - $36.97 per hour, depending on experience) Potential for 10% bilingual increase – Must meet the OHA qualification standards  $5,500.00 Hiring Bonus available until 10/31/26 (2 year Commitment, staggered-taxable payout) Community Counseling Solutions pr…",2026-08-22T09:06:30Z,76897.0,5852497963,-118.77054,Alcohol and Drug Counselor I,https://www.adzuna.com/details/5852497963?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5Nzk2MyIsInMiOiJ1TlRTRmktZThSR1JzX1dvZm1XVHZnIn0.Nu9_pWrlgXR7oj4NWP2LbvomKjKmDU9R5ifqAw_2o7g,52395.0,45.64242,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Community Counseling Solutions,"['US', 'Oregon', 'Umatilla County', 'Pendleton']",Adzuna::API::Response::Location,"Pendleton, Umatilla County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
"Make a difference. As a Sales Trainee, you will learn the electrical distribution business and Graybar’s sales process through a mix of formal training sessions and hands-on learning. Our Sales Trainees are exposed to all areas of our business and are given the opportunity to receive specialized training and are provided a great overview of our industry before transitioning into a sales role. In this role you will: Learn Graybar’s sales and distribution process Develop product knowledge of elec…",2026-08-22T09:06:30Z,50014.5,5852497964,-80.846082,Sales Trainee,https://www.adzuna.com/details/5852497964?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU5UU0ZpLWU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk3OTY0In0.vZrdCHzuUTI3yYisPUCNNMjyIoVCDHikgrbpsqFgyJk,50014.5,35.232678,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Graybar,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']",Adzuna::API::Response::Location,"Charlotte, Mecklenburg County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"Description This position supports UCSF Health Stanyan and Hyde Hospitals as well as UCSF Health main campus in support of the Mission, Vision and Values of the organization, promoting high-quality patient care, compliance with applicable policies, patient safety, and patient and family services. This position works independently and in collaboration with departmental leadership, other UCSF Health Risk Management Staff, Hospital leaders and stakeholders, developing close, strategic and collabor…",2026-08-22T09:06:29Z,112178.19,5852497961,-120.943179,Risk Manager,https://www.adzuna.com/details/5852497961?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5Nzk2MSIsInMiOiJ1TlRTRmktZThSR1JzX1dvZm1XVHZnIn0.LLcw0wSk8IalOKnNIc89JcfgAupyKCNeeW9Kw9N90hY,112178.19,37.928543,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,"University of California, San Francisco","['US', 'California']",Adzuna::API::Response::Location,"California, US",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Location: Remote - Ohio Department: HIM Revenue Cycle Weekly Hours: 40 Status: Full time Shift: Days (United States of America) Job Summary: POSITION SUMMARY Responsible for daily operations of the hospital inpatient or outpatient coding team. Directly supervises team members and performance management. Promotes accurate, efficient, and compliant coding practices that support the organization's objectives and goals. Develops individual staff and team goals. Identifies process improvements and a…",2026-08-22T09:06:28Z,134680.0,5852497959,,Coding Supervisor,https://www.adzuna.com/details/5852497959?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5Nzk1OSIsInMiOiJ1TlRTRmktZThSR1JzX1dvZm1XVHZnIn0.HtL9oFvI2qvsIsWodqjOkr7-_ta4ZxduEy81acZqdHo,41600.0,,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,ProMedica,['US'],Adzuna::API::Response::Location,US,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
FleetPride is the largest after-market distributor of heavy-duty truck and trailer parts in the U.S. with some of the best and brightest people in the business! Partner with the best in the heavy-duty industry and apply today! Provide service to customers by phone or in person through sales of heavy-duty parts in accordance with identified customer needs and availability of parts in order to make a profit for FleetPride. DUTIES & RESPONSIBILITIES Help determine and obtain heavy duty parts for c…,2026-08-22T09:06:27Z,34029.15,5852497956,-91.733685,Counter Parts Sales Rep,https://www.adzuna.com/details/5852497956?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU5UU0ZpLWU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk3OTU2In0.qGtisAm4emUz6nqysdoPRjaaRy6fQ_BARwBTekhPdTg,34029.15,35.24682,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,FleetPride,"['US', 'Arkansas', 'White County', 'Searcy']",Adzuna::API::Response::Location,"Searcy, White County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,full_time,
"The System Administrator will have the opportunity to manage the technology infrastructures for multiple clients in a variety of different industries. This includes supporting and maintaining servers, desktops, firewalls, network equipment, software applications, backup systems, and more. We are looking for a technologically-savvy, detail-oriented, and self-motivated achiever who can provide outstanding service for our clients. A Sigma System Administrator must have excellent interpersonal comm…",2026-08-22T09:06:27Z,103523.51,5852497958,-97.741701,System Administrator,https://www.adzuna.com/details/5852497958?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU5UU0ZpLWU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk3OTU4In0.SGLitWtG3pNgujKvLvPSw9oGQHw3PNlVmsWrrJZgZyw,103523.51,30.271158,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Sigma Information Group,"['US', 'Texas', 'Travis County', 'Austin']",Adzuna::API::Response::Location,"Austin, Travis County",Adzuna::API::Response::Category,IT Jobs,it-jobs,full_time,
"Career Category Scientific Job Description Join Amgen’s Mission of Serving Patients At Amgen, if you feel like you’re part of something bigger, it’s because you are. Our shared mission—to serve patients living with serious illnesses—drives all that we do. Since 1980, we’ve helped pioneer the world of biotech in our fight against the world’s toughest diseases. With our focus on four therapeutic areas –Oncology, Inflammation, General Medicine, and Rare Disease– we reach millions of patients each …",2026-08-22T09:06:27Z,262841.0,5852497955,-118.91,Scientific Associate Director - Project Toxicologist,https://www.adzuna.com/details/5852497955?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU5UU0ZpLWU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk3OTU1In0.81nXr1zzuNajjoCysXksQ9a-IF75GD6R83DuDkgMZiI,0.0,34.18,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Amgen,"['US', 'California', 'Ventura County', 'Thousand Oaks']",Adzuna::API::Response::Location,"Thousand Oaks, Ventura County",Adzuna::API::Response::Category,Scientific & QA Jobs,scientific-qa-jobs,full_time,
"We are looking for a motivated operations manager to oversee daily operations during designated shifts, supervise employees, and ensure that our customers receive outstanding service. The operations manager's responsibilities include creating a shift schedule, dealing with no-shows, delegating tasks, handling cash up, and reporting any issues to the manager. To be successful as an operations manager, you should be able to manage a team of people and ensure that all duties are performed accurate…",2026-08-22T09:06:26Z,39520.0,5852497952,-83.860183,Shift Manager,https://www.adzuna.com/details/5852497952?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU5UU0ZpLWU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk3OTUyIn0.SBlZ4C8hMJk0FJuxjcYKo1xmV-EXcU2DQHAtzgdNRgI,33280.0,33.596782,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Huey Magoo's,"['US', 'Georgia', 'Newton County', 'Covington']",Adzuna::API::Response::Location,"Covington, Newton County",Adzuna::API::Response::Category,Manufacturing Jobs,manufacturing-jobs,full_time,
"Per-Diem RN Case Manager: Make More Than a Living—Make a Difference  This role is paid per visit, with compensation varying depending on the type of visit. We are looking for someone who is interested in growing with the agency, with the potential to transition into a full-time salaried position as the agency continues to grow.  Are you a Registered Nurse (RN) ready to step into a role that values your expertise and desire for a fulfilling career? At TRU Healthcare, we're not just a healthcare …",2026-08-22T09:06:21Z,37063.24,5852497950,-96.606373,Per Diem RN Case Manager,https://www.adzuna.com/details/5852497950?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU5UU0ZpLWU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk3OTUwIn0.1OsHRRuk2RPAlCcxWOI8thgupLNbX3Q-__Xi8QTN8pg,37063.24,47.774308,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,TRU HEALTHCARE,"['US', 'Minnesota', 'Polk County', 'Crookston']",Adzuna::API::Response::Location,"Crookston, Polk County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
"The Manager, Industry Strategy, Health supports Acxiom's strategy across the health vertical, including health payers, providers, and pharmaceutical and life sciences brands. The role helps connect industry priorities to Acxiom's data, identity, and solution capabilities, contributing to go to market strategy and supporting the pursuits that grow revenue in these categories. This role works alongside senior strategy leaders across the full client relationship, from direct engagements to agency …",2026-08-22T09:06:19Z,102336.84,5852497944,,"Manager, Industry Strategy",https://www.adzuna.com/details/5852497944?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5Nzk0NCIsInMiOiJ1TlRTRmktZThSR1JzX1dvZm1XVHZnIn0.ykduLEvidS7Wk49gn3Hlu5VOiS14Z0vybbJUuQzBqKs,102336.84,,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Acxiom,"['US', 'New York', 'New York City']",Adzuna::API::Response::Location,"New York City, New York",Adzuna::API::Response::Category,IT Jobs,it-jobs,full_time,
"Store 2746246: 12681 Chestnut Blvd., Shakopee, Minnesota 55379 Shift Availability Evenings (Weekdays  Weekend Availability Required) Time Type Full time Assistant Manager We want you to join our team as an Assistant Manager. If you have the desire to be challenged, work in a fast-paced, fun environment and create a career in management – look no further. As an assistant manager, you will enjoy: Medical, Vision, Dental, & Life Insurance/Short & Long Term Disability Flexible Schedules Weekly Pay …",2026-08-22T09:06:19Z,39520.0,5852497946,-93.526899,Assistant Manager,https://www.adzuna.com/details/5852497946?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5Nzk0NiIsInMiOiJ1TlRTRmktZThSR1JzX1dvZm1XVHZnIn0.WKGjjEjTJflhnRVPT4n7WCoPO7KIQG3fLsz0GI7y900,33280.0,44.798019,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Circle K Stores,"['US', 'Minnesota', 'Scott County', 'Shakopee']",Adzuna::API::Response::Location,"Shakopee, Scott County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
"BAYADA Home Health Care has an immediate opening for a Client Services Manager in our York Home Health Office . If you are looking for an exciting career opportunity in a growing industry, a Client Services Manager could be the position for you. BAYADA believes that our clients and their families deserve home health care delivered with compassion, excellence, and reliability. We want you to apply your energy and skills in this dynamic, entrepreneurial environment and become an integral part of …",2026-08-22T09:06:18Z,87814.36,5852497941,-76.849033,Client Services Manager,https://www.adzuna.com/details/5852497941?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5Nzk0MSIsInMiOiJ1TlRTRmktZThSR1JzX1dvZm1XVHZnIn0.re0cbpRDQhAcZ-IEKXMRRxAinTXvFxAR1iLy83VtRUg,87814.36,40.025125,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,BAYADA Home Health Care,"['US', 'Pennsylvania', 'York County', 'York']",Adzuna::API::Response::Location,"York, York County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Thank you for your interest in taking the state certified nurse aide training program. Our program is a fast-paced class that is completed in 17 days. To be considered for the class, you must provide the following at the time of your interview: Completed Application Valid Photo Identification Social Security Card Since the class is only 17 days, no absences or tardiness is permitted. You must maintain a grade average of an 85 to continue in the course. Books and Supplies ($30) will be needed as…",2026-08-22T09:06:16Z,29968.08,5852497937,-81.884529,Student CNA Class,https://www.adzuna.com/details/5852497937?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU5UU0ZpLWU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk3OTM3In0.7h_4EeIsZSj90jrocvOosVKsqrpmm4mjrRQNDgsaMlA,29968.08,34.468731,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,NHC Careers,"['US', 'South Carolina', 'Laurens County', 'Clinton']",Adzuna::API::Response::Location,"Clinton, Laurens County",Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,full_time,
" Big-name prestige beauty is coming to your market — and we're bringing in the best freelance Brand Advisors to make it unforgettable. This is a short, high-impact event project on set dates: September 19th September 24th September 27th You show up, own the floor, hit the number, and move on to your next gig. Perfect for established beauty pros who love the buzz of a live event.  This event will take place at the following locations: Sephora 318 Short Hills Sephora 1160 Jersey Gardens Sephora 2…",2026-08-22T09:06:16Z,68640.0,5852497936,-74.203948,Prestige Beauty Events Are Coming to Elizabeth— Join as a Freelance BE,https://www.adzuna.com/details/5852497936?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5NzkzNiIsInMiOiJ1TlRTRmktZThSR1JzX1dvZm1XVHZnIn0.cEkejWlEzdRxruZtVqLEY4yTe9GPnKUTNy4hxHHlOzI,62400.0,40.671401,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Headkount,"['US', 'New Jersey', 'Union County', 'Peterstown']",Adzuna::API::Response::Location,"Peterstown, Union County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,,contract
