title,redirect_url,longitude,__CLASS__,salary_max,created,adref,salary_is_predicted,latitude,id,description,salary_min,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
QUALITY CONTROL AGGREGATE FIELD TECHNICIAN,https://www.adzuna.com/land/ad/5878701437?se=iG3tCzmt8RGnopdMrkkzKQ&utm_medium=api&utm_source=abfa41a4&v=00C092FBA85ABD87996FE028EC16E2717FFEDF07,-93.37488,Adzuna::API::Response::Job,58712.71,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUczdEN6bXQ4Ukdub3BkTXJra3pLUSIsImkiOiI1ODc4NzAxNDM3In0.g4zgIMv5pFFMqHWpvsSE8J5Tn_AUrS1_RNdY473WkgY,1,45.06354,5878701437,"Good Pay! Good Benefits! Good People! Knife River is a PEOPLE-first company. Our team members are key to our success, and we are committed to giving them the tools, training, and time to do their jobs productively and go home safely each day. Please consider joining our growing team today! At Knife River, we take care of our team because we know it’s our people who make us successful. We are one of the 10 largest construction materials producers/contractors in the Country. Our goal is to build …",58712.71,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Hennepin County', 'Brooklyn Park']","Brooklyn Park, Hennepin County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Scientific & QA Jobs,scientific-qa-jobs,,
FOREMAN - GRADING (Seasonal),https://www.adzuna.com/land/ad/5878701384?se=iG3tCzmt8RGnopdMrkkzKQ&utm_medium=api&utm_source=abfa41a4&v=851E6CD091FE24AD1992D73A303553D332C06B80,-102.97146,Adzuna::API::Response::Job,60159.29,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUczdEN6bXQ4Ukdub3BkTXJra3pLUSIsImkiOiI1ODc4NzAxMzg0In0.6960ABb8y2rFSJzh6HgCnVzaH9mFSFnPEiarB4AmqN0,1,48.38736,5878701384,"Good Pay! Good Benefits! Good People! Knife River is a PEOPLE-first company. Our team members are key to our success, and we are committed to giving them the tools, training, and time to do their jobs productively and go home safely each day. Please consider joining our growing team today! At Knife River, we take care of our team because we know it’s our people who make us successful. We are one of the 10 largest construction materials producers/contractors in the Country. Our goal is to build …",60159.29,Adzuna::API::Response::Location,"['US', 'North Dakota', 'Williams County', 'Tioga']","Tioga, Williams County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,,
FOREMAN - GRADING (Seasonal),https://www.adzuna.com/land/ad/5878701459?se=iG3tCzmt8RGnopdMrkkzKQ&utm_medium=api&utm_source=abfa41a4&v=B37E4DBB2532C36BE5112647CEDA9C6C262D2BF3,-103.443353,Adzuna::API::Response::Job,51948.27,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUczdEN6bXQ4Ukdub3BkTXJra3pLUSIsImkiOiI1ODc4NzAxNDU5In0.jUiaPqGEsgmq1ylvUugsMHoMywgFAb1VTBmdixdvyfE,1,47.781562,5878701459,"Good Pay! Good Benefits! Good People! Knife River is a PEOPLE-first company. Our team members are key to our success, and we are committed to giving them the tools, training, and time to do their jobs productively and go home safely each day. Please consider joining our growing team today! At Knife River, we take care of our team because we know it’s our people who make us successful. We are one of the 10 largest construction materials producers/contractors in the Country. Our goal is to build …",51948.27,Adzuna::API::Response::Location,"['US', 'North Dakota', 'McKenzie County', 'Arnegard']","Arnegard, McKenzie County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,,
RAIL MATERIAL HANDLER - (SEASONAL),https://www.adzuna.com/land/ad/5878701370?se=iG3tCzmt8RGnopdMrkkzKQ&utm_medium=api&utm_source=abfa41a4&v=5411E3837F01ED7036F3223EBFDA716977F5A279,-97.002741,Adzuna::API::Response::Job,33828.28,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODcwMTM3MCIsInMiOiJpRzN0Q3ptdDhSR25vcGRNcmtrektRIn0.NURBlOSxmqyFV7qsxwP6PeW6IM_qjHOw6lCXsxlTqQ0,1,48.19726,5878701370,"Great Pay! Great Benefits! Strong Teams! Knife River is a PEOPLE-first company. Our teams are the foundation of our success, and we're committed to providing the training, tools and support to do great work and go home safely at the end of each day. Join a team that looks out for one another and supports career growth from day one. ROLE OVERVIEW: This is a seasonal position, you can use your winters off to travel, hunt, fish or for other activities you enjoy while your benefits continue year ro…",33828.28,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Marshall County', 'Alvarado']","Alvarado, Marshall County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
RAIL MATERIAL HANDLER - (SEASONAL),https://www.adzuna.com/land/ad/5878701406?se=iG3tCzmt8RGnopdMrkkzKQ&utm_medium=api&utm_source=abfa41a4&v=BCE5C8B8F1CC4C28AF57CEE0EA1782A44E4018D6,-97.104589,Adzuna::API::Response::Job,33801.32,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODcwMTQwNiIsInMiOiJpRzN0Q3ptdDhSR25vcGRNcmtrektRIn0.tiNP4Y90AnHxQVIz_qhgtpgOsOnO6mXWoih_s7-2Qks,1,47.775767,5878701406,"Great Pay! Great Benefits! Strong Teams! Knife River is a PEOPLE-first company. Our teams are the foundation of our success, and we're committed to providing the training, tools and support to do great work and go home safely at the end of each day. Join a team that looks out for one another and supports career growth from day one. ROLE OVERVIEW: This is a seasonal position, you can use your winters off to travel, hunt, fish or for other activities you enjoy while your benefits continue year ro…",33801.32,Adzuna::API::Response::Location,"['US', 'North Dakota', 'Grand Forks County', 'Thompson']","Thompson, Grand Forks County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
SAP Business Analyst,https://www.adzuna.com/land/ad/5878701393?se=iG3tCzmt8RGnopdMrkkzKQ&utm_medium=api&utm_source=abfa41a4&v=E6454464550E9EE51472626B7781B5511A513F8F,,Adzuna::API::Response::Job,101639.08,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUczdEN6bXQ4Ukdub3BkTXJra3pLUSIsImkiOiI1ODc4NzAxMzkzIn0.PFjvAq3vrbRnea85AH3PwjvK6qnHERrbU8oKjlghB2k,1,,5878701393,"NOTE: THIS POSITION IS TO JOIN AS W2 or 1099 ONLY. SAP Business Analyst Location: Remote Duration: 6-12 Months The main function is to assist the overall team, as well as key stakeholders across various tasks related to the applications and business processes, including improving business processes and aligning key metrics for the applications and integrations that are part of the Enterprise Systems and Services, Talent & Deal Management Solutions team. A major component of this effort will be …",101639.08,Adzuna::API::Response::Location,['US'],US,Adzuna::API::Response::Company,Loginsoft Consulting LLC,Adzuna::API::Response::Category,IT Jobs,it-jobs,,
RAIL MATERIAL HANDLER - (SEASONAL),https://www.adzuna.com/land/ad/5878701356?se=iG3tCzmt8RGnopdMrkkzKQ&utm_medium=api&utm_source=abfa41a4&v=B036182EC17E0670ADC891CBEBB421C5BCC12A25,-96.172083,Adzuna::API::Response::Job,33008.87,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUczdEN6bXQ4Ukdub3BkTXJra3pLUSIsImkiOiI1ODc4NzAxMzU2In0.DSmhZ3SMxwhwTPFRYcnat0wMURhSZk_K-8j3yI8jhzU,1,48.116642,5878701356,"Great Pay! Great Benefits! Strong Teams! Knife River is a PEOPLE-first company. Our teams are the foundation of our success, and we're committed to providing the training, tools and support to do great work and go home safely at the end of each day. Join a team that looks out for one another and supports career growth from day one. ROLE OVERVIEW: This is a seasonal position, you can use your winters off to travel, hunt, fish or for other activities you enjoy while your benefits continue year ro…",33008.87,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Pennington County', 'Thief River Falls']","Thief River Falls, Pennington County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
RAIL MATERIAL HANDLER - (SEASONAL),https://www.adzuna.com/land/ad/5878701408?se=iG3tCzmt8RGnopdMrkkzKQ&utm_medium=api&utm_source=abfa41a4&v=B1CABA599788F1A08982A87AAC41745B2548AF6A,-96.028374,Adzuna::API::Response::Job,32614.6,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODcwMTQwOCIsInMiOiJpRzN0Q3ptdDhSR25vcGRNcmtrektRIn0.YQhHjoKc1mbadDIdSX3OgwhgLIncjib5FSzji1hfR5c,1,47.650306,5878701408,"Great Pay! Great Benefits! Strong Teams! Knife River is a PEOPLE-first company. Our teams are the foundation of our success, and we're committed to providing the training, tools and support to do great work and go home safely at the end of each day. Join a team that looks out for one another and supports career growth from day one. ROLE OVERVIEW: This is a seasonal position, you can use your winters off to travel, hunt, fish or for other activities you enjoy while your benefits continue year ro…",32614.6,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Polk County', 'Erskine']","Erskine, Polk County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
FOREMAN - GRADING (Seasonal),https://www.adzuna.com/land/ad/5878701389?se=iG3tCzmt8RGnopdMrkkzKQ&utm_medium=api&utm_source=abfa41a4&v=CCB5D53AC7D91640D8D89D51B78046CA950BC370,-103.845402,Adzuna::API::Response::Job,48623.61,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUczdEN6bXQ4Ukdub3BkTXJra3pLUSIsImkiOiI1ODc4NzAxMzg5In0.S1ZPBm3bi_tovmfQPUoayLjSqWLCkhofXkllpKoqHSs,1,48.073112,5878701389,"Good Pay! Good Benefits! Good People! Knife River is a PEOPLE-first company. Our team members are key to our success, and we are committed to giving them the tools, training, and time to do their jobs productively and go home safely each day. Please consider joining our growing team today! At Knife River, we take care of our team because we know it’s our people who make us successful. We are one of the 10 largest construction materials producers/contractors in the Country. Our goal is to build …",48623.61,Adzuna::API::Response::Location,"['US', 'North Dakota', 'Williams County', 'Round Prairie']","Round Prairie, Williams County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,,
RAIL CREW FOREMAN/LEADMAN (SEASONAL),https://www.adzuna.com/land/ad/5878701450?se=iG3tCzmt8RGnopdMrkkzKQ&utm_medium=api&utm_source=abfa41a4&v=3E210073B9280C4C6F7C2D8FCBC07569026779A7,-101.410681,Adzuna::API::Response::Job,34720.14,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUczdEN6bXQ4Ukdub3BkTXJra3pLUSIsImkiOiI1ODc4NzAxNDUwIn0.Z3t9EWp6HmdJQOWxEMVrfyCupmQ1ss2e-YZJ_po-4wI,1,46.883719,5878701450,"Great Pay! Great Benefits! Strong Teams! Knife River is a PEOPLE-first company. Our teams are the foundation of our success, and we're committed to providing the training, tools and support to do great work and go home safely at the end of each day. Join a team that looks out for one another and supports career growth from day one. ROLE OVERVIEW: This is a seasonal position, you can use your winters off to travel, hunt, fish or for other activities you enjoy while your benefits continue year-ro…",34720.14,Adzuna::API::Response::Location,"['US', 'North Dakota', 'Morton County', 'New Salem']","New Salem, Morton County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,,
RAIL MATERIAL HANDLER - (SEASONAL),https://www.adzuna.com/land/ad/5878701412?se=iG3tCzmt8RGnopdMrkkzKQ&utm_medium=api&utm_source=abfa41a4&v=641A35E54B3920B3E68ADE2A3819D0B3BB296719,-97.225655,Adzuna::API::Response::Job,33132.25,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUczdEN6bXQ4Ukdub3BkTXJra3pLUSIsImkiOiI1ODc4NzAxNDEyIn0.1MXcU-xDOZ3iM2JYybyBKYyby1ho82E6WPXWPk3tiZY,1,47.192788,5878701412,"Great Pay! Great Benefits! Strong Teams! Knife River is a PEOPLE-first company. Our teams are the foundation of our success, and we're committed to providing the training, tools and support to do great work and go home safely at the end of each day. Join a team that looks out for one another and supports career growth from day one. ROLE OVERVIEW: This is a seasonal position, you can use your winters off to travel, hunt, fish or for other activities you enjoy while your benefits continue year ro…",33132.25,Adzuna::API::Response::Location,"['US', 'North Dakota', 'Cass County', 'Arthur']","Arthur, Cass County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
PLANT MAINTENANCE TECHNICIAN - READY MIX,https://www.adzuna.com/land/ad/5878701364?se=iG3tCzmt8RGnopdMrkkzKQ&utm_medium=api&utm_source=abfa41a4&v=524DF589993940F3948419F0B149999C32DA52BF,-101.090353,Adzuna::API::Response::Job,45195.42,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUczdEN6bXQ4Ukdub3BkTXJra3pLUSIsImkiOiI1ODc4NzAxMzY0In0.DwI5RIbT_AiTdK0rDHHG_FCUunl00Hou7xfDxofsdts,1,48.075116,5878701364,"Great Pay! Great Benefits! Strong Teams! Knife River is a PEOPLE-first company. Our teams are the foundation of our success, and we're committed to providing the training, tools and support to do great work and go home safely at the end of each day. Join a team that looks out for one another and supports career growth from day one. ROLE OVERVIEW: To perform necessary maintenance on Ready Mix Plants throughout North Dakota. Overnight travel is required. DUTIES AND/OR RESPONSIBILITIES (summary of…",45195.42,Adzuna::API::Response::Location,"['US', 'North Dakota', 'Ward County', 'Sawyer']","Sawyer, Ward County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,,
RAIL CREW FOREMAN/LEADMAN (SEASONAL),https://www.adzuna.com/land/ad/5878701438?se=MiX-DDmt8RGWn_T67fT_Ug&utm_medium=api&utm_source=abfa41a4&v=9195E21F5318EB3BFA4A26485BF5A3DDBF19C107,-101.01702,Adzuna::API::Response::Job,34792.73,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODcwMTQzOCIsInMiOiJNaVgtRERtdDhSR1duX1Q2N2ZUX1VnIn0.8LArVn8z6ENDExBWszDsEdQYg9ESB4ajmAnosuwgrH0,1,47.31858,5878701438,"Great Pay! Great Benefits! Strong Teams! Knife River is a PEOPLE-first company. Our teams are the foundation of our success, and we're committed to providing the training, tools and support to do great work and go home safely at the end of each day. Join a team that looks out for one another and supports career growth from day one. ROLE OVERVIEW: This is a seasonal position, you can use your winters off to travel, hunt, fish or for other activities you enjoy while your benefits continue year-ro…",34792.73,Adzuna::API::Response::Location,"['US', 'North Dakota', 'McLean County', 'Washburn']","Washburn, McLean County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,,
RAIL CREW FOREMAN/LEADMAN (SEASONAL),https://www.adzuna.com/land/ad/5878701357?se=MiX-DDmt8RGWn_T67fT_Ug&utm_medium=api&utm_source=abfa41a4&v=27BEEAAB29DEB0869B5D01993BD41F78B438F341,-100.9086,Adzuna::API::Response::Job,39294.44,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTWlYLUREbXQ4UkdXbl9UNjdmVF9VZyIsImkiOiI1ODc4NzAxMzU3In0.jOfUhuOxI1Bew0X4RQEVsx_mbzfye2l31X-2evHOrEY,1,46.8321,5878701357,"Great Pay! Great Benefits! Strong Teams! Knife River is a PEOPLE-first company. Our teams are the foundation of our success, and we're committed to providing the training, tools and support to do great work and go home safely at the end of each day. Join a team that looks out for one another and supports career growth from day one. ROLE OVERVIEW: This is a seasonal position, you can use your winters off to travel, hunt, fish or for other activities you enjoy while your benefits continue year-ro…",39294.44,Adzuna::API::Response::Location,"['US', 'North Dakota', 'Morton County', 'Mandan']","Mandan, Morton County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,,
Software Engineer,https://www.adzuna.com/land/ad/5878701381?se=MiX-DDmt8RGWn_T67fT_Ug&utm_medium=api&utm_source=abfa41a4&v=E6EE940AB90309E1E1D8A2F441549BACDB6E8B31,-95.4359,Adzuna::API::Response::Job,118542.1,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTWlYLUREbXQ4UkdXbl9UNjdmVF9VZyIsImkiOiI1ODc4NzAxMzgxIn0._qjGmygnxMeD7bIUfQ_lXyopnOptj0VucWl62h2Jo5A,1,29.6403,5878701381,"SOFTWARE ENGINEER Looking for Software Engineer in Houston, TX area who can Analyze, design, develop, and test software systems and applications to handle large data sets using ETL (Extracting Transformation & Loading) tools; ensure consistent design standards; implement SDLC process; customer deployments and provide customer support. Tools: Unix, SQL, Informatica, IICS. Req: BS in CS/Electrical & Electronics Engineering/Any Engineering or Closely related field. Exp: 1 yr in Application develop…",118542.1,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Trammells']","Trammells, Harris County",Adzuna::API::Response::Company,Digital Minds Global Technologies Inc.,Adzuna::API::Response::Category,IT Jobs,it-jobs,,
QUALITY CONTROL AGGREGATE FIELD TECHNICIAN,https://www.adzuna.com/land/ad/5878701392?se=MiX-DDmt8RGWn_T67fT_Ug&utm_medium=api&utm_source=abfa41a4&v=98DE574AAF14007AD9E485D46DC5B1C43A069ACE,-93.272721,Adzuna::API::Response::Job,69121.92,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODcwMTM5MiIsInMiOiJNaVgtRERtdDhSR1duX1Q2N2ZUX1VnIn0.TwUWxFbOuzMF8gXd2Sv_VY7tG5j1XGiDZdRiYiKTeA8,1,45.478142,5878701392,"Good Pay! Good Benefits! Good People! Knife River is a PEOPLE-first company. Our team members are key to our success, and we are committed to giving them the tools, training, and time to do their jobs productively and go home safely each day. Please consider joining our growing team today! At Knife River, we take care of our team because we know it’s our people who make us successful. We are one of the 10 largest construction materials producers/contractors in the Country. Our goal is to build …",69121.92,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Isanti County', 'Isanti']","Isanti, Isanti County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Scientific & QA Jobs,scientific-qa-jobs,,
Java Architect,https://www.adzuna.com/land/ad/5878701405?se=MiX-DDmt8RGWn_T67fT_Ug&utm_medium=api&utm_source=abfa41a4&v=BBD7931FC49F6AE33499719B3D2A22A45B916350,-96.765058,Adzuna::API::Response::Job,98870.2,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODcwMTQwNSIsInMiOiJNaVgtRERtdDhSR1duX1Q2N2ZUX1VnIn0.Iv2OjYxp6uBV3DqHBMEiOldqOSk4WkXms8cYQEpEX1E,1,32.760168,5878701405,"Strong proficiency in Java, with a solid understanding of object-oriented programming. Implement user-stories - coding user stories, unit testing, create high level design / low level design, ensure code-coverage, conduct design and code reviews, create design artifacts Linux/Unix administration & Shell scripting Experience with Spring Framework (Spring Boot, Spring MVC, Spring Security). Proficient in front-end technologies such as GWT, HTML Experience in microservices architecture implementat…",98870.2,Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Highland Park']","Highland Park, Dallas",Adzuna::API::Response::Company,CitiusTech,Adzuna::API::Response::Category,IT Jobs,it-jobs,,
RAIL CREW FOREMAN/LEADMAN (SEASONAL),https://www.adzuna.com/land/ad/5878701416?se=MiX-DDmt8RGWn_T67fT_Ug&utm_medium=api&utm_source=abfa41a4&v=F7C9D1C10E04D969D60534AEE1D202614116C983,-101.202719,Adzuna::API::Response::Job,42425.56,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTWlYLUREbXQ4UkdXbl9UNjdmVF9VZyIsImkiOiI1ODc4NzAxNDE2In0.FxqQXybT_9m4uiYHhEQ-RuesjGfOzU8MNNdSQqbBT7M,1,47.58475,5878701416,"Great Pay! Great Benefits! Strong Teams! Knife River is a PEOPLE-first company. Our teams are the foundation of our success, and we're committed to providing the training, tools and support to do great work and go home safely at the end of each day. Join a team that looks out for one another and supports career growth from day one. ROLE OVERVIEW: This is a seasonal position, you can use your winters off to travel, hunt, fish or for other activities you enjoy while your benefits continue year-ro…",42425.56,Adzuna::API::Response::Location,"['US', 'North Dakota', 'McLean County', 'Riverdale']","Riverdale, McLean County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,,
PLANT MAINTENANCE TECHNICIAN - READY MIX,https://www.adzuna.com/land/ad/5878701448?se=MiX-DDmt8RGWn_T67fT_Ug&utm_medium=api&utm_source=abfa41a4&v=D69595FA0143F75600EDCE4C3B2CEBB05F276DB6,-100.237945,Adzuna::API::Response::Job,43737.78,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODcwMTQ0OCIsInMiOiJNaVgtRERtdDhSR1duX1Q2N2ZUX1VnIn0.usSqImU-pZghfHQbWq68qVl_h5Yx4HZca-elDQxlJc8,1,47.877915,5878701448,"Great Pay! Great Benefits! Strong Teams! Knife River is a PEOPLE-first company. Our teams are the foundation of our success, and we're committed to providing the training, tools and support to do great work and go home safely at the end of each day. Join a team that looks out for one another and supports career growth from day one. ROLE OVERVIEW: To perform necessary maintenance on Ready Mix Plants throughout North Dakota. Overnight travel is required. DUTIES AND/OR RESPONSIBILITIES (summary of…",43737.78,Adzuna::API::Response::Location,"['US', 'North Dakota', 'McHenry County', 'Anamoose']","Anamoose, McHenry County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,,
QUALITY CONTROL AGGREGATE FIELD TECHNICIAN,https://www.adzuna.com/land/ad/5878701399?se=MiX-DDmt8RGWn_T67fT_Ug&utm_medium=api&utm_source=abfa41a4&v=D3A8888F6972462C8BD86D3EE4FC76DCDF2D825E,-93.67488,Adzuna::API::Response::Job,66917.1,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODcwMTM5OSIsInMiOiJNaVgtRERtdDhSR1duX1Q2N2ZUX1VnIn0.9Q1zA0VWcgeQzZfQ86CE4Ok5RwZc21y27JkIdFQriPY,1,45.1971,5878701399,"Good Pay! Good Benefits! Good People! Knife River is a PEOPLE-first company. Our team members are key to our success, and we are committed to giving them the tools, training, and time to do their jobs productively and go home safely each day. Please consider joining our growing team today! At Knife River, we take care of our team because we know it’s our people who make us successful. We are one of the 10 largest construction materials producers/contractors in the Country. Our goal is to build …",66917.1,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Wright County', 'Saint Michael']","Saint Michael, Wright County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Scientific & QA Jobs,scientific-qa-jobs,,
Azure Logic App,https://www.adzuna.com/land/ad/5878701374?se=MiX-DDmt8RGWn_T67fT_Ug&utm_medium=api&utm_source=abfa41a4&v=9CFF1420397B75F2CF9EE8D68A3FD262954BA12B,-80.10285,Adzuna::API::Response::Job,117478.02,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTWlYLUREbXQ4UkdXbl9UNjdmVF9VZyIsImkiOiI1ODc4NzAxMzc0In0.8n7PuMwBLxhvPiAIdzAikR7Ja7QC0F_EtTS6wKerdZI,1,26.38186,5878701374,"Momento USA is a global technology consulting, talent acquisition, and creative development firm that addresses clients' most pressing needs and challenges. We are currently looking for an Azure Logic App. Job Title: Azure Logic App Location: Boca Raton, FL 33432 | Hybrid Role: Contract/Full Time Job Description: Serverless Development: Design and implement event-driven functions/ logic apps triggered by HTTP requests, timers, queue messages, or storage changes. System Integration: Connect func…",117478.02,Adzuna::API::Response::Location,"['US', 'Florida', 'Palm Beach County', 'Highland Beach']","Highland Beach, Palm Beach County",Adzuna::API::Response::Company,Momento USA LLC,Adzuna::API::Response::Category,IT Jobs,it-jobs,,
PLANT MAINTENANCE TECHNICIAN - READY MIX,https://www.adzuna.com/land/ad/5878701446?se=MiX-DDmt8RGWn_T67fT_Ug&utm_medium=api&utm_source=abfa41a4&v=9D6F3DCC560DFACEC19CB81F5C746DD36D9B4CC7,-101.763736,Adzuna::API::Response::Job,47219.12,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODcwMTQ0NiIsInMiOiJNaVgtRERtdDhSR1duX1Q2N2ZUX1VnIn0.FwysdoI_cmp0wzitfb65FAafYFILaQejASQ4Chqdivs,1,47.865685,5878701446,"Great Pay! Great Benefits! Strong Teams! Knife River is a PEOPLE-first company. Our teams are the foundation of our success, and we're committed to providing the training, tools and support to do great work and go home safely at the end of each day. Join a team that looks out for one another and supports career growth from day one. ROLE OVERVIEW: To perform necessary maintenance on Ready Mix Plants throughout North Dakota. Overnight travel is required. DUTIES AND/OR RESPONSIBILITIES (summary of…",47219.12,Adzuna::API::Response::Location,"['US', 'North Dakota', 'Ward County', 'Ryder']","Ryder, Ward County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,,
PLANT MAINTENANCE TECHNICIAN - READY MIX,https://www.adzuna.com/land/ad/5878701454?se=MiX-DDmt8RGWn_T67fT_Ug&utm_medium=api&utm_source=abfa41a4&v=A991EBC6EBFDCC71EFC2F7C04BF56352F7BB4D74,-100.371029,Adzuna::API::Response::Job,44337.24,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTWlYLUREbXQ4UkdXbl9UNjdmVF9VZyIsImkiOiI1ODc4NzAxNDU0In0.qEuKU9q-T0e1a9FhY0zV01EnDHisnCFo3nfAQnBZ4zM,1,47.924536,5878701454,"Great Pay! Great Benefits! Strong Teams! Knife River is a PEOPLE-first company. Our teams are the foundation of our success, and we're committed to providing the training, tools and support to do great work and go home safely at the end of each day. Join a team that looks out for one another and supports career growth from day one. ROLE OVERVIEW: To perform necessary maintenance on Ready Mix Plants throughout North Dakota. Overnight travel is required. DUTIES AND/OR RESPONSIBILITIES (summary of…",44337.24,Adzuna::API::Response::Location,"['US', 'North Dakota', 'McHenry County', 'Drake']","Drake, McHenry County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,,
PLANT MAINTENANCE TECHNICIAN - READY MIX,https://www.adzuna.com/land/ad/5878701424?se=MiX-DDmt8RGWn_T67fT_Ug&utm_medium=api&utm_source=abfa41a4&v=FE769818BF7D45EE9B6835BD9113D7AF77351B06,-101.370855,Adzuna::API::Response::Job,46954.09,2026-09-10T12:06:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODcwMTQyNCIsInMiOiJNaVgtRERtdDhSR1duX1Q2N2ZUX1VnIn0.zY5h2KlYB2YsTZaO80D-gfJ4CAvBZotmqumQ34fJIjA,1,47.501479,5878701424,"Great Pay! Great Benefits! Strong Teams! Knife River is a PEOPLE-first company. Our teams are the foundation of our success, and we're committed to providing the training, tools and support to do great work and go home safely at the end of each day. Join a team that looks out for one another and supports career growth from day one. ROLE OVERVIEW: To perform necessary maintenance on Ready Mix Plants throughout North Dakota. Overnight travel is required. DUTIES AND/OR RESPONSIBILITIES (summary of…",46954.09,Adzuna::API::Response::Location,"['US', 'North Dakota', 'Mercer County', 'Pick']","Pick, Mercer County",Adzuna::API::Response::Company,Knife River,Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,,
