adref,redirect_url,latitude,id,salary_max,description,created,salary_min,title,salary_is_predicted,__CLASS__,contract_time,longitude,company.display_name,company.__CLASS__,category.__CLASS__,category.tag,category.label,location.area,location.__CLASS__,location.display_name,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5MTgyOCIsInMiOiJmaTJfS0ptSzhSR19ldVhETEVDeHhnIn0.5swmRxPGZjQw5HoGdcEI_W4ODCiG0enSv2f4VAggkgY,https://www.adzuna.com/details/5818391828?utm_medium=api&utm_source=abfa41a4,39.105431,5818391828,169509.25,"Owner Operators Wanted!. OWNER OPERATORS – KEEP MORE OF WHAT YOU EARN! Stop Chasing High Percentages That Come with High Costs. At UACL Logistics, we offer one of the industry's best-owner operator programs by keeping your operating expenses low—so you take home more money every week. What We Offer: · 75% Pay · 100% Fuel Surcharge Paid to You · FREE Trailer Rent for 6 Months · 2025 Trailers Available · Weekly Settlements · Consistent Freight Flexible Driving Options: · Home Nightly Routes Avail…",2026-07-28T09:58:30Z,169509.25,CDL-A Owner Operator - 6mo EXP Required - Regional - Dry Van - UACL Logistics,1,Adzuna::API::Response::Job,full_time,-84.502154,UACL Logistics,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Ohio', 'Hamilton County', 'Cincinnati']",Adzuna::API::Response::Location,"Cincinnati, Hamilton County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmkyX0tKbUs4UkdfZXVYRExFQ3h4ZyIsImkiOiI1ODE4MzkxODU1In0.JbaRlhPHz5_O9ZSbiAgOv15pvQIvXQM7VVgEI6Kb2i0,https://www.adzuna.com/details/5818391855?utm_medium=api&utm_source=abfa41a4,40.348325,5818391855,172530.72,"Owner Operators Wanted!. OWNER OPERATORS – KEEP MORE OF WHAT YOU EARN! Stop Chasing High Percentages That Come with High Costs. At UACL Logistics, we offer one of the industry's best-owner operator programs by keeping your operating expenses low—so you take home more money every week. What We Offer: · 75% Pay · 100% Fuel Surcharge Paid to You · FREE Trailer Rent for 6 Months · 2025 Trailers Available · Weekly Settlements · Consistent Freight Flexible Driving Options: · Home Nightly Routes Avail…",2026-07-28T09:58:30Z,172530.72,CDL-A Owner Operator - 6mo EXP Required - Regional - Dry Van - UACL Logistics,1,Adzuna::API::Response::Job,full_time,-75.940099,UACL Logistics,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Pennsylvania', 'Berks County', 'Greenfield Manor']",Adzuna::API::Response::Location,"Greenfield Manor, Berks County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmkyX0tKbUs4UkdfZXVYRExFQ3h4ZyIsImkiOiI1ODE4MzkxODEyIn0.XHMZwUanK9dkqaw7mPJwyMvXWHnMFvaLgAkdbEp54eM,https://www.adzuna.com/details/5818391812?utm_medium=api&utm_source=abfa41a4,33.473754,5818391812,171778.77,"Owner Operators Wanted!. OWNER OPERATORS – KEEP MORE OF WHAT YOU EARN! Stop Chasing High Percentages That Come with High Costs. At UACL Logistics, we offer one of the industry's best-owner operator programs by keeping your operating expenses low—so you take home more money every week. What We Offer: · 75% Pay · 100% Fuel Surcharge Paid to You · FREE Trailer Rent for 6 Months · 2025 Trailers Available · Weekly Settlements · Consistent Freight Flexible Driving Options: · Home Nightly Routes Avail…",2026-07-28T09:58:30Z,171778.77,Regional Truck Driver Owner Operator - 6mo EXP Required - Dry Van - UACL Logistics,1,Adzuna::API::Response::Job,full_time,-82.012604,UACL Logistics,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Georgia', 'Richmond County', 'Augusta']",Adzuna::API::Response::Location,"Augusta, Richmond County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5MTg0MiIsInMiOiJmaTJfS0ptSzhSR19ldVhETEVDeHhnIn0.eBqok8Qx-ra4n_ubvs2DrKCL3IH5RXvTOIb9i4Mj4ZA,https://www.adzuna.com/details/5818391842?utm_medium=api&utm_source=abfa41a4,37.270488,5818391842,167960.58,"Owner Operators Wanted!. OWNER OPERATORS – KEEP MORE OF WHAT YOU EARN! Stop Chasing High Percentages That Come with High Costs. At UACL Logistics, we offer one of the industry's best-owner operator programs by keeping your operating expenses low—so you take home more money every week. What We Offer: · 75% Pay · 100% Fuel Surcharge Paid to You · FREE Trailer Rent for 6 Months · 2025 Trailers Available · Weekly Settlements · Consistent Freight Flexible Driving Options: · Home Nightly Routes Avail…",2026-07-28T09:58:30Z,167960.58,CDL-A Owner Operator - 6mo EXP Required - Regional - Dry Van - UACL Logistics,1,Adzuna::API::Response::Job,full_time,-79.942182,UACL Logistics,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Virginia', 'Roanoke County', 'Roanoke']",Adzuna::API::Response::Location,"Roanoke, Roanoke County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSklqQ0tabUs4UkdLZDluNlljbGw4QSIsImkiOiI1ODE4MzkxODkyIn0.5FQ7wx1a84-8TS5_edABiJp-qVcLJjG4iQIeTfS76EY,https://www.adzuna.com/details/5818391892?utm_medium=api&utm_source=abfa41a4,35.227805,5818391892,144217.78,"Owner Operators Wanted!. OWNER OPERATORS – KEEP MORE OF WHAT YOU EARN! Stop Chasing High Percentages That Come with High Costs. At UACL Logistics, we offer one of the industry's best-owner operator programs by keeping your operating expenses low—so you take home more money every week. What We Offer: · 75% Pay · 100% Fuel Surcharge Paid to You · FREE Trailer Rent for 6 Months · 2025 Trailers Available · Weekly Settlements · Consistent Freight Flexible Driving Options: · Home Nightly Routes Avail…",2026-07-28T09:58:30Z,144217.78,Regional Truck Driver Owner Operator - 6mo EXP Required - Dry Van - UACL Logistics,1,Adzuna::API::Response::Job,full_time,-80.844267,UACL Logistics,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']",Adzuna::API::Response::Location,"Charlotte, Mecklenburg County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSklqQ0tabUs4UkdLZDluNlljbGw4QSIsImkiOiI1ODE4MzkxNzc1In0.dzFvHY0ZMheWSh6fHopyI_BsH20Qkq2jQXUoRAnQ9KQ,https://www.adzuna.com/details/5818391775?utm_medium=api&utm_source=abfa41a4,,5818391775,89567.87,"Role Overview Evaluate how advanced AI systems perform on realistic finance tasks related to model risk, financial-services compliance, payments, fraud, and financial-crime controls. This is an expert-evaluation engagement in which you will apply professional judgment to assess domain-specific tasks, the environments where those tasks are executed, and the rubrics used to score performance. You will not be joining a traditional finance team; the exact task content and research workflows are con…",2026-07-28T09:58:29Z,89567.87,Finance Professional for AI Model Evaluation,1,Adzuna::API::Response::Job,,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5MTc4MSIsInMiOiJKSWpDS1ptSzhSR0tkOW42WWNsbDhBIn0.EWmfcP-9j9tiQwHSu6F9uId9rcKhu4Z2VOtyhA07uX8,https://www.adzuna.com/details/5818391781?utm_medium=api&utm_source=abfa41a4,,5818391781,142232.61,"Role Overview Design high-fidelity evaluation tasks for AI systems that operate within Fortune 500 product design and large industrial manufacturing environments. Workstreams are calibrated to enterprise-level design complexity, high safety stakes, and large production scale. Contributors create realistic mechanical engineering scenarios, produce reference outputs, and author rubrics that reflect the judgment and priorities of senior Fortune 500 engineering leaders. Key Responsibilities Constru…",2026-07-28T09:58:29Z,142232.61,Mechanical Engineer for AI Evaluation,1,Adzuna::API::Response::Job,,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSklqQ0tabUs4UkdLZDluNlljbGw4QSIsImkiOiI1ODE4MzkxNzkwIn0.7MLurEOaSnK2QuEeHa7XHWKBCNcm_39gFWv8HF1CW9I,https://www.adzuna.com/details/5818391790?utm_medium=api&utm_source=abfa41a4,,5818391790,91342.98,"Role Overview Assess how advanced AI systems perform on real-world public finance work by evaluating the realism and technical fidelity of tasks, the environments in which those tasks are completed, and the rubrics used to judge outputs. This is an expert-evaluation engagement; you will apply professional judgment to confidential, domain-specific evaluation assignments that may vary over the course of the project. Key Responsibilities Evaluate whether finance tasks are realistic, well-scoped, i…",2026-07-28T09:58:29Z,91342.98,Finance Professional for AI Evaluation in Public Finance,1,Adzuna::API::Response::Job,,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5MTc5MyIsInMiOiJKSWpDS1ptSzhSR0tkOW42WWNsbDhBIn0.4L0C31GsN0Yl3ifoEBGqFeE21slFrxeqlm4SM5493Ms,https://www.adzuna.com/details/5818391793?utm_medium=api&utm_source=abfa41a4,45.529774,5818391793,104000.0,"Hiring Regional CDL-A Tanker Drivers! . N - Tanker Vehicles Endorsement. REGIONAL CDL-A TRUCK DRIVER Indian River Transport is seeking Class A CDL Company Drivers with Tanker Endorsement and at least 12 months of recent T/T experience for our Regional division! We are a privately-owned liquid food grade carrier, providing transportation services throughout the United States, while also offering import/export services between the US, Canada, and Mexico (border crossing optional, not required). J…",2026-07-28T09:58:29Z,88400.0,Class A CDL Company Driver - 1yr EXP Required - Regional - Dry Van - $1.7k - $2k per week - N Endorsements Required - Indian River Transport,0,Adzuna::API::Response::Job,full_time,-122.680488,Indian River Transport,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Oregon', 'Multnomah County', 'Portland']",Adzuna::API::Response::Location,"Portland, Multnomah County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSklqQ0tabUs4UkdLZDluNlljbGw4QSIsImkiOiI1ODE4MzkxNzY0In0.GSZY3KALi8asArV5fpCoU8zzQGmpBMhyMmsOug2GD30,https://www.adzuna.com/details/5818391764?utm_medium=api&utm_source=abfa41a4,,5818391764,85013.55,"Role Overview Assess how advanced AI systems perform on real-world finance work by applying your professional judgment to evaluate finance tasks, the environments where those tasks are executed, and the rubrics used to score outputs. This is an expert evaluation engagement rather than a traditional finance role, and the specific task content and research workflows are confidential and may change over the life of the project. Key Responsibilities Evaluate whether finance tasks are realistic, wel…",2026-07-28T09:58:29Z,85013.55,Finance Professional for AI Evaluation,1,Adzuna::API::Response::Job,,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5MTc4MyIsInMiOiJKSWpDS1ptSzhSR0tkOW42WWNsbDhBIn0.zFPIP9QEQ3WSSuRLGoK6QiAmYPOnB5ZQihwk0Plhvzc,https://www.adzuna.com/details/5818391783?utm_medium=api&utm_source=abfa41a4,,5818391783,110187.59,"Role Overview Evaluate how AI performs real-world technical sales work by defining excellence rather than producing sales deliverables yourself. You will create task-specific grading criteria for pre-sales artifacts and score AI-generated and human work samples, providing rigorous, written justifications so judgments are reproducible and defensible. This engagement supports a leading AI research organization studying practical technical sales performance. Key Responsibilities Design precise, ta…",2026-07-28T09:58:29Z,110187.59,Sales Engineer for AI Model Evaluation,1,Adzuna::API::Response::Job,,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSklqQ0tabUs4UkdLZDluNlljbGw4QSIsImkiOiI1ODE4MzkxNzYzIn0.HLF5Omz4iggvoNRkOLI4-FL0ouCVwJep0TuCW29AesE,https://www.adzuna.com/details/5818391763?utm_medium=api&utm_source=abfa41a4,,5818391763,118072.74,"Role Overview Evaluate how advanced AI systems perform on realistic finance tasks across derivatives, volatility, FX, futures, market structure, execution, and digital assets. This expert-evaluation role focuses on applying professional judgment to assess task design, environments, and scoring rubrics so that the research measures genuine, market-aware finance capability. Key Responsibilities Assess whether finance tasks are realistic, well scoped, internally consistent, and representative of p…",2026-07-28T09:58:29Z,118072.74,Finance Professional for AI Evaluation in Trading and Crypto,1,Adzuna::API::Response::Job,,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSklqQ0tabUs4UkdLZDluNlljbGw4QSIsImkiOiI1ODE4MzkxNzk0In0.DKtJs7Hh4fEXOKTOlIoYsZOGdF_iZm95yVe3VKwzEiI,https://www.adzuna.com/details/5818391794?utm_medium=api&utm_source=abfa41a4,,5818391794,168350.44,"Role Overview Provide expert molecular biology design and evaluation to create high-quality training data for GenAI models that reason across the life sciences. You will design and justify DNA and RNA constructs, produce domain-grounded solution examples, and assess model outputs for correctness and biological rigor. This role is remote within the United Kingdom and ranges from part-time to full-time, up to 40 hours per week. Key Responsibilities Design and review DNA and RNA sequences and cons…",2026-07-28T09:58:29Z,168350.44,Molecular Biologist for AI Model Training,1,Adzuna::API::Response::Job,part_time,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,scientific-qa-jobs,Scientific & QA Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5MTc4MCIsInMiOiJKSWpDS1ptSzhSR0tkOW42WWNsbDhBIn0.Dqg-D7x2ap5g8ozjXkMColovBsiyQ4fMbWCStJT8pJQ,https://www.adzuna.com/details/5818391780?utm_medium=api&utm_source=abfa41a4,,5818391780,124244.33,"Role Overview Provide senior-level commercial contracts expertise for a research project with a leading AI company, creating and evaluating realistic commercial agreements and company negotiation playbooks and producing complete redlines and objective evaluation criteria for AI-generated contract reviews. Key Responsibilities Create, review, and evaluate realistic commercial contracts and negotiation playbooks. Produce complete, senior-level redlines and clear commentary reflecting defensible, …",2026-07-28T09:58:29Z,124244.33,Commercial Contracts Attorney for AI Research,1,Adzuna::API::Response::Job,,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,legal-jobs,Legal Jobs,['US'],Adzuna::API::Response::Location,US,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSklqQ0tabUs4UkdLZDluNlljbGw4QSIsImkiOiI1ODE4MzkxNzkyIn0.UrGfbMqIULsygtYKYCC6vKddqrQ7J4KXgau98u4DPwI,https://www.adzuna.com/details/5818391792?utm_medium=api&utm_source=abfa41a4,,5818391792,118909.74,"Role Overview Use your adult inpatient bedside nursing expertise to train, evaluate, and improve clinical AI systems. This role focuses on applying real-world documentation practices and clinical judgment to validate AI-generated nursing outputs, identify risks, and help create high-quality training data and benchmarks that improve safety, accuracy, and reliability. Key Responsibilities Review and evaluate AI-generated clinical outputs against nursing flowsheet documentation. Validate accuracy,…",2026-07-28T09:58:29Z,118909.74,Registered Nurse for AI Model Evaluation,1,Adzuna::API::Response::Job,,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSklqQ0tabUs4UkdLZDluNlljbGw4QSIsImkiOiI1ODE4MzkxNzcyIn0.23KUO79x09wu6ORnszU_BdAeFZWA2ok1RxZMS0WQ5aA,https://www.adzuna.com/details/5818391772?utm_medium=api&utm_source=abfa41a4,,5818391772,81556.98,"Role Overview Assess how advanced AI systems perform on realistic, professional finance tasks across wealth management, financial planning, retirement, tax, estate, insurance, and RIA practice. This is an expert evaluation engagement where you will apply your professional judgment to review tasks, task environments, and scoring rubrics rather than perform client-facing advisory work. The exact tasks and research workflows are confidential and may change throughout the project. Key Responsibilit…",2026-07-28T09:58:29Z,81556.98,Wealth Advisor for AI Model Evaluation,1,Adzuna::API::Response::Job,,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5MTc2NSIsInMiOiJKSWpDS1ptSzhSR0tkOW42WWNsbDhBIn0.WQjtNBIeqrWBCV50SKwN7kcC9kdqrCjIDqEG9R8tGfc,https://www.adzuna.com/details/5818391765?utm_medium=api&utm_source=abfa41a4,,5818391765,94354.92,"Role Overview Provide expert finance evaluation of domain-specific tasks and assessment rubrics used to measure advanced AI systems in real assets, project finance, infrastructure, real estate, energy, mining, and natural resources. This engagement focuses on applying professional judgment to determine whether tasks, environments, and scoring frameworks reflect genuine professional practice. The work is an expert-evaluation engagement rather than a traditional finance role, and task content and…",2026-07-28T09:58:29Z,94354.92,Finance Professional for AI Evaluation in Real Assets,1,Adzuna::API::Response::Job,,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSklqQ0tabUs4UkdLZDluNlljbGw4QSIsImkiOiI1ODE4MzkxNzc0In0.J8jkUyN-EbWIAE_dS-5utTn7WJJqfM6v2iUEexT_Qtk,https://www.adzuna.com/details/5818391774?utm_medium=api&utm_source=abfa41a4,,5818391774,73611.41,"Role Overview Perform realistic, on-the-job style financial crime and KYC analyst work by completing self-contained case exercises from mock files. You will produce client-style deliverables such as alert dispositions, SAR narratives, KYC remediation lists, and sanctions adjudications. All exercises use simulated data only, are graded against a rubric, and each client-style output is submitted as a draft. Key Responsibilities Adjudicate transaction monitoring alerts using an alert packet, the K…",2026-07-28T09:58:29Z,73611.41,Financial Crime Analyst for AML & KYC Evaluation,1,Adzuna::API::Response::Job,,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,['US'],Adzuna::API::Response::Location,US,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSklqQ0tabUs4UkdLZDluNlljbGw4QSIsImkiOiI1ODE4MzkxNzc5In0.SXrJrBV_SXyFXDmUG2Osc8L1YGQ5Dyjz38GVSNbkZLk,https://www.adzuna.com/details/5818391779?utm_medium=api&utm_source=abfa41a4,,5818391779,72894.59,"Role Overview Evaluate how advanced AI systems perform on public-equities research and portfolio-management tasks by applying your professional judgment to assess task design, the environments in which tasks run, and the rubrics used to score outputs. This is an expert-evaluation engagement rather than a role on a traditional finance team. Exact task content and research workflows are confidential and may change over the course of the project. Key Responsibilities Assess whether finance tasks a…",2026-07-28T09:58:29Z,72894.59,Public Equities Analyst for AI Evaluation,1,Adzuna::API::Response::Job,full_time,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5MTc5OSIsInMiOiJKSWpDS1ptSzhSR0tkOW42WWNsbDhBIn0.VMT_u4JK5eqSlPDi92maIMCW4czJ0anNcK6gQBqQsbU,https://www.adzuna.com/details/5818391799?utm_medium=api&utm_source=abfa41a4,29.425427,5818391799,100360.0,"CDL-A Pneumatic Drivers Needed!. NOW HIRING – CDL-A PNEUMATIC DRIVERS (OILFIELD | LOCAL) $1,850–$1,925 WEEKLY | HOME DAILY | SAN ANTONIO DRIVERS ONLY – NO TRUCK NEEDED GET PAID CONSISTENTLY. BE HOME DAILY. WORK WITH A COMPANY THAT HAS YOUR BACK. If you’re tired of: Inconsistent loads & weak paychecks Dispatchers who don’t communicate Running broke-down equipment risking your CDL WHAT YOU CAN EXPECT $1,850–$1,925 Weekly (REAL TAKE-HOME, including bonuses) HOME EVERY DAY – Sleep in your own bed S…",2026-07-28T09:58:29Z,96200.0,Truck Driver Company - 6mo EXP Required - Local - Dry Bulk & Pneumatic - $1.85k - $1.93k per week - UACL Logistics,0,Adzuna::API::Response::Job,full_time,-98.489353,UACL Logistics,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Texas', 'Bexar County', 'San Antonio']",Adzuna::API::Response::Location,"San Antonio, Bexar County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSklqQ0tabUs4UkdLZDluNlljbGw4QSIsImkiOiI1ODE4MzkxNzc3In0.gzqiEBo0pVSP_l32gFMRE2tqSpPCWuFyRcwo5PTiIfQ,https://www.adzuna.com/details/5818391777?utm_medium=api&utm_source=abfa41a4,,5818391777,78146.18,"Role Overview Conduct structured, evidence-focused interviews to evaluate shortlisted subject-matter experts in Law, Finance, Healthcare, and Engineering for an AI pre-training data engagement, and deliver clear recommendations to the program team. Key Responsibilities Run approximately 20-minute, rubric-driven interviews that assess domain depth, communication skills, and suitability for AI evaluation work. Confirm each expert''s availability, work authorization status, and any exclusivity con…",2026-07-28T09:58:29Z,78146.18,Expert Interviewer for AI Panel Recruitment,1,Adzuna::API::Response::Job,,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,hr-jobs,HR & Recruitment Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5MTc3MCIsInMiOiJKSWpDS1ptSzhSR0tkOW42WWNsbDhBIn0.d1PrO-L_MikJKa7pbvcJdi_Qrq-wB1rKYf0rWfAD6ZI,https://www.adzuna.com/details/5818391770?utm_medium=api&utm_source=abfa41a4,,5818391770,85867.23,"Role Overview Assess how advanced AI systems perform on real-world finance tasks in commercial and private credit, fixed income, asset-liability management, and bank treasury. This is an expert-evaluation engagement, not a hire onto a traditional finance team. You will apply your professional judgment to evaluate task design, task environments, and scoring rubrics. Exact task content and research workflows are confidential and may change during the engagement. Key Responsibilities Evaluate whet…",2026-07-28T09:58:29Z,85867.23,"Finance Professional for AI Evaluation, Credit, Rates & Treasury",1,Adzuna::API::Response::Job,,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSklqQ0tabUs4UkdLZDluNlljbGw4QSIsImkiOiI1ODE4MzkxNzg0In0.ZTrVFb9wT-LxuCPcZakeTAN12_nz-RIcXvFLl2sMMcU,https://www.adzuna.com/details/5818391784?utm_medium=api&utm_source=abfa41a4,,5818391784,115130.0,"Role Overview Design realistic, senior-level electrical engineering evaluation tasks and reference outputs used to test AI systems in Fortune 500 enterprise electrical systems and product design contexts. Work targets the complexity, safety stakes, and production scale of large industrial and technology manufacturers, producing scenarios and rubrics that reflect how senior Fortune 500 engineering leaders think and make decisions. Key Responsibilities Construct enterprise electrical engineering …",2026-07-28T09:58:29Z,115130.0,Electrical Engineer for AI Evaluation,1,Adzuna::API::Response::Job,,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSklqQ0tabUs4UkdLZDluNlljbGw4QSIsImkiOiI1ODE4MzkxNzg1In0.Evox_qbeLso0HIC3qCDmGnZ5ef0hlaGF9zn5GLEtS0E,https://www.adzuna.com/details/5818391785?utm_medium=api&utm_source=abfa41a4,,5818391785,88347.17,"Role Overview Help define what excellent digital-product design work looks like by creating precise, task-specific evaluation criteria and scoring completed design work. This engagement focuses on assessing how well AI systems and people perform real-world product design tasks, you will not produce product deliverables yourself, you will produce reproducible, well-justified evaluations and written rationale for each score. Key Responsibilities Design task-specific grading criteria for real-worl…",2026-07-28T09:58:29Z,88347.17,UI/UX Designer for AI Model Evaluation,1,Adzuna::API::Response::Job,,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,creative-design-jobs,Creative & Design Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSklqQ0tabUs4UkdLZDluNlljbGw4QSIsImkiOiI1ODE4MzkxNzYyIn0.hpjcrMKeZuEUMBVQASJk6Pxjf3IoTQppp-_So5tan3A,https://www.adzuna.com/details/5818391762?utm_medium=api&utm_source=abfa41a4,,5818391762,83268.88,"Role Overview Lead and validate institutional-quality transaction and fund analysis to test whether advanced AI systems can perform complex investment, fund-formation, and fund-operations work. Depending on experience, you will either produce detailed analytical deliverables as a practitioner or review and sign off on work as a senior reviewer, focusing on accuracy, commercial judgment, and execution quality. Key Responsibilities Build and evaluate financial models, including valuations, transa…",2026-07-28T09:58:29Z,83268.88,Finance Professional for AI Model Evaluation,1,Adzuna::API::Response::Job,,,,Adzuna::API::Response::Company,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSklqQ0tabUs4UkdLZDluNlljbGw4QSIsImkiOiI1ODE4MzkxNzUwIn0.fSW4J0T83UgZnZmNES3zuFlgVwhAs0Ou1csu7Be-jN4,https://www.adzuna.com/land/ad/5818391750?se=JIjCKZmK8RGKd9n6Ycll8A&utm_medium=api&utm_source=abfa41a4&v=49193FEA2857B996F81E5F70F43D6EC5006EB03D,41.499114,5818391750,68933.98,"Job Description Job Description Remote Insurance Sales Representative | Flexible Schedule | Commission-Based This position offers flexible work hours and clear paths for advancement into leadership and management. You will work remotely, serving clients by providing guidance and protection solutions for individuals and families. What We Offer Remote, work-from-home career Average first-year earnings of $69K through commissions and bonuses Increased earning potential in later years through perfo…",2026-07-28T09:58:27Z,68933.98,Sales Coordinator Remote,1,Adzuna::API::Response::Job,,-72.976396,HMG Careers,Adzuna::API::Response::Company,Adzuna::API::Response::Category,sales-jobs,Sales Jobs,"['US', 'Connecticut', 'New Haven County', 'Prospect']",Adzuna::API::Response::Location,"Prospect, New Haven County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSklqQ0tabUs4UkdLZDluNlljbGw4QSIsImkiOiI1ODE4MzkxNzUzIn0.9Z4D4iBSqAtQTZF3ra8E1oENxViWDLnITXssY2wfkwE,https://www.adzuna.com/land/ad/5818391753?se=JIjCKZmK8RGKd9n6Ycll8A&utm_medium=api&utm_source=abfa41a4&v=BC181E1AC7657A314665080C038A1491DA56E4C2,37.024444,5818391753,69737.97,"Job Description Job Description Remote Insurance Sales Representative | Flexible Schedule | Commission-Based This position offers flexible work hours and clear paths for advancement into leadership and management. You will work remotely, serving clients by providing guidance and protection solutions for individuals and families. What We Offer Remote, work-from-home career Average first-year earnings of $69K through commissions and bonuses Increased earning potential in later years through perfo…",2026-07-28T09:58:27Z,69737.97,Sales Coordinator Remote,1,Adzuna::API::Response::Job,,-107.4875,HMG Careers,Adzuna::API::Response::Company,Adzuna::API::Response::Category,sales-jobs,Sales Jobs,"['US', 'Colorado', 'La Plata County', 'Allison']",Adzuna::API::Response::Location,"Allison, La Plata County",
