adref,description,salary_is_predicted,__CLASS__,longitude,salary_max,salary_min,redirect_url,created,latitude,title,contract_type,id,category.tag,category.__CLASS__,category.label,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,contract_time
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1MjQ3NCIsInMiOiI3TjdqWjVlazhSR3BKYVlxeTVzVmxBIn0.v74IDs1FpWNicfWRcN-fsYtV-Zi_QFSrkB_M30Dq4Pw,"Job Description Job Description Belrose Bar & Grill is seeking a knowledgeable, motivated and hardworking sous chef to join our culinary team. We offer a competitive compensation package in a stable and friendly work environment. Additionally, we are a creative, ambitious business with an aggressive growth strategy and are hopeful to find like-minded leaders to join us as we move forward. If this sounds like a solid fit, we would love to hear from you today! Job Type: Full-time Salary: $55,000.…",1,Adzuna::API::Response::Job,-75.403484,38329.94,38329.94,https://www.adzuna.com/land/ad/5862352474?se=7N7jZ5ek8RGpJaYqy5sVlA&utm_medium=api&utm_source=abfa41a4&v=498BBE052CFBC8C806DACD1298D5A15F31E82E9D,2026-08-30T12:46:03Z,40.057236,Sous Chef,,5862352474,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Capano Management,Adzuna::API::Response::Company,"Wayne, Delaware County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Delaware County', 'Wayne']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN043alo1ZWs4UkdwSmFZcXk1c1ZsQSIsImkiOiI1ODYyMzUyNDU1In0.nEgunqdzPH1dLseE0JxCGSadFhCGjpi7mV30sOJy83M,"Job Description Job Description A prominent New Haven County personal injury law firm seeks a qualified attorney, with Personal Injury Pre-litigation / Negotiator claims. Qualifications: Admitted to CT Bar in good standing Personal injury experience with proven negotiation successes OR newly barred attorney with a desire to learn personal injury OR have handles personal injury claims as a paralegal / law clerk Proficient in all phases of a personal injury case OR have a desire be mentored and l…",1,Adzuna::API::Response::Job,-73.046431,83158.02,83158.02,https://www.adzuna.com/land/ad/5862352455?se=7N7jZ5ek8RGpJaYqy5sVlA&utm_medium=api&utm_source=abfa41a4&v=C0E8E0E4B9B39074CB606114A505718157DBCDA9,2026-08-30T12:46:03Z,41.222094,Associate Attorney,,5862352455,legal-jobs,Adzuna::API::Response::Category,Legal Jobs,Legal Solutions Group,Adzuna::API::Response::Company,"Milford, New Haven County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'New Haven County', 'Milford']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN043alo1ZWs4UkdwSmFZcXk1c1ZsQSIsImkiOiI1ODYyMzUyNDcyIn0.gmt2mVEyQzLb1V1mu5N04WUfsaoJx2K0PIvMVFTlDEI,"Job Description Job Description Take the next step in your career with Unidine as a PRN Registered Dietitian in Holyoke, MA! Location: Unidine at Holyoke Medical Center Setting: Acute Care Schedule: PRN Requirement: Must be a Registered Dietitian with a valid CDR  or RD eligible Hourly Pay: $50-$55/hour We go the extra mile for our Dietitians with perks designed to support education, career growth, and professional success! Special perks include: Career Advancement -Growth programs tailored to …",1,Adzuna::API::Response::Job,-72.640474,55532.07,55532.07,https://www.adzuna.com/land/ad/5862352472?se=7N7jZ5ek8RGpJaYqy5sVlA&utm_medium=api&utm_source=abfa41a4&v=79362F3EDF0AF70C121A6F84D772A7FE076C73E8,2026-08-30T12:46:03Z,42.222692,PRN Dietitian,,5862352472,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Unidine,Adzuna::API::Response::Company,"Holyoke, Hampden County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Hampden County', 'Holyoke']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN043alo1ZWs4UkdwSmFZcXk1c1ZsQSIsImkiOiI1ODYyMzUyNDYwIn0.60OrPZJG20Y0L6NpVnmvkRd6UMniZSmrhzVHHcou48g,"Job Description Job Description Pleasant Family Dentistry and Riccobene Associates are partnering to build a trusted network of skilled General Dentists available to fill in with our Mount Pleasant dental practice. Whether you're looking to supplement your current schedule, explore new practice environments, or maintain clinical activity during a career transition, this role offers the freedom to work on your terms — backed by the support of established, patient-centered practices. What you'll …",1,Adzuna::API::Response::Job,-79.852082,74380.81,74380.81,https://www.adzuna.com/land/ad/5862352460?se=7N7jZ5ek8RGpJaYqy5sVlA&utm_medium=api&utm_source=abfa41a4&v=E613FB1B4767AC5EBB2B9FEAAF84DCAF21EF9999,2026-08-30T12:46:03Z,32.823485,Temp / Fill-In General Dentist,,5862352460,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Riccobene Associates Family Dentistry,Adzuna::API::Response::Company,"Mount Pleasant, Charleston County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Charleston County', 'Mount Pleasant']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN043alo1ZWs4UkdwSmFZcXk1c1ZsQSIsImkiOiI1ODYyMzUyNDYyIn0.YVL_rmJU3NbjeMrGMevDk7Qr1B6FwxSm1eJU4e4elQU,"Job Description Job Description Pediatric Home Service is a friendly and professional leader in home health care with a singular passion for and commitment to taking care of the child . As a leader in home health care, we help kids achieve their best lives at home and in their communities while providing our employees a fun and rewarding place to work. Position: Service Specialist I Hours: Full-time Location: Roseville, MN Shift: Monday - Friday, 8:00am- 5:00pm. Some on-call weekends and evenin…",1,Adzuna::API::Response::Job,-93.090184,46695.98,46695.98,https://www.adzuna.com/land/ad/5862352462?se=7N7jZ5ek8RGpJaYqy5sVlA&utm_medium=api&utm_source=abfa41a4&v=0A70D4EB841584ED8995E4A3CE9A6DC79A249D7E,2026-08-30T12:46:03Z,44.951319,Service Specialist I,,5862352462,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Pediatric Home Service,Adzuna::API::Response::Company,"Saint Paul, Ramsey County",Adzuna::API::Response::Location,"['US', 'Minnesota', 'Ramsey County', 'Saint Paul']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN043alo1ZWs4UkdwSmFZcXk1c1ZsQSIsImkiOiI1ODYyMzUyNDg3In0.vUg8S60NKqoLX7S9CmFj2_xvKmyaf8MpuJFuIZf0Xkw,"Job Description Job Description Wojeski & Company is a mid-size Albany, New York based CPA Firm with an excellent reputation and great culture. We are ""accountants with personality"" known for our expertise, high service standards, impeccable integrity, community involvement and fun! Our service-oriented firm provides audit, tax, and consulting services to a broad range of clients. Senior Tax AssociateWojeski is seeking positive and energetic self-driven individuals to join our tax team. The pos…",1,Adzuna::API::Response::Job,-73.765437,55210.01,55210.01,https://www.adzuna.com/land/ad/5862352487?se=7N7jZ5ek8RGpJaYqy5sVlA&utm_medium=api&utm_source=abfa41a4&v=FDA977C4839EED729BDEFA3E666DF55708FC73CE,2026-08-30T12:46:03Z,42.632246,Senior Tax Associate,,5862352487,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,Wojeski & Company CPAs,Adzuna::API::Response::Company,"Albany, Albany County",Adzuna::API::Response::Location,"['US', 'New York', 'Albany County', 'Albany']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN043alo1ZWs4UkdwSmFZcXk1c1ZsQSIsImkiOiI1ODYyMzUyNDU5In0._yahhq_WBmSU4FuXcrkHPfxZzzFivdp9KnXQwj6OcEY,"Job Description Job Description Our shop is located in GARLAND TX. For faster responses, call or text Jason at (214) 604-3951 . Join our Growing team in GARLAND TX JP Euro Team – Where Passion Meets Performance! ?? ??Salary: $100,000–$160,000 (Based on Experience) Are you a seasoned AUDI Master Guild Technician ready to take your career to the next level? JP Euro , a leading European and exotic auto repair shop, is looking for a AUDI Master Guild Technician to join our elite team. If you specia…",1,Adzuna::API::Response::Job,-100.959871,59640.54,59640.54,https://www.adzuna.com/land/ad/5862352459?se=7N7jZ5ek8RGpJaYqy5sVlA&utm_medium=api&utm_source=abfa41a4&v=B78FDFCE2BC007F1CD3FF8EAA7062E6B7516D704,2026-08-30T12:46:03Z,35.536156,Pampa City Audi Master Guild Technician $50-$65 an hr - Relocation assistance,,5862352459,maintenance-jobs,Adzuna::API::Response::Category,Maintenance Jobs,JP Euro,Adzuna::API::Response::Company,"Pampa, Gray County",Adzuna::API::Response::Location,"['US', 'Texas', 'Gray County', 'Pampa']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1MjQ4NiIsInMiOiJMTnNBYVplazhSR2NmS1llX2NJcHZBIn0.jQ2AU7BnAEfBQvG6yk7fVGuEqee7WhLTXjm8aGsRENA,"Job Description Job Description Physical Therapist Assistant Career Opportunity Join a Team That Puts Your Passion for Care First Are you on the lookout for a fulfilling career that not only feels like home but also allows you to make a meaningful impact close to your heart? Join us as a Physical Therapist Assistant and contribute to the remarkable progress and inspiring outcomes of our patients. Embrace the opportunity to deliver high- quality, compassionate, and personalized care, celebrating…",1,Adzuna::API::Response::Job,-96.891995,74928.52,74928.52,https://www.adzuna.com/land/ad/5862352486?se=LNsAaZek8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=4F9EFA51391C8601B4A8DEE8359F6CD7BE7CA615,2026-08-30T12:46:03Z,43.354148,Physical Therapist Assistant,,5862352486,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Encompass Health Rehabilitation Hospital of Sioux Falls,Adzuna::API::Response::Company,"Lennox, Lincoln County",Adzuna::API::Response::Location,"['US', 'South Dakota', 'Lincoln County', 'Lennox']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1MjQ3NSIsInMiOiJMTnNBYVplazhSR2NmS1llX2NJcHZBIn0.JchkwHLZKFCmrrQJ92MmXO0sJHlGuhC7Odo7i8ux-xI,"Job Description Job Description The VNA Health Group-Moving Healthcare Forward The VNA Health Group is seeking a Registered Dietitian Nutritionist (30 hour work week) to join our dedicated team covering Elizabeth, Jersey City and parts of Englewood. As a VNAHG employee, you’ll not only be joining a winning organization, but one that will help you achieve your personal and professional goals. Our Continuing Education programs will keep you current, with learning and certifications to help you ma…",1,Adzuna::API::Response::Job,-74.0447,86923.91,86923.91,https://www.adzuna.com/land/ad/5862352475?se=LNsAaZek8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=D83692215255A03344A9274E23BC6DF323E43C54,2026-08-30T12:46:03Z,40.721832,Registered Dietitian Nutritionist,,5862352475,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,VNA Health Group,Adzuna::API::Response::Company,"Jersey City, Hudson County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Hudson County', 'Jersey City']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1MjQ1OCIsInMiOiJMTnNBYVplazhSR2NmS1llX2NJcHZBIn0.MiUGmZml5g4Us5gyGfXKL-qEccc2BxWPr-sN7wUsG30,"Job Description Job Description Our client is seeking Speech-Language Pathologist - Mt Holly, NJ . Compensation: $70-$80 per hour. CLIENT REQUIRED SKILLS AND EXPERIENCE: Assess and provide necessary services to help students achieve their Individual Education Programs (IEP) goals with excellence. Assist in screenings/evaluations and provide appropriate goals for students. Consult with teachers and other classroom staff as needed. Maintain appropriate records and documentation. Attend meetings t…",1,Adzuna::API::Response::Job,-74.787939,75768.97,75768.97,https://www.adzuna.com/land/ad/5862352458?se=LNsAaZek8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=EF34D63D777F26CED68EF5FD8CCEAC462FFD54B7,2026-08-30T12:46:03Z,39.993144,School Speech-Language Pathologist,,5862352458,teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,Kaleidoscope Education Solutions,Adzuna::API::Response::Company,"Mount Holly, Burlington County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Burlington County', 'Mount Holly']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1MjQ2NSIsInMiOiJMTnNBYVplazhSR2NmS1llX2NJcHZBIn0.Txl2jfVub0vJeQXfdv78SSp4IE2NGm1-Ezo0MXtU2Zc,"Job Description Job Description About Us At Vector Media, we’re building the future of Mobility Marketing, where media moves with people, meets them in real life, and makes a lasting impression. In an advertising world cluttered with screens and scrolls, we deliver real-world media with real results. From digital bus shelters and street-level storytelling to experiential activations, college campus and sports partnerships, we connect brands with audiences in the moments that matter most. Our hi…",1,Adzuna::API::Response::Job,-72.650596,53538.58,53538.58,https://www.adzuna.com/land/ad/5862352465?se=LNsAaZek8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=462F1A2D4BE5C5167EC2C6377BB6AF2D4DDF7FCC,2026-08-30T12:46:03Z,41.623581,Assistant Operations Manager,,5862352465,creative-design-jobs,Adzuna::API::Response::Category,Creative & Design Jobs,Vector Media,Adzuna::API::Response::Company,"Cromwell, Middlesex County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Middlesex County', 'Cromwell']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1MjQ2OCIsInMiOiJMTnNBYVplazhSR2NmS1llX2NJcHZBIn0.PxuMT8gVfV1MTCN9mGe2QWgrYVVXJTsa88kej1le6xc,"Job Description Job Description What you’ll do Provide speech-language teletherapy Participate in IEP meetings Complete comprehensive case reports Exercise strong communication and relationship-building skills to collaborate with onsite school personnel and build rapport with students About you Active state license as an SLP ASHA Certificate of Clinical Competence (CCC-SLP) 1 year of school-based experience including a Clinical Fellowship Year, or 2 years of total clinical experience including …",1,Adzuna::API::Response::Job,-99.029278,57045.79,57045.79,https://www.adzuna.com/land/ad/5862352468?se=LNsAaZek8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=D60F42C2FCF16771A8EB6407F254466C0714FF9E,2026-08-30T12:46:03Z,45.444419,South Dakota (remote) - Speech-language pathologist,,5862352468,teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,Presence,Adzuna::API::Response::Company,"Ipswich, Edmunds County",Adzuna::API::Response::Location,"['US', 'South Dakota', 'Edmunds County', 'Ipswich']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1MjQ3MCIsInMiOiJMTnNBYVplazhSR2NmS1llX2NJcHZBIn0.4jnesgWN0DiN99kQfnvZyU8W6-nCiLZwU_fE7ZHlgHo,"Job Description Job Description Description: Becker & Company is seeking skilled and experienced Field Investigators to join our team on an ""as needed"" basis. This role is perfect for a licensed investigator looking for flexible hours while providing expert investigative services. We investigate all types of insurance claims including workers' compensation, suspected fraud, liability and aimed at mitigating expenses for our clients and delivering high-quality results. We are seeking a detail-or…",1,Adzuna::API::Response::Job,-72.59294,27704.1,27704.1,https://www.adzuna.com/land/ad/5862352470?se=LNsAaZek8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=F281F89DABFD34F2C65E8EDCD56FFC73C28F9C02,2026-08-30T12:46:03Z,42.105218,"As Needed Field Investigator- Springfield, MA",,5862352470,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,J T Becker & Co Inc,Adzuna::API::Response::Company,"Springfield, Hampden County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Hampden County', 'Springfield']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1MjQ3NiIsInMiOiJMTnNBYVplazhSR2NmS1llX2NJcHZBIn0.FlaReoC-dIEnrRKvKgL2tqS3VtX0IliX6Il3RHYXy9M,"Job Description Job Description Apple Rehab Watertown is a 110 bed skilled nursing facility located in Watertown, CT. We are the premier choice for short term rehabilitation needs. We specialize in excellent customer service, a fast pace environment and we pride ourselves on treating our residents as our own family. Come grow with us! Are you ready to work for a company that is uniquely different; an organization that is committed to your personal and professional growth? Then come join the tea…",1,Adzuna::API::Response::Job,-73.118166,111106.68,111106.68,https://www.adzuna.com/land/ad/5862352476?se=LNsAaZek8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=FC10CFB45FAC90B1D4F8AF6A3D640A71954FE333,2026-08-30T12:46:03Z,41.606208,Speech Language Pathologist,,5862352476,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Apple Rehab Watertown,Adzuna::API::Response::Company,"Watertown, Litchfield County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Litchfield County', 'Watertown']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTE5zQWFaZWs4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYyMzUyNDczIn0.RwvtzbgzwoAW3gV11N_-mznJqaSunpIflBvvz1TAA0A,"Job Description Job Description Overview The Pharmacy Director is responsible for overseeing the daily business operation of all functional areas of the pharmacy, including, logistics and inventory, in addition to working collaboratively with the sales team. The Pharmacy Director is responsible for working with regional and corporate leadership to develop and execute a strategic operational plan to achieve the business objectives for the marketplace. Must be a licensed Pharmacist in the state o…",1,Adzuna::API::Response::Job,-97.5164,125421.24,125421.24,https://www.adzuna.com/land/ad/5862352473?se=LNsAaZek8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=9B7462BC1073B2F0D3E91F5F748D1928686FED3D,2026-08-30T12:46:03Z,35.4678,Pharmacy Director,,5862352473,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,BrightSpring Health Services,Adzuna::API::Response::Company,"Oklahoma City, Oklahoma County",Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Oklahoma County', 'Oklahoma City']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTE5zQWFaZWs4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYyMzUyNDY2In0.QXPcj1TIDqoP7WDlmL_caw_P32yvmLdkD7VH2j3E2iI,"Job Description Job Description Looking to level up your career and boost your income? At Voyage Healthcare, we help connect nurses, therapists, and allied health pros with high-paying travel jobs at top-rated facilities across the U.S. With thousands of openings nationwide, you can earn up to $3,500 per week (depending on your specialty, location, housing, and benefits)—all while making a real impact on the communities that need you most. Let your next adventure start with us! Position: ALLIED…",1,Adzuna::API::Response::Job,-72.662236,119850.25,119850.25,https://www.adzuna.com/land/ad/5862352466?se=LNsAaZek8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=6365A3A4057A09F7F733D73D6AC4ABC3D868FA63,2026-08-30T12:46:03Z,41.789968,"Travel ALLIED-NMT-Nuclear Medicine Technologist in Hartford, Connecticut",,5862352466,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Voyage Health,Adzuna::API::Response::Company,"Hartford, Hartford County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Hartford']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1MjQ4NCIsInMiOiJMTnNBYVplazhSR2NmS1llX2NJcHZBIn0.5eTcNIUlapQyxUysrE7el3KzyAZVj6mOMtUNJ_PEoL4,"Job Description Job Description Feldman Kramer & Monaco, is looking for a Wills attorney to join our progressive, innovative, and growing estate department.Unlike many law firms our dynamic law firm offers our attorneys flexible hours, no billing requirement, a good salary and great benefits including bonus opportunity. We are seeking a full time attorney to attend scheduled will days.NO case load.Admission to the NYS Bar for no less than five (3) years is required, and be in good standing.Reti…",1,Adzuna::API::Response::Job,-73.202614,195739.84,195739.84,https://www.adzuna.com/land/ad/5862352484?se=LNsAaZek8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=8E6508EF87FBB91F936CB11B4603E585E05FDE58,2026-08-30T12:46:03Z,40.825654,"Wills, Trusts & Estates Attorney",,5862352484,legal-jobs,Adzuna::API::Response::Category,Legal Jobs,"Feldman, Kramer & Monaco, P.C.",Adzuna::API::Response::Company,"Hauppauge, Suffolk County",Adzuna::API::Response::Location,"['US', 'New York', 'Suffolk County', 'Hauppauge']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTE5zQWFaZWs4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYyMzUyNDY5In0.n5OD_EfOq5kxjjXfzk2lW6yy8wIFtvGZBrPMSjX7sQA,"Job Description Job Description MECHANIC / PRODUCTION TECHNICIAN JOB TITLE: Mechanic/Production Technician REPORTS TO: Shop Supervisor Mechanics or Shop Supervisor Production Laborers (as assigned) MAJOR FUNCTION: Performs a variety of Shop functions including machine mechanics and production labor as assigned. ESSENTIAL DUTIES AND RESPONSIBILITIES: Tests equipment electrically and verifies it will function correctly Strips machines for electrical Services, repairs and maintains shop tools Perf…",1,Adzuna::API::Response::Job,-88.844267,46105.63,46105.63,https://www.adzuna.com/land/ad/5862352469?se=LNsAaZek8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=A64ABB10E80F381B8FC1B61D7D8CEA295234CE84,2026-08-30T12:46:03Z,42.26391,Mechanic,,5862352469,manufacturing-jobs,Adzuna::API::Response::Category,Manufacturing Jobs,Sterling Engineering Inc.,Adzuna::API::Response::Company,"Belvidere, Boone County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Boone County', 'Belvidere']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTE5zQWFaZWs4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYyMzUyNDc5In0.sOrR7NDQOKzNmIvc3Fjyhmp5n485E74XaFuv0MB_t-Y,"Job Description Job Description We are currently offering a $5,000 Sign-On Bonus for this position. Sigma Health Rehab is actively seeking a Full-time Occupational Therapist (OT) to work in a Skilled Nursing Facility. OT Requirements Include: Graduate of an accredited Occupational Therapy Program Current New York State OT License Experience in a skilled nursing or geriatric care setting is preferred, but new graduates with relevant experience are encouraged to apply Key Responsibilities: Evalua…",1,Adzuna::API::Response::Job,,143841.02,143841.02,https://www.adzuna.com/land/ad/5862352479?se=LNsAaZek8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=D6F044CF87F055DCBFFB7A3FE1A7A9B6F143AAB3,2026-08-30T12:46:03Z,,"Occupational Therapist (OT)- $5,000 Sign-On Bonus- Amsterdam",,5862352479,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Sigma Health Rehab,Adzuna::API::Response::Company,"New York City, New York",Adzuna::API::Response::Location,"['US', 'New York', 'New York City']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1MjQ4NSIsInMiOiJMTnNBYVplazhSR2NmS1llX2NJcHZBIn0.dIHoEsLVwye6T3ugWYFlGlCH-nlkRaXP5E-ORRKnQS8,"Job Description Job Description Radiology Technologist | RadiologyGateway Regional Medical Center - Granite City, ILFull-Time | M-F Days, 40 hrs/wk | $29.99-44.98/hrSteady weekday hours. Hands-on imaging work that matters.Gateway Regional Medical Center is looking for a Radiology Technologist to join our Radiology team. You'll operate imaging equipment to produce high-quality radiographic images, working with a good degree of independence while contributing to accurate diagnoses across the hosp…",1,Adzuna::API::Response::Job,-90.14872,114954.79,114954.79,https://www.adzuna.com/land/ad/5862352485?se=LNsAaZek8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=FB13469B864E473BEF86D3DF45A419E5C1D1CC55,2026-08-30T12:46:03Z,38.701439,"Radiology Tech-Days 5,000 sign on bonus",,5862352485,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Gateway Regional Medical Center,Adzuna::API::Response::Company,"Granite City, Madison County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Madison County', 'Granite City']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1MjQ4MiIsInMiOiJMTnNBYVplazhSR2NmS1llX2NJcHZBIn0.cRy-kVYBCYIoItn7iDIfkO4t8tKe2eYKS0poiiAy3yU,"Job Description Job Description Job OverviewRiverbrook Healthcare Center is seeking a compassionate and dedicated Speech-Language Pathologist (SLP) to join our in-house rehabilitation team. We are hiring Part-Time and Full-time Speech-Language Pathologists to provide high-quality therapy services in our skilled nursing and subacute rehabilitation setting.As a Speech-Language Pathologist, you will evaluate, diagnose, and treat residents with speech, language, cognitive-communication, voice, flue…",1,Adzuna::API::Response::Job,-82.747085,98384.48,98384.48,https://www.adzuna.com/land/ad/5862352482?se=LNsAaZek8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=1043938B806644C3D3C8AB1A0EC83BDD7F93ED47,2026-08-30T12:46:03Z,31.036598,Speech Language Pathologist,,5862352482,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Riverbrook Healthcare,Adzuna::API::Response::Company,"Homerville, Clinch County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Clinch County', 'Homerville']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTE5zQWFaZWs4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYyMzUyNDYzIn0.QLOdBX9UspVLuMUntlBW0NkbMd5JzSY3zGlP3P-aBWY,"Job Description Job Description Controller Salary Range: 65,000- 80,000 Job Overview We are seeking a detail-oriented, strategically-minded Controller to oversee our financial operations. This individual will be the backbone of our accounting department, ensuring accuracy in high-volume transactions and providing the insights necessary to drive our growth. Duties Manage and oversee the entire accounting cycle, including general ledger accounting, accounts payable, accounts receivable, and payro…",1,Adzuna::API::Response::Job,-96.631746,84426.41,84426.41,https://www.adzuna.com/land/ad/5862352463?se=LNsAaZek8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=D97A1E2DDB01D22FD529921B4AF36F8C837AE0BC,2026-08-30T12:46:03Z,32.936887,Controller,,5862352463,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,HighLine Supplies Inc,Adzuna::API::Response::Company,"Garland, Dallas",Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Garland']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1MjQwMiIsInMiOiJMTnNBYVplazhSR2NmS1llX2NJcHZBIn0.R20G07oqaClXzmo_H8yT3FX3xQcSHCiIhFeQNNA37Q8,"Job Description Job Description Calling All Passionate Educators: Become a Primrose Education Coach! Are you eager to make a difference in the lives of young children? Do you have a natural passion for mentorship and training? Primrose School of Pickerington wants YOU to join our team as an Education Coach. Position: Education Coach As an Education Coach, you’ll be dedicated to the growth and success of early childhood teachers. Confident, supported teachers create safe, healthy environments, a…",1,Adzuna::API::Response::Job,-82.753505,41548.59,41548.59,https://www.adzuna.com/land/ad/5862352402?se=LNsAaZek8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=05022598EA0368C24518A27F28A4677455D631ED,2026-08-30T12:46:02Z,39.88423,Education Coach,,5862352402,teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,Primrose School of Pickerington,Adzuna::API::Response::Company,"Pickerington, Fairfield County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Fairfield County', 'Pickerington']",
